generation,agents,score,stepsize
0,13,3.76667,0.471584
1,26,4.53333,0.450003
2,39,13.3,0.432858
3,52,24.1,0.416655
4,65,60.6333,0.426973
5,78,66,0.430308
6,91,40.7,0.434466
7,104,43.5667,0.437025
8,117,67.7,0.437149
9,130,77.8,0.442507
10,143,118.6,0.451921
11,156,96.9667,0.469187
12,169,114.167,0.471666
13,182,130.1,0.471371
14,195,127.133,0.470122
15,208,120.467,0.454732
16,221,119.767,0.447581
17,234,154.267,0.440141
18,247,143.967,0.440197
19,260,256.3,0.433057
20,273,301.9,0.42686
21,286,268.1,0.43079
22,299,254.3,0.439507
23,312,435.633,0.44568
24,325,332.567,0.448177
25,338,330.5,0.433591
26,351,484.6,0.429266
27,364,406.967,0.417842
28,377,392.733,0.419538
29,390,435.1,0.424646
30,403,676.233,0.428663
31,416,389.567,0.443583
32,429,338.067,0.448993
33,442,605.767,0.449288
34,455,409.8,0.433842
35,468,572.167,0.418734
36,481,636.7,0.406982
37,494,1135.47,0.398407
38,507,703.933,0.387845
39,520,502.4,0.376875
40,533,498,0.368447
41,546,419.267,0.353921
42,559,369.433,0.345852
43,572,315.433,0.336583
44,585,297.367,0.32633
45,598,407.533,0.321889
46,611,247.467,0.317786
47,624,250.667,0.321396
48,637,301.767,0.318616
49,650,249.133,0.307666
50,663,304.733,0.300917
51,676,455.433,0.291359
52,689,325.867,0.291119
53,702,422.367,0.292964
54,715,447.2,0.291401
55,728,782.733,0.288438
56,741,513.767,0.286372
57,754,373,0.289141
58,767,617.8,0.281337
59,780,632.667,0.279332
60,793,967.167,0.273517
61,806,874.067,0.263958
62,819,1058.43,0.260251
63,832,958.3,0.258319
64,845,1251.47,0.251572
65,858,583.467,0.247329
66,871,615.867,0.245147
67,884,568.3,0.246946
68,897,392.633,0.248113
69,910,613.9,0.244968
70,923,877.967,0.238781
71,936,650.3,0.238299
72,949,874.1,0.231371
73,962,680.667,0.224627
74,975,864.367,0.220939
75,988,603.3,0.214802
76,1001,615.567,0.214983
77,1014,824.933,0.215869
78,1027,730.467,0.218454
79,1040,726.533,0.221435
