generation,agents,score,stepsize
0,13,1.13333,0.948764
1,26,1.9,0.934039
2,39,7.73333,0.912769
3,52,8.36667,0.918759
4,65,9.23333,0.935421
5,78,13.4,0.955384
6,91,27.9,0.983176
7,104,17.3667,1.04899
8,117,32.8,1.09274
9,130,55.3333,1.10434
10,143,65.6,1.09557
11,156,54.8333,1.1466
12,169,34.5333,1.19988
13,182,53.7667,1.24366
14,195,55.1,1.26755
15,208,81.3333,1.24246
16,221,90.6,1.21514
17,234,81.1333,1.20109
18,247,95,1.21291
19,260,91.4,1.24239
20,273,101.467,1.23718
21,286,73.2667,1.2397
22,299,82,1.28632
23,312,75.7,1.32415
24,325,94.1667,1.35035
25,338,78.8667,1.38538
26,351,104.5,1.39963
27,364,104.667,1.419
28,377,144.267,1.39788
29,390,105.967,1.3676
30,403,119.333,1.33621
31,416,170.5,1.34243
32,429,152.467,1.32421
33,442,195.1,1.30765
34,455,229.133,1.30757
35,468,173.4,1.27472
36,481,160.067,1.31569
37,494,233.667,1.32707
38,507,255.733,1.35317
39,520,321.6,1.38211
40,533,372.533,1.44905
41,546,349.3,1.55242
42,559,367.4,1.61082
43,572,307.433,1.63944
44,585,534.6,1.62311
45,598,438.333,1.63448
46,611,569.667,1.60673
47,624,408.067,1.64021
48,637,396.367,1.64349
49,650,471.133,1.60867
50,663,331.6,1.59211
51,676,617.1,1.55548
52,689,552.733,1.5075
53,702,614.467,1.48556
54,715,980.5,1.50154
55,728,1480.2,1.49838
56,741,1341.37,1.47962
57,754,1598.57,1.51362
58,767,3050.53,1.48926
59,780,2338.1,1.43603
60,793,2706.7,1.38738
61,806,2865.8,1.33598
62,819,3634.67,1.3274
63,832,3603.3,1.31142
64,845,3247.57,1.31083
65,858,5214.27,1.30025
66,871,7143.33,1.3223
67,884,8838.27,1.34359
68,897,4830.47,1.37983
69,910,4801.77,1.44258
70,923,5615.4,1.47529
71,936,7305.97,1.51893
72,949,10081.3,1.53879
73,962,15790.1,1.54506
74,975,7355.27,1.52619
75,988,6197.1,1.48542
76,1001,7672.73,1.41859
77,1014,6461.93,1.37351
78,1027,6296.43,1.35174
79,1040,8877.37,1.31447
80,1053,6286.1,1.29422
81,1066,12875.9,1.24095
82,1079,12089.1,1.18582
83,1092,10478.1,1.14569
84,1105,28762.3,1.12449
85,1118,16725.5,1.09625
86,1131,15560.7,1.07274
87,1144,17851.4,1.03956
88,1157,23165.3,1.02611
89,1170,23080.5,1.02207
90,1183,24033.3,1.01765
91,1196,25809.9,0.994353
92,1209,9779.7,0.974492
93,1222,16730.1,0.975594
94,1235,20105.6,0.96598
95,1248,18219.9,0.973088
96,1261,21447.7,0.966866
97,1274,13051.2,0.954063
98,1287,7177.7,0.938207
99,1300,8989.63,0.926387
100,1313,6773.17,0.92663
101,1326,6199.6,0.926161
102,1339,5297.53,0.942507
103,1352,6264.8,0.939385
104,1365,5340.83,0.946688
105,1378,5273.63,0.984524
106,1391,7276.33,1.03935
107,1404,8829.43,1.07895
108,1417,10685.5,1.11725
109,1430,9726.03,1.13563
110,1443,13524,1.17362
111,1456,18219.8,1.19165
112,1469,22862.2,1.17738
113,1482,20862,1.16261
114,1495,9166.3,1.17075
115,1508,12620.4,1.13077
116,1521,23702.3,1.12876
117,1534,18248.2,1.13889
118,1547,22409,1.11591
