generation,agents,score,stepsize
0,13,0.133333,0.45891
1,26,0.2,0.435562
2,39,0.0666667,0.435406
3,52,0.133333,0.425989
4,65,0.1,0.425853
5,78,0.133333,0.429363
6,91,0,0.435681
7,104,0.1,0.436136
8,117,0.266667,0.444351
9,130,0.433333,0.457107
10,143,0.866667,0.457402
11,156,1.26667,0.457404
12,169,2.1,0.452981
13,182,3.9,0.459189
14,195,6.6,0.476727
15,208,19.5333,0.493674
16,221,32.4333,0.528787
17,234,105.8,0.586356
18,247,100.067,0.609226
19,260,143.033,0.637925
20,273,168.967,0.670656
21,286,206.967,0.696941
22,299,397.7,0.728672
23,312,241.333,0.738773
24,325,382.8,0.749663
25,338,446.9,0.770655
26,351,310.967,0.819105
27,364,381.533,0.852599
28,377,268.667,0.886264
29,390,360.933,0.881562
30,403,303.9,0.873528
31,416,647.133,0.842769
32,429,903.267,0.834839
33,442,717.733,0.816095
34,455,624,0.81214
35,468,929.833,0.829976
36,481,726.667,0.825384
37,494,572.2,0.82711
38,507,770.733,0.826283
39,520,697.767,0.834416
40,533,1016.27,0.834055
41,546,1499.17,0.839501
42,559,1745.17,0.856765
43,572,2075.33,0.864767
44,585,2219.87,0.875972
45,598,2970.23,0.887616
46,611,3954.07,0.90444
47,624,1717.47,0.946806
48,637,2791.47,1.00107
49,650,2821.1,1.03662
50,663,4925.37,1.05887
51,676,3798.43,1.06216
52,689,3289.83,1.07369
53,702,6132.33,1.06576
54,715,4798.47,1.02337
55,728,7779.7,0.97681
56,741,8725.63,0.918948
57,754,11720.3,0.883379
58,767,14515,0.846265
59,780,19908.5,0.829278
60,793,12380.3,0.803089
61,806,12339.1,0.79659
62,819,12075.5,0.761962
63,832,9599.87,0.72964
64,845,13728.6,0.685645
65,858,18458,0.647969
66,871,19817.3,0.630066
67,884,23634.6,0.610964
68,897,29354.3,0.601756
69,910,33779.5,0.596792
70,923,44378.1,0.575788
71,936,45205.4,0.575071
72,949,35019.8,0.582841
73,962,41341.2,0.585247
74,975,64612.9,0.596719
75,988,74803.4,0.594276
76,1001,75957.5,0.593936
77,1014,74333.1,0.586204
78,1027,88164.7,0.575128
79,1040,102697,0.55278
80,1053,101755,0.52936
81,1066,55224,0.509259
82,1079,83781.1,0.480729
83,1092,46248,0.467382
84,1105,45777.2,0.446499
85,1118,68493.3,0.433188
86,1131,27377,0.416698
87,1144,36849.4,0.395487
88,1157,39103.1,0.375955
89,1170,33509.5,0.363445
90,1183,49639.5,0.352253
91,1196,58987,0.340127
92,1209,33464.8,0.336789
93,1222,41582.3,0.331164
94,1235,46796.3,0.325654
95,1248,47491.3,0.33511
96,1261,35030.3,0.334137
97,1274,40164.8,0.319569
98,1287,32274.4,0.305858
99,1300,38920.6,0.295784
100,1313,34786.1,0.283942
101,1326,37738.4,0.276467
102,1339,48953.3,0.272091
103,1352,53743.5,0.266823
104,1365,50384.8,0.269139
105,1378,36925,0.264458
106,1391,60655.3,0.260602
107,1404,39283.3,0.260283
108,1417,34418.7,0.260689
109,1430,37096.4,0.261316
110,1443,49258.7,0.268545
111,1456,32175.5,0.274339
