generation,agents,score,stepsize
0,13,0.1,0.0945499
1,26,0.0333333,0.0902315
2,39,0.0333333,0.0889059
3,52,0.0333333,0.0876012
4,65,0.0333333,0.086112
5,78,0,0.0848666
6,91,0.0666667,0.0863344
7,104,0,0.086058
8,117,0.1,0.0871822
9,130,0.1,0.0863739
10,143,0.2,0.0851825
11,156,0.166667,0.0824894
12,169,1.06667,0.0803523
13,182,0.733333,0.0785557
14,195,1.43333,0.0775742
15,208,1.5,0.0773477
16,221,1.43333,0.0784407
17,234,2.1,0.0795136
18,247,2.46667,0.0807481
19,260,2.56667,0.0822082
20,273,3.76667,0.083809
21,286,3.1,0.0858914
22,299,4.23333,0.0888005
23,312,3.46667,0.091659
24,325,4.23333,0.0938495
25,338,8.66667,0.095383
26,351,10.7,0.100687
27,364,10.4667,0.103979
28,377,16.3333,0.109515
29,390,11.5,0.11275
30,403,22.0667,0.115639
31,416,62.5333,0.117902
32,429,87.0333,0.121264
33,442,64.0667,0.127238
34,455,70.2,0.132619
35,468,70.7,0.136893
36,481,44.4,0.137107
37,494,68.3,0.135817
38,507,55.7333,0.131115
39,520,69.9,0.12806
40,533,68.5,0.129962
41,546,72.4333,0.137375
42,559,87.6,0.137289
43,572,74,0.135074
44,585,83.0667,0.134373
45,598,87.9667,0.133927
46,611,93.8333,0.132928
47,624,92.0333,0.134431
48,637,113.1,0.136074
49,650,125.133,0.137796
50,663,143.233,0.13899
51,676,150.067,0.142147
52,689,201.3,0.145863
53,702,233.867,0.149927
54,715,235.3,0.149663
55,728,195.8,0.151541
56,741,218.533,0.156984
57,754,233.867,0.158388
58,767,207.9,0.158863
59,780,194.067,0.161533
60,793,172.5,0.162937
61,806,147.533,0.165283
62,819,184.1,0.167497
63,832,271.2,0.17193
64,845,143.733,0.180184
65,858,228.7,0.182355
66,871,215.9,0.176649
67,884,253.2,0.171436
68,897,201.4,0.164858
69,910,251.533,0.162643
70,923,210.367,0.161844
71,936,252.367,0.159039
72,949,236.933,0.153133
73,962,235.067,0.146554
74,975,171.067,0.141752
75,988,158.167,0.141443
76,1001,266.767,0.137428
77,1014,264.533,0.132458
78,1027,266.033,0.126723
79,1040,221.9,0.120926
80,1053,350.033,0.117112
81,1066,269.5,0.115673
82,1079,288.467,0.111534
83,1092,277.467,0.108786
84,1105,256.133,0.107801
85,1118,180.467,0.105962
86,1131,242.1,0.100212
87,1144,276.933,0.0953508
88,1157,237.367,0.0902859
89,1170,241.833,0.086029
90,1183,217.067,0.0817751
91,1196,264.3,0.0775448
92,1209,168.7,0.0777796
93,1222,223.067,0.0792076
94,1235,214.3,0.0777612
95,1248,219.5,0.0767942
96,1261,275.767,0.074509
97,1274,304.367,0.0722871
98,1287,282.567,0.0691122
99,1300,276.567,0.06703
100,1313,249.467,0.0648469
101,1326,234.733,0.0618021
102,1339,235.267,0.0603366
103,1352,299.467,0.058985
104,1365,316.033,0.0591477
105,1378,331.4,0.0590485
106,1391,297.7,0.0590345
107,1404,246.1,0.0590341
108,1417,389.733,0.0597832
109,1430,240.967,0.0584659
110,1443,360.6,0.0570953
111,1456,310.833,0.053362
112,1469,295.033,0.0492397
113,1482,272.3,0.0465752
114,1495,230.767,0.0453706
115,1508,285.233,0.0450153
116,1521,322.433,0.0442637
117,1534,259.233,0.0432845
118,1547,263.467,0.0433992
119,1560,309.6,0.0429493
120,1573,363.533,0.0426897
121,1586,268.467,0.0422086
122,1599,241.2,0.0412147
123,1612,240.433,0.0403043
124,1625,271.367,0.0396296
125,1638,309.967,0.0392549
126,1651,229.2,0.0407486
127,1664,257.233,0.0405327
128,1677,275.967,0.0414459
129,1690,253.167,0.0414966
130,1703,195.267,0.0414
131,1716,245.4,0.0413759
132,1729,215.6,0.0413516
133,1742,239.9,0.0409733
134,1755,214.6,0.0404719
135,1768,190.033,0.03959
136,1781,183.567,0.0389378
137,1794,219,0.0384482
138,1807,221.367,0.0374129
139,1820,228.1,0.0369349
140,1833,214.9,0.0371243
141,1846,182,0.0377044
142,1859,158.967,0.0387751
143,1872,199.833,0.0392581
144,1885,176.6,0.0411135
145,1898,193.467,0.0413359
146,1911,175.767,0.0416561
147,1924,137.633,0.0421886
148,1937,169.633,0.0424071
149,1950,189.033,0.043238
150,1963,164.6,0.0440558
151,1976,145.433,0.0452222
152,1989,151.1,0.0457909
153,2002,182.267,0.0456348
154,2015,171.6,0.045982
155,2028,195.8,0.0458054
156,2041,172,0.0458772
157,2054,193.6,0.0458133
158,2067,156.633,0.0459648
159,2080,181.5,0.0448412
160,2093,173.567,0.0431986
161,2106,181.6,0.0419177
162,2119,180.467,0.0427099
163,2132,226,0.0442725
164,2145,248.567,0.045287
165,2158,206.3,0.0474107
166,2171,212.433,0.0489098
167,2184,295.767,0.0495491
168,2197,165.867,0.0493217
169,2210,190.167,0.0492833
170,2223,211.567,0.0507966
171,2236,198.167,0.0506872
172,2249,205.633,0.0488867
173,2262,215.467,0.0488561
174,2275,272.767,0.0500515
175,2288,205.1,0.0509915
176,2301,182.567,0.0503676
177,2314,219.967,0.0497503
178,2327,228.6,0.0496717
179,2340,245.233,0.0496738
180,2353,189.833,0.0491838
181,2366,181.7,0.0509544
182,2379,181.467,0.0542161
183,2392,153.567,0.0586839
184,2405,172.767,0.0590115
185,2418,214.4,0.0596698
186,2431,172.467,0.0593903
187,2444,186.333,0.0588738
188,2457,265.833,0.0587933
189,2470,280.8,0.0582494
190,2483,243.633,0.0572479
191,2496,193.9,0.0575202
192,2509,241.367,0.0566928
193,2522,309.033,0.0576265
194,2535,277.467,0.0584626
