generation,agents,score,stepsize
0,13,1.33333,0.747109
1,26,0.8,0.722826
2,39,0.566667,0.692549
3,52,1.23333,0.67921
4,65,0.133333,0.660747
5,78,0.7,0.643668
6,91,0.566667,0.615687
7,104,1.4,0.59688
8,117,3,0.585848
9,130,3.3,0.596823
10,143,3.3,0.64011
11,156,7.2,0.695835
12,169,8.73333,0.750053
13,182,13.0333,0.813642
14,195,23.4333,0.892312
15,208,36.1333,0.948981
16,221,43.2333,1.00293
17,234,41.1333,1.01001
18,247,57.4,1.04383
19,260,90.7,1.08107
20,273,90.1667,1.11001
21,286,131.367,1.17142
22,299,98.6667,1.18182
23,312,63.2333,1.19025
24,325,97.4333,1.21976
25,338,135.333,1.23698
26,351,106.233,1.28863
27,364,197.867,1.31563
28,377,166.5,1.34948
29,390,141.567,1.39287
30,403,126.467,1.41139
31,416,159.633,1.40412
32,429,136.9,1.4475
33,442,135.7,1.44541
34,455,131.567,1.45748
35,468,155.433,1.54154
36,481,180.067,1.62562
37,494,202.133,1.67762
38,507,194.3,1.68861
39,520,247.667,1.69174
40,533,236.467,1.73513
41,546,277.967,1.75206
42,559,238.967,1.78703
43,572,192.9,1.80685
44,585,231.6,1.80297
45,598,208.8,1.7745
46,611,230.1,1.74632
47,624,180.7,1.72022
48,637,209.4,1.68933
49,650,321.567,1.64202
50,663,215.467,1.56971
51,676,237.2,1.50848
52,689,213.667,1.43459
53,702,190.833,1.38859
54,715,239.967,1.37533
55,728,258.567,1.34585
56,741,257.833,1.30578
57,754,352.7,1.2604
58,767,362.033,1.23035
59,780,278.5,1.20381
60,793,283,1.20216
61,806,255.967,1.21121
62,819,261.1,1.20141
63,832,199.9,1.20339
64,845,282.1,1.20587
65,858,365.667,1.19803
66,871,317.1,1.19999
67,884,303.567,1.21045
68,897,331.067,1.23291
69,910,453.3,1.24907
70,923,315.5,1.24576
71,936,316.4,1.24301
72,949,377.633,1.21752
73,962,424.5,1.19231
74,975,411,1.1533
75,988,369.833,1.1208
76,1001,348.967,1.14837
77,1014,554.567,1.15712
78,1027,482.967,1.12788
79,1040,471.9,1.09912
80,1053,484,1.09054
81,1066,466.667,1.07396
82,1079,472.933,1.07701
83,1092,397.5,1.06731
84,1105,515.9,1.03964
85,1118,434.967,1.03852
86,1131,399.033,1.04623
87,1144,411.767,1.03993
88,1157,431.767,1.0383
89,1170,268.233,1.01798
90,1183,325.3,1.00068
91,1196,291.867,0.98763
92,1209,376.067,0.984317
93,1222,285.9,0.957134
94,1235,261.333,0.92263
95,1248,396.167,0.923014
96,1261,476.6,0.885297
97,1274,472.933,0.868524
98,1287,381.933,0.857805
99,1300,363.733,0.857939
100,1313,412.533,0.84672
101,1326,515.167,0.850668
102,1339,607.333,0.85347
103,1352,597.633,0.855622
104,1365,586.733,0.861627
105,1378,519.467,0.864726
106,1391,689.2,0.894161
107,1404,769.667,0.927339
108,1417,624,0.955974
109,1430,639.467,0.966562
110,1443,656.4,0.969457
111,1456,638.233,0.975414
112,1469,737.9,0.980696
113,1482,934.967,0.979114
114,1495,626.533,0.995928
115,1508,608.733,1.00285
116,1521,514.033,1.02025
117,1534,673.967,1.02217
118,1547,526.3,1.0299
119,1560,575.1,1.01805
120,1573,595.767,0.995798
121,1586,507.6,0.97158
122,1599,734.6,0.958113
123,1612,515.033,0.943674
124,1625,651.667,0.952081
125,1638,795.1,0.961427
126,1651,727.167,0.970179
127,1664,715.667,1.0005
128,1677,688.7,1.02303
129,1690,640.167,1.05213
130,1703,859.967,1.03253
131,1716,568.633,0.990013
132,1729,640.3,0.967534
133,1742,849.167,0.937884
134,1755,700.667,0.93844
135,1768,733.067,0.902829
136,1781,736.067,0.888402
137,1794,696.167,0.895677
138,1807,630.1,0.903443
139,1820,683.867,0.92778
140,1833,968.467,0.943887
141,1846,923.3,0.951682
142,1859,819.9,0.973508
143,1872,966.333,0.945367
144,1885,971.5,0.925114
145,1898,753.1,0.922349
146,1911,562.967,0.953411
147,1924,595.2,0.947175
148,1937,367.167,0.926387
149,1950,725.133,0.915108
150,1963,822.1,0.920293
151,1976,469.533,0.918307
152,1989,631.8,0.885847
153,2002,818.9,0.873995
154,2015,892.833,0.84438
155,2028,624.167,0.814458
156,2041,748.5,0.797081
157,2054,486.333,0.782526
158,2067,636.167,0.772798
159,2080,645.4,0.752072
160,2093,642.933,0.730077
161,2106,754.633,0.714299
162,2119,638.867,0.706065
163,2132,663.7,0.697119
164,2145,583.933,0.673702
165,2158,743.967,0.685811
166,2171,683.367,0.682359
167,2184,743.167,0.682089
168,2197,539.5,0.699951
169,2210,652.6,0.701983
170,2223,502.433,0.694204
171,2236,526.633,0.673126
172,2249,752.333,0.642921
173,2262,550.8,0.637958
174,2275,638.733,0.65568
175,2288,547.533,0.681607
176,2301,620.633,0.706532
177,2314,513.567,0.729872
178,2327,639.567,0.727809
179,2340,764.5,0.711566
180,2353,523.433,0.701087
181,2366,753.433,0.677716
182,2379,688.5,0.661407
183,2392,759.133,0.64803
184,2405,584.3,0.654687
185,2418,466.9,0.659301
186,2431,508.733,0.66853
187,2444,419.167,0.658516
188,2457,344.833,0.637156
189,2470,425.167,0.626055
190,2483,546.633,0.621472
191,2496,485.533,0.599082
192,2509,434.5,0.582972
193,2522,454.2,0.558876
194,2535,631.267,0.533732
195,2548,417.067,0.520999
196,2561,512.9,0.512668
197,2574,431.533,0.499985
198,2587,579.533,0.483083
199,2600,496.7,0.462619
200,2613,515.733,0.448431
201,2626,540.667,0.430874
202,2639,442.4,0.427455
203,2652,544.3,0.425414
204,2665,482.2,0.414072
205,2678,451.7,0.411301
206,2691,598.433,0.407853
207,2704,573.433,0.406091
208,2717,707.167,0.397326
209,2730,502.767,0.397307
210,2743,336.733,0.397849
211,2756,696.533,0.402744
212,2769,588.567,0.399262
213,2782,362.9,0.395146
214,2795,499.067,0.400562
215,2808,543.567,0.405856
216,2821,574.433,0.398548
217,2834,487.267,0.38608
218,2847,591.867,0.382258
219,2860,556.367,0.382952
220,2873,525.6,0.384969
221,2886,718.767,0.383395
222,2899,617,0.385649
223,2912,478.867,0.378972
224,2925,623.867,0.370799
225,2938,654.533,0.360061
226,2951,777.8,0.359186
227,2964,527.9,0.348568
228,2977,714.1,0.351527
229,2990,810.367,0.361162
230,3003,757.733,0.358223
231,3016,641.267,0.356758
232,3029,627.533,0.355126
233,3042,530.033,0.358926
234,3055,598.267,0.377241
235,3068,731.067,0.394799
236,3081,842.333,0.398442
237,3094,717.6,0.397609
238,3107,834.533,0.406141
239,3120,520.433,0.400836
240,3133,710.767,0.39646
241,3146,522.3,0.400966
242,3159,717.133,0.393368
243,3172,558.067,0.392264
244,3185,536.933,0.394328
245,3198,496.5,0.385091
246,3211,661.033,0.385147
247,3224,564.167,0.378142
248,3237,664.133,0.374713
249,3250,636.133,0.373344
250,3263,583,0.37077
251,3276,632.467,0.368944
252,3289,560.567,0.355632
253,3302,519.267,0.348585
254,3315,821.833,0.333391
255,3328,675.2,0.321249
256,3341,616.5,0.316794
257,3354,698.7,0.314926
258,3367,512.6,0.330181
259,3380,467.433,0.335111
260,3393,686.633,0.337333
261,3406,536.1,0.335949
262,3419,526.2,0.33375
263,3432,614.333,0.340811
264,3445,550.367,0.339451
265,3458,670.6,0.347108
266,3471,512.233,0.345043
267,3484,657.3,0.347803
268,3497,717.133,0.349768
269,3510,698.833,0.349629
270,3523,610.367,0.355041
271,3536,551,0.357393
272,3549,579.333,0.361145
273,3562,486.933,0.361403
274,3575,547.167,0.355796
275,3588,581.633,0.36034
276,3601,551.167,0.356109
277,3614,451.633,0.348499
278,3627,503.1,0.337192
279,3640,459.5,0.327702
280,3653,477.033,0.313901
281,3666,489.067,0.304502
282,3679,500.3,0.302414
283,3692,562.867,0.294373
284,3705,671.633,0.286038
285,3718,429.5,0.275878
286,3731,478.033,0.269205
287,3744,527.767,0.260584
288,3757,514.367,0.264089
289,3770,566.2,0.266079
290,3783,469.3,0.270622
291,3796,402.933,0.27674
292,3809,428.967,0.287893
293,3822,591.633,0.300581
294,3835,529.7,0.302146
295,3848,474.067,0.30062
296,3861,490.667,0.296875
297,3874,446.867,0.298675
298,3887,505.767,0.308975
299,3900,398.9,0.311247
300,3913,567.9,0.309948
301,3926,601.967,0.311832
302,3939,569.4,0.318061
303,3952,524.567,0.330278
304,3965,591.633,0.338419
305,3978,576.267,0.343875
306,3991,426.7,0.345833
307,4004,460.467,0.349241
308,4017,338.133,0.353582
309,4030,491,0.354909
310,4043,378.8,0.353686
311,4056,482.4,0.353044
312,4069,431.767,0.34807
313,4082,601.167,0.339451
314,4095,514.567,0.33816
315,4108,685.933,0.342167
316,4121,552.1,0.344932
317,4134,631.8,0.342619
318,4147,386.467,0.348926
319,4160,483.267,0.355693
320,4173,651.1,0.356326
321,4186,546.2,0.357805
322,4199,398.933,0.362233
323,4212,441.933,0.360616
324,4225,565.6,0.359784
325,4238,444.733,0.358836
326,4251,674.867,0.347709
327,4264,511.167,0.343851
328,4277,455.9,0.342201
329,4290,569.467,0.339919
330,4303,537.667,0.3644
331,4316,487.667,0.387359
332,4329,537.367,0.38317
333,4342,510.933,0.395417
334,4355,701.767,0.405339
335,4368,641.433,0.401519
336,4381,531.3,0.386236
337,4394,622.5,0.366743
338,4407,466.2,0.358658
339,4420,445.7,0.352628
340,4433,481.7,0.345979
341,4446,507.9,0.35122
342,4459,711.2,0.354413
343,4472,450.1,0.348152
344,4485,547.433,0.342486
345,4498,612.533,0.339324
346,4511,622.667,0.32604
347,4524,439.067,0.315523
348,4537,508.567,0.308384
349,4550,699.167,0.311443
350,4563,482.367,0.312172
351,4576,428.2,0.310918
352,4589,652.267,0.31189
353,4602,382.867,0.317994
354,4615,494.167,0.31817
355,4628,534.433,0.315952
356,4641,452.633,0.31477
357,4654,582.033,0.319323
358,4667,544.033,0.310679
359,4680,689.067,0.302565
360,4693,622.9,0.297256
