generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29
0,12,0,0,0,0,-4.63317,-5.01899,8.99475,-2.27305,0.448896,2.365,0.839585,6.00267,-5.79601,4.85059,-3.03637,5.47906,-0.836615,-0.912702,3.13385,1.39199,-2.87475,-2.13941,3.84701,-9.6186,9.46783,-4.55791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,24,0,8,1.66667,2.07337,-5.8385,-2.79524,3.5989,-6.50615,-3.72215,6.87035,-7.4456,9.59715,-8.46329,-0.110144,-7.65469,-1.98376,3.56479,-5.97098,0.5365,3.50746,-2.55582,-7.79128,6.09558,-11.6546,11.8306,-7.16706,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,3,4,4,4,4,5,5,8
2,36,0,6,2.3,1.51202,-6.09939,3.1397,0.833316,1.55446,-4.18659,3.33726,1.73692,9.53476,-7.57766,-0.104203,-7.23814,-6.32891,3.02328,-4.13547,3.66767,3.10231,-3.5854,-9.58167,2.34386,-4.2889,8.22207,-7.58962,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,5,6
3,48,0,10,3.6,2.73672,-6.4982,2.50235,0.34945,-1.53224,-2.4554,-6.46168,-20.756,1.90072,-11.6594,-1.93681,-12.6339,-5.70041,3.04641,-6.86809,3.94938,1.15419,-3.70322,-11.3936,1.68878,-8.49162,7.95844,-6.67133,0,0,0,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,5,6,6,8,9,10,10
4,60,0,10,3.66667,2.68242,-7.08789,1.48788,-5.25951,-1.29351,-1.93728,-9.82671,-33.2586,-9.80986,-8.91514,-7.8096,-12.1271,-3.48736,5.30021,-2.50559,5.77895,-0.0516833,-2.75972,-11.3727,2.454,-8.75569,4.46401,-6.94172,0,0,0,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,4,4,4,6,6,7,7,7,7,7,8,10
5,72,0,14,4.26667,3.237,-8.4884,2.47194,-2.50245,0.315833,-5.22644,-7.53585,-32.2127,-10.3249,-8.48052,-8.51393,-12.0086,-3.57969,6.59727,-6.25308,4.57184,3.51047,-4.36875,-9.41042,1.70098,-8.73953,2.79724,-8.01592,0,0,0,1,1,1,1,2,2,3,3,3,3,4,4,4,5,5,5,5,5,5,5,6,6,7,9,9,10,14
6,84,0,12,3,2.47748,-8.75343,1.79005,-1.26775,0.698308,-7.80797,-6.55873,-35.3368,-10.5168,-6.83564,-7.94252,-10.811,-6.67056,5.54941,-2.78705,4.18339,9.15272,-6.44749,-9.18215,-0.913733,-9.74076,4.28667,-7.62846,0,0,0,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,7,8,12
7,96,0,6,1.46667,1.69651,-7.28884,-0.566038,-0.296563,2.23133,-6.63472,-2.79103,-37.3462,-7.92117,-9.67824,-7.77757,-8.60901,-5.48201,8.48852,-2.67428,3.20315,9.4044,-4.7724,-6.24692,3.48238,-11.7938,2.05763,-5.90945,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,3,4,4,4,4,4,6
8,108,0,7,2.66667,2.18669,-5.927,0.84704,2.80143,2.58655,-9.17011,-0.749462,-36.8541,-12.192,-10.9766,-9.95903,-7.21723,-4.8833,8.76702,-2.01311,0.838058,8.71539,-5.45358,-5.86782,2.72507,-13.3757,1.05983,-6.84477,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,3,3,3,3,4,4,4,5,5,5,5,5,6,6,7
9,120,0,6,1.76667,1.71572,-8.76253,-0.0764545,0.110045,3.19052,-7.80836,0.149405,-35.8397,-15.8766,-12.6467,-9.08159,-6.22154,-2.96055,7.17706,-4.74555,-1.55085,11.4069,-7.13155,-6.75593,2.7247,-11.7345,-1.64727,-5.45872,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,5,6
