generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29
0,12,0,4,1.26667,1.01483,-6.49183,2.68906,0.193693,4.53103,6.36476,10.0456,-3.10238,-1.34696,-0.770459,1.76703,-1.55224,-1.41339,-0.583335,-5.70049,2.95386,-1.0893,0.209324,5.86029,3.6131,-3.4278,-11.0057,-2.48548,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,4
1,24,0,5,0.966667,1.37674,-13.5968,4.5084,2.06703,1.71724,0.562306,20.6349,-9.70352,-9.23793,2.19534,3.74254,-9.01198,-3.87516,-5.83995,-5.16237,-2.26025,-3.93184,-9.15734,6.64504,1.45932,-6.61319,-5.09965,-1.78645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,3,4,4,5
2,36,0,4,1.2,1.09545,-23.0609,2.99866,5.39053,1.40302,-0.629937,27.5359,-9.78547,-8.4331,-2.42747,1.10026,-4.65571,-7.76478,-6.54254,-3.61091,-3.4853,-0.701638,-9.68905,8.14102,4.22585,-7.86671,-5.26216,-4.73215,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,4
3,48,0,7,1.4,1.65258,-21.2182,-4.69305,8.87954,-2.22509,-0.648361,28.3363,-10.5148,-8.14618,-4.5578,0.851575,-3.93772,-6.98182,-8.7552,-1.75402,-4.752,-14.2089,-7.76698,9.39683,0.0712717,-6.06049,-8.20396,-9.16479,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,5,7
4,60,0,6,1.96667,1.69143,-27.5859,-3.12057,11.5049,-2.26701,0.0600264,24.9231,-13.2629,-8.22197,-4.8316,-0.093614,-6.28513,-5.88059,-4.00899,-2.99036,-7.1421,-13.3385,-8.81551,9.18219,-0.78336,-5.48515,-7.71267,-9.66898,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,4,4,5,6,6
5,72,0,12,3.36667,3.1237,-24.9381,-1.65671,12.7921,-5.12114,-1.10564,24.2343,-13.0683,-8.81253,-8.50717,-3.01636,-5.37657,-4.38333,-2.87975,-2.4639,-6.59687,-15.9024,-9.74725,9.16139,3.99942,-4.56761,-8.17065,-8.28282,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,3,3,4,4,4,4,5,6,7,7,8,8,9,12
6,84,0,9,3.33333,2.48212,-22.4967,-4.28365,13.8241,-4.63902,-2.33415,24.0219,-12.9088,-9.90736,-9.71392,-6.40721,-2.36088,-4.28702,-3.77029,-1.75387,-8.93581,-16.824,-9.05122,6.64576,4.3489,-7.68236,-6.87129,-10.8224,0,0,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,5,6,6,6,8,9,9
7,96,1,11,3.56667,2.82456,-23.3089,-0.839707,10.3137,-3.90066,-1.01455,24.9202,-12.6734,-10.5014,-10.8622,-4.69387,-2.83696,-5.21348,-5.96215,0.59593,-11.3933,-17.1464,-10.635,6.01169,3.93445,-6.67656,-8.53869,-11.7372,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,4,4,4,4,4,5,6,6,6,8,8,10,11
8,108,0,20,5.66667,3.94211,-24.8514,0.920158,12.1518,-3.49973,-1.53403,24.1486,-13.6516,-12.4943,-8.33232,-4.10267,-3.5501,-5.98994,-8.28986,0.74922,-10.7089,-17.8264,-12.5648,5.93581,5.00692,-5.73842,-6.43416,-12.5106,0,1,1,2,2,2,2,3,3,4,4,5,5,5,5,5,6,6,6,6,7,7,7,7,9,10,10,10,10,20
9,120,0,12,4.23333,2.97905,-23.7781,0.767333,13.3919,-2.51368,-4.18569,24.0142,-14.8446,-13.0231,-6.24985,-10.1553,-5.4247,-6.39574,-8.96201,0.685936,-10.4703,-20.0243,-12.1775,6.54876,6.85278,-6.89915,-4.85795,-11.2332,0,0,0,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,5,6,6,6,6,7,7,7,8,8,9,12
