agents,score,clow,chigh,Q1,Q2,Q3,means
2847,43296.8266,67424.30387582231,31886.418339603715,9956.316499999999,40567.7,80836.0,"[386.033, 789.333, 19123.3, 23500.6, 27910.3, 40567.7, 43296.8266, 61360.1, 71209.0, 90463.0, 97658.9]"
2860,51308.4634,79900.4846161891,37786.67530184871,9487.2835,51308.4634,84116.15,"[467.967, 798.867, 18175.7, 21169.7, 29007.0, 51308.4634, 58811.2, 72640.9, 75673.8, 92558.5, 143781.0]"
2873,48756.323300000004,75926.14554451055,35907.12399796912,8286.95,48756.323300000004,88867.75,"[433.933, 845.2, 15728.7, 25021.6, 30005.3, 48756.323300000004, 59394.0, 77435.0, 82959.5, 94776.0, 100964.0]"
2886,40441.4433,62977.73708514789,29783.54028655679,6409.65,40441.4433,72279.0,"[517.133, 838.0, 11981.3, 15207.7, 22192.6, 40441.4433, 45035.4, 63856.3, 64194.8, 80363.2, 100228.0]"
2899,44153.7267,68758.71790268362,32517.491727874814,8492.85,44153.7267,75627.75,"[433.367, 963.4, 16022.3, 16125.1, 31886.2, 44153.7267, 51770.6, 63669.8, 71166.4, 80089.1, 109411.0]"
2912,52384.816699999996,81576.64376400395,38579.36738346682,6004.15,52384.8167,94336.4,"[400.667, 1016.9, 10991.4, 16447.1, 26440.3, 52384.8167, 64430.6, 84474.4, 87775.8, 100897.0, 130974.0]"
2925,47755.05,74366.90528273239,35169.7253980432,8271.916500000001,47755.05,77315.0,"[412.267, 852.633, 15691.2, 20303.4, 28212.7, 47755.05, 52058.8, 67156.5, 76092.4, 78537.6, 138233.0]"
2938,44386.53999999999,69121.26813830604,32688.94961201507,9450.9835,44386.53999999999,89959.1,"[400.433, 846.567, 18055.4, 20988.0, 21609.1, 44386.53999999999, 45339.5, 49184.2, 81840.5, 98077.7, 107524.0]"
2951,46020.1166,71665.16739679888,33892.01484676342,7622.3165,46020.116599999994,72790.25,"[384.233, 781.833, 14462.8, 20457.2, 27952.3, 46020.116599999994, 57875.1, 63681.2, 70747.2, 74833.3, 129026.0]"
2964,46140.8767,71853.22195686391,33980.949934383265,6269.4,46140.8767,85468.15,"[406.767, 596.4, 11942.4, 17262.8, 23743.8, 46140.8767, 55698.6, 67374.7, 72042.1, 98894.2, 113447.0]"
2977,46412.05,72275.50858657755,34180.65845727836,7888.35,41387.0,87029.25,"[361.6, 1022.2, 14754.5, 17660.2, 30434.3, 41387.0, 46412.05, 59477.2, 69890.5, 104168.0, 124965.0]"
2990,47748.95,74357.40601255625,35165.23298677092,7784.0,47748.95,85174.75,"[478.4, 1024.1, 14543.9, 24058.0, 25281.1, 47748.95, 56148.2, 74360.3, 82913.5, 87436.0, 111246.0]"
3003,48869.00659999999,76101.6224479594,35990.11083848013,6180.8665,48869.0066,76062.54999999999,"[626.233, 903.433, 11458.3, 23523.9, 23788.3, 48869.0066, 55335.1, 59628.7, 71587.9, 80537.2, 161301.0]"
3016,42959.203,66898.53702430787,31637.771771337135,6924.115,42959.203,73163.3,"[410.2, 1015.63, 12832.6, 25582.0, 26470.9, 42959.203, 53714.6, 69134.1, 69661.6, 76665.0, 94105.4]"
3029,46243.8466,72013.57259622606,34056.78323593491,6350.3665,43226.7,93502.3,"[433.033, 836.133, 11864.6, 14206.2, 29960.9, 43226.7, 46243.8466, 61456.3, 83129.6, 103875.0, 113450.0]"
3042,34642.263,53946.92061468902,25512.670950544332,8126.915,31912.7,58681.55,"[377.5, 1088.53, 15165.3, 18183.6, 18746.2, 31912.7, 34642.263, 47529.4, 52961.0, 64402.1, 96056.3]"
3055,47382.51,73786.76460872976,34895.36426765412,6691.9165,40225.3,78613.35,"[455.767, 996.233, 12387.6, 24213.4, 27975.4, 40225.3, 47382.509999999995, 54643.7, 55726.7, 101500.0, 155701.0]"
3068,44137.313299999994,68733.15801397724,32505.40390112458,6255.2665,37996.7,88078.5,"[500.5, 825.733, 11684.8, 19352.3, 25225.7, 37996.7, 44137.313299999994, 56806.4, 82899.0, 93258.0, 112824.0]"
3081,49441.157,76992.60789566132,36411.47721657796,4505.318499999999,49441.157,94908.65,"[451.833, 817.667, 8192.97, 25770.2, 28307.1, 49441.157, 51717.9, 55087.6, 67129.3, 122688.0, 134249.0]"
3094,45059.9067,70169.8734187831,33184.85783389289,6228.45,45059.9067,84644.25,"[468.667, 1252.3, 11204.6, 20804.8, 28426.2, 45059.9067, 51080.3, 61019.7, 77504.8, 91783.7, 107054.0]"
3107,40457.46,63002.67920984135,29795.335959282147,6521.233499999999,40457.46,72569.25,"[582.533, 930.167, 12112.3, 17478.8, 21805.3, 40457.46, 45058.3, 61697.9, 67108.1, 78030.4, 99770.8]"
3120,41054.76,63932.82905839928,30235.224033532955,6685.7165,33386.4,75661.3,"[386.367, 796.233, 12575.2, 20213.2, 28797.9, 33386.4, 41054.759999999995, 50430.7, 69551.3, 81771.3, 112639.0]"
3133,41511.0233,64643.34846137524,30571.244097802704,7745.6665,41511.0233,70187.65,"[410.1, 855.633, 14635.7, 19083.6, 22370.9, 41511.0233, 57369.3, 66009.5, 67241.4, 73133.9, 94000.2]"
3146,45215.2434,70411.77264526978,33299.257234233555,5183.5335,39430.4,81705.45000000001,"[418.767, 913.267, 9453.8, 25637.9, 26126.6, 39430.4, 45215.2434, 68729.8, 79302.6, 84108.3, 118031.0]"
3159,42502.4433,66187.2445987556,31301.386127894344,7210.416499999999,36524.1,78351.2,"[392.5, 835.933, 13584.9, 19364.7, 30030.7, 36524.1, 42502.4433, 58437.2, 74304.2, 82398.2, 109152.0]"
3172,42277.43,65836.84097089939,31135.672638495682,6787.849999999999,29141.7,80988.6,"[544.1, 1190.3, 12385.4, 21229.1, 23825.2, 29141.7, 42277.43000000001, 58617.3, 77911.4, 84065.8, 113864.0]"
3185,45649.756400000006,71088.4212324897,33619.25905376636,5429.398499999999,45649.7564,75430.05,"[409.367, 888.167, 9970.63, 22535.0, 26755.7, 45649.7564, 64349.5, 69210.1, 72294.3, 78565.8, 111519.0]"
3198,47397.58000000001,73810.23247783704,34906.46273287924,6760.900000000001,47397.58,86380.3,"[428.2, 623.7, 12898.1, 23341.6, 28717.3, 47397.58, 50740.0, 65094.3, 68637.6, 104123.0, 119372.0]"
3211,37879.1537,58987.59262942793,27896.514273134922,4663.035,37879.1537,64073.85,"[466.967, 1017.8, 8308.27, 24347.9, 36319.2, 37879.1537, 51294.8, 56647.7, 56851.2, 71296.5, 72241.2]"
3224,47979.66330000001,74716.68600762625,35335.144303096145,7921.25,47979.6633,90862.1,"[416.933, 674.4, 15168.1, 24086.5, 39285.1, 47979.6633, 57782.6, 61573.8, 83147.1, 98577.1, 99085.0]"
3237,48535.53999999999,75582.32911548136,35744.525738026474,6790.0165,48535.53999999999,81546.1,"[400.767, 777.533, 12802.5, 24232.9, 45241.9, 48535.53999999999, 62196.6, 65274.0, 72436.1, 90656.1, 111337.0]"
3250,45011.32630000001,70094.22123110041,33149.0802705205,5131.2315,45011.3263,77814.45000000001,"[336.6, 945.933, 9316.53, 23109.2, 36919.9, 45011.3263, 45963.8, 67633.4, 72544.6, 83084.3, 110259.0]"
3263,45543.8403,70923.48260135819,33541.25599121629,8276.135,47472.8,68883.95,"[426.833, 1002.27, 15550.0, 15946.5, 45543.8403, 47472.8, 48625.1, 61508.0, 62551.6, 75216.3, 127139.0]"
3276,48696.38,75832.79839665006,35862.97810344168,6060.299999999999,50928.8,84168.65,"[364.0, 978.8, 11141.8, 29896.4, 48696.38, 50928.8, 55789.5, 67923.2, 70641.5, 97695.8, 101604.0]"
3289,42514.020300000004,66205.27296774398,31309.912135320435,9139.285,42514.020300000004,67112.35,"[361.333, 1022.37, 17256.2, 18449.2, 34086.1, 42514.020300000004, 56873.0, 64100.5, 66223.5, 68001.2, 98766.8]"
3302,46297.453700000005,72097.05264971114,34096.26276713393,8128.485,46297.4537,76735.1,"[389.367, 1385.97, 14871.0, 29234.9, 38603.1, 46297.4537, 67832.3, 69876.6, 76545.6, 76924.6, 87311.1]"
3315,55054.006700000005,85733.25965932012,40545.12135786751,4904.849999999999,59136.1,86198.15,"[299.267, 1205.47, 8604.23, 21237.4, 55054.006700000005, 59136.1, 77192.3, 78774.0, 80096.4, 92299.9, 131695.0]"
3328,51435.38999999999,80098.14200404774,37880.151775388294,7721.049999999999,59435.0,87100.4,"[416.6, 1012.3, 14429.8, 23005.2, 51435.39, 59435.0, 60935.7, 64683.5, 82454.0, 91746.8, 116235.0]"
3341,50268.99,78281.75696577894,37021.14382326015,7787.6665,50268.990000000005,80549.35,"[404.467, 760.633, 14814.7, 22578.1, 44091.4, 50268.990000000005, 64746.8, 75646.1, 77601.4, 83497.3, 118549.0]"
3354,50802.1703,79112.0559366463,37413.81024782983,7327.485,62650.9,87117.95000000001,"[358.333, 1141.57, 13513.4, 23986.7, 50802.1703, 62650.9, 64297.7, 67353.2, 81743.8, 92492.1, 100484.0]"
3367,48627.10999999999,75724.92717614175,35811.9634593711,8097.3165,59692.6,80010.05,"[427.667, 932.833, 15261.8, 24305.8, 48627.11, 59692.6, 59821.9, 62973.4, 71287.3, 88732.8, 102835.0]"
3380,49241.833399999996,76682.20974338603,36264.68318584509,8057.0335,49241.833399999996,86209.45,"[489.167, 726.167, 15387.9, 23338.2, 45704.6, 49241.833399999996, 49821.6, 72216.8, 72770.0, 99648.9, 112315.0]"
3393,45585.7867,70988.80394341,33572.14787321487,6687.0,54571.8,76061.5,"[449.867, 795.6, 12578.4, 23463.3, 45585.7867, 54571.8, 59851.1, 67774.9, 73057.4, 79065.6, 84249.9]"
3406,42543.14,66250.61983622723,31331.357654750802,8327.8835,43536.2,73208.1,"[354.933, 769.967, 15885.8, 20572.4, 42543.14, 43536.2, 51492.8, 69370.4, 71594.0, 74822.2, 77032.7]"
3419,51893.2267,80811.11159582618,38217.33058718195,13311.550000000001,55978.5,87368.6,"[464.767, 855.9, 25767.2, 26658.9, 51893.2267, 55978.5, 65151.5, 69289.3, 83958.9, 90778.3, 100029.0]"
3432,52846.06330000001,82294.92344781087,38919.05745316168,14423.35,54699.9,86274.35,"[348.133, 1035.9, 27810.8, 35084.6, 52846.0633, 54699.9, 61567.3, 77089.2, 79035.9, 93512.8, 98276.1]"
3445,48316.94330000001,75241.91778549603,35583.537823409744,13841.95,62538.8,72607.20000000001,"[525.433, 666.7, 27017.2, 33239.2, 48316.943300000006, 62538.8, 64004.1, 71806.9, 71855.6, 73358.8, 78156.7]"
3458,54785.1033,85314.50784819217,40347.0845274883,9905.75,56438.0,91244.7,"[435.533, 1053.7, 18757.8, 23516.7, 54785.1033, 56438.0, 71937.7, 77290.2, 79391.4, 103098.0, 115932.0]"
3471,46368.5467,72207.76275047044,34148.61997936013,10212.833499999999,53998.3,68503.54999999999,"[400.6, 630.867, 19794.8, 24559.1, 46368.54669999999, 53998.3, 59895.6, 65180.1, 66683.2, 70323.9, 102219.0]"
3484,51950.24300000001,80899.90065125954,38259.320860759566,8677.865,58753.4,90584.25,"[376.5, 1173.83, 16181.9, 21662.7, 51950.243, 58753.4, 69244.5, 73305.1, 85788.2, 95380.3, 97636.0]"
3497,50371.810300000005,78441.87463943318,37096.86695026649,8829.384999999998,57719.2,80330.9,"[363.633, 1091.17, 16567.6, 23342.1, 50371.8103, 57719.2, 68057.5, 74203.1, 77273.4, 83388.4, 101712.0]"
3510,49062.176999999996,76402.43848396455,36132.37327822274,10215.285,49062.176999999996,85299.35,"[316.1, 1021.97, 19408.6, 22586.3, 48241.8, 49062.176999999996, 63063.0, 67155.3, 81367.5, 89231.2, 98230.0]"
3523,55188.36669999999,85942.49276437993,40644.072239595844,9917.5835,70378.1,90739.29999999999,"[462.6, 943.767, 18891.4, 24584.9, 55188.36669999999, 70378.1, 73701.9, 75773.4, 88892.7, 92585.9, 105669.0]"
3536,51095.760299999994,79569.25113845126,37630.02779298183,12874.185,60599.5,75266.29999999999,"[540.533, 1476.27, 24272.1, 25023.3, 51095.760299999994, 60599.5, 70004.0, 73258.3, 74336.2, 76196.4, 105251.0]"
3549,52252.2763,81370.24424451994,38481.75656592718,11616.865,52252.2763,86578.20000000001,"[428.833, 1071.13, 22162.6, 25408.3, 51370.1, 52252.2763, 76091.7, 78318.2, 85273.3, 87883.1, 94515.5]"
3562,50703.0733,78957.7363994915,37340.82918555955,12234.300000000001,58424.8,79003.35,"[376.133, 997.4, 23471.2, 33764.9, 50703.0733, 58424.8, 71651.1, 74046.9, 76836.9, 81169.8, 86291.6]"
3575,57567.1967,89646.94339931221,42395.98743743622,9694.35,64461.7,93042.45,"[457.767, 1210.4, 18178.3, 32438.5, 57567.19670000001, 64461.7, 74489.1, 76771.3, 81524.9, 104560.0, 121580.0]"
3588,53271.953,82958.14333724228,39232.7085497233,11304.914999999999,60113.2,84827.9,"[495.6, 1535.03, 21074.8, 26261.8, 53271.953, 60113.2, 62860.0, 67560.3, 73749.4, 95906.4, 123163.0]"
3601,52422.823,81635.8293561507,38607.35753601395,11338.965,69047.1,82983.2,"[564.4, 1423.63, 21254.3, 27643.8, 52422.823, 69047.1, 74360.0, 78051.5, 82908.5, 83057.9, 85917.1]"
3614,56278.4163,87639.98057680354,41446.85111014977,10518.515000000001,58521.1,85634.4,"[395.433, 1216.63, 19820.4, 24513.9, 56278.4163, 58521.1, 68509.5, 72621.4, 76053.7, 95215.1, 145917.0]"
3627,61062.53029999999,95090.07753408437,44970.16384153492,12253.785,61062.5303,109088.1,"[494.133, 1411.77, 23095.8, 27624.4, 49535.9, 61062.5303, 71651.4, 85826.7, 91321.2, 126855.0, 132809.0]"
3640,59201.856299999985,92192.52916757562,43599.8502593006,14804.965,64480.7,84040.9,"[437.133, 1932.93, 27677.0, 30926.7, 59201.856299999985, 64480.7, 71583.4, 77003.9, 83329.7, 84752.1, 149895.0]"
3653,53725.3597,83664.21427871248,39566.62483988806,11611.315,53725.35969999999,78950.2,"[479.267, 1580.23, 21642.4, 23714.8, 43108.7, 53725.35969999999, 74242.5, 76648.3, 77094.2, 80806.2, 137937.0]"
3666,55607.20330000001,86594.72916160164,40952.52900403542,10920.85,55607.20330000001,93570.9,"[394.233, 1197.8, 20643.9, 34155.0, 53643.5, 55607.20330000001, 66762.8, 88764.0, 89841.0, 97300.8, 103369.0]"
3679,54132.7933,84298.69326973442,39866.68374109194,8104.200000000001,55460.3,78278.45,"[368.733, 1420.2, 14788.2, 30285.4, 54132.7933, 55460.3, 73506.9, 73603.3, 77045.2, 79511.7, 135338.0]"
3692,54470.062999999995,84823.9090078529,40115.069675858635,9849.765,52857.6,89459.95,"[453.6, 1015.53, 18684.0, 31937.7, 46004.8, 52857.6, 54470.063, 72249.5, 88957.2, 89962.7, 142578.0]"
3705,56057.989700000006,87296.71962149108,41284.51554579744,10687.115,52446.6,98485.15,"[416.667, 1550.43, 19823.8, 25712.2, 47408.5, 52446.6, 56057.9897, 58405.4, 74266.3, 122704.0, 157846.0]"
3718,53450.02000000001,83235.43949174281,39363.84792644793,10111.05,54177.0,86926.4,"[446.7, 1227.6, 18994.5, 26681.1, 53450.020000000004, 54177.0, 56179.6, 66522.9, 78238.6, 95614.2, 136418.0]"
3731,55327.7733,86159.58472466451,40746.739744722,9434.15,61684.5,93864.0,"[363.333, 995.6, 17872.7, 30414.7, 55327.7733, 61684.5, 66935.2, 67234.7, 84325.0, 103403.0, 120049.0]"
3744,51018.483400000005,79448.9111136195,37573.11638041685,9780.6335,52358.9,88658.1,"[442.067, 997.867, 18563.4, 21232.5, 51018.483400000005, 52358.9, 69845.1, 71801.3, 82296.0, 95020.2, 97627.5]"
3757,57124.5233,88957.58696875701,42069.975802666326,11014.4,60954.6,94804.0,"[266.733, 1170.2, 20858.6, 21709.1, 57124.5233, 60954.6, 68318.3, 72841.7, 75681.0, 113927.0, 135518.0]"
3770,47213.017,73522.82037922762,34770.539306380066,12264.535,47213.017,81047.75,"[409.1, 1583.57, 22945.5, 26959.4, 34319.3, 47213.017, 51972.7, 59171.1, 66068.5, 96027.0, 112674.0]"
3783,63326.23,98615.24065669549,46637.29007912933,10497.95,59967.1,113618.5,"[492.4, 962.4, 20033.5, 26988.8, 56359.7, 59967.1, 63326.23, 69148.4, 101596.0, 125641.0, 172073.0]"
3796,52327.53029999999,81487.43409334528,38537.17819180976,10367.085,52327.5303,71413.9,"[440.133, 1110.17, 19624.0, 25025.1, 48426.2, 52327.5303, 59494.1, 61260.8, 67803.3, 75024.5, 165067.0]"
3809,51798.19000000001,80663.11499091669,38147.33977695903,10502.550000000001,51798.19,85259.55,"[400.3, 1067.4, 19937.7, 24478.7, 43440.1, 51798.19, 59786.1, 62809.5, 69861.1, 100658.0, 135543.0]"
3822,49904.263000000006,77713.7831438888,36752.53666160391,14212.165,49904.263,78493.5,"[473.5, 1092.13, 27332.2, 29660.1, 30045.1, 49904.263, 68660.2, 68852.4, 75828.5, 81158.5, 115940.0]"
3835,54825.113000000005,85376.81324982594,40376.55010573098,12859.715,53374.2,90908.95,"[388.2, 1352.23, 24367.2, 29373.4, 46449.4, 53374.2, 54825.113, 67861.6, 86971.7, 94846.2, 143267.0]"
3848,63928.93630000001,99553.80950596706,47081.159681750854,14319.115000000002,63928.9363,91789.3,"[436.333, 1547.83, 27090.4, 34503.2, 58604.5, 63928.9363, 68968.5, 84748.0, 89973.0, 93605.6, 179812.0]"
3861,55773.33,86853.43119549821,41074.874817101954,12141.05,55773.33,95811.25,"[375.0, 1580.6, 22701.5, 27838.8, 47350.8, 55773.33, 60261.9, 62509.2, 93929.7, 97692.8, 143493.0]"
3874,55535.9467,86483.76429353071,40900.05130681181,13634.199999999999,57525.2,99938.25,"[462.967, 1421.3, 25847.1, 31802.2, 55535.94670000001, 57525.2, 62471.7, 65733.5, 98881.5, 100995.0, 110219.0]"
3887,51771.8597,80622.1119362415,38127.94854146356,13709.565,47739.9,88896.15,"[468.767, 1553.63, 25865.5, 31253.1, 46873.9, 47739.9, 51771.8597, 57702.5, 74129.3, 103663.0, 128469.0]"
3900,58138.503000000004,90536.61436603779,42816.73216891848,14172.914999999999,58138.503000000004,88960.25,"[536.2, 1217.23, 27128.6, 33974.5, 47507.1, 58138.503000000004, 79027.8, 79955.1, 86750.2, 91170.3, 134118.0]"
3913,55737.88670000001,86798.23685408286,41048.77221375006,12667.949999999999,58647.9,90205.70000000001,"[534.567, 1209.6, 24126.3, 30684.7, 55737.88670000001, 58647.9, 65015.4, 81161.0, 82184.8, 98226.6, 115588.0]"
3926,58859.14000000001,91658.83167127006,43347.453116790384,14484.6,58859.14,99305.3,"[519.9, 1129.5, 27839.7, 36807.2, 56306.3, 58859.14, 66242.8, 79848.4, 81599.6, 117011.0, 121287.0]"
3939,51291.68299999999,79874.35321401473,37774.31719396127,13428.015000000001,51291.683,78117.70000000001,"[348.1, 1463.13, 25392.9, 28232.7, 44645.8, 51291.683, 55425.1, 59488.7, 74663.8, 81571.6, 141685.0]"
3952,49056.017,76392.84577834407,36127.836679298605,11171.185,59160.9,76324.55,"[517.0, 1798.27, 20544.1, 24023.9, 49056.017, 59160.9, 60248.9, 69734.0, 74713.3, 77935.8, 101884.0]"
3965,54013.043699999995,84112.21231827806,39778.49284717547,15109.535,56815.6,81300.54999999999,"[350.567, 1984.57, 28234.5, 37510.0, 54013.043699999995, 56815.6, 60596.1, 76902.0, 77051.2, 85549.9, 115136.0]"
3978,57681.133299999994,89824.3720134679,42479.89728434846,12511.8,57681.1333,96101.15,"[487.333, 1970.0, 23053.6, 31439.3, 47651.0, 57681.1333, 75079.4, 84461.4, 88317.3, 103885.0, 120467.0]"
3991,56930.33,88655.17801415134,41926.96003710562,10948.6,55180.5,90379.4,"[487.5, 1533.2, 20364.0, 24624.0, 46916.5, 55180.5, 56930.33, 83179.8, 86583.0, 94175.8, 156259.0]"
4004,48113.697,74925.41097959453,35433.85487764445,13682.085000000001,54428.7,72883.4,"[388.8, 1777.97, 25586.2, 27562.5, 48113.697, 54428.7, 58373.5, 69405.2, 71041.7, 74725.1, 97847.3]"
4017,44842.5837,69831.44556755567,33024.80794947902,13921.935,51398.2,69602.04999999999,"[509.267, 1680.77, 26163.1, 32296.1, 44842.5837, 51398.2, 59393.3, 61820.3, 68482.2, 70721.9, 75960.7]"
4030,50554.05,78725.66876191141,37231.079357239614,16250.35,57396.5,80234.45000000001,"[423.1, 1606.9, 30893.8, 37596.4, 50554.05, 57396.5, 61846.1, 65749.2, 77612.8, 82856.1, 89559.6]"
4043,58033.903300000005,90373.72570855546,42739.6985834502,12276.449999999999,71918.0,98110.7,"[407.933, 1712.1, 22840.8, 26642.1, 58033.903300000005, 71918.0, 77545.9, 78630.8, 92337.4, 103884.0, 104420.0]"
4056,49122.71699999999,76496.71484731913,36176.9586189479,11755.185,56585.3,84408.65,"[483.3, 1899.07, 21611.3, 24311.9, 49122.71699999999, 56585.3, 62809.1, 65653.0, 80647.9, 88169.4, 89056.9]"
4069,51346.38330000001,79959.53566129599,37814.60182417716,13627.1,52415.6,88446.0,"[361.133, 2336.0, 24918.2, 32232.9, 51346.3833, 52415.6, 58351.9, 64216.1, 87577.8, 89314.2, 101740.0]"
4082,50617.813299999994,78824.9646330625,37278.0385322687,8463.0,60713.3,78271.25,"[443.433, 1578.9, 15347.1, 34967.5, 50617.813299999994, 60713.3, 74136.0, 75050.4, 77596.4, 78946.1, 87399.0]"
4095,53213.903000000006,82867.74454482844,39189.95699655026,6984.215,55149.9,88400.0,"[401.9, 1644.03, 12324.4, 24815.1, 53213.903000000006, 55149.9, 66234.0, 76626.7, 81512.3, 95287.7, 118143.0]"
4108,54700.143299999996,85182.20325898493,40284.51481245674,8250.1,54700.143299999996,96234.4,"[426.733, 1700.5, 14799.7, 27996.1, 48283.2, 54700.143299999996, 60111.1, 78421.3, 82084.8, 110384.0, 122794.0]"
4121,50102.51699999999,78022.51565364268,36898.5429737963,12100.535,50102.51699999999,85661.1,"[443.1, 1657.27, 22543.8, 25390.5, 48645.6, 50102.51699999999, 63446.2, 71294.0, 78381.4, 92940.8, 96282.5]"
4134,55941.0237,87114.57345174986,41198.37466434285,9134.585,55941.0237,100506.85,"[342.267, 1553.07, 16716.1, 30942.5, 53969.6, 55941.0237, 59513.2, 60985.8, 80571.7, 120442.0, 134374.0]"
4147,59047.5663,91952.25992241576,43486.22171254663,12274.565,61261.4,98920.7,"[408.133, 1583.43, 22965.7, 29576.1, 59047.566300000006, 61261.4, 65976.2, 71744.3, 78381.4, 119460.0, 139119.0]"
4160,56253.893299999996,87601.7919534381,41428.79088037437,8941.75,62347.7,99468.85,"[497.233, 2337.2, 15546.3, 32107.8, 56253.893299999996, 62347.7, 63175.1, 68138.9, 93705.7, 105232.0, 119451.0]"
4173,49945.2967,77777.68317710621,36782.756375771634,11055.2,55775.0,77457.35,"[458.767, 1714.5, 20395.9, 38545.7, 49945.2967, 55775.0, 60612.0, 68063.2, 69909.8, 85004.9, 98973.2]"
4186,51318.2967,79915.79759543877,37793.917142465696,10814.050000000001,46293.9,92822.15,"[491.367, 1531.7, 20096.4, 32228.8, 45449.1, 46293.9, 51318.2967, 81858.0, 91301.5, 94342.8, 99589.4]"
4199,53084.14369999999,82665.675913916,39094.394350320326,8735.635,70616.2,73921.45,"[494.067, 1819.57, 15651.7, 27084.3, 53084.14369999999, 70616.2, 71778.3, 71809.4, 72720.4, 75122.5, 123745.0]"
4212,49700.883,77397.06813267214,36602.755251021066,7729.115,49700.883,83141.5,"[393.9, 1384.73, 14073.5, 21410.1, 41262.5, 49700.883, 68568.2, 75745.9, 79594.5, 86688.5, 107887.0]"
4225,50222.15,78208.8150288855,36986.64799637599,9686.800000000001,60635.3,80822.95000000001,"[497.5, 1844.2, 17529.4, 23265.4, 50222.15, 60635.3, 69539.3, 70542.0, 71097.6, 90548.3, 96722.5]"
4238,50717.44030000001,78980.10951664243,37351.40991879707,9349.935,50717.4403,85755.29999999999,"[388.233, 1708.07, 16991.8, 22490.6, 50444.1, 50717.4403, 66331.7, 72603.3, 80028.2, 91482.4, 104706.0]"
4251,52165.863699999994,81235.67758320487,38418.11706784413,7463.035,52165.863699999994,87996.2,"[426.067, 1934.27, 12991.8, 35960.1, 51140.8, 52165.863699999994, 65404.7, 75890.5, 75970.4, 100022.0, 101918.0]"
4264,62413.33030000001,97193.62083800544,45964.97517704137,8295.135,67284.1,101821.9,"[501.033, 1329.47, 15260.8, 30415.3, 62413.33030000001, 67284.1, 80890.0, 87072.8, 92347.8, 111296.0, 137736.0]"
4277,51525.477,80238.43065197516,37946.497325271164,9446.585000000001,60593.3,80499.05,"[461.4, 1521.97, 17371.2, 30663.8, 51525.477, 60593.3, 71798.5, 77458.0, 79858.3, 81139.8, 94388.5]"
4290,48933.973,76202.79185549558,36037.95604957508,11028.465,54045.6,81284.35,"[452.5, 2298.93, 19758.0, 23360.4, 48933.973, 54045.6, 66544.0, 71715.7, 78106.0, 84462.7, 88595.9]"
4303,58485.45999999999,91076.91572382466,43072.252421015975,6231.099999999999,63197.0,94549.05,"[489.3, 1699.4, 10762.8, 29355.3, 58485.46, 63197.0, 71595.5, 82310.2, 86438.1, 102660.0, 136347.0]"
4316,63411.627,98748.22576738911,46700.18162755859,10594.234999999999,64147.6,102827.8,"[402.9, 1733.87, 19454.6, 23167.9, 63411.627, 64147.6, 72133.1, 84160.7, 95587.6, 110068.0, 163260.0]"
4329,53041.117,82598.67226668858,39062.706869650036,11026.835000000001,65660.1,88322.35,"[559.9, 1790.47, 20263.2, 33064.0, 53041.117000000006, 65660.1, 67501.1, 75087.0, 87600.9, 89043.8, 89840.7]"
4342,62880.08030000001,97920.4707322201,46308.718285456845,10173.685,75410.8,99352.20000000001,"[440.633, 1689.07, 18658.3, 30285.6, 62880.08030000001, 75410.8, 86380.2, 95556.8, 99113.3, 99591.1, 121675.0]"
4355,52587.7733,81892.69943243497,38728.83697651971,8375.75,57092.7,86528.4,"[445.933, 1723.2, 15028.3, 31918.6, 52587.7733, 57092.7, 69753.7, 83792.3, 84667.1, 88389.7, 93066.2]"
4368,62757.060300000005,97728.89692614342,46218.11886992975,11054.185000000001,62757.0603,103553.5,"[420.233, 1845.67, 20262.7, 38726.3, 53298.0, 62757.0603, 87783.7, 96744.0, 101100.0, 106007.0, 121383.0]"
4381,56698.7633,88294.56905561115,41756.42022507881,9013.800000000001,66710.0,93976.15,"[416.133, 1555.2, 16472.4, 28042.6, 56698.763300000006, 66710.0, 75577.0, 84710.0, 90901.0, 97051.3, 105552.0]"
4394,49957.0697,77796.01676854616,36791.42672952712,7617.615,59943.6,79540.75,"[417.767, 1513.13, 13722.1, 44442.0, 49957.0697, 59943.6, 65794.2, 68014.5, 79208.5, 79873.0, 86641.9]"
4407,50194.153300000005,78165.2169604691,36966.02952249624,6468.0,50194.153300000005,84320.85,"[397.533, 1352.3, 11583.7, 38832.7, 43667.5, 50194.153300000005, 68697.1, 74135.4, 75264.6, 93377.1, 94633.6]"
4420,52308.116700000006,81457.20212096967,38522.88083517445,7349.05,67510.9,84879.1,"[335.967, 1663.6, 13034.5, 33868.0, 52308.1167, 67510.9, 72186.3, 72687.5, 80240.7, 89517.5, 92036.2]"
4433,58640.553,91318.43544668153,43186.47234584401,10118.164999999999,68980.5,97868.9,"[515.9, 1601.53, 18634.8, 29737.0, 58640.553, 68980.5, 80187.4, 81312.6, 91389.8, 104348.0, 109698.0]"
4446,52545.89300000001,81827.48102509769,38697.993774584276,7676.015,62813.9,84724.75,"[433.4, 1419.83, 13932.2, 33323.4, 52545.893000000004, 62813.9, 72130.5, 74072.5, 82819.7, 86629.8, 97883.7]"
4459,58322.4767,90823.10877285787,42952.221599030316,9716.15,73816.5,96437.85,"[531.067, 1460.1, 17972.2, 30493.1, 58322.4767, 73816.5, 78582.9, 85871.2, 94904.4, 97971.3, 101622.0]"
