generation,agents,score,stepsize
0,13,0.0666667,0.466904
1,26,0.633333,0.446048
2,39,2.23333,0.444886
3,52,4.03333,0.441524
4,65,5.96667,0.442479
5,78,19.0333,0.446866
6,91,21.6,0.459141
7,104,26.4667,0.479752
8,117,50.6,0.497375
9,130,45.1,0.512867
10,143,29.9333,0.548715
11,156,50.9333,0.599363
12,169,64.4667,0.638176
13,182,82.7667,0.675117
14,195,109.4,0.722491
15,208,117.533,0.752145
16,221,77.5,0.791745
17,234,85.6333,0.83303
18,247,89.5,0.865147
19,260,130.133,0.895301
20,273,146.8,0.920732
21,286,146.6,0.909402
22,299,141.033,0.918688
23,312,144.833,0.915128
24,325,122.2,0.907086
25,338,221.367,0.897843
26,351,156.267,0.893449
27,364,165.467,0.886187
28,377,234.033,0.883406
29,390,520.933,0.876941
30,403,517,0.87939
31,416,866.467,0.89767
32,429,352.467,0.892376
33,442,298.333,0.894832
34,455,220.033,0.897467
35,468,457.467,0.890429
36,481,868.733,0.866545
37,494,693.2,0.84946
38,507,337.3,0.819677
39,520,420.667,0.793721
40,533,339.667,0.762142
41,546,458.567,0.734578
42,559,439.5,0.723765
43,572,417.5,0.737101
44,585,611.7,0.740147
45,598,818.867,0.738501
46,611,916.1,0.742244
47,624,848.733,0.745213
48,637,990.167,0.760533
49,650,1160.97,0.770684
50,663,1955.6,0.773832
51,676,1242.87,0.796526
52,689,1238.63,0.796479
53,702,3079.1,0.772722
54,715,4221.5,0.765262
55,728,2995.47,0.769052
56,741,7331.6,0.774732
57,754,4485.87,0.7705
58,767,9825.87,0.77926
59,780,9209.03,0.776874
60,793,26557.3,0.792096
61,806,14944.4,0.81747
62,819,17917.3,0.838462
63,832,12720.9,0.85735
64,845,15550.1,0.838245
65,858,22891.9,0.830953
66,871,29777.6,0.84439
67,884,35542.9,0.840003
68,897,12074.4,0.83673
69,910,14893,0.843261
70,923,11646.5,0.849388
71,936,15521.1,0.842789
72,949,6110.03,0.817374
73,962,14226.5,0.768588
74,975,12057.7,0.743541
75,988,12681.5,0.704125
76,1001,19518.4,0.666049
77,1014,14003.9,0.639312
78,1027,31728.2,0.628791
79,1040,31691.4,0.6187
80,1053,47819,0.618827
81,1066,26661.1,0.6418
82,1079,35338.8,0.659045
83,1092,14857,0.650154
84,1105,32289.3,0.64695
85,1118,17955.8,0.633335
86,1131,16893.4,0.639504
87,1144,17173.9,0.650957
88,1157,18832.9,0.643504
89,1170,35673.1,0.630477
90,1183,26889.8,0.615752
91,1196,23517.5,0.60709
92,1209,19613.8,0.604199
93,1222,21148.8,0.607197
94,1235,15383.2,0.604519
95,1248,16812.2,0.605773
96,1261,20250.4,0.604947
97,1274,15177.3,0.586407
98,1287,23432,0.580427
99,1300,26007.1,0.55937
100,1313,18750.6,0.537179
101,1326,20701.1,0.511971
102,1339,26400.5,0.480359
103,1352,32339.5,0.474007
104,1365,36236.4,0.473316
105,1378,49756.4,0.47513
106,1391,38302.3,0.482508
107,1404,41790.4,0.49553
108,1417,42080,0.501561
109,1430,41146.7,0.512555
110,1443,40553.5,0.510444
111,1456,46493.1,0.520081
112,1469,64911.2,0.515133
113,1482,43505.2,0.500043
114,1495,45046.9,0.496509
115,1508,34596.7,0.486194
116,1521,46860.6,0.49557
117,1534,29798.7,0.497011
118,1547,39132,0.492519
119,1560,44225.9,0.498617
120,1573,39194.7,0.506411
121,1586,32665.7,0.508803
122,1599,27344.9,0.500489
123,1612,41639.7,0.5036
124,1625,44146,0.504803
125,1638,35645.3,0.502404
126,1651,32750.1,0.499933
127,1664,36994,0.496866
128,1677,31530,0.490831
129,1690,27630,0.473112
130,1703,33562.3,0.445048
131,1716,32658.6,0.422512
132,1729,18427.7,0.412266
133,1742,23940.4,0.400059
134,1755,21519.3,0.388572
135,1768,18088.1,0.383318
136,1781,42288.5,0.371518
137,1794,31935.7,0.367128
138,1807,29062.3,0.366472
139,1820,24563.8,0.3571
140,1833,35377.8,0.350121
141,1846,22127.2,0.340942
142,1859,28499.2,0.328868
143,1872,39976.5,0.322683
144,1885,23939.6,0.316025
145,1898,27574.7,0.317067
146,1911,23574.7,0.316081
147,1924,32881.8,0.313382
148,1937,31126.4,0.30684
149,1950,49667.4,0.305619
150,1963,49322.4,0.300868
151,1976,36188.2,0.294812
152,1989,36620,0.285785
153,2002,22051,0.28462
154,2015,29964,0.289134
155,2028,36261,0.289628
156,2041,42917.7,0.286412
157,2054,38539.7,0.275
158,2067,30392.8,0.27755
159,2080,50843.9,0.288585
160,2093,30372.2,0.299387
161,2106,30825.9,0.300449
162,2119,36497,0.293752
163,2132,40177.6,0.284659
164,2145,34049.3,0.281649
165,2158,37979.1,0.276423
166,2171,17315,0.277882
167,2184,30650.4,0.277958
168,2197,27647.6,0.279747
169,2210,19105.6,0.283937
170,2223,16335.6,0.280787
171,2236,25844.3,0.283731
172,2249,24203.6,0.284283
173,2262,19129,0.281175
174,2275,24468.8,0.273595
175,2288,15610.2,0.272254
176,2301,17652.4,0.275588
177,2314,15444,0.280684
178,2327,20495,0.283349
179,2340,19319.3,0.279375
180,2353,29031.9,0.266538
181,2366,25078.6,0.261629
182,2379,19032.3,0.264003
183,2392,26525.9,0.261777
184,2405,15297,0.264138
185,2418,19039,0.270882
186,2431,28061.4,0.280114
187,2444,18372.1,0.283349
188,2457,31887.6,0.280315
189,2470,29819,0.279722
190,2483,40892.5,0.278214
191,2496,28734.8,0.276644
192,2509,20198.1,0.270511
193,2522,41841.7,0.261528
194,2535,30745.3,0.266097
195,2548,36249.9,0.266379
196,2561,38717.7,0.273846
197,2574,37908.2,0.282756
198,2587,28295.2,0.284048
199,2600,27895.7,0.283168
200,2613,30077.8,0.279007
201,2626,34614.2,0.27637
202,2639,23075.8,0.281275
203,2652,19447,0.281583
204,2665,22173.1,0.28817
205,2678,24893.7,0.284308
206,2691,17556.4,0.279212
207,2704,20067.9,0.273361
208,2717,27075.6,0.267724
209,2730,18101.5,0.266282
210,2743,35509.3,0.261645
211,2756,12517.5,0.260958
212,2769,26897.2,0.256977
213,2782,31076.2,0.259427
214,2795,18051.2,0.261782
215,2808,14952.3,0.259605
216,2821,16313,0.263546
217,2834,17844,0.268338
218,2847,27910.3,0.269758
219,2860,21169.7,0.271706
220,2873,25021.6,0.270059
221,2886,11981.3,0.27437
222,2899,16125.1,0.278408
223,2912,16447.1,0.276821
224,2925,20303.4,0.267103
225,2938,20988,0.267509
226,2951,20457.2,0.266074
227,2964,17262.8,0.259627
228,2977,17660.2,0.255398
229,2990,24058,0.251618
230,3003,23788.3,0.258373
231,3016,25582,0.265205
232,3029,14206.2,0.274213
233,3042,18183.6,0.2846
234,3055,24213.4,0.298036
235,3068,25225.7,0.315456
236,3081,28307.1,0.337514
237,3094,20804.8,0.362716
238,3107,21805.3,0.381921
239,3120,28797.9,0.396808
240,3133,19083.6,0.418759
241,3146,26126.6,0.432242
242,3159,30030.7,0.444527
243,3172,21229.1,0.453204
244,3185,22535,0.47984
245,3198,28717.3,0.509231
246,3211,36319.2,0.531869
247,3224,39285.1,0.562312
248,3237,45241.9,0.603246
249,3250,45963.8,0.629787
250,3263,47472.8,0.634021
251,3276,67923.2,0.621095
252,3289,34086.1,0.615027
253,3302,38603.1,0.621894
254,3315,77192.3,0.624945
255,3328,64683.5,0.633969
256,3341,44091.4,0.645259
257,3354,64297.7,0.652149
258,3367,59821.9,0.659479
259,3380,49821.6,0.674571
260,3393,54571.8,0.67889
261,3406,43536.2,0.685055
262,3419,55978.5,0.650982
263,3432,54699.9,0.623531
264,3445,62538.8,0.59934
265,3458,71937.7,0.572848
266,3471,59895.6,0.556588
267,3484,58753.4,0.544757
268,3497,101712,0.546104
269,3510,89231.2,0.538871
270,3523,92585.9,0.527921
271,3536,70004,0.523756
272,3549,94515.5,0.496664
273,3562,86291.6,0.477496
274,3575,121580,0.479041
275,3588,95906.4,0.467432
276,3601,82908.5,0.454265
277,3614,145917,0.451488
278,3627,126855,0.456961
279,3640,149895,0.462939
280,3653,137937,0.478361
281,3666,97300.8,0.483424
282,3679,135338,0.481577
283,3692,142578,0.47739
284,3705,157846,0.485107
285,3718,136418,0.485721
286,3731,120049,0.494708
287,3744,97627.5,0.502453
288,3757,135518,0.50344
289,3770,112674,0.500614
290,3783,172073,0.481948
291,3796,165067,0.475628
292,3809,135543,0.479696
293,3822,115940,0.484746
294,3835,143267,0.4789
295,3848,179812,0.49345
296,3861,143493,0.50543
297,3874,98881.5,0.509828
298,3887,128469,0.504585
299,3900,134118,0.490338
300,3913,115588,0.4785
301,3926,121287,0.465451
302,3939,141685,0.446295
303,3952,101884,0.435639
304,3965,115136,0.431968
305,3978,120467,0.429704
306,3991,156259,0.436697
307,4004,54428.7,0.448024
308,4017,75960.7,0.451751
309,4030,89559.6,0.445895
310,4043,103884,0.444105
311,4056,80647.9,0.443855
312,4069,87577.8,0.449177
313,4082,77596.4,0.452819
314,4095,118143,0.446482
315,4108,122794,0.442335
316,4121,71294,0.43721
317,4134,134374,0.431946
318,4147,139119,0.427125
319,4160,105232,0.43227
320,4173,85004.9,0.435
321,4186,94342.8,0.43821
322,4199,75122.5,0.429884
323,4212,79594.5,0.431714
324,4225,90548.3,0.441142
325,4238,80028.2,0.446141
326,4251,101918,0.437321
327,4264,111296,0.431899
328,4277,77458,0.417385
329,4290,71715.7,0.40404
330,4303,82310.2,0.392655
331,4316,95587.6,0.375247
332,4329,89043.8,0.353031
333,4342,86380.2,0.349204
334,4355,84667.1,0.344152
335,4368,121383,0.331431
336,4381,105552,0.322605
337,4394,86641.9,0.321973
338,4407,43667.5,0.326452
339,4420,92036.2,0.328041
340,4433,109698,0.325636
341,4446,97883.7,0.314714
342,4459,101622,0.305959
343,4472,80969.8,0.298831
344,4485,112738,0.289593
345,4498,79587.1,0.281501
346,4511,106591,0.275799
347,4524,108142,0.277847
348,4537,81210,0.278898
349,4550,93457.1,0.284288
350,4563,87685.9,0.288434
351,4576,118842,0.298992
352,4589,96580.3,0.30858
353,4602,75236.7,0.315339
354,4615,79439.1,0.322875
355,4628,74458,0.31552
356,4641,68138.1,0.306088
357,4654,55702.3,0.29775
358,4667,82422.8,0.282741
359,4680,99609.7,0.274848
360,4693,84149.4,0.275423
361,4706,97033,0.277951
362,4719,82609.2,0.280741
363,4732,106659,0.29122
364,4745,149279,0.297113
365,4758,123368,0.295371
366,4771,74769,0.305806
367,4784,99318.5,0.307667
368,4797,137937,0.302257
369,4810,86483.2,0.293367
370,4823,111197,0.293355
371,4836,105144,0.288892
372,4849,90114.5,0.298829
373,4862,125679,0.308744
374,4875,91599.1,0.319828
375,4888,119483,0.320192
376,4901,135476,0.326044
377,4914,108505,0.332142
378,4927,74513.3,0.327163
379,4940,84143.6,0.32595
380,4953,76865.6,0.320285
381,4966,82076.3,0.31882
382,4979,86202,0.311213
383,4992,73772.9,0.303645
384,5005,87699.5,0.29952
385,5018,80211.4,0.292662
386,5031,159390,0.289385
387,5044,101677,0.281388
388,5057,86871.4,0.28107
389,5070,62224.1,0.271669
390,5083,96775.3,0.261683
391,5096,85585.1,0.253324
392,5109,112204,0.251238
393,5122,106635,0.252364
394,5135,86387.7,0.253668
395,5148,84447.8,0.24037
396,5161,84304.4,0.226101
397,5174,90468.2,0.222787
398,5187,98250.8,0.218862
399,5200,80030.6,0.213041
400,5213,100763,0.211182
401,5226,96521,0.209366
402,5239,77257,0.202638
403,5252,91792.2,0.195806
404,5265,68889.4,0.18998
405,5278,89134.6,0.188432
406,5291,68785,0.191004
407,5304,53382.3,0.197973
408,5317,77394.7,0.200232
409,5330,76852.1,0.198741
410,5343,94391.5,0.194706
411,5356,74608.8,0.193131
412,5369,74465.9,0.192051
413,5382,74994.8,0.194809
414,5395,73445.8,0.194097
415,5408,76848.9,0.194707
416,5421,55786.5,0.185229
417,5434,85677.6,0.175807
418,5447,72207.7,0.173928
419,5460,57150,0.170937
420,5473,80802,0.170211
421,5486,80844,0.172262
422,5499,81714.3,0.170114
423,5512,77364.2,0.168546
424,5525,61630.8,0.167213
425,5538,74651.7,0.167283
426,5551,67285.6,0.170066
427,5564,65173.5,0.169144
428,5577,95530.7,0.173862
429,5590,76331.9,0.176368
430,5603,90455.3,0.176554
431,5616,80404.8,0.177109
432,5629,87075.6,0.177971
433,5642,57319.6,0.177953
434,5655,72948.1,0.17683
435,5668,105905,0.177523
436,5681,80615.3,0.178611
437,5694,99472.5,0.175534
438,5707,64501.8,0.171615
439,5720,76642.9,0.171043
440,5733,81348.2,0.168258
441,5746,92876.7,0.168579
442,5759,93554.2,0.172436
443,5772,69114.9,0.175201
444,5785,100230,0.17036
445,5798,57975.9,0.167908
446,5811,96889.9,0.165934
447,5824,62458.7,0.161039
448,5837,83032.1,0.155903
449,5850,114765,0.152729
450,5863,60524.2,0.151341
451,5876,102234,0.146738
452,5889,83625,0.141897
453,5902,90560,0.138574
454,5915,75345.5,0.135086
455,5928,91473.4,0.133999
456,5941,66491.1,0.134742
457,5954,70757,0.140979
458,5967,108469,0.146928
459,5980,106247,0.150253
460,5993,96881.2,0.151403
461,6006,79042.5,0.152448
462,6019,91195.7,0.154289
463,6032,67162.2,0.15075
464,6045,90174,0.148048
465,6058,69136.9,0.145678
466,6071,74984.4,0.140257
467,6084,53164.4,0.134919
468,6097,64291.8,0.133781
469,6110,65368.3,0.136621
470,6123,62982.7,0.139616
471,6136,73484.7,0.143004
472,6149,64810.8,0.14377
473,6162,90144.4,0.142895
474,6175,61636.9,0.148089
475,6188,90992.4,0.15182
476,6201,103846,0.155991
477,6214,88794.9,0.162101
478,6227,76634.9,0.164245
479,6240,77438.1,0.164502
480,6253,65489,0.163911
481,6266,75643.2,0.16254
482,6279,84332.6,0.169226
483,6292,76717.8,0.177342
484,6305,87191.8,0.178645
485,6318,107964,0.184024
486,6331,86305.2,0.187727
487,6344,92705,0.185477
488,6357,74081.5,0.185293
489,6370,88185.4,0.183717
490,6383,59408.7,0.186009
491,6396,124080,0.187834
492,6409,85512.2,0.181765
493,6422,54940.3,0.179137
494,6435,66097.1,0.174255
495,6448,58115.3,0.173781
496,6461,63735.6,0.170197
497,6474,44958,0.17148
498,6487,84117.2,0.172351
499,6500,63199.1,0.175265
500,6513,61686.6,0.177395
501,6526,105256,0.174549
502,6539,94652.9,0.169472
503,6552,75752.8,0.165246
504,6565,79162.1,0.161628
505,6578,73449.3,0.162265
506,6591,74376.2,0.162932
507,6604,81125.7,0.167447
508,6617,90588.3,0.17145
509,6630,108450,0.175185
510,6643,76839.2,0.1807
511,6656,73988.7,0.18196
512,6669,73593.2,0.180626
513,6682,72869.6,0.177727
514,6695,62178.2,0.178559
515,6708,91191,0.172211
516,6721,76886.7,0.17358
517,6734,95820.1,0.174996
518,6747,90387.3,0.175149
519,6760,89639.4,0.173936
520,6773,75854.7,0.170216
521,6786,83123,0.165808
522,6799,77513.2,0.161607
523,6812,80406.1,0.156011
524,6825,84099,0.154009
525,6838,99213.3,0.154061
526,6851,113732,0.148419
527,6864,84881.6,0.150587
528,6877,57199.1,0.153017
529,6890,93890.7,0.155814
530,6903,157900,0.155202
531,6916,116843,0.160779
532,6929,82432.4,0.166977
533,6942,59200.6,0.170441
534,6955,86239.5,0.172163
535,6968,97320.6,0.175566
536,6981,65051.9,0.174852
537,6994,92780.8,0.170695
538,7007,96686.3,0.165239
539,7020,76787.2,0.161464
540,7033,94608.1,0.156638
541,7046,93215.5,0.151144
542,7059,69306.6,0.146406
543,7072,67066.7,0.141623
544,7085,78502.6,0.138816
545,7098,72600,0.132611
546,7111,91273.1,0.129476
547,7124,85526,0.124878
548,7137,73414.1,0.121891
549,7150,49998.6,0.119445
550,7163,78135.7,0.118613
551,7176,58270.2,0.117619
552,7189,92808.1,0.118215
553,7202,91274.2,0.120132
554,7215,78249.2,0.119349
555,7228,65310.8,0.121456
556,7241,54745.7,0.12607
557,7254,91401.6,0.128777
558,7267,90124.1,0.126954
559,7280,58873,0.123952
560,7293,66098.8,0.121923
561,7306,59287.2,0.124221
562,7319,82728,0.125962
563,7332,76886,0.125354
564,7345,101440,0.124977
565,7358,81398.6,0.127002
566,7371,87845.1,0.129923
567,7384,89601.1,0.128966
568,7397,72953,0.128923
569,7410,62261.4,0.130221
570,7423,63016.7,0.13053
571,7436,82582.9,0.125442
572,7449,76071.8,0.121543
573,7462,62007.6,0.116555
574,7475,88202.7,0.113501
575,7488,62512.4,0.110764
576,7501,87532.5,0.105313
