generation,agents,score,stepsize
0,13,2.76667,0.458866
1,26,3.23333,0.431532
2,39,4.86667,0.430119
3,52,4.06667,0.423922
4,65,6.1,0.431109
5,78,8.9,0.44898
6,91,10.9333,0.456689
7,104,10.0667,0.473556
8,117,9.56667,0.481787
9,130,9.93333,0.479408
10,143,11.9667,0.486307
11,156,27.1333,0.501125
12,169,33.3333,0.522152
13,182,34.1,0.527628
14,195,56.8,0.527593
15,208,89.1667,0.53244
16,221,100.4,0.537256
17,234,110.133,0.547668
18,247,133.733,0.565219
19,260,150.9,0.569487
20,273,171.8,0.570711
21,286,137.067,0.568276
22,299,150.067,0.577427
23,312,155.867,0.594521
24,325,182.967,0.608389
25,338,237.533,0.626747
26,351,275.867,0.675468
27,364,193.367,0.704112
28,377,314.5,0.757856
29,390,429.433,0.801929
30,403,356.133,0.856442
31,416,358.667,0.873887
32,429,308.2,0.881462
33,442,291.1,0.903445
34,455,298.4,0.94169
35,468,293.533,0.963272
36,481,335.1,0.977511
37,494,502.333,0.979711
38,507,664.9,0.960348
39,520,510.233,0.952319
40,533,421.967,0.951467
41,546,583.7,0.967403
42,559,672.5,1.03212
43,572,1481.53,1.04795
44,585,851.467,1.0747
45,598,1081.57,1.06758
46,611,1061.33,1.03135
47,624,1227.1,0.99581
48,637,1205.8,0.997568
49,650,1691.7,1.00915
50,663,885,1.00565
51,676,841.367,1.00282
52,689,989.533,0.994381
53,702,1896.73,0.991825
54,715,1426.63,0.98481
55,728,1289.07,0.968824
56,741,878.433,0.952632
57,754,1260.83,0.960242
58,767,1529.73,0.977872
59,780,1621,0.985099
60,793,1275.23,0.961249
61,806,2356.77,0.94433
62,819,1064.73,0.948293
63,832,1699.33,0.92207
64,845,1720.67,0.860971
65,858,1519.27,0.80634
66,871,1459.83,0.782188
67,884,1081.63,0.768232
68,897,1253.2,0.763362
69,910,1184.97,0.757973
70,923,1088.53,0.766267
71,936,1208.67,0.744795
72,949,1548.7,0.717173
73,962,1446.07,0.691591
74,975,1619.03,0.654984
75,988,2380.4,0.627087
76,1001,1426.23,0.615643
77,1014,2460.27,0.595801
78,1027,2322.8,0.581979
79,1040,1606.2,0.562286
80,1053,2235.27,0.552234
81,1066,1952.5,0.544481
82,1079,1602.77,0.55691
83,1092,1775.47,0.564448
84,1105,2723.7,0.572458
85,1118,2385.27,0.569701
86,1131,2445.07,0.570856
87,1144,1845.93,0.565519
88,1157,2963.63,0.555742
89,1170,2852.3,0.552796
90,1183,1890.63,0.549574
91,1196,1797.57,0.546047
92,1209,2610.9,0.537459
93,1222,1394.3,0.528782
94,1235,2098.87,0.500275
95,1248,2502.33,0.475231
96,1261,2471.3,0.453261
97,1274,1481.63,0.452176
98,1287,2262.77,0.445417
99,1300,2366.1,0.430466
100,1313,2465.83,0.418812
101,1326,1575.6,0.411457
102,1339,2080.97,0.416236
103,1352,1932.97,0.421757
104,1365,1855.17,0.428371
105,1378,1503.63,0.431516
106,1391,1540.83,0.432349
107,1404,1533.23,0.445194
108,1417,1869.7,0.458706
109,1430,2113.63,0.468792
110,1443,2216.2,0.458298
111,1456,1884.47,0.444524
112,1469,1566.9,0.432042
113,1482,1429.83,0.419989
114,1495,1966.53,0.407126
115,1508,2260.57,0.398519
116,1521,1538.77,0.398681
117,1534,1959.9,0.400263
118,1547,1307.8,0.403273
119,1560,1894.3,0.401067
120,1573,1662.37,0.396906
121,1586,1250.8,0.402071
122,1599,1957.03,0.399323
123,1612,2032.23,0.398849
124,1625,1918.93,0.385819
125,1638,1546.6,0.384337
126,1651,1809.57,0.378421
127,1664,2814.93,0.390695
128,1677,1806.77,0.396342
129,1690,1363.63,0.39799
130,1703,1684.77,0.389757
131,1716,977.767,0.38553
132,1729,1932.03,0.381082
133,1742,1550.03,0.379527
134,1755,1967.9,0.371763
135,1768,1966.1,0.371535
136,1781,2059.17,0.367987
137,1794,1644.9,0.364826
138,1807,1122.77,0.354027
139,1820,1451.37,0.35899
140,1833,1222.7,0.361738
141,1846,1172.87,0.371023
142,1859,990.433,0.373324
143,1872,1100.97,0.374798
144,1885,1759.13,0.365972
145,1898,1115.57,0.372095
146,1911,1563.23,0.378231
147,1924,1284.9,0.376851
148,1937,1050.57,0.375449
149,1950,1253.43,0.369529
150,1963,1347.73,0.369762
151,1976,1098.53,0.374497
152,1989,934.333,0.371821
153,2002,1411.37,0.366452
154,2015,2186.33,0.363912
155,2028,1735.3,0.352663
156,2041,1735.07,0.349438
157,2054,1685.93,0.351745
158,2067,1435.77,0.361349
159,2080,1914.5,0.369536
160,2093,1172.77,0.383231
161,2106,1081.97,0.388446
162,2119,970.833,0.392215
163,2132,1217.43,0.393701
164,2145,1164.4,0.392263
165,2158,1676.47,0.377764
166,2171,1420.43,0.370355
167,2184,1346.33,0.373233
168,2197,1242.4,0.366788
169,2210,929.733,0.354791
170,2223,1318.93,0.338751
171,2236,895.333,0.325035
172,2249,1026.33,0.320945
173,2262,1275.03,0.321043
174,2275,936.433,0.308242
175,2288,1013.97,0.294031
176,2301,825.033,0.280734
177,2314,960.833,0.270454
178,2327,1087.37,0.263106
179,2340,1075.37,0.260675
180,2353,909.433,0.257908
181,2366,1243.27,0.250198
182,2379,1240.03,0.245928
183,2392,959.167,0.242736
184,2405,946.7,0.235779
185,2418,1022.53,0.230282
186,2431,916.667,0.224471
187,2444,1188.47,0.216056
188,2457,1031.67,0.206069
189,2470,1023.87,0.201732
190,2483,906.967,0.198967
191,2496,1307.63,0.196931
192,2509,1298.9,0.196771
193,2522,1144.93,0.203007
194,2535,1340.37,0.20929
195,2548,1174.7,0.213623
196,2561,1146.67,0.218067
197,2574,1520.63,0.214928
198,2587,976.433,0.214985
199,2600,1483.47,0.21852
200,2613,1078.97,0.219912
201,2626,1122.37,0.223662
202,2639,1144.03,0.217412
203,2652,1067.77,0.219323
204,2665,1304.43,0.216186
205,2678,1109.5,0.218634
206,2691,860.067,0.215575
207,2704,1232.07,0.213773
208,2717,1093.5,0.21279
209,2730,1137,0.208638
210,2743,947.667,0.200763
211,2756,1019.73,0.197492
212,2769,901.467,0.195462
213,2782,1005.73,0.196454
214,2795,996.2,0.197888
215,2808,796.067,0.20263
216,2821,989.633,0.203178
217,2834,1163.87,0.204369
218,2847,789.333,0.209865
219,2860,798.867,0.213858
220,2873,845.2,0.215672
221,2886,838,0.21445
222,2899,963.4,0.222244
223,2912,1016.9,0.224802
224,2925,852.633,0.22477
225,2938,846.567,0.226468
226,2951,781.833,0.229347
227,2964,596.4,0.229549
228,2977,1022.2,0.23155
229,2990,1024.1,0.238406
230,3003,903.433,0.244344
231,3016,1015.63,0.249847
232,3029,836.133,0.250483
233,3042,1088.53,0.257152
234,3055,996.233,0.266617
235,3068,825.733,0.275252
236,3081,817.667,0.282596
237,3094,1252.3,0.295571
238,3107,930.167,0.29773
239,3120,796.233,0.30204
240,3133,855.633,0.291265
241,3146,913.267,0.290447
242,3159,835.933,0.29629
243,3172,1190.3,0.302507
244,3185,888.167,0.307718
245,3198,623.7,0.3175
246,3211,1017.8,0.31595
247,3224,674.4,0.314221
248,3237,777.533,0.313903
249,3250,945.933,0.321952
250,3263,1002.27,0.333244
251,3276,978.8,0.344228
252,3289,1022.37,0.345546
253,3302,1385.97,0.346588
254,3315,1205.47,0.356316
255,3328,1012.3,0.358216
256,3341,760.633,0.353237
257,3354,1141.57,0.34776
258,3367,932.833,0.333428
259,3380,726.167,0.314327
260,3393,795.6,0.300723
261,3406,769.967,0.291128
262,3419,855.9,0.282441
263,3432,1035.9,0.274666
264,3445,666.7,0.275199
265,3458,1053.7,0.28091
266,3471,630.867,0.28478
267,3484,1173.83,0.287167
268,3497,1091.17,0.287769
269,3510,1021.97,0.282709
270,3523,943.767,0.276546
271,3536,1476.27,0.280708
272,3549,1071.13,0.27023
273,3562,997.4,0.265206
274,3575,1210.4,0.261434
275,3588,1535.03,0.25982
276,3601,1423.63,0.256193
277,3614,1216.63,0.255435
278,3627,1411.77,0.25334
279,3640,1932.93,0.252924
280,3653,1580.23,0.253092
281,3666,1197.8,0.253202
282,3679,1420.2,0.258574
283,3692,1015.53,0.259423
284,3705,1550.43,0.25145
285,3718,1227.6,0.24567
286,3731,995.6,0.246957
