generation,agents,score,stepsize
0,13,0.366667,0.470081
1,26,0.7,0.442907
2,39,2.13333,0.44327
3,52,6.66667,0.434091
4,65,3.06667,0.429289
5,78,7.36667,0.429349
6,91,6.9,0.430206
7,104,7.36667,0.435112
8,117,6,0.44395
9,130,9.7,0.45487
10,143,14.9,0.463065
11,156,24.2333,0.465656
12,169,59.4667,0.470906
13,182,102.4,0.480187
14,195,65.9,0.494149
15,208,165.5,0.488645
16,221,118.3,0.491099
17,234,139.1,0.496353
18,247,362.267,0.512326
19,260,168.4,0.549235
20,273,145.967,0.576932
21,286,263.733,0.583324
22,299,389.833,0.583464
23,312,417.733,0.592538
24,325,304.967,0.599407
25,338,388,0.598781
26,351,493.833,0.600271
27,364,439.633,0.584214
28,377,606.1,0.565638
29,390,287.5,0.554164
30,403,446.5,0.522629
31,416,380.2,0.499326
32,429,400.167,0.480042
33,442,614.233,0.47891
34,455,983.033,0.459166
35,468,711.367,0.440396
36,481,834.533,0.427828
37,494,633.267,0.41454
38,507,613,0.405008
39,520,570.367,0.390067
40,533,361.767,0.385742
41,546,315.933,0.385412
42,559,647.733,0.377324
43,572,706.2,0.371973
44,585,857.9,0.371739
45,598,513.5,0.371987
46,611,437.3,0.379695
47,624,651.9,0.382843
48,637,652.833,0.385599
49,650,647.133,0.395726
50,663,775.267,0.404341
51,676,716.8,0.410836
52,689,576.7,0.407489
53,702,690.567,0.40155
54,715,724.667,0.386616
55,728,807.333,0.377188
56,741,937.833,0.372191
57,754,661.2,0.384121
58,767,1490.23,0.389026
59,780,1545.97,0.396095
60,793,1337.43,0.406441
61,806,3452.7,0.411536
62,819,3085.33,0.403075
63,832,3045.83,0.393767
64,845,3673.37,0.387888
65,858,5733.9,0.394332
66,871,8670.53,0.408851
67,884,7822.37,0.430061
68,897,10316,0.437517
69,910,8072.6,0.428597
70,923,7176.37,0.421172
71,936,18333.7,0.41535
72,949,17746.7,0.402461
73,962,37622.3,0.388066
74,975,18680,0.390201
75,988,20780.5,0.390958
76,1001,13451.8,0.394493
77,1014,19292.9,0.395498
78,1027,27889.5,0.399767
79,1040,41530.5,0.406185
80,1053,43216.6,0.413088
81,1066,26248.3,0.413632
82,1079,34268.2,0.405959
83,1092,31533.1,0.405367
84,1105,21052.4,0.401622
85,1118,33784.6,0.392975
86,1131,40398.2,0.385992
87,1144,55591.9,0.376517
88,1157,34947.8,0.37138
89,1170,72399.6,0.361205
90,1183,42846.9,0.36344
91,1196,60986,0.361062
92,1209,37310.9,0.358021
93,1222,28209.2,0.35658
94,1235,37352.5,0.357034
95,1248,38396.8,0.364659
96,1261,40929.5,0.369874
97,1274,25921.6,0.374609
98,1287,34902.4,0.377982
99,1300,29490.7,0.363739
100,1313,28762.1,0.349261
101,1326,23719.3,0.335148
102,1339,22533.1,0.313063
103,1352,19259.5,0.306515
104,1365,30299.6,0.299221
105,1378,22999.5,0.289957
106,1391,33544.4,0.280387
107,1404,31957.7,0.282213
108,1417,28661.8,0.282916
109,1430,22628.9,0.286305
110,1443,40744,0.284735
111,1456,54766.8,0.277897
112,1469,32889.9,0.271808
113,1482,44578.6,0.270812
114,1495,37588.9,0.275021
115,1508,40216.2,0.268474
116,1521,46757.1,0.257701
117,1534,76343.2,0.24717
118,1547,74685.8,0.237711
119,1560,52438.2,0.228829
120,1573,44472.8,0.224036
121,1586,52658.8,0.215332
122,1599,43437.8,0.205525
123,1612,41242.3,0.196254
124,1625,40062.7,0.190903
125,1638,38085.5,0.19437
126,1651,35391.3,0.194897
127,1664,51393.8,0.198481
128,1677,40938.2,0.199395
129,1690,31818.4,0.200652
130,1703,42180.3,0.200636
131,1716,45858.1,0.198142
132,1729,37030.9,0.196113
133,1742,41122.4,0.197616
134,1755,38809.4,0.195284
135,1768,47634,0.19153
136,1781,48298.5,0.189116
137,1794,41691.7,0.187574
138,1807,48683.6,0.182019
139,1820,32997.4,0.177503
140,1833,69339.3,0.173361
141,1846,61524.4,0.172891
142,1859,78619.7,0.168331
143,1872,65939.7,0.166293
144,1885,65054.1,0.167219
145,1898,73493.9,0.166648
146,1911,71551.2,0.164517
147,1924,70475.1,0.163659
148,1937,55115,0.161748
149,1950,60503.8,0.160554
150,1963,69140.5,0.162117
151,1976,56482.7,0.168831
152,1989,68303.6,0.173648
153,2002,61091.3,0.179022
154,2015,36105.6,0.183792
155,2028,51684.5,0.188023
156,2041,52082.2,0.192954
157,2054,58650,0.198754
158,2067,40581.7,0.194872
159,2080,62388,0.191541
160,2093,40530.3,0.192361
161,2106,53705.2,0.188045
162,2119,38815.1,0.187728
163,2132,68602.6,0.184684
164,2145,43514.3,0.181269
165,2158,38490.7,0.18324
