0,5.466670
1,22.690899
2,44.724245
3,72.957545
4,112.366664
5,135.739455
6,167.151518
7,210.448518
8,305.218636
9,343.712000
10,500.775727
11,680.832909
12,888.863273
13,1569.084545
14,2276.309364
15,2347.557545
16,2852.979091
17,3807.408818
18,6900.742455
19,6249.502727
20,10122.893636
21,9058.856364
22,13042.506091
23,14176.257545
24,17428.403000
25,20446.057273
26,31484.811818
27,34865.197273
28,29447.360909
29,33993.266364
30,39339.269091
31,42117.560909
32,49326.548182
33,48067.630000
34,55408.663636
35,52163.260909
36,65514.051818
37,67604.139091
38,62074.993636
39,67308.390909
40,71481.060000
41,71621.475455
42,87505.297273
43,86087.867273
44,70548.323636
45,82316.612727
46,80973.996364
47,86183.379091
48,76443.369091
49,86224.279091
50,94054.524545
51,91917.818182
52,94480.993636
53,92275.027273
54,85621.160000
55,82042.069091
56,88888.454545
57,80661.436364
58,87953.430000
59,73850.145455
60,70598.248182
61,73790.100000
62,66359.841818
63,70872.418182
64,76365.648182
65,43907.345455
66,41608.924545
67,41654.642727
68,51333.942727
69,50369.875455
70,47478.542727
71,36695.975455
72,34545.050909
73,33297.170000
74,35749.145455
75,34955.269091
76,38982.651818
77,32679.075455
78,38005.720909
79,39798.397273
80,35662.170000
