0,7.818182
1,21.318183
2,51.184827
3,63.587855
4,82.651509
5,125.469791
6,157.175727
7,212.833545
8,366.518455
9,719.260273
10,861.632909
11,1102.297273
12,1827.775545
13,2409.499636
14,3677.154545
15,4934.610000
16,6968.493273
17,9104.230000
18,7210.866000
19,8864.937273
20,12457.378182
21,14374.584545
22,19007.494545
23,19936.279091
24,18230.262727
25,16997.628182
26,22890.736364
27,20123.188182
28,29993.151818
29,34978.415455
30,39211.470000
31,41423.533636
32,47648.875455
33,48998.539091
34,52834.939091
35,56380.945455
36,63949.206364
37,69353.770000
38,55441.336364
39,71188.193636
40,74778.748182
41,73948.051818
42,68356.636364
43,71535.036364
44,68014.309091
45,83720.436364
46,75648.563636
47,70045.672727
48,70119.318182
49,68204.590909
50,80218.127273
51,91839.854545
52,83863.554545
53,80054.909091
54,88682.672727
55,87019.254545
56,81506.963636
57,90530.881818
58,107778.709091
59,94282.309091
60,88547.245455
61,97288.390909
62,88241.045455
63,90459.536364
64,100715.745455
65,89767.472727
66,96389.400000
67,104528.290909
68,81904.890909
69,93039.445455
70,108485.063636
71,108140.672727
72,98386.736364
73,117210.318182
74,98305.490909
75,117480.154545
76,111013.672727
77,116521.200000
78,123818.009091
79,113737.027273
80,111959.990909
