generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,22,0,2,0.366667,0.668675,-1.84937,3.62117,5.84106,1.42308,3.47249,-7.4952,1.72747,-3.50025,-0.999021,-2.47957,2.35191,0.996678,0.257249,-0.31364,-1.50672,-4.19531,0.730586,3.18474,-1.27653,-2.40842,2.52023,-7.46239
1,44,0,2,0.266667,0.639684,-0.93596,3.82474,6.50862,2.13946,5.30509,-4.87969,-2.50505,-5.60851,-0.200496,-2.218,5.94287,3.89545,0.765011,0.283885,3.70518,-1.25469,-3.7498,3.54795,-3.44854,-1.81255,-4.1869,-5.60286
2,66,0,7,2.16667,1.93129,0.135168,3.13869,5.16003,0.194471,2.83615,-6.24063,-5.46153,-7.58245,0.614254,-3.95783,8.30679,4.04027,0.760957,-2.50595,2.72177,-3.94008,-11.5537,2.81293,-5.38729,-0.948874,-13.7644,-6.65997
3,88,0,9,3.06667,2.36254,-3.74955,0.280885,5.37214,0.910421,-0.611689,-8.57736,-5.38521,-11.6786,-2.7293,-1.14831,9.45834,5.64164,1.99096,-0.417123,5.33013,-5.01819,-11.6419,0.745773,-4.51562,-0.523875,-23.4539,-8.94935
4,110,2,30,14.6333,7.71243,-5.58774,1.42994,3.93637,-0.951646,-0.0290016,-5.29528,-8.05144,-12.9113,-4.91635,0.592266,7.34014,7.15286,1.69799,1.37722,4.3204,-4.79449,-15.961,0.683472,-2.34041,-0.980058,-46.9277,-12.473
5,132,5,40,17.7,7.65709,-10.0552,2.32305,4.03923,-1.9959,1.48905,-8.39276,-7.84513,-18.2056,-7.07992,-0.263848,7.80454,5.02002,2.14716,1.16275,7.33538,-9.29028,-23.7917,-1.70055,-9.87932,-2.9766,-61.9806,-13.0394
6,154,7,42,20.3333,8.38855,-11.4653,1.91641,4.13804,-2.57941,1.1292,-11.2939,-10.2825,-19.7822,-8.99769,-4.30378,7.28996,2.20937,0.42539,-1.66224,3.84502,-11.0394,-22.9681,-1.7113,-9.58331,-5.51387,-74.9059,-11.9097
7,176,6,46,20.8667,10.6859,-8.49185,2.28632,3.53942,-3.0021,1.86295,-11.7115,-7.71943,-18.0538,-8.15432,-3.46477,5.23404,1.59996,-7.39185,-1.56242,0.588539,-8.87798,-26.686,-0.504557,-5.56998,-2.51871,-84.6755,-13.3405
8,198,11,60,28.3333,12.7667,-10.6396,3.68583,3.4108,-4.20809,0.854213,-12.4594,-15.6554,-19.6444,-8.91503,-3.64453,6.0066,-4.42954,-5.43677,-4.43208,-0.804067,-10.0848,-27.5249,-5.52652,-5.49867,-4.70374,-80.6183,-12.8016
9,220,7,61,26.4667,11.3707,-10.7009,2.34584,3.4022,-3.61702,0.96444,-16.8278,-15.8206,-15.8509,-9.36026,-2.62507,1.46936,-7.56616,-9.89854,-2.7102,2.548,-10.6244,-26.9766,-7.73997,-5.73345,-9.33111,-87.5844,-13.5591
10,242,12,55,28.7333,12.8732,-8.42717,2.55858,3.33165,-5.44816,-1.8392,-12.9659,-17.0911,-17.1158,-9.7993,-3.76387,1.8084,-9.53089,-8.11875,-4.48309,4.72655,-9.65117,-25.5702,-8.6088,-5.37394,-13.3201,-85.3601,-15.857
11,264,15,66,29.5,10.5365,-10.0691,6.60989,2.26019,-4.35888,-0.0910965,-12.8545,-18.5037,-17.0749,-11.0235,-2.95891,0.432148,-7.29085,-8.57886,-4.35616,1.86796,-10.7024,-22.4267,-6.10197,-6.81573,-13.7385,-94.6249,-15.6461
