generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29
0,13,0,1,0.133333,0.345746,5.01263,-16.479,-4.20994,1.98903,17.0437,-0.509921,-1.39935,-11.515,-23.6048,-0.426453,1.10221,-4.65108,0.793688,8.34187,-4.71887,-3.47123,-12.6619,-10.6527,4.26834,0.821508,-14.4845,6.8834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1,26,0,2,0.2,0.484234,2.70981,-16.1715,-3.07432,0.330139,19.7586,-2.23688,-2.92991,-13.5147,-24.0547,-3.79517,1.94082,-3.68415,3.79958,6.0896,-7.10186,-0.735222,-14.417,-11.7375,7.10342,-1.54739,-13.389,7.08435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
2,39,0,2,0.133333,0.434172,4.0337,-19.8768,-1.41142,-0.678006,16.921,-2.52281,-3.13018,-13.8262,-23.3843,-4.27299,-1.19505,-2.17369,5.5444,4.34784,-6.62252,-0.619273,-11.3184,-11.5621,4.46015,-2.09749,-10.8257,6.5811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
3,52,0,0,0,0,4.29205,-20.9868,-1.74529,-0.808198,16.5295,-2.9768,-1.57983,-14.3889,-21.033,-4.47436,-0.964121,-0.0502763,4.46192,2.593,-7.01185,-4.84428,-9.54165,-10.2293,1.35244,-5.19872,-11.7701,10.2182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,65,0,1,0.166667,0.379049,-1.40347,-21.7534,-3.41868,-4.65801,17.2123,2.44143,-5.07243,-14.0358,-22.5923,-5.18033,-1.77405,-0.374486,10.2328,5.39443,-6.0379,-2.66717,-8.41843,-10.6952,2.36673,-0.842677,-15.0541,10.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5,78,0,2,0.233333,0.568321,-4.75277,-19.5041,-5.29918,-5.39333,15.1769,2.99525,-9.54561,-13.7341,-22.1698,-7.23259,-0.621219,-1.15489,10.7503,9.18256,-7.91502,-0.264522,-6.40041,-12.4499,3.33827,0.182092,-11.7003,12.0865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2
6,91,0,2,0.366667,0.556053,-4.94218,-19.2678,-7.71474,-5.38748,15.2185,3.69554,-9.61461,-12.4638,-25.9358,-9.38666,-1.75021,-1.92105,12.7617,11.7089,-7.99762,-0.18712,-6.88351,-13.0838,3.41827,-0.678748,-8.7941,6.8575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2
7,104,0,2,0.2,0.550861,-7.54135,-19.6693,-6.18361,-6.583,19.8108,3.97316,-10.3346,-11.9515,-22.5895,-8.69164,1.23151,-0.806329,14.2459,14.3014,-6.86821,0.12884,-4.52927,-13.0014,2.52411,-2.18826,-11.463,6.02852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2
8,117,0,4,0.2,0.761124,-5.96319,-21.7191,-7.39828,-3.58457,18.0746,4.68819,-10.0361,-9.2529,-19.83,-11.0969,2.86198,-1.73938,11.2427,15.5397,-6.9403,1.71493,-2.46715,-14.164,-1.99825,-4.13624,-11.3689,8.77845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4
9,130,0,2,0.3,0.534983,-7.69311,-20.8679,-8.70018,-2.52863,14.6522,3.26808,-11.7543,-8.38779,-22.7639,-14.428,-0.0928171,-3.17841,15.0395,17.5464,-6.42946,-0.729777,-3.78177,-16.8925,-0.0810814,-3.4258,-11.2713,10.8545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2
10,143,0,2,0.266667,0.52083,-5.79881,-22.5593,-9.35218,-5.33442,17.1953,2.34156,-13.4202,-7.95091,-26.5675,-13.9375,2.62128,-1.40647,14.0497,14.8841,-9.76352,-0.179447,-0.506435,-15.1588,0.345151,-2.30141,-10.9748,6.70385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2
11,156,0,2,0.4,0.674665,-6.18865,-23.4628,-12.0215,-5.84803,17.7191,2.88861,-11.5817,-7.21664,-27.1287,-15.2043,-2.75855,-2.64638,13.7737,12.08,-12.2213,2.31204,4.84454,-12.5594,0.886183,-2.36305,-9.64331,8.9943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2
12,169,0,2,0.1,0.402578,-4.60707,-22.6672,-9.32377,-3.98497,19.1308,2.78704,-14.145,-5.96295,-23.7012,-14.5601,-3.9991,-0.895748,10.2101,14.1011,-13.1315,2.00902,4.12715,-16.6802,0.195652,-0.984668,-7.37985,8.01981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
13,182,0,3,0.3,0.749713,-8.81071,-20.0957,-8.34143,-0.987785,21.1586,4.63305,-14.0743,-5.72965,-21.1953,-16.6737,-4.69922,-0.420346,7.74198,13.66,-11.6041,3.68704,7.66265,-18.331,-4.32521,-2.82621,-8.59874,6.86502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3
14,195,0,1,0.1,0.305129,-5.71366,-18.2705,-9.01899,-3.38296,21.873,2.61877,-13.7557,-7.43605,-22.4253,-15.2282,-4.25251,0.651691,10.6872,12.9929,-11.0739,4.24511,9.93096,-18.8793,-3.90187,-1.28092,-9.07112,6.44999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
15,208,0,2,0.166667,0.461133,-6.54183,-21.8778,-10.4921,-3.72948,25.2967,3.82056,-8.2577,-6.42546,-24.103,-10.6885,-5.83869,-0.0527373,11.1852,16.9522,-11.5875,2.88666,12.7792,-19.5698,-0.959119,-2.70286,-10.3207,6.87539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
16,221,0,3,0.4,0.770132,-4.98434,-21.8469,-11.1627,-1.05863,28.5148,0.794249,-5.63214,-5.86799,-21.8116,-8.28063,-4.65949,-0.00353669,12.7335,15.4454,-12.7065,1.95476,10.3242,-22.8792,0.0270072,-1.21848,-12.7797,3.33515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3
