generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29
0,13,0,2,0.1,0.402578,27.6924,15.4106,8.783,1.52888,4.03947,1.74128,5.31163,18.7707,7.17936,14.4987,-7.76822,0.224395,-15.3077,-4.23361,8.02481,-5.61724,5.87881,-13.0771,2.95438,16.2722,3.33633,-7.92432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1,26,0,2,0.2,0.550861,26.627,15.8308,13.8532,2.19517,7.72838,-0.550782,3.91598,18.9586,7.37155,10.173,-7.56357,-1.94684,-14.9666,-4.76245,7.80075,-5.73415,6.32773,-13.077,2.89098,18.2765,2.82509,-12.7252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2
2,39,0,1,0.1,0.305129,26.9166,20.0485,13.4102,0.981584,9.09087,0.117913,5.50259,20.2076,5.23049,11.278,-10.1775,-3.86527,-14.77,-4.19388,6.52042,-5.64667,9.09105,-14.7743,2.26104,19.8393,3.75179,-12.8203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
3,52,0,1,0.0666667,0.253708,30.1847,14.4939,13.4642,-2.76597,11.7652,0.342033,4.46242,20.6377,4.59768,8.35311,-9.38356,-2.90865,-16.5326,-2.27586,3.71499,-5.844,11.1778,-14.6887,5.3453,19.9185,6.82437,-14.6848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4,65,0,1,0.0333333,0.182574,29.2687,13.9434,11.8404,-2.89718,13.3867,0.747473,6.27072,19.2535,4.14403,6.04075,-8.93573,-5.39722,-18.0982,-1.4893,1.38249,-5.9946,8.82211,-16.1749,3.38995,20.1277,5.35008,-17.1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,78,0,2,0.166667,0.461133,30.6742,9.95398,10.257,-1.56948,15.4868,0.567178,5.21144,18.1872,1.70761,4.97683,-12.0806,-7.18459,-18.5502,-1.3133,-1.66575,-9.14691,9.87074,-13.3602,3.48995,20.3686,7.77262,-18.7096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
6,91,0,1,0.0333333,0.182574,31.1745,8.93708,10.03,-4.42281,14.0854,-1.63942,2.96995,15.7963,1.73845,4.20785,-14.0608,-6.69854,-13.9519,0.905354,-0.333577,-12.1832,10.6104,-16.3167,1.71476,20.4214,8.01507,-19.0351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,104,0,2,0.166667,0.461133,30.902,10.0405,10.4293,-2.42765,12.6379,-5.72183,1.32234,17.6038,3.66005,2.51553,-14.531,-6.49003,-12.9295,1.52773,0.441602,-10.4012,9.74041,-16.7807,2.80559,21.7015,5.7881,-18.9907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
8,117,0,1,0.0666667,0.253708,31.7484,12.4385,8.49666,0.00678318,13.2169,-3.52145,0.486656,15.5809,5.5827,2.51668,-18.6624,-6.76651,-9.03195,4.70541,-2.60895,-12.99,8.66662,-15.3113,-0.81985,22.7862,6.39477,-21.0232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
9,130,0,2,0.133333,0.434172,32.6404,11.5426,5.37963,-2.84777,13.2916,-1.83136,3.24369,17.1455,3.91466,4.73123,-19.2599,-7.28765,-9.30562,6.76758,-3.6959,-17.477,8.75313,-16.416,-1.08507,22.554,7.04636,-20.0871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
10,143,0,1,0.0333333,0.182574,28.5058,12.0037,4.63928,-4.80173,11.2299,1.21389,3.97173,15.8905,4.20382,6.0301,-19.8715,-4.06593,-5.12646,5.28056,-2.26291,-19.1602,10.0016,-19.0699,-4.09462,22.9725,5.01766,-17.9682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
