generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29
0,200,0,8,1.86667,2.17721,0.832729,1.77767,0.0424514,-1.92105,0.908012,0.321407,-1.68388,0.780211,-1.25064,0.116186,2.45845,-2.35627,0.119456,-0.766154,0.015933,-3.31654,1.56894,-1.60999,1.74395,-0.486324,-1.03616,-4.40439,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,5,7,8
1,400,1,32,8.93333,7.14352,-2.01695,0.672793,-1.94049,-3.39255,-0.617527,-5.38057,-3.63124,-1.15081,-1.87324,-2.8682,3.54399,-2.45063,-0.779603,0.573138,-1.36892,-4.33087,1.47766,-1.57744,2.10937,-4.49002,-1.30688,-8.8208,1,2,2,4,4,4,5,5,5,5,5,5,6,6,7,7,8,9,9,9,10,10,11,12,12,12,14,16,31,32
2,600,18,182,71.8333,37.1596,-4.68761,1.08417,-2.59722,-2.5793,-2.17222,-6.90269,-6.82624,-0.991644,-4.24125,-6.27982,4.36978,-3.31918,-1.52502,-1.04116,-1.30148,-6.87251,0.82284,-2.65549,0.782252,-7.63988,-5.07977,-16.0755,18,20,25,28,30,32,42,47,53,58,59,63,64,64,65,68,71,72,78,83,84,86,88,97,99,102,105,135,137,182
3,800,54,602,154.333,100.061,-4.0758,0.654059,-6.6113,-2.2552,-2.24121,-7.86851,-8.38422,-2.0817,-3.80572,-6.25998,3.81831,-3.20091,-2.96922,-4.50848,-5.27646,-10.1434,-1.28943,-4.73007,-0.714885,-9.72747,-10.3195,-20.0191,54,59,68,74,83,92,93,101,106,117,124,125,128,129,131,137,143,143,145,145,157,159,178,187,197,207,240,245,261,602
4,1000,29,256,116.6,55.5223,-3.89271,-0.332353,-5.18569,-4.09163,-3.7055,-8.49291,-6.89481,-4.10062,-2.46396,-6.28236,3.2211,-5.82631,-4.66497,-5.30566,-6.54584,-10.83,-2.12699,-7.38521,-2.33185,-14.3944,-16.7621,-21.7555,29,47,49,51,56,64,66,79,79,82,94,96,102,104,106,116,122,123,125,128,132,133,145,159,167,173,181,198,236,256
5,1200,47,208,105.233,39.8866,-4.32814,-0.581652,-6.78306,-4.79493,-6.96203,-10.0378,-5.4817,-4.33462,-3.0725,-8.05682,3.24884,-8.03465,-6.22682,-8.83542,-7.45562,-11.777,-4.69894,-7.77007,-2.73725,-14.2831,-23.4447,-23.2341,47,50,57,59,65,69,70,73,74,84,90,92,93,93,94,106,109,114,115,115,117,121,125,127,133,147,151,176,183,208
6,1400,25,226,84.3,38.8784,-4.33551,-0.185086,-7.10664,-6.42514,-6.8088,-11.8556,-5.18628,-3.95705,-4.4915,-9.73517,3.2472,-8.25598,-6.18703,-9.45454,-7.54183,-11.58,-5.45129,-10.1626,-4.58549,-13.9949,-27.3843,-25.3419,25,32,55,56,56,56,61,62,62,62,63,64,64,66,70,75,78,82,87,95,96,102,104,106,108,121,121,134,140,226
7,1600,39,233,112.7,52.293,-3.2617,-0.449887,-9.84498,-7.22802,-7.41406,-11.421,-4.60241,-5.83171,-4.07606,-11.4335,2.96726,-9.96756,-7.46035,-10.1121,-7.42086,-12.4313,-6.80003,-9.01696,-4.55267,-13.8521,-30.0717,-27.9496,39,48,50,55,59,59,65,70,80,96,96,97,98,100,101,104,104,113,114,115,116,129,139,145,162,171,187,217,219,233
8,1800,49,289,125.7,66.4328,-4.58129,-0.746393,-7.91484,-8.38861,-7.05337,-11.6648,-3.9929,-6.95498,-3.9513,-13.058,3.22572,-9.03901,-7.42866,-10.0198,-7.10853,-12.5327,-7.20401,-9.04236,-5.20561,-13.5388,-29.0245,-30.7227,49,50,52,60,62,65,67,68,75,76,78,84,88,95,118,120,120,129,135,138,143,155,177,184,195,198,203,244,254,289
9,2000,59,489,205.633,113.134,-4.03264,-0.37062,-8.89843,-6.90489,-6.31669,-10.3126,-6.48773,-8.50275,-5.12881,-14.64,3.03845,-8.29313,-6.75279,-9.22139,-6.09506,-11.6795,-7.40797,-9.43543,-5.77071,-13.3558,-28.2496,-33.5018,59,60,68,78,83,110,115,116,121,127,131,151,172,180,192,195,211,223,226,230,243,255,263,282,302,322,327,366,472,489
