generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29
0,200,0,8,2.1,2.05695,0.77861,1.26507,0.391524,-1.16118,0.594023,-0.393401,-2.90628,1.43492,-0.291529,-1.12649,-0.657843,-1.7244,-2.37801,-1.08017,-4.0975,0.526841,-0.0885278,1.26024,-1.27532,-2.88626,0.31527,-2.67968,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,4,5,5,7,8
1,400,0,29,8.33333,6.9547,0.777722,3.43895,-2.72872,-1.02409,-0.719668,-2.53819,-4.81092,1.21307,-2.42664,-2.86535,-0.148819,-1.58887,-3.98079,-2.4547,-5.08828,-0.653168,-1.54197,2.09137,-0.131567,-3.83703,-1.37063,-5.74664,0,0,1,2,2,3,3,3,4,4,5,5,6,6,7,7,7,7,8,8,9,9,11,12,17,17,18,19,21,29
2,600,0,51,16.5333,12.7434,3.20416,3.52687,-7.35289,-0.982607,-1.78613,-4.16424,-7.12099,1.93455,-1.76047,-6.5759,-0.982562,-1.61208,-4.45208,-1.74508,-3.69503,0.410712,-2.67519,0.107786,1.56345,-5.91858,-6.80758,-8.93775,0,0,1,2,2,5,6,7,9,9,10,11,12,12,14,15,15,15,18,20,21,23,24,27,28,32,32,36,39,51
3,800,13,241,97.9667,57.1094,2.91483,1.10714,-8.8725,-0.623719,-2.83055,-7.00411,-7.05822,-0.224883,-2.5719,-9.40557,-0.848563,-4.38249,-6.04501,-2.7844,-4.3111,-1.15293,-5.70639,1.24245,-1.94856,-8.35542,-9.59586,-12.1267,13,30,39,40,43,53,59,59,62,63,64,66,70,70,80,84,91,93,97,100,114,117,135,152,159,175,176,186,208,241
4,1000,39,207,104.767,49.6732,3.73393,0.866831,-10.8827,-1.81482,-2.49467,-9.40608,-7.61108,-4.05789,-1.73257,-9.68667,-0.605325,-8.41199,-5.77691,-4.89437,-6.34711,-3.34927,-8.56918,-3.65158,-2.13278,-8.72355,-11.3077,-14.4394,39,40,45,49,51,52,64,66,67,70,71,77,89,91,91,95,102,106,108,118,121,147,149,152,156,175,177,180,188,207
5,1200,41,225,115.433,55.5628,3.44914,0.933202,-11.5678,-2.32215,-5.3172,-8.33572,-7.10073,-8.01882,-4.14596,-11.424,-1.26668,-9.16778,-6.72271,-7.02117,-10.7405,-5.31031,-10.4129,-7.69286,-3.35201,-9.403,-13.6556,-17.8956,41,50,54,55,58,59,61,65,70,81,83,90,91,94,98,102,109,111,118,125,152,157,164,165,181,190,202,206,206,225
6,1400,28,179,105.333,39.1278,0.981944,0.359296,-15.3608,-3.59988,-6.93844,-7.72308,-9.64826,-8.17137,-5.16021,-12.1165,-2.5468,-9.2477,-9.09504,-8.16653,-14.9317,-7.75797,-12.9888,-9.1262,-5.01331,-9.56224,-16.2581,-20.0022,28,36,51,62,64,68,72,76,80,86,86,91,97,97,104,111,118,118,119,122,126,130,132,132,140,142,157,158,178,179
7,1600,44,335,139.467,75.226,0.774055,0.420235,-14.3764,-4.73889,-7.33074,-8.25144,-8.67321,-8.3466,-4.99281,-10.3628,-2.78784,-8.28575,-8.52721,-6.85426,-13.1932,-8.76371,-10.2928,-10.9976,-5.94901,-11.8222,-17.6727,-23.0672,44,59,59,69,70,74,78,79,79,80,84,91,92,93,103,139,140,147,171,172,174,174,178,202,210,218,223,273,274,335
8,1800,44,478,168.033,96.9936,3.70093,-0.815607,-13.5734,-6.97733,-7.36341,-8.21892,-8.85084,-9.3213,-7.14061,-10.7693,-2.97021,-8.47679,-8.73352,-8.71932,-13.808,-10.377,-9.69372,-11.8027,-7.46281,-11.11,-18.6589,-28.2,44,50,61,75,75,79,87,102,103,105,122,123,131,136,144,154,185,187,189,191,193,216,218,221,225,228,235,306,378,478
9,2000,50,1080,270.233,218.747,2.47923,-0.364979,-13.0798,-7.70408,-7.91772,-8.3595,-9.99234,-8.94131,-8.30862,-10.1781,-2.21069,-8.13469,-8.07408,-9.66683,-12.1782,-11.0918,-9.83328,-12.2988,-7.41191,-12.3417,-17.3687,-31.49,50,62,84,96,107,117,127,130,140,145,151,157,189,198,206,206,218,226,267,275,287,292,313,335,402,462,502,571,712,1080
10,2200,75,1478,395.433,351.712,4.76419,1.04533,-12.8749,-8.53849,-9.88396,-7.93551,-9.15456,-9.96356,-9.08503,-11.2723,-1.44823,-9.37996,-7.21584,-10.7714,-13.0514,-8.73453,-8.76258,-13.3031,-6.90527,-11.3653,-17.9181,-33.4194,75,82,82,101,115,141,159,166,168,176,179,188,212,226,232,283,319,368,382,416,433,463,557,600,677,682,717,804,1382,1478
11,2400,42,1100,364.767,259.515,2.95436,0.550623,-13.2153,-7.72082,-11.0629,-8.12684,-7.82529,-10.1484,-8.86557,-11.3797,-0.701191,-8.92815,-9.20347,-11.8354,-11.6249,-9.06659,-8.03237,-12.7421,-7.51388,-13.3432,-18.8211,-34.8875,42,73,103,108,126,126,130,168,202,227,231,233,243,246,283,296,340,353,359,366,404,436,540,604,644,688,699,701,872,1100
12,2600,67,1130,334.167,247.536,4.07884,0.022254,-13.4912,-7.14672,-11.4032,-8.7497,-7.74768,-10.683,-10.7001,-11.8947,-1.12993,-8.43253,-10.3845,-12.6823,-12.9505,-9.04443,-8.37115,-12.7554,-6.93737,-11.2513,-18.3932,-36.2428,67,68,109,139,148,156,156,159,172,201,204,211,218,223,232,240,255,268,327,342,358,410,422,530,530,557,650,651,892,1130
13,2800,14,894,364.9,243.898,2.8479,-0.00451985,-12.2982,-6.67091,-11.0931,-9.35848,-8.23369,-11.1032,-10.0428,-11.2512,-1.05768,-8.95853,-10.343,-12.1985,-12.7743,-8.914,-8.64639,-13.2228,-6.63571,-11.3745,-18.1271,-39.3782,14,89,114,125,125,126,142,152,172,210,236,266,274,282,302,335,348,353,408,408,438,451,469,544,568,628,779,830,865,894
14,3000,53,1379,510.333,401.871,4.81812,0.35284,-12.6655,-6.71979,-9.97338,-10.1359,-9.05662,-11.3888,-9.54733,-11.0101,-1.73424,-8.27526,-9.78396,-11.0138,-13.1916,-8.55312,-8.55068,-12.876,-6.67104,-10.8228,-18.2908,-41.0361,53,55,88,93,135,135,138,145,176,270,274,285,294,316,327,361,460,580,632,677,684,694,770,778,797,971,1167,1262,1314,1379
15,3200,85,1841,524.933,448.163,6.17813,0.601975,-13.2747,-6.78421,-9.89265,-10.9459,-9.99428,-12.0241,-9.47829,-11.7524,-1.84619,-8.9397,-10.8535,-12.061,-14.9884,-10.0562,-9.64132,-13.2914,-6.59422,-9.38924,-18.3918,-42.634,85,94,104,113,115,188,216,217,250,280,282,308,318,323,363,406,407,434,551,553,612,625,652,713,718,832,1132,1467,1549,1841
16,3400,57,1825,584.667,464.481,6.0733,0.855173,-13.9598,-7.74893,-10.2804,-10.595,-9.07539,-11.6581,-8.67229,-11.8883,-2.30598,-8.49042,-11.4417,-12.1416,-14.6141,-9.77689,-10.0091,-14.0452,-6.72197,-9.09691,-17.0197,-43.4697,57,88,114,116,131,142,204,215,256,289,319,341,368,375,382,436,533,536,557,747,788,797,816,946,978,1172,1195,1240,1577,1825
17,3600,54,3654,723.833,699.959,5.7461,0.404344,-14.376,-8.34999,-10.5919,-10.4451,-7.60486,-11.4137,-8.0544,-12.608,-2.3581,-8.99823,-11.555,-11.613,-13.4472,-10.1304,-10.0004,-12.3762,-7.24322,-9.68541,-16.5334,-44.5314,54,115,116,257,259,271,310,313,330,333,336,447,477,500,508,533,545,589,673,722,763,889,937,944,953,1118,1465,1465,1839,3654
18,3800,142,4204,1420.2,1155.13,4.08344,0.670421,-14.5625,-9.73995,-10.4914,-9.97441,-7.91555,-11.8407,-8.1599,-14.1278,-1.91069,-9.43785,-10.8638,-11.5669,-12.3606,-10.253,-9.87166,-11.8063,-7.54823,-9.51659,-16.0619,-46.4269,142,149,224,386,387,397,398,529,579,619,678,974,1050,1059,1071,1088,1105,1303,1418,1428,1564,1726,1901,2261,2400,2877,3144,3350,4195,4204
19,4000,61,8027,1698.57,1851.56,5.15569,0.577504,-15.1104,-10.2679,-9.93593,-11.4219,-8.54376,-12.0459,-8.92329,-14.4626,-1.5186,-10.7804,-10.552,-11.8207,-12.2885,-10.5444,-9.28051,-12.9199,-7.187,-9.83451,-15.7739,-46.6815,61,148,157,218,251,293,330,339,351,452,475,731,759,1126,1199,1297,1308,1339,1526,1595,2252,2391,2513,2728,2851,3155,3230,3343,6512,8027
20,4200,198,3464,951.233,665.675,4.99985,0.569623,-14.9158,-9.42736,-10.484,-10.4576,-9.79484,-12.8531,-9.10649,-14.3693,-0.734161,-12.1306,-10.7727,-11.9845,-11.5646,-10.9116,-11.0952,-13.2267,-7.33761,-10.5209,-15.482,-47.7292,198,222,272,370,402,443,491,531,534,565,568,651,665,724,806,824,863,872,951,991,1177,1242,1343,1352,1357,1473,1498,1558,2130,3464
21,4400,189,4772,1375.77,1141.55,3.49849,0.258194,-15.3224,-9.42427,-11.5334,-10.5612,-9.34702,-12.5963,-8.47987,-13.8964,-0.266245,-12.3574,-10.4523,-11.595,-11.3224,-10.3796,-10.057,-11.8534,-6.74384,-10.5502,-15.3823,-49.0556,189,228,253,282,283,340,390,446,536,671,794,834,854,986,1210,1266,1295,1401,1471,1549,1603,1630,1671,1718,1964,2323,2997,3578,3739,4772
22,4600,112,4000,1580.93,1201.35,1.08029,0.972527,-15.4327,-9.67013,-12.0727,-9.6193,-9.59926,-12.5991,-7.698,-14.4865,-0.016933,-13.0537,-9.9027,-12.0781,-11.1335,-11.0024,-11.2601,-11.2789,-7.32096,-11.1056,-14.7948,-49.4121,112,128,162,253,303,305,436,473,580,594,806,881,1073,1174,1242,1378,1669,1737,1966,2020,2172,2241,2436,2895,2987,3004,3092,3583,3726,4000
23,4800,146,6095,1837.2,1553.11,1.28683,0.429555,-15.8497,-10.4592,-12.8171,-8.17189,-9.78355,-12.5984,-7.28778,-14.5742,-0.777421,-13.229,-10.0181,-11.8095,-11.2643,-9.68395,-10.2154,-11.3897,-8.38112,-11.8298,-15.2038,-50.5962,146,178,416,474,495,710,720,729,731,823,840,926,930,1052,1136,1226,1650,2042,2102,2117,2182,2209,2520,2732,2885,2967,3644,4961,5478,6095
