generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21
0,250,2,22,10.3667,5.03425,2.04575,-0.0421975,-0.286282,-0.109048,-0.171346,-0.112428,0.0381603,-0.256388,0.0503264,-0.133632,0.0832765,-0.0506835,-0.291292,0.10597,-0.0216761,0.217803,-0.138889,-0.0781206,-0.122036,-0.0669085,-0.189406,-0.0995973,-0.321263,2,4,4,4,5,6,6,6,7,7,7,9,9,10,10,10,11,11,11,12,12,12,14,14,15,16,17,18,20,22,1.15805,1.08271,1.0481,1.03697,1.03348,1.00962,0.99417,0.987849,0.98572,0.977434,0.973844,0.97318,0.968969,0.963927,0.963203,0.960777,0.959395,0.958229,0.957472,0.95697,0.955854,0.955771
1,500,0,47,16.7,11.002,2.23978,-0.0866259,-0.459213,-1.03134,-0.588274,-1.74812,-0.678074,-0.676893,-0.65694,-0.50781,-1.12335,-0.202801,-0.523363,0.126258,-1.43481,-0.457776,-1.03335,-0.0311733,-0.961596,-0.309842,-0.0518759,-0.299815,-0.805458,0,1,5,6,6,7,8,9,10,12,13,14,14,14,14,14,15,15,19,21,21,21,22,22,22,24,27,34,44,47,1.25401,1.14889,1.07045,1.0636,1.04413,1.02927,1.00764,0.998421,0.97916,0.972363,0.965341,0.954433,0.950655,0.944531,0.941739,0.940131,0.933729,0.928107,0.925766,0.921933,0.920103,0.91691
2,750,17,115,52.9667,25.516,2.62691,1.03664,-0.234542,-2.21962,-1.58305,-2.42398,-1.17378,-1.7016,-1.40286,-0.608406,-1.70246,-0.38235,-0.600964,-0.60366,-1.86816,-1.95482,-0.855832,-1.00067,-0.563494,-1.0124,-0.391702,-0.938981,-1.97641,17,20,22,23,24,25,27,29,34,35,41,42,46,48,52,52,55,57,60,64,68,68,70,70,74,75,86,87,103,115,1.43112,1.17187,1.08504,1.05098,1.05001,1.02944,1.00514,0.996744,0.97538,0.965312,0.946164,0.943825,0.938381,0.934199,0.924489,0.920513,0.917746,0.915018,0.909058,0.895847,0.89466,0.890309
3,1000,11,130,51.8667,21.7426,3.1349,2.27099,0.487367,-3.22089,-2.18268,-3.25815,-2.41391,-2.07461,-1.8434,-1.49574,-1.85638,-1.14697,-1.56502,-1.48875,-2.16142,-1.51683,-0.834164,-1.84941,0.296091,-1.07248,-0.916629,-0.966115,-3.50789,11,24,32,34,35,38,39,40,41,41,41,41,43,46,46,47,47,48,54,59,61,62,64,67,68,70,70,75,82,130,1.53275,1.17559,1.09013,1.06795,1.04978,1.02294,1.01669,1.00094,0.992616,0.961195,0.953845,0.935571,0.926112,0.920435,0.915779,0.90786,0.898884,0.893899,0.891359,0.880204,0.871972,0.865409
4,1250,16,397,142.633,97.6897,3.89149,1.97484,-0.528689,-4.58793,-3.15975,-4.5872,-2.27712,-1.94972,-2.54458,-2.55576,-1.37698,-2.29297,-3.81642,-2.1855,-3.25029,-2.59209,-1.8081,-1.27317,-1.67158,-1.42281,-1.88461,-1.76771,-6.09034,16,26,33,50,62,63,65,74,78,80,84,86,99,102,109,112,126,138,140,142,143,184,206,257,258,264,277,287,321,397,1.65583,1.16208,1.09505,1.08135,1.03803,1.01598,1.00181,0.997582,0.984088,0.974229,0.946333,0.935752,0.91999,0.912129,0.897018,0.893702,0.881325,0.879603,0.872668,0.861481,0.849995,0.843424
5,1500,29,175,71.5333,35.2994,4.77287,2.07679,-2.24378,-6.49809,-3.98188,-5.11239,-3.36862,-3.68952,-1.9963,-1.90518,-2.47159,-1.17147,-3.27913,-3.12052,-4.0095,-3.94997,-4.016,-1.47826,-4.03281,-1.28491,-2.32436,-4.67502,-7.80263,29,32,34,37,38,39,48,52,52,52,57,60,61,61,61,62,67,68,69,77,78,79,83,85,95,95,106,129,165,175,1.72641,1.14384,1.09106,1.06769,1.04987,1.02278,1.00137,0.991496,0.98738,0.966144,0.941038,0.924689,0.915215,0.905766,0.887264,0.874076,0.867858,0.865217,0.853063,0.842169,0.830611,0.824072
6,1750,30,192,84.7,35.292,5.80466,-0.143847,-0.567082,-8.85287,-3.09422,-5.94313,-4.20522,-4.44406,-2.7844,-3.30062,-2.12188,-0.692302,-3.37356,-4.51259,-5.36084,-3.33754,-3.3882,-1.36951,-6.13047,-3.93951,-4.36315,-7.76528,-9.59853,30,40,41,44,46,50,52,53,61,74,75,75,80,82,82,84,89,90,92,96,96,97,99,101,104,112,119,128,157,192,1.75422,1.14138,1.09605,1.07001,1.04443,1.03047,0.994182,0.991105,0.975685,0.953274,0.935669,0.919012,0.916639,0.901833,0.879808,0.856907,0.849611,0.844777,0.834026,0.830414,0.818027,0.81068
7,2000,44,249,93.3,42.3093,7.03101,0.515092,-0.996836,-8.11851,-5.31155,-6.35658,-4.07026,-6.78372,-5.25552,-4.28544,-3.3499,0.10392,-5.02794,-5.45938,-5.93157,-6.15341,-3.77348,-2.8785,-9.05339,-7.15581,-6.77115,-10.104,-11.8541,44,50,51,56,58,62,65,66,66,67,69,71,76,76,85,88,90,90,94,95,99,107,107,109,126,128,149,151,155,249,1.77313,1.13197,1.10126,1.05674,1.03816,1.01793,0.980496,0.975412,0.950698,0.939266,0.92737,0.917956,0.91059,0.898218,0.872144,0.861753,0.843247,0.828679,0.821586,0.819134,0.800172,0.78942
8,2250,21,153,76.7667,32.2519,8.97481,-0.981958,-2.4157,-11.4277,-6.74165,-9.67519,-8.95396,-10.9489,-5.9782,-6.85994,-5.92705,-2.87322,-8.20625,-5.46872,-7.90321,-8.22573,-7.97303,-5.60888,-9.07285,-13.1035,-7.49249,-12.0943,-15.0709,21,31,38,42,42,46,48,52,54,57,58,62,66,70,72,74,75,76,81,89,91,103,107,111,115,116,117,117,119,153,1.86418,1.14691,1.10882,1.05588,1.02819,1.01611,0.97967,0.962123,0.953108,0.933927,0.919491,0.912789,0.899834,0.884224,0.871963,0.855212,0.826411,0.823665,0.818969,0.808069,0.797707,0.776604
9,2500,40,230,105.633,50.1766,10.3522,-0.396317,-2.74576,-13.5752,-4.60728,-10.4416,-10.6117,-13.8991,-6.6517,-10.4484,-6.21076,-1.1315,-8.3183,-5.44638,-9.66989,-10.2121,-9.28222,-5.32902,-11.2067,-10.8707,-8.9348,-12.5992,-21.0413,40,52,55,57,58,61,61,63,68,69,71,75,85,89,91,92,98,105,108,116,125,126,136,153,156,163,169,190,207,230,1.83695,1.15269,1.09489,1.07168,1.03666,1.01752,0.964541,0.954461,0.937447,0.922103,0.909475,0.887039,0.882986,0.862676,0.853029,0.836987,0.822035,0.81393,0.802242,0.795945,0.787729,0.75276
