generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21
0,250,0,24,9.23333,6.56366,2.04579,0.272265,0.321671,-0.174186,-0.101183,-0.125743,0.0489142,0.0903855,-0.157829,-0.141288,-0.127138,-0.0209129,-0.0126577,-0.0797711,0.049586,-0.046227,0.0721148,0.160725,-0.0936381,-0.0970985,-0.151545,-0.102433,-0.620403,0,0,2,2,3,3,3,3,4,4,5,7,7,8,8,9,9,10,10,11,12,13,14,15,16,17,17,18,23,24,1.26383,1.06835,1.0632,1.04873,1.02357,1.01333,0.999011,0.992867,0.984564,0.979247,0.975087,0.967807,0.966302,0.965541,0.965424,0.960383,0.959246,0.957821,0.956885,0.9567,0.956254,0.955733
1,500,11,95,46.3,20.6032,2.62682,0.514021,-0.429819,-0.414063,-0.812115,-1.05125,0.588045,0.244632,-1.22303,-0.715395,-0.513409,0.207316,-1.47571,-1.23277,-2.09653,-1.89281,-0.532574,-0.0616695,-1.3248,-0.618498,-1.29525,-1.57282,-2.18854,11,16,23,28,32,33,33,33,33,34,35,35,36,39,40,42,42,43,43,52,54,55,58,60,67,75,76,83,83,95,1.50684,1.20112,1.08248,1.04717,1.0387,1.02276,0.998323,0.992596,0.98359,0.976359,0.974677,0.964332,0.959058,0.952168,0.944228,0.940969,0.933323,0.932479,0.930224,0.926488,0.923931,0.918573
2,750,12,83,44.4333,18.6893,3.32399,1.33081,-0.877094,-0.939165,-1.44824,-1.98127,-0.759814,-0.879905,-1.29872,-0.705854,-1.10763,1.16028,-2.08351,-1.92501,-3.6683,-1.17496,-0.177698,-0.274803,-2.57846,-0.826361,-2.07077,-2.26009,-3.92805,12,21,21,23,24,24,27,30,34,34,35,35,37,37,40,43,49,50,50,51,54,55,59,59,59,65,66,73,83,83,1.63189,1.16793,1.11508,1.05867,1.04597,1.01843,1.01732,0.99857,0.98273,0.972907,0.965531,0.958595,0.94963,0.943698,0.931627,0.928374,0.919238,0.909462,0.904746,0.900628,0.895672,0.8894
3,1000,33,339,119.467,59.9072,4.0506,0.600688,0.133227,-1.25029,-3.27771,-2.67377,-0.228272,-1.27614,-0.095162,-0.734991,-2.5662,0.465424,-2.62204,-2.42744,-3.40889,-2.76033,-1.5782,-1.53069,-2.97902,-2.65724,-2.00469,-3.18914,-6.13173,33,46,58,61,69,72,73,76,76,84,89,98,101,103,103,115,122,125,135,137,140,140,144,153,162,165,179,185,201,339,1.73171,1.14921,1.12264,1.09198,1.05366,1.02164,1.0154,1.00287,0.980448,0.972215,0.957086,0.941542,0.937955,0.930541,0.920002,0.913311,0.901116,0.894446,0.888188,0.881006,0.873462,0.866667
4,1250,31,273,112.2,59.5358,4.79803,1.13275,0.294873,-1.93738,-3.47917,-4.50638,-1.36366,-0.676962,-0.384584,-2.26735,-3.46013,0.0200135,-2.12279,-2.89604,-5.24267,-1.98785,-2.12394,-1.76296,-4.78832,-2.78441,-3.24952,-5.15582,-8.41716,31,33,39,40,42,57,59,64,66,72,83,90,96,99,105,113,120,120,121,131,132,142,146,147,175,178,181,196,215,273,1.78339,1.14233,1.10435,1.07188,1.041,1.02062,1.00833,1.00191,0.980141,0.95113,0.944741,0.944509,0.932951,0.921239,0.915224,0.898692,0.883183,0.871149,0.869755,0.865593,0.853833,0.845412
5,1500,36,214,86.4667,41.2116,5.66517,1.12454,-0.831935,-3.43134,-4.29324,-5.31571,-1.10599,-1.85644,-1.03489,-1.48115,-3.89334,-1.42358,-1.74803,-5.44798,-6.45197,-3.23462,-2.59501,-1.79055,-4.63119,-4.43915,-4.89557,-9.56672,-9.72368,36,39,45,52,53,55,58,66,66,68,70,71,71,71,78,78,78,78,78,80,82,85,97,101,118,130,134,169,173,214,1.84058,1.17333,1.12117,1.06442,1.05546,1.02813,1.01515,0.99511,0.971701,0.95921,0.950339,0.932125,0.913611,0.903418,0.895466,0.882683,0.878624,0.865406,0.85378,0.847697,0.844542,0.824586
6,1750,48,293,122.8,57.1588,7.13152,0.593469,-0.783987,-3.431,-8.39498,-7.25959,-2.29477,-2.93525,-2.21119,-3.41713,-4.66997,-0.874513,-2.76253,-6.72957,-8.58656,-5.30156,-4.79657,-4.01638,-5.17439,-5.53495,-8.68368,-12.1039,-15.6889,48,55,61,64,73,80,83,85,87,95,99,99,102,105,112,113,115,119,120,120,121,141,143,145,161,173,203,226,243,293,1.92791,1.17803,1.11735,1.09139,1.05949,1.03935,1.00571,0.991791,0.953083,0.945173,0.937692,0.917214,0.91118,0.882169,0.875057,0.87038,0.858804,0.85241,0.845734,0.834927,0.822634,0.809577
7,2000,42,261,107,47.9447,9.29765,-0.472757,-0.375045,-6.803,-10.8841,-9.60051,-3.4738,-1.21176,-5.56179,-4.94049,-5.86089,-3.91315,-6.49209,-8.63923,-8.04607,-6.69157,-6.27758,-5.37011,-6.90983,-5.65821,-12.1935,-18.9614,-20.5995,42,45,48,48,49,63,65,75,81,83,86,87,91,94,100,101,105,109,114,123,137,139,141,146,148,149,150,153,177,261,1.97789,1.15884,1.11674,1.08067,1.05523,1.03501,1.00485,0.987069,0.959046,0.9421,0.918574,0.913899,0.898013,0.870041,0.862766,0.848301,0.84529,0.839224,0.82842,0.81773,0.803951,0.792375
8,2250,44,284,116.333,70.0061,11.6606,-0.776024,2.37488,-6.0853,-13.4205,-10.8535,-4.86733,-0.958638,-3.76707,-6.40715,-8.99722,-6.59538,-7.70067,-12.3546,-10.7296,-8.24775,-3.1761,-5.7231,-8.94143,-9.75031,-13.9239,-24.2373,-28.8591,44,50,53,55,56,60,64,67,69,69,70,76,79,82,83,86,90,91,94,103,107,180,191,199,203,205,209,215,256,284,1.9879,1.17583,1.12017,1.09097,1.05336,1.04996,1.01225,0.975477,0.954712,0.92405,0.915329,0.904644,0.888994,0.863345,0.850991,0.837438,0.834501,0.813165,0.80767,0.800154,0.793374,0.783066
9,2500,27,251,116.367,53.7956,13.9613,2.87668,5.97417,-11.7365,-18.2521,-8.70311,-6.98331,-2.82681,-6.0974,-9.13726,-6.93539,-7.22215,-6.0188,-8.90381,-12.8267,-11.9016,-6.43923,-5.99836,-14.0489,-14.6197,-18.5413,-27.2149,-35.2334,27,28,44,51,72,78,79,82,83,84,90,90,94,97,105,107,114,117,120,138,140,155,158,170,175,178,185,185,194,251,2.01049,1.16544,1.11257,1.07664,1.06033,1.04314,1.00378,0.962688,0.953099,0.923728,0.909399,0.888061,0.87834,0.854697,0.839556,0.821787,0.814097,0.792633,0.790972,0.784082,0.768138,0.759121
