generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21
0,250,1,35,15.8667,8.57717,2.04497,0.00333848,0.153698,-0.0904058,-0.139648,-0.0634498,0.00307171,-0.0947436,0.00374766,-0.239471,-0.0480518,-0.152413,-0.0582401,-0.373778,-0.236405,-0.289525,0.05039,0.0089552,-0.157156,-0.0521221,-0.176421,0.0779787,-0.248257,1,5,6,7,7,8,9,9,10,10,11,11,12,13,14,16,17,17,17,19,19,19,23,23,24,24,28,30,32,35,1.21111,1.114,1.08073,1.04072,1.02773,1.01859,1.01371,0.994614,0.986387,0.980796,0.973738,0.970496,0.965456,0.96287,0.961354,0.96025,0.958946,0.958405,0.957745,0.957301,0.956666,0.956499
1,500,1,48,19.4667,9.87764,2.29376,0.781992,-0.0906827,-0.383841,-0.397784,0.868886,-0.626059,-0.896199,0.210843,-0.169394,-1.12138,-0.80808,-0.465944,-1.10098,-0.449416,-1.19591,-1.12425,0.133767,-0.220432,-0.527207,-0.975401,0.455301,-1.91005,1,5,6,7,11,11,11,12,13,16,16,17,19,19,19,20,21,21,21,22,23,24,24,26,27,28,28,29,39,48,1.32989,1.13691,1.08005,1.07207,1.06402,1.04483,1.01832,1.01147,0.984658,0.980747,0.968546,0.961784,0.955067,0.951625,0.938703,0.935185,0.932306,0.932106,0.925757,0.925397,0.923168,0.919484
2,750,8,61,38,13.3468,2.74461,0.823375,1.0238,-0.556269,-1.03434,-0.215469,-1.00698,-1.09403,-0.583434,-0.677415,-2.20853,-2.18194,-1.34971,-1.90768,-1.28158,-1.19596,-0.733952,-0.917979,-0.546321,-1.61023,-1.89193,0.776688,-3.25256,8,13,20,26,26,26,28,28,30,30,32,34,35,35,36,39,42,42,42,43,46,46,47,48,49,55,57,58,58,61,1.52159,1.2291,1.10737,1.09646,1.05003,1.03499,1.02903,1.01111,0.987033,0.979384,0.968981,0.951183,0.948917,0.947377,0.930841,0.930374,0.915311,0.912417,0.903185,0.899247,0.894858,0.886299
3,1000,9,81,47.6333,20.8186,3.63782,0.438678,1.41693,-0.649681,-1.89837,-1.57875,-2.12715,-2.36003,-0.991913,-0.617688,-1.54917,-3.28098,-1.3998,-3.93706,-3.28463,-2.00903,-0.444536,-1.59413,-2.39218,-2.0797,-4.4374,1.28717,-5.34685,9,12,13,23,31,33,33,33,34,37,39,40,41,43,44,47,47,52,52,52,53,57,67,71,72,75,78,79,81,81,1.72361,1.23943,1.11211,1.07981,1.06427,1.05848,1.01997,0.997871,0.984175,0.971685,0.961167,0.948642,0.941024,0.933714,0.927104,0.904498,0.899522,0.886945,0.881494,0.879211,0.873961,0.867349
4,1250,6,151,69.9667,32.4998,4.95246,-1.33621,1.70134,-4.74034,-2.8462,-1.92385,-2.40045,-3.79337,0.491034,-1.89398,-2.00808,-5.27302,-1.30032,-6.45362,-4.61261,-2.95334,-1.10095,-2.74029,-3.05043,-1.81545,-6.1283,-0.807864,-7.42274,6,24,26,29,36,38,44,45,45,48,57,63,63,70,72,76,78,80,81,87,88,88,88,89,93,97,97,105,135,151,1.85358,1.22178,1.15424,1.1141,1.07968,1.05082,1.01779,1.00572,0.992456,0.986352,0.969771,0.948735,0.937362,0.925974,0.905528,0.898277,0.885999,0.869011,0.862438,0.859015,0.850431,0.843475
5,1500,21,148,68.8333,27.0161,6.4393,-1.71207,1.62571,-7.17531,-3.19208,-4.28119,-4.24151,-2.22577,-0.448721,-1.40802,-5.68731,-5.08502,-1.53331,-5.87154,-6.30645,-6.55952,-2.33609,-2.22313,-2.71635,-3.34605,-7.57314,-3.62677,-10.5216,21,30,35,39,44,44,48,50,50,54,57,64,66,69,70,72,72,74,75,76,76,77,77,80,84,89,90,109,125,148,1.88805,1.24151,1.17317,1.131,1.07369,1.05645,1.03263,1.01214,0.985986,0.97177,0.961846,0.952423,0.918738,0.915818,0.911452,0.877808,0.874018,0.857134,0.846574,0.840439,0.833073,0.823463
6,1750,34,159,84.9,33.3491,8.73387,-1.82451,1.34998,-9.53048,-0.751762,-10.2146,-5.80255,-4.82768,-0.867902,-3.3963,-7.79792,-7.8947,-3.45939,-10.4825,-7.01631,-9.80072,-2.78802,-4.33369,-4.50383,-6.82961,-8.78346,-5.73669,-16.2886,34,34,37,40,50,50,54,54,61,66,67,68,72,76,79,86,97,98,99,107,108,108,112,116,116,122,124,126,127,159,2.02329,1.22153,1.19686,1.12055,1.07773,1.04963,1.0292,1.01562,0.990348,0.972484,0.956412,0.930576,0.918978,0.903132,0.887457,0.865223,0.855442,0.836543,0.832164,0.821423,0.804821,0.804165
7,2000,35,298,133.667,61.741,11.3405,1.27152,2.90742,-11.8879,-8.6566,-8.75774,-7.82705,-10.0019,-2.86773,-3.29437,-13.3198,-8.72432,-2.6215,-14.3763,-6.57724,-15.0568,-5.72984,-8.38018,-3.69885,-7.76237,-10.0642,-4.09366,-22.5477,35,40,45,73,76,87,90,97,99,101,110,111,112,113,117,122,123,131,147,147,158,161,168,174,190,193,212,237,243,298,2.06984,1.20897,1.18405,1.11843,1.07888,1.04593,1.0279,1.01643,0.995556,0.973903,0.941058,0.923506,0.916891,0.901402,0.868582,0.855354,0.842382,0.819917,0.812281,0.808742,0.79496,0.789829
8,2250,38,308,127.3,67.8823,14.1179,6.73258,6.52294,-14.2181,-6.19106,-13.676,-12.3996,-13.4466,0.258613,-8.22252,-13.5249,-5.16475,-6.90511,-21.0271,-10.4139,-15.3771,-6.43773,-8.03901,-6.4359,-8.78914,-10.4223,-4.80232,-32.6332,38,44,56,57,58,69,77,80,82,92,93,97,99,108,110,118,119,119,130,136,150,152,164,176,178,197,199,206,307,308,2.13045,1.19525,1.17221,1.11848,1.09687,1.06005,1.01844,1.01018,0.97932,0.951744,0.931114,0.919064,0.908702,0.9004,0.856448,0.843575,0.82462,0.812952,0.798544,0.785197,0.778029,0.772932
9,2500,45,566,206.8,123.248,18.4976,10.34,2.18026,-19.2096,-12.6035,-14.034,-14.1807,-13.6743,-4.4259,-13.5052,-20.1993,-9.04803,-15.7089,-19.4813,-18.1331,-17.5995,-11.6265,-16.2243,-19.0509,-16.3675,-12.689,-10.0312,-43.3634,45,73,84,88,92,96,102,110,118,139,144,153,160,166,174,174,203,205,211,212,226,228,263,307,312,337,361,384,471,566,2.16686,1.18992,1.16259,1.12616,1.08135,1.07266,1.03248,1.01746,0.966865,0.942598,0.931248,0.9151,0.896396,0.885167,0.871176,0.853956,0.823952,0.810685,0.797424,0.785257,0.761317,0.752482
