generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21
0,250,1,12,4.43333,2.64814,2.04558,0.0791824,0.0291555,-0.0304267,-0.248687,-0.311916,-0.0628979,-0.0424208,0.0430573,0.0785539,0.0227885,0.0405515,-0.160373,0.018422,-0.0882947,-0.204619,-0.0540089,-0.201296,-0.0650747,0.0250643,-0.295968,0.201734,-0.243682,1,1,1,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,5,5,5,5,7,7,7,8,8,8,8,12,1.21448,1.10799,1.10303,1.05081,1.03863,1.01434,1.00567,0.986591,0.978966,0.976734,0.973198,0.968174,0.965371,0.962278,0.961994,0.960383,0.958752,0.958298,0.95807,0.956903,0.956614,0.955934
1,500,2,17,8.63333,4.52185,2.2246,0.388323,0.717007,-0.610532,-0.406135,-1.578,-0.120968,0.165144,0.278113,0.275592,0.249307,0.1176,-1.14482,-1.23377,-0.0263525,-1.39571,-0.0046317,-0.752743,-0.269503,-0.10825,-0.286958,-0.387721,-1.47839,2,3,3,4,4,5,5,5,5,5,5,7,7,7,7,7,8,9,9,11,11,11,12,13,14,15,16,16,16,17,1.34749,1.14704,1.11714,1.05367,1.04826,1.02653,1.02354,0.997885,0.98454,0.982022,0.974404,0.950716,0.947001,0.944042,0.940251,0.936629,0.934223,0.929056,0.927382,0.922932,0.921952,0.919034
2,750,9,64,30.6333,12.472,2.58553,0.306007,0.919981,-1.56541,-1.30566,-1.54809,-0.540763,-0.442923,0.903091,-0.0202014,-0.450267,0.449885,-1.76462,-1.34017,-0.257285,-2.49027,-0.356482,-1.54802,-0.481571,-0.572732,-1.06315,-0.323487,-3.5959,9,11,14,16,20,20,21,22,22,26,26,27,27,27,27,29,30,30,31,35,37,38,41,42,42,44,45,45,51,64,1.51388,1.13862,1.10906,1.09503,1.06325,1.03207,1.02898,1.00031,0.992138,0.973165,0.963042,0.961163,0.948236,0.943377,0.928619,0.919034,0.912893,0.909169,0.90408,0.898914,0.89738,0.889587
3,1000,16,152,55.1667,32.9588,3.03086,1.69571,1.31212,-2.45819,-2.0538,-0.598343,-0.807575,-0.967266,0.666174,-0.817312,-0.358491,0.150542,-2.33565,-2.89159,-0.631544,-3.6743,-0.748142,-2.40523,-1.48077,-1.43983,-0.874018,-0.0114916,-4.46092,16,22,23,25,27,27,32,33,36,36,37,37,40,41,41,47,48,50,53,53,60,62,64,80,87,89,109,112,116,152,1.61246,1.13501,1.11331,1.09435,1.06975,1.04944,1.02695,1.00001,0.991661,0.97355,0.960528,0.94174,0.939024,0.928582,0.921404,0.918987,0.908327,0.892109,0.886907,0.876376,0.872688,0.872075
4,1250,45,452,125.233,77.4929,3.646,0.922149,1.43936,-3.56244,-2.5,-1.35865,-0.874406,-1.21657,0.371457,-2.14992,-0.311687,-0.121022,-3.15276,-1.8929,-2.28648,-4.74596,-2.93495,-3.89071,-2.28296,-2.32565,-1.67107,-0.95483,-6.35607,45,46,48,53,56,61,73,75,82,83,84,87,112,117,119,123,132,133,136,136,137,141,148,157,158,168,175,200,220,452,1.70554,1.15555,1.131,1.10429,1.08377,1.05923,1.04825,1.01526,0.977024,0.967239,0.950488,0.933916,0.927174,0.915937,0.907153,0.902468,0.892651,0.87195,0.870822,0.85665,0.850702,0.843179
5,1500,46,549,166.367,98.6451,4.41105,-0.609388,1.42695,-3.00241,-3.85281,-3.33131,-2.56385,-0.904167,-0.661676,-2.93415,-0.26375,-0.880993,-3.32405,-3.06167,-1.78164,-5.51937,-4.32179,-5.61448,-2.30345,-3.09435,-2.59002,-2.04003,-8.9528,46,65,70,75,85,102,104,105,105,111,113,124,136,137,140,140,143,164,165,180,182,194,214,225,226,227,263,288,313,549,1.79297,1.16612,1.11056,1.10333,1.05381,1.04832,1.03742,1.00859,0.98758,0.970485,0.95366,0.931042,0.919268,0.906766,0.898682,0.891777,0.888211,0.862872,0.85376,0.841774,0.829907,0.824507
6,1750,31,319,122.067,61.3795,5.2114,-1.13567,1.31782,-2.95012,-4.7223,-5.71849,-3.693,-1.53187,-0.0367375,-2.56625,-0.631774,0.953007,-3.68602,-3.25782,-1.72617,-7.87105,-5.50781,-6.14655,-3.42101,-4.26206,-2.55998,-3.87609,-11.9309,31,34,47,53,61,80,80,82,89,90,91,93,95,113,113,121,123,129,129,130,133,137,157,166,170,188,190,197,221,319,1.86986,1.18709,1.13628,1.11134,1.08435,1.04857,1.03506,1.01724,0.984607,0.948474,0.942273,0.926467,0.898635,0.894572,0.87799,0.875585,0.870929,0.852103,0.841309,0.826102,0.818877,0.801177
7,2000,63,297,132.933,57.2502,6.59189,0.329956,0.779992,-3.71052,-5.79546,-8.51334,-4.65068,-1.95064,1.79811,-3.09202,-0.64391,-0.50291,-5.69318,-4.77404,-2.7294,-11.4774,-7.37729,-8.13356,-6.16425,-5.8058,-5.00304,-3.63721,-18.3748,63,72,75,76,82,82,83,86,96,97,102,106,107,115,117,119,120,123,139,142,144,145,166,168,179,207,212,233,235,297,2.03062,1.18442,1.16748,1.15069,1.08679,1.07102,1.03265,1.01465,0.981943,0.953908,0.922957,0.903508,0.902006,0.894592,0.877956,0.862555,0.845787,0.841713,0.826833,0.803875,0.798029,0.784054
8,2250,48,218,106.633,48.2747,8.63385,-1.77577,-0.764954,-4.2452,-5.3805,-12.8057,-4.17045,-3.18013,1.76786,-5.91924,-3.35476,2.65546,-6.99721,-8.3443,-6.87758,-16.7739,-10.1438,-8.86375,-9.73707,-7.05675,-3.41889,-4.28168,-21.9451,48,48,51,52,55,58,63,66,70,77,78,81,90,92,92,95,101,113,115,120,121,137,145,145,150,163,166,176,213,218,2.07272,1.18772,1.14914,1.13629,1.09789,1.07282,1.02689,1.01994,0.97452,0.950658,0.933252,0.903104,0.886688,0.876667,0.855966,0.841971,0.837287,0.828253,0.813373,0.811224,0.7861,0.773348
9,2500,60,323,140.633,57.8747,11.0487,0.564774,1.59707,-4.77953,-8.73202,-13.3062,-4.03742,-8.51018,0.360723,-10.3523,-3.08281,2.4861,-12.6667,-11.2049,-10.9194,-22.3727,-10.2302,-11.25,-9.11316,-10.0634,-6.87768,-5.42961,-27.7559,60,65,70,72,79,80,82,96,103,105,110,115,132,134,138,150,152,155,156,163,164,165,168,168,182,183,207,218,224,323,2.14627,1.20614,1.14222,1.12463,1.07851,1.05176,1.02118,0.996962,0.988253,0.957462,0.922375,0.902377,0.872225,0.861153,0.853447,0.828923,0.820024,0.816996,0.792838,0.78818,0.781969,0.759551
