generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21
0,250,0,18,5.7,4.17009,2.04566,-0.152183,-0.0417236,-0.194007,0.0798682,-0.152656,-0.27614,0.0767773,-0.0465897,0.0339419,0.0146529,0.050987,-0.048317,0.121281,0.00342591,-0.0836075,-0.0234676,-0.0326131,-0.211101,0.250611,-0.291683,-0.172767,-0.246083,0,0,1,1,1,2,3,3,3,3,4,4,4,4,5,5,5,6,6,6,8,8,8,9,9,10,11,11,13,18,1.18998,1.12187,1.10816,1.08976,1.02864,1.01824,1.00407,0.995822,0.988221,0.983018,0.976461,0.974316,0.969148,0.966949,0.964359,0.962643,0.960366,0.957839,0.957521,0.956757,0.956151,0.955854
1,500,0,16,4.26667,3.58092,2.12841,0.568762,-0.290959,-0.26103,-0.458693,-1.14682,0.754514,0.434415,0.0887126,-0.644012,-0.854754,-0.103387,-0.354562,0.483448,0.234379,-0.300245,-0.751492,0.0437531,-0.475607,0.640183,-1.23626,-0.454729,-1.31027,0,0,0,0,1,1,1,2,2,2,2,3,3,3,4,4,4,4,5,5,5,6,7,7,7,7,8,9,10,16,1.2349,1.16878,1.10501,1.0788,1.06797,1.0401,1.02002,0.998304,0.995533,0.988276,0.97725,0.970121,0.956295,0.951093,0.946337,0.944973,0.936931,0.9355,0.934102,0.928201,0.925916,0.918229
2,750,2,23,9.4,5.44312,2.43797,0.721459,-0.780818,-0.340948,-0.942413,-0.54332,0.919817,1.62733,0.190446,-1.48094,-1.04608,-0.691957,-1.59674,0.223121,-0.2351,-1.52458,-1.46294,0.0308463,-1.72178,0.604654,-2.13918,-1.32495,-2.28587,2,2,3,3,4,4,5,5,6,7,7,7,9,9,9,9,10,10,10,10,11,11,11,12,13,13,14,21,22,23,1.36474,1.19952,1.12022,1.09902,1.07434,1.05497,1.03504,1.01615,0.996056,0.980885,0.969481,0.958309,0.94745,0.942938,0.933636,0.923246,0.917677,0.915295,0.909619,0.894771,0.892967,0.887452
3,1000,6,50,26.4667,11.0007,2.99579,-0.52631,-1.41333,0.335645,-0.648819,0.0930399,0.700507,1.48173,-0.0679938,-1.65538,-2.2242,-1.24038,-2.92578,-0.81718,-1.24673,-1.93607,-3.19625,-1.18456,-2.21137,0.261028,-2.53278,-2.89251,-3.88472,6,13,14,15,16,16,16,17,18,18,21,21,22,22,24,27,27,28,30,31,32,34,35,36,37,39,39,44,46,50,1.4656,1.19036,1.15972,1.1163,1.08669,1.06621,1.02796,1.01565,1.00592,0.984238,0.96603,0.956132,0.939856,0.935843,0.923745,0.917578,0.911221,0.904619,0.89824,0.882735,0.873424,0.866081
4,1250,10,77,39.1333,16.4584,3.70925,0.370668,-1.37459,-0.142834,-0.338382,-0.576829,1.23212,1.36135,0.19707,-2.43551,-2.62217,-2.07148,-3.45905,-2.42278,-2.59335,-1.82478,-3.39657,-3.84158,-2.52234,-0.354477,-3.27299,-3.6942,-5.76035,10,17,21,22,23,24,24,25,28,28,29,31,34,36,36,38,39,42,43,45,46,46,50,51,55,59,62,66,67,77,1.5178,1.19431,1.1609,1.11399,1.10422,1.05128,1.024,1.01273,1.00495,0.982923,0.952255,0.948054,0.936232,0.922552,0.915748,0.904407,0.892228,0.885297,0.87831,0.875058,0.858778,0.845267
5,1500,24,115,59.3333,22.3828,4.50111,0.658689,-1.37842,0.227074,-2.42721,-2.50551,-0.243582,0.950781,-0.363887,-2.33684,-2.97789,-1.53838,-3.95585,-2.49852,-3.22686,-3.85518,-3.60554,-3.77003,-3.04472,-1.48039,-4.1484,-6.52798,-7.82781,24,28,30,33,34,34,38,41,47,48,51,52,55,56,58,59,61,62,62,66,67,71,72,75,80,81,85,96,99,115,1.57117,1.18818,1.16866,1.12459,1.08932,1.03909,1.01274,1.00639,0.989115,0.977258,0.959372,0.941761,0.925963,0.920574,0.909744,0.89626,0.884564,0.875383,0.859995,0.855347,0.83591,0.826098
6,1750,18,99,52.2333,21.3585,5.30439,-0.194171,-1.22946,-1.44807,-3.43232,-1.73872,-0.330119,1.14926,-1.81802,-4.06829,-3.66477,-1.12078,-5.93312,-4.17538,-3.46864,-3.64421,-3.79708,-5.5998,-4.94793,-2.48608,-5.78769,-8.40673,-8.21691,18,20,27,29,32,33,34,35,38,38,39,40,45,47,50,51,52,54,59,60,62,67,67,67,68,71,82,91,92,99,1.57069,1.17246,1.14957,1.12535,1.07148,1.03795,1.00859,0.997699,0.975859,0.960072,0.942493,0.925983,0.920446,0.908714,0.888509,0.878028,0.866208,0.863817,0.853464,0.833044,0.814594,0.809934
7,2000,31,405,104.9,74.4716,6.52917,-0.019211,-0.0348766,-1.76335,-4.27534,-1.70116,-0.480622,-0.90834,-3.42413,-3.58856,-3.78393,-1.31867,-7.07751,-4.32671,-6.26674,-4.79703,-6.10881,-6.25562,-5.59815,-3.39404,-5.48481,-10.7028,-14.4146,31,40,44,51,53,55,56,57,60,61,63,66,67,80,90,91,93,102,104,104,104,109,129,130,132,160,190,195,225,405,1.56772,1.17603,1.15864,1.12486,1.09025,1.03324,1.00945,0.995906,0.975833,0.951924,0.941117,0.919416,0.904391,0.886232,0.880722,0.864619,0.851309,0.8383,0.835418,0.820708,0.80454,0.789404
8,2250,33,260,118.6,59.3317,8.1995,-0.573555,1.62041,-2.41123,-4.56333,-1.91124,-2.6946,-2.7776,-2.17922,-1.7705,-7.72928,-2.24614,-6.34896,-5.84611,-9.01277,-6.57418,-8.75808,-5.53681,-7.77404,-5.78407,-8.00207,-11.6678,-20.1331,33,40,44,47,48,49,60,70,75,84,87,90,108,124,128,128,128,130,131,134,143,145,164,164,168,168,173,175,260,260,1.57564,1.20156,1.15844,1.12348,1.08609,1.03379,0.997006,0.981371,0.979671,0.969304,0.932839,0.897028,0.889198,0.872587,0.866847,0.855558,0.839598,0.82227,0.81464,0.804645,0.800135,0.777094
9,2500,76,340,153.5,70.149,10.2194,3.30539,0.963618,-3.6471,-4.30106,-2.57766,-7.83717,-6.41132,-2.85927,-3.13198,-7.25647,-0.801711,-9.868,-7.46472,-9.18321,-9.89514,-11.3765,-7.46818,-7.9829,-6.65629,-10.6175,-15.4554,-24.8789,76,77,77,83,84,85,89,90,93,103,106,121,121,122,129,139,148,151,168,175,186,202,203,216,221,224,225,264,287,340,1.58572,1.234,1.18731,1.10194,1.08138,1.02905,1.00547,0.968836,0.952342,0.948283,0.912743,0.898747,0.886146,0.867432,0.848767,0.832847,0.822607,0.810871,0.801885,0.791058,0.785556,0.755632
