generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21
0,250,0,3,0.233333,0.626062,2.04565,-0.0991169,-0.119233,-0.267971,0.253494,-0.0718164,0.00401367,-0.00958935,-0.0636974,0.111933,-0.172904,0.038293,-0.137371,0.0527393,-0.334135,-0.423369,0.0635475,0.0621779,-0.0936275,0.06556,0.0910672,0.0558585,-0.0986023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,1.18985,1.10427,1.0337,1.0256,1.02033,1.00218,0.995627,0.987965,0.985042,0.973658,0.97064,0.96844,0.965507,0.963698,0.961416,0.960819,0.959448,0.958378,0.956661,0.956284,0.956169,0.955862
1,500,0,12,5.23333,3.8835,2.23305,0.0187484,0.0680015,-1.46459,0.400888,-0.480296,-0.176369,0.0938556,-0.433952,-0.938925,-0.476944,0.362377,-0.786732,0.198062,0.19554,-0.731079,0.544246,-0.723713,-1.07314,0.955229,-1.06501,-0.13692,-1.92407,0,1,1,1,1,1,1,2,2,2,2,4,4,4,4,5,5,5,6,6,8,8,8,9,10,10,11,12,12,12,1.27773,1.17896,1.0828,1.05759,1.04483,1.0223,1.00091,0.993765,0.987314,0.972329,0.962408,0.958383,0.952247,0.946636,0.940144,0.936506,0.934598,0.931755,0.929714,0.925525,0.923383,0.919596
2,750,6,38,15.3,7.74663,2.56056,-0.133841,-0.234469,-1.90899,0.277594,-2.09502,-1.03946,-0.139908,-1.45671,-1.21574,-0.861555,0.827694,-2.24588,-0.738552,-0.95764,-1.52332,1.07205,-1.12723,-1.18709,0.152292,-1.48365,-0.38486,-2.16135,6,6,6,7,9,9,10,10,11,11,12,13,13,13,13,13,14,14,16,16,17,17,17,20,20,22,23,31,32,38,1.4094,1.19749,1.10586,1.04993,1.03711,1.02927,1.01542,0.994949,0.9815,0.968502,0.96597,0.952152,0.938327,0.930993,0.929699,0.920478,0.915586,0.9103,0.90529,0.904966,0.896666,0.89332
3,1000,9,60,27.8,12.853,3.03095,-1.09039,-0.894786,-2.16766,0.690819,-2.62414,-1.23022,-1.2061,-1.92818,-1.23959,-0.299164,0.503508,-3.06981,-1.56212,-1.34141,-2.95525,0.785342,-1.8145,-0.684401,0.237958,-2.81123,-1.62728,-3.98563,9,10,11,12,12,14,16,18,18,21,21,22,25,26,28,28,29,30,30,33,33,37,37,38,38,39,41,48,50,60,1.49808,1.20791,1.12738,1.06818,1.03943,1.03145,1.0065,0.993758,0.981504,0.959409,0.954931,0.946616,0.928849,0.91683,0.908594,0.905351,0.895061,0.891295,0.890158,0.882686,0.875051,0.867262
4,1250,8,61,26.6667,13.407,3.46094,-1.06659,0.0938187,-3.65003,0.948766,-3.38115,-2.67222,-0.963236,-2.37546,-1.65543,-1.85051,1.97733,-3.26981,-1.55926,-1.50153,-3.0132,1.13181,-2.43808,-1.56797,-0.734525,-4.20533,-1.7005,-4.69167,8,10,10,12,13,14,14,15,17,19,20,20,21,21,22,28,28,29,30,31,31,33,33,35,42,42,44,46,51,61,1.56153,1.19369,1.16698,1.08189,1.04393,1.0167,1.00619,0.992587,0.982395,0.959956,0.950864,0.932655,0.914195,0.903943,0.898982,0.893217,0.881649,0.873478,0.86661,0.861814,0.856465,0.851344
5,1500,24,283,109.367,56.5762,4.12213,-0.39304,0.6273,-4.94768,0.833859,-3.18944,-3.54027,-1.20546,-3.40009,-2.49689,-3.35348,1.20212,-4.30002,-1.42691,-2.80309,-2.805,0.0813197,-4.46289,-3.59766,-1.66824,-2.99921,-3.61261,-6.90571,24,33,42,60,61,66,70,71,72,74,76,89,92,93,96,101,106,110,114,120,126,134,135,136,159,162,162,186,228,283,1.69207,1.17933,1.17532,1.07458,1.05306,1.0466,1.01496,0.999959,0.976066,0.972783,0.941193,0.927041,0.914616,0.900908,0.893613,0.8846,0.871606,0.866354,0.848443,0.842302,0.830171,0.827981
6,1750,47,241,133.667,57.3882,5.16015,0.178454,-0.475357,-6.64588,1.65304,-4.19958,-4.51272,-2.11444,-3.6377,-3.40964,-6.11769,1.24278,-6.15926,-3.2427,-3.83678,-4.85482,-2.33362,-5.0527,-4.82092,-2.56754,-3.70197,-3.60156,-10.0925,47,50,54,58,65,80,87,90,95,103,108,110,110,111,117,128,133,141,147,149,167,186,187,193,199,203,209,221,221,241,1.83401,1.17728,1.16853,1.07219,1.03975,1.03483,1.00519,0.988038,0.958737,0.956947,0.933568,0.919582,0.905083,0.894505,0.893191,0.869553,0.85964,0.854344,0.839778,0.825073,0.818994,0.808114
7,2000,55,551,180.7,117.414,5.90913,0.332726,0.158364,-8.38583,1.14463,-5.24415,-3.82185,-2.05405,-3.90843,-4.11195,-6.7229,0.739293,-7.23694,-3.11863,-5.09929,-6.32891,-1.75045,-6.11888,-6.53667,-2.75652,-4.29231,-4.23156,-12.9003,55,60,67,69,81,92,94,101,104,109,110,111,127,135,142,144,153,161,179,195,196,201,214,258,291,307,360,370,384,551,1.85328,1.19951,1.15323,1.06727,1.02655,1.01526,0.994364,0.975409,0.954669,0.934237,0.92076,0.898192,0.890817,0.884163,0.869095,0.856174,0.843581,0.83401,0.822735,0.80603,0.798795,0.786153
8,2250,50,413,166.067,81.2408,7.00887,0.17899,-0.620996,-10.9355,3.8803,-7.34894,-6.06307,-4.36807,-4.98084,-1.29296,-8.05147,0.627736,-6.54725,-5.87404,-6.65958,-8.6133,-1.85689,-5.66603,-6.339,-5.86859,-5.70805,-5.98749,-17.046,50,60,61,80,93,97,97,102,104,117,126,127,148,161,162,169,177,179,179,182,183,189,200,211,215,222,281,297,300,413,1.96202,1.19679,1.16993,1.08699,1.05817,1.03117,0.982522,0.962532,0.949998,0.934344,0.901774,0.890631,0.881611,0.875032,0.848931,0.842106,0.825646,0.811717,0.803145,0.799204,0.78546,0.769812
9,2500,74,308,156.133,64.2123,8.32155,0.296138,-1.32987,-10.7249,-1.04975,-7.66243,-8.59612,-7.39045,-3.93737,-2.3252,-8.93513,1.25389,-7.60049,-8.05678,-9.82202,-9.02681,-5.17834,-9.317,-6.00922,-6.07184,-7.14674,-9.67825,-20.5876,74,75,75,81,89,90,92,93,109,111,122,129,137,142,144,150,150,170,170,176,191,194,197,200,208,237,241,258,271,308,1.9992,1.25789,1.16766,1.10794,1.05043,1.02137,0.966609,0.947912,0.936214,0.922185,0.893058,0.879781,0.878097,0.864401,0.847515,0.837587,0.827101,0.808775,0.789536,0.781027,0.779504,0.754108
