generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21
0,250,1,26,12.1,5.64068,2.04575,-0.0441786,0.245415,-0.0953603,-0.229558,-0.0803946,-0.0593662,-0.176051,-0.218965,0.0472439,-0.144036,0.32041,-0.138472,-0.2579,0.107629,-0.135554,-0.168079,-0.216615,-0.0721466,-0.145066,-0.103723,-0.0634854,-0.290812,1,3,3,5,6,7,9,9,9,10,11,11,12,12,12,13,13,13,13,14,14,15,15,15,16,16,17,18,25,26,1.2047,1.11145,1.06587,1.03307,1.02398,1.01475,1.00558,1.00407,0.993929,0.985893,0.981866,0.974296,0.971471,0.96639,0.963538,0.962489,0.959124,0.958213,0.956877,0.956543,0.955996,0.955777
1,500,1,21,10.2,5.04053,2.18736,0.739771,0.900449,-0.235092,-0.885859,0.279611,-0.304204,0.422431,-0.484503,-0.766574,-0.685202,0.0601012,-0.22417,-0.85733,-0.140193,-0.328407,0.221033,0.323982,-0.790216,-0.651791,-0.350287,0.929518,-1.88693,1,2,3,5,5,5,5,6,6,7,7,9,10,10,11,11,11,11,12,12,14,14,14,14,14,15,15,17,19,21,1.27946,1.15114,1.11642,1.0696,1.05796,1.0311,1.01268,1.00855,0.99236,0.978897,0.976184,0.959687,0.955315,0.951327,0.947898,0.937632,0.933918,0.931616,0.92967,0.925848,0.920974,0.918395
2,750,3,22,12.6,5.10308,2.51062,0.0384083,1.90662,-0.529641,-1.11939,0.597076,0.315245,0.322986,-1.06988,-1.89067,-0.646332,0.350225,-0.899884,-1.79792,-0.437471,-1.06957,0.449186,-0.829007,-1.21936,-1.47086,-0.692016,1.3734,-3.19805,3,5,6,7,8,9,9,9,9,9,10,10,10,11,12,12,12,13,13,14,16,16,16,18,19,19,19,20,22,22,1.48892,1.1718,1.14201,1.10719,1.07952,1.04284,1.02052,1.01147,0.990321,0.98617,0.979746,0.965081,0.948821,0.941829,0.927798,0.919329,0.914533,0.911713,0.89859,0.897762,0.890673,0.888896
3,1000,2,22,9.9,5.35209,2.87462,1.09988,3.40968,-0.274048,-1.03443,0.355881,0.587091,-0.286186,-2.09457,-2.83414,-1.74339,1.4862,-1.16422,-2.43496,0.00950972,-1.6938,0.733076,-0.970127,-0.953436,-1.83435,-0.0132387,-0.00827477,-4.13914,2,3,3,4,4,4,4,5,6,6,6,8,8,9,10,10,12,12,12,12,12,12,13,14,15,15,16,18,20,22,1.58363,1.22591,1.13047,1.10196,1.07878,1.06139,1.02767,0.999437,0.979367,0.965365,0.958761,0.956734,0.951198,0.93532,0.927711,0.910078,0.894468,0.890695,0.8831,0.879017,0.874066,0.86374
4,1250,2,41,16.8667,11.4973,3.46872,1.85252,2.5541,-0.614495,-3.54993,0.274936,-0.688468,0.315727,-2.71731,-3.08321,-3.71301,2.59142,-1.57635,-3.19345,-0.826725,-2.82418,0.0732463,-2.37045,-1.18096,-3.13275,-0.0434104,-0.206836,-5.96845,2,4,6,6,6,7,7,7,7,7,8,9,10,11,12,12,16,17,20,20,25,25,27,28,29,31,34,35,37,41,1.77949,1.26316,1.18291,1.13835,1.07486,1.04992,1.03979,0.996966,0.987185,0.963877,0.96076,0.945551,0.934002,0.918862,0.909274,0.898962,0.884997,0.875286,0.864462,0.862219,0.847377,0.834673
5,1500,19,89,47.5667,19.6112,4.03856,0.516021,3.3639,-1.63773,-1.926,-0.107175,-1.22315,-0.0437528,-2.89046,-3.72872,-3.73611,3.70733,-2.5941,-3.5498,-1.26233,-4.09168,-0.67391,-3.48917,-1.79374,-4.23994,-1.35811,-1.85435,-7.9715,19,19,24,28,29,30,31,31,34,34,36,37,37,39,39,44,47,49,50,51,62,63,69,69,69,71,74,74,79,89,1.86306,1.27522,1.19355,1.12182,1.08122,1.05623,1.03357,0.985864,0.977328,0.971839,0.940104,0.935151,0.919124,0.908607,0.894675,0.889914,0.869945,0.866074,0.856345,0.841857,0.826714,0.822517
6,1750,30,228,79.7333,46.4461,4.75479,-0.359696,3.68416,-2.13707,-2.98044,-1.27962,-2.60027,-1.92706,-2.95373,-4.81168,-4.76147,3.76304,-1.98268,-5.46217,-1.53247,-4.62589,-0.665299,-5.05274,-2.644,-5.16988,-4.40647,-2.87905,-9.59978,30,31,31,32,40,45,45,50,52,55,59,59,60,65,65,66,76,77,79,83,84,95,98,104,106,109,114,170,184,228,1.93517,1.26495,1.19214,1.11697,1.07102,1.06609,1.03258,1.00048,0.981514,0.954734,0.945622,0.922013,0.912079,0.909257,0.891073,0.869707,0.854908,0.852487,0.847183,0.83605,0.811318,0.807564
7,2000,40,304,124.7,54.8856,5.70052,-1.73554,3.03279,-3.12316,-4.408,-3.59727,-3.0591,-1.72078,-4.34974,-4.5909,-4.52023,3.22418,-2.09112,-7.16605,-5.50454,-6.83171,-3.72891,-6.59463,-2.38658,-7.61215,-4.38357,-3.37046,-11.068,40,44,64,65,67,76,77,78,94,96,97,111,115,116,124,128,129,129,131,135,140,140,162,169,170,171,181,183,205,304,1.97314,1.2769,1.18757,1.10914,1.08829,1.05759,1.03613,0.998933,0.975134,0.953015,0.933763,0.923419,0.916101,0.887264,0.86577,0.85384,0.844737,0.837508,0.830205,0.825705,0.797927,0.791025
8,2250,43,187,97.4333,36.9218,7.0819,-3.82831,3.31878,-5.56194,-5.75845,-2.94327,-4.64939,-2.81596,-4.6729,-4.33085,-4.88588,-0.252711,-1.88395,-8.8974,-8.48645,-7.25052,-5.89245,-9.23285,-2.40324,-10.2906,-4.51415,-5.90275,-14.0775,43,43,58,61,63,64,65,67,75,75,78,79,85,85,94,94,96,99,101,106,107,108,121,132,134,136,137,145,185,187,1.99644,1.31528,1.19152,1.13974,1.0664,1.0476,1.03564,1.01428,0.976064,0.95697,0.931907,0.919635,0.905408,0.886913,0.850266,0.839405,0.834241,0.818331,0.814151,0.809802,0.788112,0.777499
9,2500,54,271,125.467,50.6215,8.47085,-5.92558,3.25063,-4.72879,-8.46813,-2.14225,-3.8472,-1.51206,-6.35162,-4.92981,-7.2436,-1.14207,-2.82825,-9.40249,-12.197,-8.00032,-7.63466,-13.0071,-4.09857,-10.7014,-4.02372,-7.25535,-18.5423,54,74,75,76,80,85,85,91,92,98,98,106,108,111,111,111,116,123,129,133,135,144,144,151,154,156,196,215,242,271,2.03466,1.26978,1.17673,1.14689,1.05776,1.04694,1.02063,1.00991,0.97153,0.941308,0.917686,0.902538,0.887104,0.877464,0.847584,0.832627,0.822983,0.81037,0.804165,0.790232,0.772328,0.756047
