generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21
0,250,4,24,12.3333,5.54812,2.04581,-0.112362,0.00609819,-0.219607,-0.134965,-0.118692,-0.0503501,-0.020418,-0.330815,-0.256482,-0.325782,-0.131826,-0.0129199,-0.0334592,0.0625574,-0.261203,-0.015085,-0.0678421,0.0394837,0.0554466,-0.117026,-0.0585537,-0.472429,4,4,4,5,6,6,7,8,8,9,10,11,12,12,13,13,13,13,13,14,14,15,16,17,19,20,20,20,20,24,1.19986,1.13304,1.08102,1.07775,1.03696,1.01155,1.00209,0.991301,0.984133,0.977352,0.973337,0.97188,0.964841,0.963674,0.962944,0.960928,0.959066,0.95797,0.957384,0.956523,0.955991,0.955721
1,500,1,24,10.8667,6.24076,2.31341,-0.175753,0.269925,-0.433311,-1.28762,-0.931441,-1.24092,-0.208987,-1.00727,-0.952685,-0.903922,-0.254398,-0.021484,-0.444483,0.391957,-0.507958,0.376645,0.397697,-0.10785,0.017672,-0.644198,-0.704622,-2.10327,1,3,5,5,5,5,5,6,7,8,8,8,8,8,9,10,10,10,11,12,13,13,15,15,16,19,20,23,24,24,1.3525,1.15343,1.08378,1.07808,1.06779,1.05086,1.01931,1.00136,0.987926,0.970206,0.964312,0.959179,0.952146,0.950259,0.943122,0.939596,0.934271,0.933781,0.926207,0.924488,0.921533,0.919875
2,750,16,207,76.4333,41.209,2.63955,-0.941285,0.718008,-1.22416,-0.708883,-0.631249,-1.82933,-0.573867,-1.35387,-0.652912,-1.12245,-0.801654,0.0643666,-1.38812,0.763338,-1.44348,-0.0674723,-0.6211,-1.03686,-0.865951,-0.575933,-1.83583,-3.45201,16,17,37,39,43,47,48,48,49,51,52,52,63,67,68,72,74,75,75,81,84,87,102,103,113,116,124,129,154,207,1.49286,1.19045,1.10615,1.08918,1.05517,1.0419,1.00142,0.99869,0.988946,0.966057,0.95319,0.944404,0.936028,0.931106,0.928256,0.927166,0.92527,0.914816,0.903656,0.898626,0.893674,0.892096
3,1000,15,251,92.3,58.39,2.94504,0.159678,0.584802,-2.73292,-2.05003,-1.3953,-2.05641,-0.317018,-1.3589,-1.39609,-0.972751,-0.373917,-0.395745,-2.26345,-0.0930352,-0.783381,-0.0435974,-0.572738,-2.0067,-1.88584,-0.485029,-1.83751,-4.50478,15,42,42,42,48,49,50,52,54,56,58,63,66,68,71,72,74,75,87,88,96,105,116,120,151,158,175,202,223,251,1.59649,1.1785,1.12505,1.11717,1.06157,1.05283,1.01851,1.00317,0.982634,0.978639,0.944728,0.938631,0.930327,0.925658,0.919641,0.915799,0.908427,0.891913,0.883242,0.877603,0.870178,0.86302
4,1250,51,569,216.2,116.549,3.4555,-1.39939,1.47602,-2.74951,-2.20934,-0.871887,-1.889,-0.202816,-1.93323,-3.13395,-0.509009,0.259211,-1.13165,-2.00752,-1.90159,-0.165832,-1.00365,-1.26078,-2.99517,-3.30537,-1.05292,-2.12172,-6.86893,51,56,105,105,113,122,123,130,138,141,162,162,162,163,179,197,203,222,230,242,246,265,275,291,314,364,370,392,394,569,1.79116,1.21858,1.16221,1.1054,1.0772,1.06637,1.03371,1.00634,0.982612,0.975891,0.953684,0.933296,0.921343,0.908079,0.90656,0.898574,0.88733,0.879,0.867102,0.858468,0.853845,0.846612
5,1500,56,583,220.9,113.297,4.07463,-2.10992,1.50839,-3.6689,-3.91792,-1.25176,-2.15805,0.143751,-4.11991,-4.78698,-1.16685,1.08484,-2.25103,-2.00191,-2.345,-0.0996795,-1.78816,-2.10245,-3.33578,-2.80418,-1.72287,-3.16433,-9.31378,56,80,90,95,95,131,141,148,152,156,158,174,178,179,190,201,234,239,253,255,261,271,281,301,307,310,330,340,438,583,1.93296,1.26366,1.16821,1.10294,1.07531,1.05993,1.01033,0.992996,0.98647,0.955072,0.939863,0.932081,0.914115,0.900787,0.893139,0.883631,0.872725,0.861041,0.855364,0.841176,0.83315,0.826903
6,1750,43,498,175.267,107.848,4.97351,-2.50015,1.57652,-5.54153,-4.24908,-2.54533,-5.37918,0.148414,-5.71204,-6.53025,0.326237,1.17631,-2.44724,-3.33135,-1.6256,-1.34414,-3.30802,-3.69885,-4.1544,-5.58469,-2.66554,-6.03082,-10.9305,43,53,70,75,82,85,92,92,95,112,119,123,125,132,133,139,139,170,172,190,211,220,232,257,284,291,308,340,376,498,2.0757,1.2923,1.16965,1.09435,1.07468,1.04903,1.03649,0.984911,0.97407,0.952644,0.941273,0.920124,0.896991,0.891919,0.879218,0.870816,0.865637,0.857349,0.836992,0.836058,0.814395,0.80994
7,2000,33,502,190.667,113.317,6.28707,-6.8096,2.70218,-7.82015,-5.6031,-5.35397,-4.08813,-3.53263,-6.35195,-8.44571,-1.94437,-0.444713,-4.11959,-3.28091,-4.96905,-3.36034,-2.36018,-6.94592,-4.22329,-6.45118,-4.28484,-7.3744,-13.4112,33,47,51,63,84,87,112,115,121,124,137,147,154,156,161,162,167,171,195,212,215,230,263,274,320,327,335,371,384,502,2.18104,1.28332,1.1826,1.09235,1.06909,1.05065,1.02735,0.979697,0.956744,0.941555,0.933622,0.921457,0.891353,0.877802,0.876649,0.852484,0.844576,0.839551,0.83283,0.815275,0.803223,0.790707
8,2250,47,412,154.933,93.5444,8.08368,-5.63399,1.17879,-9.58435,-7.58057,-8.06646,-5.08575,-5.06977,-8.25314,-9.40623,-1.39271,-0.450894,-6.64164,-7.03606,-6.61026,-0.785229,-4.73118,-6.54318,-8.12014,-6.05617,-5.3559,-13.8732,-19.7294,47,58,59,66,76,78,85,87,93,93,103,109,115,124,128,129,129,136,146,150,173,189,203,214,248,255,259,300,384,412,2.3297,1.2767,1.21328,1.1141,1.06546,1.03647,1.01142,0.986255,0.940482,0.937878,0.926307,0.904454,0.889476,0.865613,0.861925,0.844489,0.835218,0.829937,0.824197,0.815784,0.782069,0.775006
9,2500,52,424,159.467,85.9161,10.2785,-6.40332,2.4534,-13.5876,-10.6044,-9.90905,-8.23632,-3.51991,-10.1094,-14.7342,-6.20955,-1.6984,-7.15617,-7.96677,-7.21162,-6.34669,-5.29211,-3.45873,-10.597,-8.89403,-9.63078,-19.2585,-27.1509,52,53,78,87,90,90,94,94,96,100,100,102,102,116,134,137,141,172,177,190,193,201,226,228,231,235,249,280,312,424,2.46929,1.27889,1.19015,1.10637,1.08818,1.0366,1.00447,0.981685,0.945501,0.92431,0.910042,0.902661,0.868469,0.858461,0.842901,0.827576,0.817193,0.815306,0.810611,0.800938,0.772972,0.757336
