generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21
0,250,0,14,3.5,3.38098,2.04563,0.124903,-0.103507,-0.244502,-0.293108,0.0185754,-0.238401,-0.109536,-0.286554,-0.0590736,-0.243244,0.123233,-0.336185,-0.0832051,0.115748,-0.0787525,0.249177,-0.143634,0.137004,0.0555449,0.0378374,-0.0115056,-0.226764,0,0,0,0,0,0,0,1,1,2,2,2,3,3,3,3,3,3,4,4,4,4,4,5,6,7,8,9,10,14,1.27185,1.12554,1.07496,1.04779,1.04181,1.03224,1.01405,0.996955,0.995449,0.982972,0.97457,0.972388,0.969258,0.967778,0.963563,0.961881,0.960758,0.95955,0.957522,0.956394,0.955988,0.955887
1,500,4,39,15.5,9.86023,2.19868,0.418534,-0.347806,-0.462132,-0.256733,-0.714004,-0.71457,-1.0157,-0.774547,-0.537993,-0.598868,-0.0673517,-1.19777,0.132889,-0.871917,-0.716947,-0.418043,-0.27164,0.188679,0.554573,-0.090686,-0.102531,-1.69019,4,4,4,5,6,6,7,7,9,10,10,11,12,12,13,14,14,16,17,17,18,18,21,21,22,25,33,35,35,39,1.31022,1.19265,1.14227,1.11456,1.07531,1.05264,1.03911,1.02043,1.00888,0.999013,0.978763,0.973957,0.954909,0.952115,0.947964,0.945726,0.939334,0.935598,0.928514,0.923846,0.922085,0.919767
2,750,25,224,115.233,43.4032,2.71524,-0.12167,-0.222297,-0.949443,-1.07683,-1.98693,-1.55616,-1.53155,-0.186325,-1.01668,-0.705437,-0.0779112,-2.08726,-0.836317,-1.57152,-0.809916,-0.678634,-0.907246,-0.00643123,-0.0329364,-2.00427,-1.27227,-4.06799,25,52,67,67,77,82,84,87,93,93,95,95,95,104,104,118,122,122,126,126,127,131,135,140,156,169,169,183,189,224,1.46094,1.21769,1.14544,1.14309,1.08403,1.05965,1.03055,1.02398,1.00598,0.992231,0.978771,0.960416,0.953544,0.947753,0.93464,0.929022,0.922252,0.917843,0.914177,0.905861,0.90177,0.888256
3,1000,41,213,124.833,48.4384,3.37264,0.577804,0.37147,-1.71247,-1.68366,-0.722174,-2.05963,-1.98382,-1.99287,-2.22723,-1.54569,-0.303021,-3.3471,-2.19893,-1.96381,-1.67468,-1.53803,-1.75006,-0.379203,0.242763,-2.48086,-2.92897,-5.30522,41,59,60,65,75,75,78,79,94,95,98,99,112,120,123,127,133,139,143,144,146,147,154,162,168,186,192,206,212,213,1.60141,1.24422,1.17232,1.12671,1.122,1.06851,1.06115,1.02578,1.01092,0.995111,0.97542,0.960644,0.944915,0.927307,0.922253,0.917508,0.908196,0.904658,0.894063,0.888569,0.878706,0.870963
4,1250,54,297,137.7,57.8405,4.27602,0.222924,-0.381774,-2.41562,-2.43361,-1.54273,-3.1954,-2.04653,-2.46571,-4.18023,-1.51886,-1.56549,-4.33003,-2.91299,-3.34254,-3.63576,-2.85607,-2.39332,-1.18853,-0.934147,-3.88329,-3.4352,-7.92539,54,56,83,84,85,88,93,93,94,103,103,104,109,110,110,115,135,147,153,163,174,174,181,181,184,191,201,231,235,297,1.73798,1.25428,1.17411,1.13153,1.11193,1.06429,1.04213,1.03532,1.01485,0.990787,0.966653,0.951569,0.933163,0.9236,0.911245,0.904617,0.894604,0.884396,0.878259,0.866349,0.857254,0.853894
5,1500,44,282,117.033,67.7625,5.36033,0.875527,0.20359,-3.31574,-3.65288,-1.60612,-2.8232,-1.09633,-3.22953,-5.55127,-3.08194,-1.83086,-6.42132,-1.97093,-4.38414,-5.33692,-2.63161,-1.92091,-3.25707,-0.16688,-6.81887,-5.0964,-10.8931,44,48,51,52,57,63,63,65,70,73,73,73,80,81,88,98,108,108,111,120,124,146,155,182,182,188,229,242,255,282,1.82718,1.22951,1.19303,1.12427,1.08992,1.0568,1.0281,1.01205,1.00739,0.978982,0.953875,0.934,0.931634,0.913012,0.897578,0.894403,0.885355,0.866619,0.862735,0.8462,0.842551,0.830182
6,1750,41,314,137.1,72.1752,6.62677,3.54302,-1.57045,-1.90765,-5.98565,-0.263388,-3.34272,-1.46659,-5.16835,-4.98981,-2.51047,-2.60262,-7.01492,-4.64622,-8.07833,-7.09886,-1.80955,-5.97554,-3.96552,-2.19117,-7.03701,-5.92533,-13.9667,41,57,57,59,67,67,78,78,85,86,104,106,112,113,116,126,127,130,145,157,157,181,187,194,195,195,204,271,304,314,1.86378,1.2258,1.1897,1.13667,1.08922,1.04403,1.02064,1.00153,0.994202,0.974388,0.939462,0.927529,0.925982,0.900004,0.890724,0.878547,0.864772,0.858805,0.845609,0.834089,0.829221,0.811341
7,2000,35,280,121.2,65.472,7.98382,2.99106,-1.64582,-3.26913,-5.60635,-1.33788,-4.02394,-1.09913,-5.95792,-6.00487,-5.17716,-4.63405,-8.20297,-4.1055,-8.83701,-8.44076,-2.59675,-7.86823,-7.10175,-2.6106,-6.52464,-9.83104,-19.726,35,37,46,50,56,67,68,69,70,78,80,85,95,104,104,104,104,109,114,146,156,162,168,195,202,205,208,219,220,280,1.86908,1.22022,1.17929,1.12385,1.11471,1.03318,1.027,1.01345,0.978058,0.967879,0.949508,0.922871,0.915851,0.901407,0.871234,0.869733,0.857921,0.838508,0.831943,0.820703,0.808421,0.794426
8,2250,45,260,126.667,61.1687,9.74989,5.74909,-2.70622,-5.77948,-6.72118,-5.59945,-3.75397,-0.089179,-9.25364,-9.55425,-8.37448,-6.96037,-7.70054,-5.70693,-10.6737,-10.5949,-4.38176,-7.57461,-6.33935,-2.87178,-8.70068,-15.208,-25.3632,45,60,64,64,65,67,69,77,77,81,89,90,95,98,108,110,113,130,144,147,158,172,174,174,184,194,216,233,242,260,1.88779,1.18836,1.16884,1.14425,1.10319,1.04918,1.04126,0.993237,0.969509,0.945397,0.938854,0.913985,0.894129,0.890999,0.872363,0.867847,0.858579,0.840286,0.810037,0.803853,0.791806,0.790241
9,2500,34,353,130.067,67.4685,12.9663,9.07496,-3.17683,-7.60249,-10.7869,-4.71537,-5.48927,-3.21202,-4.73176,-9.56813,-9.01674,-5.5426,-11.9307,-6.46109,-17.9792,-14.6597,-12.9939,-11.3403,-10.8295,-5.71523,-16.6617,-21.4037,-36.0482,34,43,63,75,76,84,85,86,87,90,95,100,106,107,109,118,118,119,128,132,150,153,157,169,175,185,227,234,244,353,2.05243,1.23678,1.17153,1.1383,1.08444,1.06077,1.03264,0.985888,0.957717,0.950208,0.92117,0.902555,0.889939,0.885824,0.865615,0.850525,0.836941,0.820013,0.800881,0.795322,0.769671,0.764696
