generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21
0,250,0,21,6.83333,5.74806,2.04577,0.212144,-0.104223,-0.147836,-0.231402,-0.0203607,-0.291037,-0.0144592,0.0235517,-0.227257,-0.248358,0.187043,-0.176438,-0.0277984,-0.202861,0.0353529,-0.128005,-0.0847986,0.0436432,-0.152976,-0.0526119,-0.164367,-0.230205,0,0,0,1,1,1,2,2,2,3,3,4,5,5,6,6,6,7,7,9,9,9,10,11,12,14,14,17,18,21,1.16044,1.09514,1.07106,1.05052,1.02251,1.01416,1.00713,0.988966,0.98446,0.980928,0.976144,0.974373,0.967936,0.966118,0.963702,0.962024,0.959702,0.959152,0.958139,0.957011,0.956034,0.955759
1,500,0,7,1.53333,1.67607,2.10272,0.110527,-0.373801,-0.66431,0.213495,-1.05816,-0.386016,-0.251023,-0.30632,-1.22211,-0.812325,0.174659,-0.442449,0.24909,-0.465654,0.280856,0.310778,-1.09324,0.46439,0.284632,0.0425607,0.228302,-1.17859,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,4,5,7,1.2251,1.13893,1.11988,1.06936,1.04807,1.03276,1.01079,1.00146,0.992218,0.974949,0.972106,0.964275,0.957907,0.951501,0.949246,0.944726,0.938835,0.934957,0.93057,0.927945,0.923253,0.919441
2,750,2,24,10.7667,6.00393,2.47437,0.971163,-0.324826,-1.57865,-0.584448,-2.04114,0.486038,0.234907,-0.471501,-0.497749,-2.027,0.131531,-1.42107,-0.168401,-0.425016,0.096179,-0.0998046,-2.3131,-0.0759546,-0.585276,0.0834429,0.27698,-3.35437,2,2,4,5,5,6,6,6,7,8,8,8,8,9,10,10,10,10,10,11,12,14,14,16,16,17,19,22,24,24,1.44447,1.19406,1.14485,1.09207,1.06166,1.03027,1.01317,1.0022,0.989265,0.973123,0.968763,0.953353,0.944674,0.941496,0.937097,0.926881,0.920711,0.911872,0.908819,0.902278,0.894543,0.891002
3,1000,5,69,31.5333,14.6846,2.83629,1.79908,-1.11589,-2.37681,-1.20146,-2.36452,0.0845397,0.381502,-1.28293,-1.36978,-2.26349,0.70101,-2.07401,-0.460054,-1.49852,-0.470611,-0.298363,-2.70738,-0.293278,-1.24583,-0.908621,-0.508569,-4.04179,5,14,15,17,17,20,21,23,24,25,25,25,25,26,27,28,29,29,34,35,37,39,41,42,42,43,47,60,62,69,1.53087,1.21925,1.17115,1.09396,1.06236,1.0378,1.01963,1.00632,0.977808,0.964405,0.953039,0.945545,0.939345,0.925967,0.921279,0.912063,0.900445,0.892737,0.884365,0.88162,0.877227,0.869341
4,1250,33,265,115.8,59.313,3.40205,2.70437,0.729597,-2.81754,-2.88847,-3.06539,-0.860192,0.445907,-2.96004,-1.23043,-2.3865,-0.152523,-2.84882,-1.4123,-2.29813,-1.602,-0.636774,-3.63553,-1.20178,-2.07108,-1.7493,0.333092,-5.31384,33,39,41,46,48,61,62,64,71,86,91,93,93,94,101,124,129,129,130,132,133,136,148,153,155,178,199,214,226,265,1.60579,1.22201,1.15792,1.09455,1.06211,1.04472,1.03278,1.01068,0.983447,0.957321,0.93986,0.93922,0.932004,0.922513,0.917358,0.90267,0.884562,0.877843,0.860944,0.857665,0.854302,0.848219
5,1500,31,240,106.4,54.1471,4.18414,2.70936,0.115776,-2.97111,-4.1002,-5.09029,-0.69771,-0.107777,-3.16777,-2.04989,-3.9646,-0.217584,-4.38187,-2.82829,-1.82827,-2.68232,-1.00799,-3.96274,-2.80912,-3.49417,-4.098,-0.643752,-6.60722,31,42,52,54,55,56,56,57,67,78,83,87,89,90,93,95,98,105,108,120,120,132,137,145,149,154,154,207,238,240,1.65697,1.23607,1.13267,1.097,1.07417,1.03189,1.02364,1.00093,0.977729,0.960335,0.935453,0.930731,0.922951,0.907257,0.901263,0.885766,0.867548,0.861697,0.843493,0.83944,0.83451,0.824198
6,1750,39,446,136.733,89.1763,4.98957,4.21243,0.0754529,-4.78735,-4.54783,-5.89309,-1.69043,-2.78489,-2.65334,-2.41975,-4.87216,0.244243,-4.62605,-2.42633,-3.36309,-3.47701,-2.92687,-5.40237,-3.85304,-3.52819,-4.42759,-3.03422,-7.9035,39,45,53,73,75,77,79,89,91,94,98,100,100,103,105,112,112,114,119,126,130,154,175,177,186,205,219,240,366,446,1.65805,1.27074,1.13762,1.10846,1.0598,1.04316,1.03311,1.0047,0.968015,0.94575,0.937928,0.922465,0.911264,0.892327,0.888186,0.879191,0.866029,0.847868,0.823206,0.820532,0.814827,0.802449
7,2000,41,286,134.233,58.1085,5.85795,3.76671,-2.46798,-5.15881,-4.56112,-5.39848,-1.13705,-2.70632,-3.23042,-4.38822,-5.95801,-0.821299,-7.17294,-3.99082,-4.9494,-5.45399,-3.36745,-7.47723,-2.79781,-5.01349,-3.94129,-3.75828,-11.779,41,50,56,66,76,77,88,88,97,100,104,106,121,132,135,144,144,146,151,153,157,162,162,175,179,182,187,196,266,286,1.66841,1.25181,1.14543,1.09303,1.08195,1.05842,1.03215,0.999417,0.962697,0.955492,0.924536,0.912448,0.90263,0.896548,0.880556,0.860008,0.853692,0.835822,0.811186,0.803411,0.801984,0.791484
8,2250,52,435,149.833,96.5591,6.89625,5.59541,-1.82875,-6.04542,-3.48283,-8.05328,-1.59526,-3.38396,-4.79021,-4.27911,-8.64153,-1.20266,-6.32368,-4.91712,-3.49108,-8.21768,-3.26897,-7.04398,-4.4746,-5.87349,-5.98703,-7.27329,-15.4218,52,69,70,71,74,75,76,82,86,86,93,94,101,108,108,119,127,129,131,132,162,165,181,190,261,262,283,318,355,435,1.66665,1.22305,1.12549,1.08717,1.0718,1.05824,1.04139,0.989055,0.954471,0.934334,0.92771,0.919174,0.887639,0.878339,0.865177,0.860077,0.84821,0.831232,0.802651,0.794415,0.785894,0.778342
9,2500,56,786,243.1,171.049,7.94498,6.23098,1.6065,-7.63546,-3.31658,-9.08528,-2.29328,-4.59066,-4.02822,-2.89362,-10.2098,1.6963,-7.30646,-6.23215,-6.20308,-7.94921,-7.21624,-8.63423,-6.01211,-6.33504,-5.71093,-8.90644,-19.7089,56,90,91,108,112,114,119,121,127,136,146,150,155,156,161,166,185,187,237,239,256,323,336,372,393,443,475,485,568,786,1.68003,1.21532,1.12079,1.09693,1.06216,1.04859,1.03079,0.974992,0.942837,0.935932,0.904139,0.896079,0.869493,0.861321,0.860635,0.854843,0.830982,0.816923,0.795218,0.782251,0.760213,0.756305
10,2750,42,298,136.1,75.3902,9.04036,9.79172,2.17242,-9.90542,-6.29477,-14.6931,-4.00723,-5.10432,-5.6143,-3.57796,-9.93803,0.263913,-6.95014,-5.69711,-7.20325,-10.5462,-5.22027,-8.00745,-9.2536,-8.93929,-6.94377,-13.7214,-19.1717,42,45,50,52,64,66,68,68,72,82,85,92,102,103,106,118,123,151,153,165,174,192,203,205,218,218,235,266,267,298,1.66407,1.23303,1.14564,1.0938,1.07575,1.04442,1.00656,0.97939,0.930086,0.925191,0.900789,0.883354,0.86166,0.852692,0.846754,0.836661,0.817411,0.803851,0.786408,0.775934,0.760823,0.74377
11,3000,45,246,116.533,52.5473,10.6206,12.4335,-1.50486,-10.3711,-7.13089,-14.5017,-4.13535,-6.92914,-5.26452,-2.93614,-15.9598,-0.759712,-8.07408,-8.3841,-8.14364,-12.8839,-8.12073,-7.59004,-10.7034,-15.4821,-11.3144,-18.4801,-23.3284,45,53,58,59,62,66,70,72,76,87,91,99,99,99,101,103,109,111,117,119,144,145,151,163,175,183,184,191,218,246,1.70553,1.23874,1.14731,1.08743,1.06793,1.02238,0.995893,0.960465,0.941041,0.912595,0.88529,0.87713,0.852753,0.849175,0.843292,0.832508,0.80174,0.79445,0.783783,0.77253,0.753937,0.726848
12,3250,25,370,114.167,72.1388,12.5438,20.3732,-3.23679,-9.43582,-6.57585,-14.5095,-2.48229,-6.6869,-7.6064,-4.75576,-23.0031,1.24097,-9.92191,-9.0313,-7.45361,-10.473,-5.12079,-12.0349,-13.7502,-16.4568,-12.384,-24.5509,-29.0871,25,41,43,50,53,55,60,64,66,68,80,88,88,89,96,96,109,112,113,122,125,126,128,151,173,190,195,222,227,370,1.73719,1.21491,1.14274,1.09996,1.05551,1.01442,0.970777,0.951538,0.941941,0.901129,0.878557,0.869314,0.855364,0.835666,0.82619,0.815597,0.778862,0.775614,0.773063,0.764436,0.746017,0.71221
13,3500,42,247,125,55.763,14.3274,20.3917,0.704408,-15.3418,-8.56391,-17.416,-3.31417,-5.75812,-15.4596,-1.23698,-21.5001,3.2096,-12.2239,-11.862,-13.0643,-10.737,-4.3222,-13.9154,-15.976,-17.6839,-14.5847,-27.7261,-36.8582,42,50,59,62,66,70,76,78,84,90,91,95,113,122,122,123,133,134,134,140,145,149,152,155,163,175,219,223,238,247,1.72395,1.19497,1.1415,1.09509,1.04423,1.00414,0.968098,0.962676,0.924018,0.88393,0.866553,0.85497,0.846306,0.813725,0.810623,0.798378,0.772734,0.759556,0.750047,0.744327,0.738705,0.695041
14,3750,37,564,166.5,110.722,15.7881,17.0301,4.91839,-14.9638,-10.507,-23.2368,-0.95968,-2.93193,-18.7586,-5.73607,-23.9137,3.12975,-10.8572,-10.1269,-16.1671,-17.1771,-5.71333,-14.2476,-18.1811,-14.779,-16.4925,-32.6586,-41.4129,37,58,63,67,78,80,83,93,94,95,103,110,132,135,147,148,164,171,174,174,183,193,204,208,221,252,272,275,417,564,1.70276,1.18034,1.16388,1.0765,1.03449,0.995982,0.958335,0.940014,0.931401,0.874992,0.8621,0.840246,0.821913,0.805556,0.799944,0.78871,0.764641,0.756817,0.749069,0.730948,0.720483,0.6734
