generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29
0,100,0,7,2.26667,1.92861,1.9719,1.65561,-6.58884,-1.8206,-3.72563,-1.65062,1.74091,-5.54382,-4.91746,2.80905,-0.126988,-0.112754,-1.68439,-6.23008,-2.87689,-1.26151,-1.05579,-3.14166,1.40483,-9.93747,1.0534,-3.43749,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,4,5,6,6,6,7
1,200,0,19,8,4.69042,1.97861,1.57762,-10.9664,-4.992,-7.10056,-9.3032,6.78898,-11.7766,-5.73188,-2.28416,-2.61241,-5.13036,-5.3739,-7.06301,-11.8304,0.578157,-0.00922003,-6.3232,2.67421,-11.021,1.15988,-6.25879,0,2,2,2,3,4,4,5,5,6,6,6,7,7,7,7,8,8,9,9,9,9,10,13,14,14,14,15,16,19
2,300,4,35,11.6333,6.70298,4.08607,3.47854,-11.6497,-6.10199,-9.15761,-9.75211,3.28547,-12.5069,-6.80773,-8.67272,-2.18924,-5.65038,-9.08844,-11.3411,-12.726,-0.706758,2.49925,-5.95561,2.53888,-9.26993,0.0362577,-10.0473,4,5,5,6,7,7,7,7,7,7,7,7,9,9,9,10,10,11,11,12,13,15,15,16,17,19,19,20,23,35
3,400,14,81,39.9333,17.679,4.76899,3.55155,-13.4304,-6.51363,-10.4544,-8.85441,4.4708,-11.4488,-8.88319,-13.4444,-2.68612,-9.1356,-8.50692,-14.3688,-12.7199,-5.62417,-0.800147,-5.64325,-0.00768769,-10.9668,-3.5425,-17.0151,14,16,17,18,19,26,27,30,30,30,31,31,32,34,35,35,36,37,42,47,52,52,56,57,58,58,59,62,76,81
4,500,28,121,69.4333,26.6415,6.6692,2.42958,-14.4654,-9.12278,-5.80858,-11.0827,-0.449539,-11.5769,-9.13325,-14.9636,-2.8417,-9.58392,-9.32732,-12.8638,-12.9511,-6.63005,-1.28868,-6.70835,3.09055,-14.9689,-8.21129,-19.8039,28,31,35,36,42,44,45,47,53,57,58,62,62,65,66,66,70,70,72,76,78,79,83,86,98,110,111,113,119,121
5,600,24,159,74.3667,34.0856,8.75393,2.33715,-13.6058,-9.48815,-9.37258,-12.5471,0.971951,-12.3098,-6.92272,-14.2135,-2.77946,-8.92412,-9.3145,-12.35,-13.266,-8.34161,-1.55867,-8.58367,-0.121623,-14.2471,-9.8706,-21.0274,24,31,36,37,42,44,45,46,48,52,53,56,63,67,70,71,73,73,81,82,87,92,99,100,102,111,117,123,147,159
6,700,32,145,90.2667,29.8039,11.36,2.96169,-12.6352,-15.2601,-5.87687,-13.2988,-2.23438,-13.3407,-9.19803,-12.8676,-3.15518,-9.79719,-10.9129,-11.2172,-14.3583,-7.93538,-4.09465,-7.63187,-2.28064,-12.868,-12.6719,-23.6595,32,44,46,59,60,67,70,70,76,77,77,78,84,84,84,86,86,89,90,100,104,110,112,113,120,127,135,140,143,145
7,800,48,323,122.767,59.0749,11.1007,4.861,-12.2944,-15.1823,-7.03842,-13.0041,-4.52118,-12.5364,-7.76808,-14.4236,-1.5115,-10.3619,-10.2321,-9.81893,-13.9822,-8.73442,-3.57219,-8.06108,-3.40389,-9.84542,-13.5849,-26.9138,48,51,61,64,68,70,78,82,83,87,92,100,101,102,109,112,116,125,130,133,145,147,152,163,165,165,186,194,231,323
8,900,30,242,108,47.8799,11.2192,2.52773,-13.844,-17.9542,-8.98704,-13.0802,-3.56886,-14.3505,-7.3682,-15.1698,-0.442185,-8.81659,-10.8739,-9.22356,-14.2361,-8.63957,-5.64427,-7.93804,-3.66496,-12.7594,-12.7573,-26.709,30,50,56,68,71,78,82,82,82,89,89,89,98,99,100,100,100,102,102,104,110,112,115,125,127,138,176,189,235,242
9,1000,41,334,128.133,63.3549,9.7808,1.11875,-12.8267,-15.097,-9.46757,-14.5322,-1.39449,-14.539,-8.18602,-13.0531,-0.408752,-7.58109,-8.74688,-10.0369,-13.9752,-10.338,-5.78935,-7.83125,-3.94565,-11.7,-11.4422,-28.1615,41,54,59,60,75,79,80,81,86,86,93,97,101,108,118,118,121,125,133,134,148,155,156,181,181,198,210,214,218,334
10,1100,55,384,158.167,82.0169,7.26232,0.055396,-13.6743,-13.2188,-8.6802,-16.1629,-0.576825,-15.4848,-8.54579,-13.4229,-0.90415,-7.77741,-9.32803,-10.3269,-13.5014,-11.1851,-5.66915,-8.78655,-3.59665,-11.1516,-11.3615,-29.88,55,58,69,79,85,88,97,98,109,113,119,123,124,128,129,131,139,140,148,173,177,178,198,213,251,256,284,287,312,384
11,1200,29,513,180.633,114.46,4.68756,-0.174648,-13.7399,-13.6262,-11.0044,-14.4666,-2.51031,-14.8275,-7.90829,-13.8086,-0.531823,-8.42663,-10.0899,-10.6998,-10.9891,-11.261,-7.85949,-8.98698,-4.11015,-14.7655,-9.99344,-30.6506,29,40,76,81,89,89,103,106,113,115,115,126,128,138,143,148,175,185,185,196,212,215,223,228,250,291,301,310,496,513
12,1300,60,353,133.867,68.2918,4.2462,-2.86836,-13.7313,-13.6914,-12.7733,-13.8879,-5.57379,-14.4685,-7.98065,-14.9144,-1.89305,-9.91457,-8.54785,-11.8141,-11.6357,-10.9952,-8.29585,-8.15353,-3.06796,-13.6864,-11.2178,-30.6554,60,64,75,79,82,83,85,88,90,90,102,103,105,107,111,116,120,125,133,134,141,143,155,157,183,184,213,222,313,353
13,1400,45,507,208.467,142.345,3.12642,-1.33297,-14.3394,-12.5592,-14.0891,-12.5824,-8.01506,-14.9236,-9.21064,-16.6956,-2.5872,-10.9973,-9.54836,-9.15291,-13.092,-10.6865,-9.6761,-7.21371,-3.06948,-15.7217,-10.1345,-32.3801,45,63,74,82,82,89,92,93,109,117,121,133,134,134,153,166,173,180,190,197,212,251,328,335,359,410,453,485,487,507
14,1500,58,843,182.8,156.908,4.42787,-1.58634,-12.2506,-13.347,-13.4904,-12.2955,-6.85007,-14.655,-8.23567,-17.7584,-2.96096,-10.7189,-10.2237,-8.01814,-12.0551,-9.61544,-8.07743,-8.9406,-5.40485,-13.8043,-10.5545,-32.7462,58,58,61,62,64,72,74,86,91,97,99,101,112,139,144,150,170,174,177,208,209,210,226,231,244,253,273,315,483,843
15,1600,30,488,214.7,124.59,4.55238,-1.08464,-14.1915,-12.1738,-13.0046,-10.937,-6.89246,-14.1628,-7.2969,-18.3229,-4.27093,-8.44618,-9.61655,-8.63543,-11.2865,-9.15814,-8.09291,-9.12125,-5.98501,-13.8504,-9.17025,-34.9232,30,66,68,76,80,81,109,120,127,143,163,163,169,187,194,195,212,214,229,231,239,245,287,324,356,357,391,430,467,488
16,1700,53,621,249.033,139.317,3.49381,-2.29547,-14.6547,-12.9234,-13.7502,-10.3792,-7.65023,-12.7708,-8.33407,-17.1741,-3.04658,-7.98283,-8.78289,-10.1169,-10.6925,-7.97721,-9.04078,-10.2789,-5.40675,-13.5282,-10.7683,-36.995,53,74,82,86,91,94,125,156,158,173,178,179,214,233,235,236,241,278,285,308,317,319,322,323,352,383,386,390,579,621
17,1800,67,633,250.967,172.234,2.14374,-1.63152,-13.2581,-12.1048,-13.8513,-10.2509,-7.69917,-13.2687,-8.29959,-17.1444,-1.57223,-9.57807,-7.87362,-9.39264,-11.5058,-9.80505,-7.30217,-9.92417,-4.72899,-13.8486,-9.29276,-38.5817,67,70,71,71,85,101,113,124,134,144,148,157,166,178,190,195,221,226,249,255,272,290,306,448,450,467,529,550,619,633
