generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29
0,100,0,18,7.13333,4.63669,-7.58148,3.95487,-4.12933,-1.27986,-4.99105,-7.5268,-1.41008,5.00227,-2.70425,-4.12683,5.221,-3.72221,0.962997,-5.38288,-0.365524,-4.70159,3.35225,-1.36175,-1.09679,-7.37797,-3.40334,-11.1647,0,1,1,1,2,3,4,4,4,5,5,5,6,6,6,7,7,7,8,8,9,9,10,10,11,12,14,15,16,18
1,200,0,21,9.16667,4.7422,-6.76446,8.92144,-6.9721,-1.21395,0.387807,-9.48935,1.13502,4.00049,-4.09783,-5.28688,0.315841,-6.23726,4.03672,-6.16942,-0.192261,-7.79592,6.86759,-4.26413,-3.88786,-9.57192,-5.55444,-13.5439,0,2,5,5,6,6,6,6,6,6,7,7,8,8,8,8,9,9,9,9,9,10,12,13,14,15,16,17,18,21
2,300,7,34,20.1333,7.02573,-5.6047,6.56522,-10.67,-1.44887,-5.27819,-10.9666,4.02746,5.33003,-4.26682,-7.61376,-5.13278,-10.1011,2.64887,-8.6461,-4.61414,-11.4994,6.05441,-8.149,-4.91307,-9.56969,-8.56858,-15.0229,7,9,12,13,13,14,14,15,15,16,17,17,18,18,20,20,21,21,21,21,22,23,25,27,28,30,30,31,32,34
3,400,19,119,55.5667,27.9071,-7.1731,5.74201,-13.0143,-0.606189,-4.38934,-11.5444,2.84484,-1.85242,-0.993008,-7.01468,-2.24032,-8.00062,-1.68426,-7.21099,-6.96188,-14.0052,3.40898,-11.1523,-3.11454,-8.12676,-12.2487,-20.7192,19,20,21,26,26,29,32,37,38,39,39,45,45,46,51,51,52,52,58,58,67,69,74,74,76,83,101,108,112,119
4,500,17,161,65.9667,34.2239,-6.61139,5.94008,-14.4496,-2.17607,-5.40224,-11.3761,4.79173,-3.71321,-2.91049,-6.25016,-0.771407,-7.72628,-7.65086,-12.4287,-8.49634,-14.5119,1.16125,-9.72195,-9.36914,-8.55687,-16.714,-23.4178,17,26,29,32,35,42,42,44,44,46,50,52,52,54,54,58,62,69,69,71,73,74,82,86,87,89,98,138,143,161
5,600,27,153,69.0333,27.3477,-7.43113,3.70112,-9.19368,-3.25478,-6.078,-11.5855,3.55661,-4.35282,-3.15511,-3.26451,-0.947183,-6.39972,-10.5556,-12.7212,-9.51,-15.0888,-0.551354,-9.19387,-8.04989,-9.24,-20.6541,-28.8407,27,29,31,43,44,46,49,49,55,57,59,60,60,64,64,67,67,67,69,75,77,77,81,90,95,96,98,109,113,153
6,700,39,180,82.5333,32.8589,-6.32142,3.76837,-9.07385,-1.7365,-3.21157,-10.9713,2.16582,-4.22164,-6.52839,-4.8722,-1.74285,-6.80292,-10.687,-15.0454,-10.4153,-14.121,-3.07443,-10.5981,-6.58505,-9.99811,-18.6316,-31.5292,39,44,47,50,51,52,54,57,63,64,66,68,70,70,77,81,82,85,87,88,94,94,99,99,104,105,110,146,150,180
7,800,13,375,103.433,68.0059,-10.268,3.80419,-10.4745,-3.57828,-2.16203,-11.728,-0.437499,-2.44974,-6.16091,-4.64572,-1.91708,-8.6112,-9.50255,-14.0084,-10.6995,-12.8036,-1.7166,-8.61439,-4.58647,-10.0886,-19.1443,-35.0364,13,27,34,42,43,44,48,62,75,79,80,83,84,87,91,101,101,103,105,116,117,126,126,127,130,142,165,178,199,375
8,900,40,329,136.333,75.0955,-12.2399,2.63672,-10.6224,-4.28225,-4.53253,-10.8767,0.691446,-2.76733,-6.34116,-6.76054,-2.42408,-8.88628,-8.28744,-11.3372,-12.6268,-12.3258,-2.40298,-8.26161,-2.98219,-10.013,-19.462,-39.4447,40,49,65,69,75,82,82,83,89,96,96,99,101,108,109,110,112,116,145,146,147,155,157,194,202,207,224,296,307,329
9,1000,38,425,164.633,107.004,-13.9384,2.15261,-10.9826,-4.69506,-2.97845,-11.0066,0.975329,-5.76366,-7.92147,-6.54504,-0.0149096,-10.2039,-8.32139,-11.6992,-14.0445,-11.7756,-3.82435,-9.11545,-1.67352,-10.206,-18.4593,-40.5408,38,41,54,65,68,68,75,75,79,87,98,99,99,104,107,116,139,179,187,200,217,251,261,265,266,286,311,324,355,425
10,1100,51,353,152.5,69.9052,-13.1736,1.35196,-10.1087,-4.36637,-2.38777,-10.1775,-0.694843,-5.38617,-6.80564,-7.64615,-0.251208,-11.2835,-9.02553,-13.3664,-13.6718,-12.7865,-4.61627,-9.93708,-1.55448,-9.73666,-16.4767,-42.7401,51,58,61,62,86,88,90,92,94,118,121,130,135,136,141,160,161,168,169,169,175,193,200,202,210,211,219,249,273,353
11,1200,51,487,204.333,110.079,-15.4266,3.40457,-9.75717,-2.78004,-1.59117,-10.6615,-2.03755,-6.13815,-4.22307,-8.40477,0.0231734,-14.485,-9.09879,-13.4766,-12.9383,-13.7872,-4.6107,-10.2383,-2.2349,-9.8566,-14.5983,-46.6285,51,78,92,94,104,117,120,127,132,135,137,138,139,167,174,194,198,213,219,225,226,228,254,260,261,370,375,384,431,487
12,1300,34,1252,321.8,276.162,-12.1675,5.86155,-11.3323,-4.26016,-2.99193,-8.69335,-1.05425,-3.12436,-4.68001,-7.29489,1.71479,-13.7119,-9.00718,-13.6652,-11.7697,-12.6145,-6.78257,-10.3647,-2.80014,-10.3107,-13.0228,-47.881,34,57,63,73,89,103,107,125,145,157,172,189,204,230,231,238,240,306,345,350,357,383,440,441,462,535,669,806,851,1252
13,1400,63,795,310.367,180.154,-13.3714,7.86852,-12.4644,-3.12395,-3.01167,-9.08385,-1.06791,-3.59186,-4.85663,-8.07981,0.492247,-12.0933,-9.00116,-14.2244,-11.4164,-12.811,-7.27138,-10.3628,-3.26739,-9.7197,-11.5339,-47.7853,63,135,145,146,155,166,173,183,186,196,216,232,237,243,258,271,271,284,316,317,322,345,345,455,496,508,535,536,781,795
14,1500,68,983,349.367,232.307,-12.3621,6.78512,-8.5809,-2.35297,-3.64398,-9.44653,-1.97158,-4.82814,-4.9832,-8.63568,3.38516,-14.2748,-7.87961,-15.1795,-10.5725,-14.7259,-7.06042,-9.61987,-4.00048,-8.8774,-8.79969,-47.9892,68,75,90,137,146,167,167,175,199,204,211,218,248,264,268,320,328,338,343,417,419,432,494,509,515,520,594,678,954,983
15,1600,46,1190,437.8,302.793,-8.78901,7.23862,-6.538,-0.992369,-2.51431,-8.32082,-1.79275,-4.93463,-2.97409,-8.69474,5.66601,-14.2679,-6.59834,-15.31,-13.3864,-12.7248,-7.05339,-10.0578,-4.29582,-8.63146,-11.2419,-51.9169,46,80,86,139,159,159,161,173,203,212,239,263,334,347,360,384,434,456,463,465,583,591,623,641,721,853,868,892,1009,1190
16,1700,78,1920,685.767,446.75,-8.99939,6.1145,-9.59778,-0.938552,-2.57172,-6.85323,1.07327,-4.88703,-3.97449,-8.42507,5.29372,-14.5572,-8.42255,-12.4395,-12.8686,-13.7618,-6.97901,-10.8194,-5.07039,-11.0736,-9.59461,-53.9934,78,115,167,178,201,213,384,387,397,410,486,501,558,565,587,592,670,704,716,736,748,810,978,1008,1179,1182,1289,1322,1492,1920
17,1800,116,1652,600.267,446.672,-9.39936,6.67684,-9.76616,1.23468,-3.60301,-5.45117,1.13759,-6.43332,-4.64235,-7.33962,6.44875,-15.6085,-7.54809,-12.4719,-13.7407,-13.3545,-7.56302,-10.704,-7.54703,-13.2987,-8.65422,-53.0921,116,122,174,183,184,193,216,315,325,339,347,349,360,383,436,441,444,450,469,659,747,840,867,975,1025,1114,1360,1442,1481,1652
18,1900,38,5855,997.267,1174.35,-10.1783,6.99007,-9.42871,1.5995,-4.20035,-4.50608,-0.991417,-6.4385,-4.50044,-6.3057,7.45856,-15.5148,-6.98724,-10.0552,-13.7748,-12.7081,-6.58604,-10.4709,-7.55662,-10.9712,-8.83791,-56.2942,38,73,101,264,267,287,321,327,374,391,425,498,642,648,675,675,695,728,749,813,979,1041,1245,1279,1280,1487,1872,2456,3433,5855
19,2000,56,2493,763.133,661.267,-9.39572,6.79851,-9.26999,1.03722,-3.96797,-4.29282,-1.36754,-6.859,-4.72142,-5.94485,8.2866,-16.6723,-9.4324,-9.7426,-13.091,-12.1606,-7.07899,-10.4349,-7.80704,-8.92974,-9.3044,-58.3836,56,74,109,176,184,194,202,206,225,282,300,339,452,565,573,621,659,759,814,842,1000,1096,1109,1125,1260,1270,1678,1878,2353,2493
20,2100,99,1802,692.367,482.89,-8.68516,8.17023,-10.3333,1.93746,-4.52461,-4.29018,-1.5548,-5.93207,-5.39572,-4.82047,8.03178,-16.7482,-12.7117,-10.3054,-13.1233,-10.4175,-7.49175,-10.1252,-7.13396,-7.44725,-10.6464,-60.6319,99,123,248,267,268,282,292,320,322,328,350,350,353,362,497,519,638,706,758,862,952,971,995,1105,1215,1339,1358,1528,1562,1802
21,2200,12,1793,629.8,412.176,-7.87596,9.45065,-10.9124,1.42403,-4.13957,-5.14144,-1.15387,-5.37974,-6.06327,-4.54629,7.93078,-16.8746,-12.2445,-11.6591,-12.2016,-11.3162,-8.48679,-10.8651,-8.10655,-7.54376,-9.98791,-62.834,12,60,105,149,226,269,282,310,335,356,455,476,494,553,557,618,670,703,712,715,803,840,854,917,919,954,1177,1217,1363,1793
22,2300,60,3489,738.6,728.304,-7.75743,11.6137,-9.87559,0.641016,-3.08736,-5.40131,-1.23739,-5.43661,-5.97828,-5.48629,7.85418,-16.9647,-12.2687,-11.005,-12.9261,-12.7227,-8.02449,-11.9012,-7.96126,-7.00826,-12.3921,-63.2331,60,78,140,167,173,176,216,233,234,235,320,344,350,408,416,477,658,778,781,789,847,950,1123,1123,1227,1288,1439,1637,2002,3489
23,2400,49,1933,744.367,596.593,-7.72667,9.80945,-9.73192,-0.0169962,-1.63426,-5.75211,-0.0850836,-4.67867,-4.12934,-5.45046,7.42483,-15.9046,-12.432,-12.446,-12.2476,-12.7067,-10.9612,-11.1853,-7.39675,-9.17712,-12.3507,-62.8821,49,116,117,177,201,277,281,309,356,380,404,412,429,448,457,512,553,567,647,778,800,1082,1147,1383,1424,1501,1829,1843,1919,1933
24,2500,52,2895,821.967,792.049,-8.47522,10.7243,-10.9339,1.41892,-0.967942,-5.71088,-0.167787,-3.54494,-4.4948,-4.65088,6.02393,-15.0399,-14.4728,-13.5219,-10.0479,-13.7891,-11.3239,-10.1468,-8.64802,-9.75813,-11.2296,-63.378,52,69,108,134,148,155,190,211,232,255,300,414,487,526,534,562,608,629,734,848,880,1025,1102,1361,1626,1653,1993,2374,2554,2895
25,2600,108,2049,825.467,573.782,-9.15572,9.50497,-8.8846,-0.529561,-0.805581,-4.97934,1.02098,-2.43249,-3.96133,-4.91455,6.48876,-15.1251,-13.7292,-15.5564,-8.5843,-14.1489,-10.758,-12.5673,-9.80488,-9.95499,-12.269,-64.5871,108,182,230,272,299,306,326,335,349,351,357,439,440,596,603,663,752,834,999,1027,1079,1281,1337,1371,1410,1492,1652,1792,1833,2049
26,2700,160,5403,1299.7,1191.29,-6.92194,9.86534,-10.2768,-1.05772,-0.976102,-3.18249,0.822301,-2.52615,-3.23466,-6.22618,7.34192,-16.7603,-12.8138,-15.0254,-9.30873,-12.893,-9.19886,-13.421,-8.68689,-10.6969,-9.95572,-65.5106,160,229,255,267,351,384,418,477,580,587,595,607,622,697,929,970,1103,1120,1223,1265,1391,1401,1525,2213,2393,2592,2907,2971,3356,5403
27,2800,40,3561,1353.17,1181.23,-7.49162,10.1904,-10.1965,-1.05332,-4.54156,-4.17082,0.810225,-5.02422,-3.05157,-4.96194,9.23635,-16.3483,-12.4613,-15.3953,-9.89782,-11.4015,-10.1166,-13.0114,-7.8869,-12.6331,-9.77423,-66.8183,40,64,135,139,186,199,201,257,588,606,645,697,710,797,842,959,1148,1440,1472,1573,1640,1784,2012,2685,2751,3188,3326,3449,3501,3561
28,2900,177,4306,1431.5,1123.93,-8.5257,9.25004,-11.1308,-0.89326,-3.36526,-1.65771,-0.272283,-4.49765,-3.82853,-5.14177,9.63474,-15.9946,-13.4682,-14.5127,-11.8524,-13.8056,-10.9407,-11.815,-6.69006,-13.721,-10.1853,-66.6526,177,267,291,294,381,441,549,573,587,613,736,834,894,900,1075,1212,1397,1497,1549,1714,1853,1874,1892,1897,1957,2618,3124,3311,4132,4306
29,3000,63,4886,1218.47,1019.43,-6.76606,9.33225,-10.1967,0.504717,-2.23387,-1.83131,-1.76816,-5.11935,-2.72854,-5.87719,10.472,-17.0113,-13.0304,-14.6196,-10.564,-14.4925,-10.7613,-10.2259,-7.1432,-14.8996,-10.4026,-67.8254,63,270,327,354,365,418,469,498,506,573,581,869,912,937,953,967,1056,1138,1183,1243,1260,1460,1621,1710,1735,2020,2168,2984,3028,4886
30,3100,81,2616,1013.57,730.058,-3.41432,10.4866,-9.36724,0.543333,-3.62125,-2.927,-1.29907,-4.37971,-3.29335,-8.55922,9.22427,-16.9064,-14.4329,-14.053,-12.6329,-13.5831,-10.7307,-10.7879,-5.6547,-16.6423,-8.02314,-68.6718,81,121,148,193,237,280,308,360,367,461,519,692,723,733,937,1040,1107,1157,1248,1294,1303,1406,1472,1501,1654,1825,1851,2158,2615,2616
31,3200,173,7327,2134.07,1817.67,0.821985,9.44401,-9.06843,1.01194,-4.59738,-2.40738,0.443915,-4.29865,-1.61182,-10.3078,9.41278,-15.9073,-13.4934,-12.6498,-13.77,-13.2804,-10.2347,-11.2051,-6.70468,-16.6108,-7.29803,-69.3117,173,188,207,375,509,559,616,747,814,906,934,1076,1179,1303,1435,1863,1949,1964,2135,2464,2990,3039,3039,3625,3815,3959,4158,4458,6216,7327
32,3300,140,6777,2381.23,1919.95,4.01709,9.35825,-8.39034,0.977373,-4.22943,-1.27741,-1.08181,-5.4412,-1.30264,-9.13125,8.19808,-16.0662,-13.0748,-13.0663,-14.8464,-14.3252,-11.0221,-13.5392,-8.48652,-17.6373,-6.37929,-71.8399,140,171,215,256,326,416,437,726,741,900,1017,1420,1505,1585,1605,2151,2643,2844,2867,2914,3650,3691,3733,3733,3782,4854,5224,5467,5647,6777
33,3400,75,5755,2085.97,1522.35,6.55499,8.84006,-7.68867,0.585543,-4.26331,-1.48651,-0.950416,-6.07525,-0.126445,-9.74455,9.48061,-14.3153,-12.2852,-14.0036,-16.1256,-14.3044,-12.6115,-13.3132,-9.96237,-16.9803,-6.80132,-71.955,75,177,306,589,613,787,821,1114,1147,1157,1286,1401,1494,1715,1737,1798,1802,1881,1898,2235,2325,2861,2869,2925,3623,3790,3941,5019,5438,5755
34,3500,38,7022,1770.73,1767.43,6.18833,9.67606,-7.51175,1.01203,-5.99211,-1.8496,-0.238564,-6.06048,1.04045,-8.53729,9.05579,-13.9094,-11.0711,-14.0347,-15.8285,-12.9082,-11.6798,-14.1764,-9.07458,-19.119,-7.23522,-72.6814,38,104,134,282,360,378,397,437,624,653,655,661,661,696,902,903,1081,1367,1713,2432,2680,2783,2833,2935,2997,3791,3879,4071,5653,7022
