generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29
0,100,0,3,0.6,0.894427,7.6096,6.62925,-8.23673,3.10828,-3.26396,-1.88655,-1.03921,1.79275,0.2883,-4.3635,2.76868,-0.0879482,4.18705,-1.98857,-3.26432,-0.0255415,0.387839,0.730479,5.12437,-2.73713,-0.641066,-5.73289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,3,3
1,200,0,12,2.4,2.9314,6.76373,5.78979,-12.4298,5.53035,-6.32509,-2.95266,-2.002,-0.405585,2.38615,-6.99736,6.47223,-2.66808,-0.588588,-1.84338,-9.62159,-2.55731,-3.14386,-4.1093,6.3869,-3.15228,-5.09188,-8.88517,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,7,8,8,12
2,300,4,60,26.7,12.5894,7.07329,3.5472,-12.0897,4.71802,-9.88515,-3.29365,-1.7492,-1.7215,1.79764,-7.39171,10.0435,-6.57076,-3.01224,-2.27787,-10.8345,-3.09483,0.0269103,-3.07037,-5.57941,-2.06007,-9.43012,-15.2234,4,6,10,12,12,16,18,19,19,19,21,21,24,25,25,27,27,28,32,32,32,33,35,38,40,40,40,42,44,60
3,400,18,78,37.9667,12.9574,2.63348,4.24582,-12.9459,4.62331,-12.9093,-1.89042,-1.12303,-4.05836,-3.35356,-6.24087,8.21808,-5.18588,-3.51049,-4.6919,-12.6815,-5.3616,-1.22646,-14.0933,-7.3682,-7.44139,-8.46529,-15.1553,18,21,23,24,25,28,28,32,32,33,33,34,34,34,35,35,36,36,40,40,40,41,45,45,47,47,52,59,64,78
4,500,18,120,53.5333,25.3673,2.30041,2.66776,-12.0744,2.09159,-14.1695,-1.72064,-2.19469,-4.98267,-4.31362,-8.44288,5.58598,-7.87116,-4.57017,-3.42385,-11.7706,-5.1262,-2.8576,-16.3102,-13.6177,-6.19153,-12.8269,-18.6016,18,18,23,23,28,34,35,36,37,37,39,41,41,41,50,51,55,56,58,61,65,67,67,71,73,81,86,91,103,120
5,600,19,190,69.1667,31.7252,2.39261,0.249885,-11.5219,4.78366,-15.169,-2.82604,-4.52376,-2.95742,-7.20868,-9.88408,5.50399,-8.31742,-5.19542,-7.23503,-9.85981,-5.22607,-2.09723,-14.6278,-13.201,-7.21052,-14.5907,-21.1125,19,28,35,37,37,39,39,42,55,59,62,65,68,70,70,72,73,74,74,75,76,78,84,84,84,89,92,93,112,190
6,700,26,159,68.9333,32.0344,2.84462,-1.35961,-13.5331,1.77895,-15.3177,-2.99811,-5.8798,-3.53672,-6.91163,-13.7203,7.21138,-6.09828,-3.75943,-8.60818,-12.0904,-4.83479,-3.90079,-13.4466,-13.9697,-8.51587,-15.6765,-22.8065,26,36,37,37,38,40,44,46,46,50,51,54,58,58,58,60,61,64,65,67,68,90,94,95,105,108,114,115,124,159
7,800,24,174,90.4,42.5875,2.67334,2.80602,-14.9179,-1.15075,-12.8136,-2.69755,-8.47114,-5.38245,-9.48204,-12.2602,7.62052,-7.10373,-3.83407,-7.71955,-12.2406,-5.51865,-4.19221,-8.64643,-15.7539,-9.26685,-17.5275,-24.4305,24,28,37,44,50,51,57,60,63,67,67,67,71,84,85,86,97,98,99,102,103,105,106,108,121,160,162,164,172,174
8,900,38,225,97.9,43.6359,1.73699,-0.108782,-16.7322,-2.46434,-12.0308,-5.97358,-9.13753,-6.97556,-7.47132,-14.731,7.77339,-5.47418,-3.76086,-8.22269,-9.7285,-6.48829,-4.82748,-6.52516,-16.48,-7.69766,-17.9619,-25.1888,38,39,41,52,55,58,58,60,66,69,70,76,79,84,88,97,103,106,108,119,124,129,129,133,141,141,142,146,161,225
9,1000,27,206,88.8,35.8227,0.498255,0.193165,-15.7506,-2.4673,-11.6674,-4.84373,-8.39773,-5.93964,-8.17057,-13.7416,8.43095,-2.29932,-6.7802,-6.94989,-11.9156,-11.5794,-4.67378,-6.40037,-19.4329,-7.38085,-17.3074,-27.1513,27,35,45,46,51,57,61,62,63,77,82,83,85,86,87,88,90,94,96,97,105,105,106,107,109,118,130,131,135,206
10,1100,32,222,89.7333,43.1996,1.62608,5.48382,-15.8865,-1.92565,-12.9319,-5.20902,-9.48818,-8.21126,-8.03088,-14.1342,9.46549,-4.56999,-8.74985,-9.50862,-11.2637,-11.6454,-5.47888,-6.06973,-20.3762,-9.45328,-18.9091,-27.7723,32,46,47,48,48,49,52,54,59,61,62,68,72,74,76,83,85,86,95,105,108,114,117,118,124,130,134,155,168,222
11,1200,22,353,95.1333,65.7434,2.09846,4.6814,-15.1817,-2.00044,-14.322,-4.2143,-10.0547,-8.43548,-8.42346,-14.6127,11.1779,-6.90646,-8.5179,-10.2662,-12.3064,-13.2961,-6.59723,-6.23141,-22.6216,-8.65373,-17.8608,-30.5971,22,29,35,35,37,37,58,58,63,64,64,77,80,83,83,83,86,91,93,93,94,95,100,113,136,142,161,194,195,353
12,1300,41,230,95.4333,50.9027,3.40052,4.30671,-14.9992,-1.23959,-13.5735,-3.38205,-11.6374,-8.54151,-10.329,-16.6846,13.7164,-9.05808,-5.56523,-10.7207,-14.3124,-13.4615,-7.33921,-8.99957,-21.2909,-11.6378,-17.8306,-30.8935,41,41,43,45,46,47,49,57,60,63,68,69,73,76,77,81,85,92,97,101,106,113,131,138,145,150,152,175,212,230
13,1400,33,180,88.2,37.7893,3.31641,2.67827,-13.2285,-0.994218,-13.2343,-2.36546,-12.9237,-6.93985,-9.66542,-15.043,12.4402,-7.36707,-4.21422,-9.41893,-13.453,-15.206,-6.0634,-8.66557,-22.3747,-12.9231,-19.5236,-34.2729,33,41,45,46,47,49,49,50,60,66,70,77,78,79,82,83,83,86,103,104,111,112,115,117,117,119,137,151,156,180
14,1500,28,206,106.433,43.0675,4.03158,2.2373,-13.4878,-2.91706,-12.3049,-2.83963,-13.1583,-8.07815,-10.9713,-15.1709,11.249,-7.92644,-5.32893,-9.02573,-11.4,-15.1672,-5.35115,-10.4759,-19.2539,-14.3936,-19.0868,-39.053,28,32,41,50,56,57,58,67,86,96,101,103,108,111,113,114,116,118,118,123,128,128,134,136,140,147,147,149,182,206
15,1600,33,351,124.533,71.9294,3.52883,1.67776,-12.8638,-1.28268,-11.2961,-4.04096,-11.0951,-7.28567,-14.0261,-13.9514,11.512,-6.76168,-1.46221,-7.91067,-12.2631,-15.4579,-7.05766,-10.4817,-20.7024,-14.1675,-18.8354,-40.1473,33,40,43,44,56,67,68,69,75,78,86,90,94,105,110,124,128,132,137,143,153,157,162,165,167,172,173,254,260,351
16,1700,34,374,137.767,77.1969,6.08082,0.720201,-14.2893,-1.16499,-11.4615,-2.78977,-13.0603,-7.28453,-13.0243,-12.4484,10.4184,-6.48488,-1.88651,-8.56647,-11.0679,-15.4093,-6.97461,-11.4308,-20.8949,-13.3573,-18.408,-40.5761,34,47,59,63,73,81,90,92,95,95,96,97,106,111,115,124,131,135,139,148,150,161,163,168,174,177,265,277,293,374
