generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29
0,100,2,17,9.4,4.10718,1.27302,1.7252,-5.68121,-7.71907,-4.2394,-1.03424,6.28092,-7.42644,-3.58813,-2.45728,-0.207449,-3.21814,0.426011,-5.23775,-3.11014,-3.72433,2.05136,-7.68597,2.26884,-1.60893,-1.51615,-10.7609,2,4,5,5,5,5,6,6,6,7,7,8,8,8,8,8,10,10,10,11,12,13,13,13,14,14,14,16,17,17
1,200,8,59,28.8333,9.35906,0.92496,0.789264,-6.69654,-8.25944,-6.99932,-4.1652,0.463203,-13.9378,-9.77283,-3.07147,-1.82015,-7.57097,-8.09581,-4.75654,-4.79781,-5.63198,-3.93452,-11.1391,0.312254,-3.71002,-0.906087,-15.2195,8,14,15,17,21,21,22,25,25,28,28,28,29,29,29,30,30,30,31,31,31,33,33,33,33,35,37,39,41,59
2,300,10,90,31.5333,18.2921,2.14097,0.837862,-4.03939,-9.00961,-6.90966,-7.53006,0.194021,-19.7747,-10.5358,-7.04437,-3.68143,-7.95717,-6.32157,-8.10664,-5.44417,-6.72445,-0.00389124,-12.2724,0.394036,-8.32717,-0.771781,-15.535,10,11,12,12,13,13,14,17,20,21,22,23,24,26,28,29,31,32,33,36,39,39,42,45,45,46,52,59,62,90
3,400,19,85,46.4,19.6742,3.70124,4.96017,-8.73109,-9.8626,-7.78797,-6.7029,-3.29454,-14.9622,-11.8062,-7.16144,-2.8258,-7.30754,-8.41186,-10.5965,-7.32279,-7.08352,-2.08928,-12.4938,-2.03988,-9.94668,-1.82999,-19.3117,19,21,24,25,27,27,28,29,30,32,32,34,38,43,43,48,48,49,52,53,57,57,57,58,65,65,81,82,83,85
4,500,14,157,61.4667,34.0949,2.47662,0.674317,-8.68448,-12.0469,-6.66843,-6.87793,-2.254,-12.8442,-11.4982,-7.12722,-5.24621,-6.8396,-10.3563,-10.067,-6.95367,-8.98919,-2.26104,-13.0709,-1.23596,-13.788,-3.36894,-21.1484,14,15,15,30,32,32,36,38,42,42,42,43,44,46,47,56,58,61,73,75,78,79,80,85,88,96,109,112,119,157
5,600,28,167,84.8333,35.7376,3.62025,2.24623,-6.47389,-13.5814,-9.38959,-10.7592,-4.15425,-12.1793,-12.3788,-4.53692,-6.49986,-10.0169,-11.6854,-9.38848,-7.73372,-5.57032,-3.24798,-13.8569,-1.70885,-14.2874,-9.30589,-25.2499,28,34,35,40,49,49,51,59,60,63,64,73,73,80,84,86,86,88,88,94,102,109,117,119,121,124,125,125,152,167
6,700,42,232,113.133,46.9003,4.92725,2.20773,-8.33804,-10.6839,-9.96665,-12.3951,-4.76435,-12.8141,-9.78659,-6.56069,-7.03078,-7.91791,-10.2297,-9.24964,-9.11215,-5.38255,-3.91828,-12.9765,-3.63532,-14.5729,-10.9977,-29.0819,42,56,58,61,69,75,75,79,80,80,85,87,92,104,105,105,112,121,127,127,127,130,132,132,154,174,189,189,195,232
7,800,29,448,152.533,84.4065,6.87817,-0.361472,-12.4261,-12.278,-10.6908,-14.895,-5.26031,-11.7762,-10.3057,-9.14712,-8.55267,-6.52211,-10.4727,-10.7892,-11.2427,-7.04984,-3.6997,-13.0468,-4.42122,-15.1985,-10.2365,-30.8506,29,47,62,79,83,88,93,95,97,105,116,118,134,142,145,145,156,156,165,167,168,168,179,193,199,204,213,241,341,448
8,900,50,531,157.833,98.2983,6.72965,-1.08968,-13.0229,-11.9971,-9.88678,-15.1089,-4.74214,-14.7637,-9.86723,-11.834,-7.64586,-7.2131,-10.7721,-10.0689,-10.4745,-6.31132,-3.51755,-13.1325,-5.57616,-16.0464,-14.24,-31.307,50,63,63,76,77,78,87,89,90,92,92,98,98,109,133,137,148,170,172,191,195,200,213,224,229,241,247,256,286,531
9,1000,48,387,124.7,72.1111,8.04081,-0.238321,-14.3379,-10.9197,-11.0993,-14.9151,-5.27276,-15.3517,-11.4122,-8.68071,-8.18649,-6.96594,-10.7536,-10.1986,-11.9595,-7.10654,-5.20572,-12.5653,-5.51332,-17.7445,-15.0869,-31.1055,48,61,62,62,67,71,73,77,83,85,86,93,104,110,111,114,116,117,118,120,130,132,138,143,164,171,181,221,296,387
