generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29
0,100,0,7,2.53333,1.77596,4.7008,1.92385,0.61932,-4.04846,-3.86289,-2.00228,-0.0676963,-3.55328,-2.82364,-0.138942,-0.751356,-4.49184,1.06336,-1.0591,-8.57408,-3.0979,0.0326144,-3.54107,0.870498,-3.20009,-1.57894,-7.78107,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,5,5,5,7
1,200,24,107,51.3333,19.6755,6.15436,2.37218,-6.44214,-5.88175,-11.7716,-5.63098,-0.280609,-8.83309,-4.16725,-7.13993,3.62006,-5.82351,-5.24641,-7.19735,-10.2787,-7.07777,-4.21739,-5.40761,-3.04102,-7.13273,-3.38292,-8.94291,24,28,30,32,33,35,35,35,39,39,39,39,40,43,47,47,49,56,56,56,57,61,63,63,69,74,77,82,85,107
2,300,13,52,34.5333,10.3914,5.6931,6.89647,-8.59214,-6.12373,-13.6288,-4.33706,-7.83332,-13.0324,-3.40928,-8.58742,0.19698,-7.92182,-7.45932,-5.50286,-12.0207,-9.58128,-2.61231,-12.3318,-1.5387,-10.8887,-8.01968,-12.5253,13,18,19,21,23,24,26,27,28,28,29,31,32,35,35,37,38,38,40,40,41,41,41,41,42,48,48,49,51,52
3,400,20,93,50.4667,16.745,3.59037,4.31492,-5.90469,-7.60985,-12.6974,-3.01536,-7.40008,-13.5991,-4.02538,-9.44991,-2.96841,-7.66797,-7.06756,-6.89335,-11.1044,-9.80997,-8.94274,-12.1052,-2.93525,-12.846,-14.5115,-15.4935,20,25,27,32,33,35,41,41,42,43,43,44,45,45,47,48,49,50,56,58,59,59,60,60,65,69,70,75,80,93
4,500,16,107,56.4,25.7409,3.08312,5.71027,-13.891,-8.73505,-13.7538,-3.8478,-8.18034,-14.4321,-3.95517,-14.0486,-4.06155,-6.76821,-7.84445,-7.71518,-10.3331,-12.8069,-7.56742,-12.8424,-3.42917,-13.0877,-20.2791,-18.6329,16,19,20,23,26,27,29,32,37,46,46,49,50,51,52,60,61,64,65,68,68,75,77,78,80,85,87,93,101,107
5,600,33,181,80.9667,33.2197,1.2893,5.25471,-14.4246,-8.26242,-11.4069,-2.72041,-12.1657,-13.3021,-3.3747,-12.0495,-1.60398,-7.62155,-6.52208,-7.27993,-9.63802,-15.7587,-9.19717,-12.0539,-3.95058,-12.0585,-22.2233,-22.7204,33,34,46,46,48,50,54,63,64,64,66,66,69,70,71,77,79,80,82,84,88,90,93,109,122,122,123,126,129,181
6,700,21,166,72.3667,35.1818,-0.0996021,6.91133,-17.6613,-7.22551,-13.8199,-1.84728,-14.5261,-13.5297,-3.16396,-12.367,-0.257743,-7.08567,-8.63143,-8.52985,-10.2296,-14.5311,-9.92777,-12.0408,-3.53009,-11.0241,-27.3035,-24.7894,21,28,29,34,36,39,40,40,40,50,60,62,64,64,65,67,68,75,85,86,87,88,90,95,103,117,122,122,128,166
7,800,29,238,84.1333,42.7751,0.891798,4.63721,-16.1401,-6.74205,-13.8806,-3.40946,-15.2252,-12.1567,-5.69236,-15.2661,0.165092,-6.6553,-9.54566,-8.46364,-10.8735,-16.656,-9.02591,-14.9939,-3.77771,-7.804,-24.7257,-26.0689,29,33,37,41,46,55,55,56,57,58,64,66,70,70,73,77,80,81,89,93,95,101,103,106,118,119,127,130,157,238
8,900,37,251,121.8,50.1531,0.88294,4.81192,-14.5494,-7.40098,-16.286,-3.24229,-15.1355,-11.735,-6.34444,-14.1045,0.0720605,-5.6747,-9.4136,-10.0138,-9.11237,-16.0605,-7.56215,-14.0167,-1.81353,-8.0955,-18.751,-29.7403,37,61,66,70,71,73,81,88,88,90,92,98,101,102,103,111,117,138,144,144,145,150,151,164,166,170,175,179,228,251
9,1000,14,196,80.5333,38.8159,2.56563,4.37727,-14.8576,-7.40306,-15.3524,-7.35301,-15.0812,-10.4336,-8.08186,-12.7772,0.527807,-5.99651,-9.62233,-9.85819,-9.24156,-13.484,-6.4334,-13.8837,-2.07285,-8.56375,-23.625,-29.9164,14,28,36,41,46,54,55,61,62,62,66,68,69,69,70,72,75,79,84,87,88,89,94,100,106,110,129,148,158,196
