generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29
0,100,0,6,0.9,1.56139,4.23655,-1.57518,-0.538555,-4.55749,-0.756099,-3.8584,3.52164,-0.689103,-1.41842,-3.73977,-3.53182,2.48539,0.144267,0.803389,5.09403,-6.94793,-1.98497,-4.27176,3.77896,-2.94193,4.57512,-4.87659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,4,5,6
1,200,0,11,2.13333,2.54251,-0.68734,-3.09469,-1.88481,-9.72007,4.19885,-7.97743,-1.31519,-2.32732,-3.85678,-6.81372,-3.56327,1.21313,-2.51863,2.21864,5.09147,-11.573,-4.76978,-8.23011,13.3983,-7.53328,6.33795,-10.6437,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,4,4,4,5,9,11
2,300,1,18,6.23333,4.37614,8.27756,0.559217,-6.01212,-8.65442,3.79649,-7.78835,-0.73313,-4.05697,-2.89121,-1.60807,-9.91626,-1.37456,-3.34926,-3.96847,4.7488,-13.7413,-6.20299,-6.22042,11.0733,-9.21033,-0.535517,-16.2912,1,1,1,2,2,3,3,3,3,4,4,4,4,5,5,5,5,7,7,7,7,7,8,9,10,10,12,14,16,18
3,400,1,31,10.9,7.33132,6.16116,0.641946,-8.31443,-9.6486,0.82677,-6.89184,-1.86484,-5.13364,-0.245494,1.21767,-6.69025,-0.331891,-5.1455,-10.1695,4.98501,-16.6631,-6.14967,-9.25881,8.76412,-4.8582,-1.00097,-20.3488,1,1,1,2,3,3,4,6,7,7,8,8,10,10,10,11,11,12,12,13,13,13,14,15,16,16,22,23,24,31
4,500,3,38,20.3333,9.04904,1.7759,-1.23686,-6.19114,-8.9307,-1.99281,-6.40373,-1.31764,-3.66458,1.41302,-3.69896,-7.08002,-1.68332,-11.6889,-12.0122,3.55292,-20.1752,-10.1646,-9.43553,7.23546,-10.914,-10.9661,-22.7565,3,7,10,10,12,13,14,15,15,16,16,17,18,18,18,18,19,19,21,21,24,25,26,28,30,31,35,35,38,38
5,600,18,162,49.5333,33.3743,0.950498,-1.28854,-6.86356,-9.78912,-1.28753,-4.8926,0.142953,-6.35227,1.24655,-7.19158,-4.21807,-5.361,-12.8679,-9.55051,0.226351,-20.6086,-13.7099,-11.215,2.33439,-13.2513,-18.5165,-24.7512,18,21,22,22,24,26,28,29,31,33,37,39,40,41,41,42,43,45,46,47,49,50,54,57,62,66,75,83,153,162
6,700,18,141,62.9667,26.6037,2.1019,-3.26422,-7.32393,-9.62136,-3.01166,-5.51176,-1.61336,-7.53757,-2.30733,-9.34465,-2.66613,-7.79336,-9.90841,-9.70803,-2.45415,-19.8225,-15.5139,-12.0111,0.311605,-16.703,-18.8832,-29.5289,18,30,37,37,38,40,42,42,43,44,48,49,52,52,55,57,65,68,70,75,77,78,81,83,83,85,91,101,107,141
7,800,15,115,61.6667,26.6928,0.244033,-3.42129,-6.53597,-11.1775,-3.17166,-6.12468,-3.50489,-5.15948,-8.14044,-8.66472,-4.10332,-6.89983,-10.8248,-10.4001,-2.98664,-18.5128,-17.4914,-13.2487,-0.855601,-17.2972,-20.6989,-32.235,15,16,27,28,32,34,37,47,49,50,50,51,53,54,56,59,59,66,71,72,79,82,83,87,89,89,93,100,107,115
8,900,32,237,79.3667,42.3259,-2.57204,-2.4013,-6.69287,-14.7581,-4.58114,-4.89546,-6.059,-6.49725,-8.12593,-6.50703,-3.82136,-6.6346,-9.81784,-8.00848,-3.15995,-19.325,-17.2152,-15.1451,-2.67249,-16.059,-20.7941,-33.8642,32,32,39,41,42,49,49,51,53,55,56,61,64,65,71,71,72,75,75,87,88,92,97,99,99,127,130,135,137,237
9,1000,27,171,85.8667,38.6797,-4.86071,-2.70807,-7.4408,-12.6216,-5.67333,-4.19625,-6.34545,-7.5343,-8.54627,-7.30813,-1.07473,-6.59738,-9.32114,-8.80887,-2.90949,-19.1514,-15.5852,-14.8746,-2.33284,-16.4067,-21.3301,-36.0693,27,32,34,35,45,54,54,57,63,69,69,70,78,81,83,86,88,89,90,91,92,102,104,104,115,131,134,157,171,171
