generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29
0,100,0,7,2.03333,2.05918,1.78851,-2.51167,-3.9914,4.11432,-6.15608,-7.41583,1.99898,-2.45444,-3.04113,-5.23488,-1.29089,1.31073,4.59155,2.05498,0.929588,-1.64201,-1.41994,-1.58327,-2.168,-3.21916,-1.78518,-4.13283,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,3,3,4,4,4,5,6,6,7
1,200,4,25,12.7,5.82,-3.79855,0.271924,-6.31616,-5.80676,-11.8642,-9.86228,1.54188,-0.0688673,-0.39572,-5.50015,-1.26775,-1.33817,1.55,2.31497,-0.978082,-3.46619,-2.42961,-6.36957,-6.59268,-6.70072,-2.20075,-10.287,4,5,6,6,6,7,7,7,8,8,10,10,11,12,13,13,13,13,14,14,14,16,17,18,19,20,20,22,23,25
2,300,5,45,17.5333,9.134,-4.65255,0.652023,-5.89561,-8.17492,-13.3449,-14.8872,-2.72611,-3.6012,-2.22136,-4.0202,1.4334,-3.08723,-0.942817,1.3221,-11.6312,-2.54647,-1.60493,-7.36496,-5.21439,-12.2365,-5.13208,-15.2404,5,5,5,6,9,9,10,11,11,12,13,14,15,16,17,17,18,19,19,20,21,22,22,25,25,26,27,30,32,45
3,400,11,80,36.1667,16.4717,-5.23749,1.54865,-7.13333,-4.78408,-12.7137,-11.035,-1.16262,-6.57894,-4.59073,-8.68599,4.04949,-3.20083,-0.557057,0.493465,-11.0586,-3.90843,-2.63136,-9.55969,-4.66437,-14.0295,-8.41234,-18.3803,11,12,18,19,20,22,22,24,25,25,27,29,30,32,35,35,36,38,38,39,42,45,45,46,50,54,59,60,67,80
4,500,22,122,69.9,26.2052,-3.36007,2.81644,-8.34829,-2.84858,-9.27876,-10.4847,-4.20073,-11.5637,-3.86066,-8.51364,2.7723,-3.4546,-0.240655,-2.2334,-13.5247,-5.15214,-3.83918,-12.4517,-4.34883,-13.0524,-11.3926,-22.9985,22,35,35,36,42,45,49,53,54,55,56,57,63,64,65,65,66,74,74,79,84,90,91,96,100,100,101,107,117,122
5,600,48,291,107.467,51.1278,-5.02228,-1.21419,-7.85552,-0.103151,-6.63357,-11.777,-4.58664,-8.73897,-2.79042,-7.95587,-0.158161,-2.44059,-3.20364,-8.03559,-12.7392,-7.4641,-6.96367,-7.61166,-4.50215,-11.5359,-13.1773,-26.2033,48,49,59,65,65,69,73,73,75,80,80,81,83,88,88,96,102,103,105,111,117,123,133,134,141,154,173,181,184,291
6,700,24,192,98.3,46.7762,-13.0697,-1.08535,-7.85889,-0.487682,-7.73727,-7.68859,-1.68218,-11.386,-1.25335,-8.42415,0.0436891,-2.71231,-6.91012,-10.579,-11.7479,-7.48553,-6.46415,-8.23555,-5.99445,-12.8131,-13.5587,-26.9534,24,40,41,44,50,52,52,58,61,77,77,79,87,87,92,94,98,101,103,107,111,111,127,136,158,168,172,175,175,192
7,800,17,232,101.7,52.476,-15.7269,-0.143286,-7.98256,-2.42614,-5.08242,-7.49892,-4.69935,-10.9787,0.143836,-8.423,2.00185,-4.77228,-7.02029,-9.73102,-12.5265,-8.95613,-8.64074,-10.5083,-6.58963,-15.1319,-14.5367,-28.8673,17,20,53,58,58,60,60,62,63,69,70,74,80,93,94,96,101,109,114,116,120,122,122,130,135,138,167,190,228,232
8,900,34,239,118.167,61.115,-15.0222,2.0305,-10.8355,-1.50051,-4.97447,-11.2594,-6.18319,-9.1821,-0.534875,-9.28404,1.82088,-5.74389,-8.12522,-9.80798,-13.0649,-10.0081,-8.55067,-9.2968,-4.91462,-17.9752,-13.4231,-30.8752,34,45,47,52,59,64,67,68,71,79,79,82,88,90,93,108,121,125,130,131,140,153,163,163,178,199,210,232,235,239
9,1000,38,346,139.233,75.9486,-17.687,4.42215,-11.5843,-0.871131,-4.61343,-9.77975,-6.36283,-9.09942,1.80788,-12.1277,2.94055,-6.15752,-6.11177,-9.31368,-14.0924,-10.8671,-10.3831,-8.8258,-4.60613,-15.5413,-16.0336,-34.4645,38,42,55,56,62,82,85,85,90,93,106,109,111,117,129,132,134,141,141,144,144,145,154,195,204,233,245,261,298,346
10,1100,43,469,158.133,99.9192,-17.3235,4.3379,-11.4958,-1.5129,-2.90928,-10.8223,-4.43519,-6.93832,1.76665,-12.1698,2.44253,-6.84204,-7.9011,-8.13461,-11.4209,-9.23531,-9.71667,-7.18451,-5.82898,-16.3786,-14.1796,-37.8515,43,45,57,64,66,71,85,88,99,100,101,107,110,111,111,112,160,168,172,178,195,198,207,207,228,243,276,307,366,469
11,1200,51,528,194.067,111.159,-17.0732,5.86564,-11.0171,-2.6463,-4.66066,-9.53263,-2.24314,-8.84919,1.75985,-12.3379,-0.831155,-6.96779,-8.72736,-9.57615,-11.1989,-9.02245,-8.47223,-8.02602,-7.3315,-17.6486,-12.6325,-40.6845,51,65,65,69,73,88,96,97,97,109,153,155,158,160,193,201,204,217,222,223,225,240,241,253,253,316,332,353,385,528
12,1300,74,633,214.567,124.943,-14.4842,3.47435,-12.6737,-2.11516,-7.14156,-7.45479,-3.20201,-7.48439,3.03223,-11.4482,0.714035,-7.91122,-7.48988,-8.0708,-11.7853,-9.44921,-7.64805,-8.86271,-5.90131,-15.214,-10.4021,-41.6516,74,82,87,90,91,97,108,121,124,131,140,167,177,183,189,191,196,197,216,233,272,275,292,306,308,314,319,374,450,633
