generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29
0,100,0,36,12.1333,8.98556,4.03627,1.25761,-0.121908,1.75862,-1.46317,-3.49272,-1.51644,-3.08714,-2.25339,-5.34249,-2.5683,1.54712,-2.5964,-1.31387,-0.316382,-2.70827,-0.908995,-5.49452,-0.498244,-2.3261,-0.741197,-10.6274,0,1,2,3,3,4,5,5,6,8,9,9,9,10,10,10,10,12,12,13,14,14,15,17,22,23,25,27,30,36
1,200,5,86,25.2333,18.0051,6.77936,-0.182935,-4.06365,0.552217,-3.11332,-4.21008,-2.43639,-3.34389,-4.78491,-4.82054,-2.41473,0.753423,-4.98669,-3.49755,-4.50976,-4.42674,0.518231,-8.8777,-2.03263,-5.79281,-0.513956,-14.5616,5,6,6,7,8,9,11,11,13,13,14,14,16,19,21,24,26,27,27,28,32,34,35,35,43,44,44,45,54,86
2,300,32,117,62.5667,22.2442,8.45271,0.969262,-10.4498,-1.48175,-5.88789,-5.85734,-8.79178,-4.87536,-7.0391,-8.88334,-2.72276,-3.7395,-6.7373,-7.43546,-8.48647,-5.28812,0.998178,-12.7617,-3.31585,-5.46732,-4.0762,-16.096,32,34,41,43,43,44,46,48,49,49,51,51,53,56,57,58,60,61,62,62,62,69,72,74,77,94,95,106,111,117
3,400,28,292,88.2667,59.5112,9.05253,3.43652,-13.1678,-4.88387,-7.52875,-8.74494,-6.64599,-8.95142,-6.25629,-14.822,0.354932,-5.6806,-8.96799,-8.37536,-11.1821,-5.32468,0.627123,-13.3198,-4.5394,-6.00909,-10.0448,-17.3686,28,41,45,46,50,51,52,52,55,57,57,65,66,68,70,70,74,81,84,87,87,88,91,106,122,123,126,142,272,292
4,500,34,184,69.1667,34.1246,8.04095,2.98376,-15.3173,-4.13886,-5.69691,-6.15492,-6.25005,-10.4211,-6.77688,-13.946,1.94283,-5.98448,-10.1574,-11.64,-9.11056,-5.84824,0.40401,-14.7943,-3.96799,-7.71246,-14.3954,-18.111,34,34,36,38,40,41,43,46,48,50,51,56,58,58,59,61,64,65,68,77,77,81,82,83,85,92,100,108,156,184
5,600,29,137,72.4333,29.3054,6.97399,2.33502,-16.8475,-5.06032,-7.31573,-4.46086,-8.16874,-11.7097,-6.1965,-16.6181,0.918752,-8.32385,-9.12407,-11.0206,-8.28659,-6.14263,-0.401684,-14.1152,-5.01774,-7.93865,-15.0708,-19.8734,29,35,42,42,47,49,50,52,53,58,58,58,60,60,60,60,63,64,67,75,87,96,97,100,101,103,121,124,125,137
6,700,20,131,64.3667,27.4572,6.9842,4.13717,-20.3275,-2.71271,-10.1327,-5.08428,-7.38387,-9.24128,-6.77391,-19.4572,-0.126456,-8.41432,-10.9883,-14.7113,-8.12289,-5.86943,-3.08837,-14.28,-5.64459,-7.62567,-16.6336,-21.7427,20,36,36,37,38,41,41,42,45,48,56,57,58,58,58,59,60,63,63,64,66,71,73,83,88,97,98,121,123,131
7,800,32,129,70.9667,23.2816,8.88429,4.35034,-21.3067,-2.68144,-12.1072,-4.26213,-8.0028,-9.42741,-6.82273,-21.1065,3.57278,-7.01408,-10.3566,-12.8959,-7.01022,-4.64694,-5.27808,-11.9332,-7.54521,-7.2545,-18.9825,-22.3287,32,40,40,45,51,52,52,53,53,56,59,65,66,66,70,72,73,74,74,77,79,79,80,89,89,90,92,105,127,129
8,900,38,236,110.4,56.797,8.37339,3.70041,-21.4873,-2.83973,-13.465,-4.03228,-9.1315,-9.89047,-5.98794,-20.84,4.35958,-8.40614,-10.9249,-11.6436,-6.03204,-4.0746,-6.66038,-9.75141,-7.41373,-7.08422,-17.8032,-23.467,38,47,48,49,49,55,61,63,64,65,80,81,84,87,92,100,106,120,126,127,128,139,145,162,170,172,186,198,234,236
9,1000,32,269,93,55.9667,7.93004,2.47285,-20.6155,-2.10867,-12.8464,-4.46447,-6.98003,-9.39838,-6.68005,-21.598,5.08573,-7.23224,-10.5066,-9.76871,-6.18151,-4.04702,-7.32835,-7.64517,-9.35503,-7.71005,-17.4165,-24.8024,32,37,38,43,44,51,52,56,61,62,63,67,69,73,74,75,80,83,98,98,105,105,110,110,130,155,156,158,236,269
