generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29
0,100,0,2,0.266667,0.583292,2.55155,2.67803,-1.20202,2.60531,2.71497,3.98998,5.78357,3.40258,0.110812,-4.72505,3.06398,3.70323,-6.60896,-0.762921,0.0928073,4.05439,4.46962,-1.54885,1.79264,-1.89814,-4.24641,-8.25614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2
1,200,0,8,2.96667,2.39947,1.34088,5.40289,-3.86078,-0.599003,0.784567,6.65312,6.37639,1.96849,1.63157,-4.70216,-2.56572,2.83771,-4.43322,-1.51124,1.72377,3.28706,5.09136,-3.01996,4.98038,-6.69563,-6.74496,-14.58,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,5,5,5,6,6,6,6,8,8
2,300,0,10,3.83333,2.9488,-2.10447,6.23008,-3.93628,-6.2263,-1.29635,1.26,10.9563,0.263576,1.43781,-13.6995,-1.98495,0.167032,-3.15744,-1.12493,4.8118,-1.66267,2.95041,-6.60417,8.18614,-9.5949,-6.03433,-20.833,0,0,0,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,5,5,5,6,6,6,7,7,8,8,10,10
3,400,0,18,7.93333,4.6752,1.56932,1.27349,-5.02137,-8.42499,-3.17535,-3.82294,9.99081,-3.94086,-0.244637,-14.3617,-4.20017,-3.19529,-3.72332,-2.46703,4.213,-5.06305,-1.28858,-7.62723,3.43661,-6.48889,-6.10661,-21.8511,0,2,2,3,4,4,5,5,5,5,5,5,6,6,6,8,8,8,9,9,9,10,10,11,13,14,15,16,17,18
4,500,7,42,23.0667,9.1649,1.72892,2.64158,-7.15884,-9.55416,-1.57678,-3.97356,7.73439,-5.57481,0.158067,-18.815,-3.18714,-2.29687,-3.71683,-3.09513,-0.692163,-7.24099,-2.14598,-7.05365,0.768143,-6.99675,-11.2716,-24.2852,7,11,11,12,12,13,14,17,17,17,19,20,21,22,22,23,24,25,26,27,28,28,29,31,31,31,32,39,41,42
5,600,17,107,43.8333,22.3608,1.62183,3.63388,-11.2213,-11.0385,-4.1648,-7.97421,5.1772,-6.94105,-1.95593,-16.7108,-2.65209,-1.52408,-5.3781,-2.30959,-2.05668,-6.11493,-7.76749,-9.68098,-4.75861,-4.59921,-12.8071,-24.3814,17,19,20,22,22,23,26,26,26,30,32,34,34,35,37,38,43,43,45,47,47,55,60,60,61,66,70,80,90,107
6,700,26,143,74.4333,30.6613,0.727823,2.39484,-9.80317,-10.4999,-7.34978,-3.92154,2.66457,-6.01663,-1.20188,-12.579,-2.08453,-2.98873,-5.61781,-3.67821,-4.49317,-7.1128,-11.6584,-6.53032,-7.93181,-6.41639,-16.6167,-28.7559,26,31,34,44,49,49,51,54,59,60,61,61,61,62,65,65,74,74,76,76,81,86,95,99,101,113,118,124,141,143
7,800,14,232,102.633,55.3182,2.14015,5.30847,-8.92482,-11.6377,-9.09658,-3.87829,2.35934,-7.00659,-0.198864,-11.3609,-0.830415,-4.29291,-4.84037,-5.74379,-8.89694,-8.77467,-15.0894,-7.0734,-6.8973,-8.16459,-14.4392,-34.5754,14,28,34,36,39,45,49,54,58,65,71,74,93,95,100,105,114,125,129,130,130,130,131,140,151,157,167,177,206,232
8,900,17,185,97.0333,40.7892,1.03874,3.27457,-9.67902,-9.48187,-8.24002,-1.2631,-0.683933,-3.20588,0.370993,-10.0432,2.64137,-5.93469,-3.93718,-4.23105,-10.5885,-9.11705,-15.8496,-6.84354,-9.95176,-10.1425,-14.6952,-34.8351,17,37,47,50,53,55,58,59,59,73,77,88,89,93,99,105,107,108,109,117,122,125,128,128,129,136,139,148,171,185
9,1000,54,363,143.1,63.402,1.36258,2.27492,-8.5192,-8.28757,-8.65051,-4.2289,-1.50773,-4.64926,-1.38441,-11.0221,3.15469,-6.9414,-3.25901,-6.61329,-9.72402,-10.3712,-13.2671,-5.27145,-9.86683,-8.37644,-11.934,-34.8125,54,54,71,74,75,86,89,91,99,104,114,117,125,132,141,150,157,165,166,168,170,170,170,175,183,199,206,210,215,363
