generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21
0,13,0,5,0.8,1.27035,0.934169,0.442143,0.0339843,0.0755876,0.0756928,-0.425626,0.279984,-0.106534,0.290661,0.231377,-0.144972,-0.789887,-0.15019,-0.632464,-1.15074,-0.667535,-0.709409,-0.674043,0.296771,-0.439452,-0.0766557,-0.0976572,-0.87629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,3,3,5,1.0617,1.02979,1.01994,1.00671,0.998739,0.990583,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945
1,26,2,36,10.8,7.06814,0.916971,0.889666,-0.0592692,-0.405915,0.143422,0.0869872,-0.588392,-0.311943,0.314865,0.0400231,-0.884025,-1.47089,-0.470582,-0.30419,-2.02755,-1.53828,0.130717,-0.983768,0.245527,-0.098069,-0.0674472,-0.494508,-1.49045,2,2,3,4,5,5,5,6,6,7,7,8,8,9,9,9,11,11,12,12,13,13,14,15,16,16,19,20,21,36,1.12363,1.04083,1.01707,1.01554,1.0097,1.00437,1.00122,0.992306,0.986716,0.981886,0.980078,0.979809,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011
2,39,1,27,9.16667,6.05198,0.897314,0.102388,0.742718,-0.584272,-0.0034316,-0.229416,0.295861,-0.508495,0.631622,0.261504,-0.776731,-0.923931,-0.238147,-1.085,-1.98942,-2.0689,-0.253027,-1.49579,-0.386495,0.0503115,-0.273911,-0.711201,-1.55327,1,3,4,4,5,5,5,5,5,6,7,7,7,7,8,8,8,8,8,9,9,10,10,11,13,13,17,20,25,27,1.15666,1.05169,1.03388,1.02072,1.00765,1.00392,0.996307,0.992971,0.989103,0.982052,0.98084,0.977319,0.97301,0.971128,0.970047,0.969664,0.969582,0.969052,0.968682,0.968682,0.968682,0.968682
3,52,11,56,29.7,10.6485,0.898749,-0.208442,0.371033,0.111351,-1.21207,-1.02639,0.198674,-0.693613,1.10493,-0.054897,-0.628066,-0.595116,-0.308737,-1.32766,-2.10487,-2.49687,-0.782606,-1.85528,-0.598587,-0.397033,-0.328198,-1.35658,-1.68266,11,15,17,18,19,19,19,21,22,22,25,25,27,28,28,28,30,31,32,36,37,38,38,38,39,41,41,42,48,56,1.20141,1.07459,1.03334,1.01876,1.00869,1.00257,0.994546,0.992313,0.984722,0.981708,0.976244,0.972463,0.969949,0.966547,0.963932,0.962066,0.96107,0.960651,0.959385,0.959197,0.958844,0.958653
4,65,16,69,38.8333,13.8989,0.933594,-0.299379,0.425915,0.654623,-2.15877,-0.82129,0.549656,-0.835082,0.335426,-1.00398,-0.760655,-1.32788,-0.823542,-2.22634,-1.78639,-2.56881,-1.10316,-2.04102,-0.789829,-0.949939,-0.4545,-1.86275,-2.61586,16,19,19,23,24,25,28,29,30,31,33,34,35,35,35,37,39,42,42,44,45,46,48,49,51,53,55,62,67,69,1.30468,1.08641,1.04018,1.01728,1.012,1.0027,0.991104,0.986315,0.984305,0.980261,0.976108,0.969385,0.963613,0.959422,0.957678,0.95463,0.954251,0.952331,0.951396,0.950509,0.949745,0.948925
5,78,8,80,38.0667,16.6484,0.96557,-0.13411,0.465779,-0.415948,-2.10401,-0.997106,0.162913,-0.8634,-0.774149,-0.875608,-1.73191,-1.39788,-0.557445,-2.9377,-1.32308,-2.6217,-1.12607,-1.6763,-0.991191,-1.91175,0.212319,-2.06896,-2.44262,8,10,15,16,16,23,23,26,26,32,32,36,36,39,39,40,40,42,44,44,45,47,49,52,52,55,57,58,60,80,1.37369,1.087,1.05905,1.03215,1.00657,0.999261,0.989211,0.985538,0.978223,0.972865,0.969395,0.96616,0.962289,0.957572,0.948897,0.948782,0.945681,0.943578,0.942854,0.941328,0.940734,0.939655
6,91,15,166,65,35.6293,0.989074,-0.141227,0.823463,-1.52358,-1.30958,-1.60295,0.287617,-1.50222,-0.550384,-0.843921,-1.64371,-1.04207,-0.148985,-2.83297,-0.742867,-2.7293,-0.614865,-1.75531,-0.897947,-2.02158,-0.128174,-2.65564,-3.11796,15,18,27,29,30,35,36,36,37,41,51,52,56,60,63,65,65,65,67,75,75,81,82,83,87,89,92,119,153,166,1.43297,1.09227,1.06058,1.03702,1.01086,0.998558,0.99031,0.984895,0.974221,0.969544,0.96537,0.960858,0.95837,0.949298,0.94804,0.942647,0.939041,0.936535,0.933704,0.933002,0.932064,0.931368
7,104,20,120,67.3333,25.7499,1.01577,-0.581352,0.819256,-1.91294,-1.26735,-1.89904,0.889454,-0.756742,-1.27452,-0.436823,-2.00612,-0.432607,-0.810795,-3.19333,-1.097,-3.48694,-1.00031,-1.73082,-1.18345,-2.06023,-0.859541,-2.50121,-3.41327,20,33,33,34,37,47,47,49,51,52,54,55,58,58,67,70,72,73,75,75,78,82,85,87,87,91,105,111,114,120,1.51235,1.09123,1.05925,1.04181,1.01299,1.00073,0.989102,0.983955,0.971023,0.962567,0.959617,0.95516,0.952785,0.951975,0.941078,0.937477,0.93549,0.93038,0.928303,0.924867,0.924147,0.922974
8,117,20,134,60.8667,23.2048,1.02102,-0.914253,0.854338,-2.04756,-1.57145,-2.04122,0.166861,-0.58025,-0.570904,-0.414809,-1.41547,-0.145574,-0.567098,-2.94281,-1.3724,-4.04796,-0.499408,-1.00208,-1.40312,-1.70484,-1.25782,-2.88769,-3.68218,20,34,35,35,36,39,39,40,44,45,47,53,55,62,62,63,65,66,68,69,69,73,75,77,79,80,81,89,92,134,1.56264,1.09846,1.05944,1.05029,1.01513,0.999028,0.986433,0.97617,0.971464,0.956854,0.952842,0.949799,0.947426,0.9436,0.939343,0.932805,0.928448,0.926944,0.922581,0.918302,0.915898,0.914895
9,130,28,153,71.8667,32.1717,1.01221,-0.193257,1.25094,-1.95731,-0.770195,-1.68389,-0.529107,-0.809606,-0.767609,-0.520451,-1.38731,-0.558909,0.0546187,-2.44344,-1.09386,-4.78263,-0.516544,-0.694619,0.0186384,-0.984666,-0.809094,-3.3248,-3.71201,28,31,34,34,35,38,44,50,56,58,59,60,63,66,66,67,69,69,75,78,83,83,85,92,99,105,112,113,151,153,1.58558,1.10638,1.09094,1.05488,1.01651,0.994929,0.988679,0.971839,0.96606,0.953602,0.948596,0.9443,0.942999,0.935275,0.933716,0.925771,0.923921,0.920229,0.913624,0.909358,0.907242,0.905979
