generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21
0,13,0,2,0.233333,0.504007,0.940965,-0.833454,-0.627914,-1.06207,0.3926,0.375675,-0.248984,-0.0581571,-0.392581,-1.14157,-0.245226,0.453839,-0.522392,-0.392413,0.304464,-0.331915,-0.489603,0.243509,0.221048,-0.777212,-0.597189,0.398458,0.0792428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1.08775,1.02652,1.02067,1.00168,0.996387,0.990603,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945
1,26,0,8,1.93333,2.01603,0.922795,-1.08654,-1.31409,-0.953363,0.00405304,0.93639,-0.380534,-0.58712,-0.0252421,-1.113,0.171508,1.07399,-1.11823,0.0787817,0.00696516,-0.119088,-0.936372,0.176546,0.774135,-0.971901,-0.859893,-1.2806,-0.876993,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,5,6,8,1.14154,1.06672,1.02692,1.00879,1.00688,0.995701,0.987867,0.987184,0.984489,0.983167,0.9812,0.979797,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011
2,39,0,23,7.8,6.09352,0.915195,-1.4791,-0.86719,-1.01031,0.0836277,0.0514785,-0.891243,-0.560307,0.00584881,-0.359619,-0.841516,1.13057,-1.12963,0.0229415,-0.420011,-0.598649,-1.43213,-0.0671678,1.13034,-1.20834,-1.00852,-2.03291,-1.17127,0,1,2,2,2,2,3,4,4,4,4,4,5,5,6,6,6,7,7,8,9,11,12,14,14,14,17,18,20,23,1.19028,1.07928,1.03507,1.02098,1.00564,0.999043,0.988848,0.985546,0.981051,0.978138,0.97508,0.974374,0.97284,0.97198,0.970953,0.969989,0.969713,0.969095,0.968682,0.968682,0.968682,0.968682
3,52,4,41,18.9,7.80959,0.922486,-1.86254,-0.864607,-1.50547,0.0792296,0.394591,-1.63019,-0.979404,-0.041841,-0.559649,-0.224809,0.658491,-0.825491,-0.622114,-1.03576,-0.95246,-1.8432,-0.593574,0.902005,-1.38497,-0.926675,-2.09661,-2.00925,4,8,8,9,12,12,12,13,14,14,15,16,17,18,19,20,20,21,22,23,23,23,24,24,24,25,28,29,29,41,1.25125,1.07349,1.04898,1.01878,1.01113,1.00426,0.996971,0.989374,0.985942,0.977898,0.973385,0.968427,0.967148,0.964883,0.963161,0.961967,0.961054,0.960729,0.960269,0.959884,0.958927,0.958502
4,65,7,86,30.9,16.8243,0.947841,-3.25054,-0.857738,-1.18826,-0.776668,0.512366,-1.78245,-1.28055,0.150598,-1.53311,-0.541109,0.370445,-1.2666,-1.06541,-1.46625,-0.652617,-2.05643,-1.08407,0.806958,-1.53224,-1.02223,-2.25151,-1.43947,7,9,9,16,16,17,21,22,23,24,25,26,26,26,26,29,29,30,30,32,34,35,35,38,43,44,45,58,66,86,1.32943,1.0724,1.04721,1.0316,1.00701,1.00481,0.992876,0.989712,0.985782,0.980781,0.971098,0.968063,0.962791,0.961448,0.960681,0.955891,0.954508,0.952944,0.951531,0.950379,0.949648,0.949045
5,78,7,44,23.8667,9.33563,0.986885,-2.18823,-1.57956,-1.99762,-1.11893,0.52521,-2.10653,-1.53813,0.809553,-1.32708,-0.829719,0.617394,-1.96704,-1.55002,-1.91722,-0.258465,-3.30474,-1.63075,0.478119,-1.50249,-0.819965,-2.43748,-1.68756,7,11,11,14,14,16,16,17,18,19,20,22,22,23,23,23,23,24,25,25,26,27,30,31,32,34,35,41,43,44,1.42625,1.07221,1.04617,1.03796,1.02481,1.00391,0.995655,0.990016,0.987053,0.976695,0.973364,0.967629,0.959842,0.954618,0.952466,0.951501,0.947454,0.946995,0.943458,0.941768,0.941291,0.939176
6,91,10,56,30.3333,12.1693,1.05027,-2.29573,-1.83233,-1.6207,-2.25949,1.72017,-1.37277,-1.63599,0.303142,-1.28291,-0.959223,0.765348,-2.22598,-2.70053,-2.06616,-1.04462,-4.04673,-1.51576,0.457016,-2.39429,-0.884592,-2.22401,-2.74874,10,14,15,15,17,19,19,20,22,23,24,27,27,28,28,28,30,32,35,35,37,37,38,40,42,44,46,47,55,56,1.55572,1.07515,1.05849,1.03865,1.02009,1.0112,0.994221,0.988993,0.982003,0.98003,0.97136,0.965205,0.959518,0.955767,0.948492,0.945702,0.943495,0.938968,0.937996,0.935558,0.934563,0.931182
7,104,19,87,41.9,17.1632,1.09517,-1.92718,-1.41432,-2.38454,-1.79843,2.42809,-1.47323,-1.51651,-0.169859,-1.16983,-0.869956,1.20749,-2.64714,-3.35245,-2.29605,-0.616739,-3.31919,-1.67738,-0.02081,-2.02271,-0.335955,-3.18113,-2.96597,19,19,21,22,24,27,27,30,32,34,34,34,35,36,36,40,42,42,45,45,47,49,51,53,55,60,63,72,76,87,1.65179,1.06927,1.05575,1.0365,1.02703,1.00803,1.00322,0.984295,0.98339,0.974223,0.966232,0.95922,0.956944,0.951465,0.948864,0.943467,0.940179,0.932932,0.931818,0.927259,0.926104,0.922018
8,117,13,69,34.4667,12.9847,1.13221,-1.93021,-1.85031,-1.48529,-1.58431,2.19473,-1.93736,-1.53903,-0.574573,-1.25146,0.0665104,1.39514,-2.28232,-4.20444,-2.43579,-1.10841,-2.79088,-2.19187,-0.71371,-2.73201,-1.32267,-3.31774,-3.31219,13,18,18,19,22,22,23,23,24,27,29,29,30,31,31,34,37,37,37,38,42,42,43,45,45,50,50,52,54,69,1.73569,1.07138,1.04942,1.03558,1.02866,1.01991,1.00142,0.993523,0.979043,0.974955,0.968622,0.955757,0.952233,0.944933,0.94388,0.936934,0.932885,0.929595,0.924935,0.921776,0.918347,0.913911
9,130,16,119,54.9,27.4984,1.18047,-2.15682,-1.62729,-1.99239,-1.63652,3.19566,-1.60914,-1.45034,-0.885034,-1.43818,-0.810725,1.41158,-2.14241,-3.4993,-2.95023,-1.0112,-3.97901,-1.68559,-1.53774,-3.24457,-1.43876,-4.50794,-4.39224,16,19,23,27,28,28,33,34,35,35,36,38,40,42,47,57,59,59,63,66,66,68,73,73,76,87,93,95,112,119,1.85495,1.06977,1.04921,1.04024,1.03771,1.01237,1.00479,0.987138,0.985001,0.968454,0.96284,0.95785,0.956239,0.942315,0.939998,0.930273,0.926412,0.923576,0.921252,0.918548,0.914386,0.908129
