generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21
0,13,0,4,0.8,1.24291,0.976999,-1.14113,0.826307,0.919338,-0.553134,-0.208894,-1.15584,0.651018,-1.41961,-1.33205,0.171637,0.0548788,0.0332707,0.643219,-0.243011,-0.433642,0.488163,0.234897,-1.15862,-0.997997,0.238196,0.462777,-0.227378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,3,4,4,1.14095,1.04378,1.01324,1.00743,0.9939,0.990379,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945
1,26,0,4,2,1.33907,0.966566,-1.30469,1.7153,1.21716,-0.625536,-0.928306,-1.2775,0.695331,-1.8112,-1.54294,0.436464,0.865516,-0.40328,0.284675,-0.353701,-0.870989,-0.0232201,0.290136,-1.10094,-0.686465,-0.532764,0.283955,-0.394157,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,1.18681,1.03905,1.02627,1.02129,1.00236,0.993725,0.989993,0.985801,0.985573,0.98163,0.98065,0.979606,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011
2,39,0,12,3.6,3.00115,0.969148,-1.00156,1.34482,1.79163,-0.934329,-0.877845,-0.976092,-0.240908,-2.21002,-1.81065,0.759422,0.0927089,-1.14464,0.391847,-0.988096,-1.02745,-0.564428,0.0795719,-1.77171,0.430017,-0.739771,0.441538,-1.23812,0,0,0,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,5,6,6,7,7,9,10,12,1.23067,1.07055,1.03123,1.02506,1.01046,1.00237,0.994968,0.985409,0.984462,0.98071,0.97695,0.974017,0.971721,0.971194,0.970639,0.969836,0.969277,0.968984,0.968682,0.968682,0.968682,0.968682
3,52,0,11,3.8,2.99885,1.01692,-0.618969,1.4677,2.26386,-1.29761,-1.25043,-1.29337,-1.0261,-2.88989,-2.63906,0.586282,-0.429209,-1.39722,0.932957,-1.71758,-1.75262,-0.421256,0.658432,-1.97305,0.436957,-1.43551,0.717952,-2.15554,0,0,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,4,5,5,6,6,7,8,8,9,9,11,1.36382,1.10284,1.0413,1.02958,1.00621,0.996948,0.992734,0.985211,0.978855,0.978325,0.97445,0.970438,0.966433,0.965306,0.964078,0.962031,0.961267,0.959776,0.959413,0.959352,0.958724,0.958548
4,65,0,14,5.96667,3.24285,1.07302,-1.317,2.00706,1.92992,-1.81304,-1.81604,-1.1612,-1.1145,-2.69873,-2.1697,0.291172,-0.429225,-1.45573,1.26914,-2.57619,-1.47781,-0.617984,0.149516,-3.25258,-0.104,-1.82505,1.819,-2.60502,0,1,2,2,3,3,4,4,4,4,4,5,5,5,6,6,6,6,7,7,7,7,8,8,9,9,10,11,12,14,1.48208,1.10355,1.05177,1.03234,1.01147,0.997157,0.993142,0.984978,0.977227,0.974698,0.971745,0.965612,0.962581,0.958992,0.958141,0.955117,0.954093,0.952191,0.951224,0.950714,0.949098,0.948643
5,78,1,14,5.33333,3.31489,1.10753,-1.35487,1.35048,1.31179,-1.82302,-2.44033,-1.62102,-0.112198,-2.98161,-1.92595,-0.538614,-0.581728,-1.24099,1.41854,-2.79205,-1.75216,-1.16288,0.821895,-2.33807,-0.479691,-1.36882,2.01842,-3.47063,1,1,2,2,2,2,3,3,3,4,4,4,4,4,4,4,5,5,6,6,6,6,7,8,9,9,9,10,13,14,1.56225,1.09501,1.06154,1.03809,1.02075,0.99996,0.993712,0.98773,0.981747,0.970995,0.968903,0.963281,0.957158,0.95305,0.951013,0.947615,0.947052,0.944842,0.944176,0.943996,0.9405,0.939291
6,91,2,14,7.16667,3.24923,1.17419,-0.376062,0.713432,1.89715,-2.18494,-2.20192,-2.77777,0.401761,-2.95856,-2.82654,-0.365159,-0.958844,-2.53538,0.966679,-3.91507,-2.57357,-1.74254,1.38534,-2.6821,-1.58046,-2.11151,1.97814,-3.44866,2,3,3,3,4,5,5,5,5,5,5,5,6,6,6,6,7,8,8,8,9,9,10,10,10,11,11,12,14,14,1.68848,1.09106,1.0842,1.05465,1.01585,1.00553,0.995857,0.981425,0.975034,0.967833,0.963696,0.960831,0.953994,0.949262,0.94427,0.942071,0.939578,0.93852,0.936557,0.935019,0.932855,0.929964
7,104,2,18,7.93333,4.47933,1.21294,-1.40629,2.24112,1.53417,-1.82193,-2.33257,-2.98195,0.796528,-2.67421,-3.24319,-0.829554,-0.600626,-2.12735,0.919303,-4.69658,-1.92842,-1.04912,1.32483,-2.10648,-1.81568,-2.31484,2.42787,-3.53293,2,2,2,3,3,4,4,4,4,5,5,6,6,7,8,8,8,9,9,9,9,10,11,11,12,13,14,15,17,18,1.77699,1.11043,1.08851,1.04796,1.01296,0.998784,0.995192,0.984514,0.975115,0.970405,0.963298,0.95786,0.952594,0.944601,0.937593,0.935082,0.932797,0.932564,0.929667,0.925917,0.92565,0.924643
8,117,2,19,10.1333,4.11669,1.27108,-0.347931,1.8012,0.0769813,-2.22284,-2.9476,-2.40685,1.56625,-1.1187,-4.08277,-0.884225,-1.04112,-2.71545,0.160205,-4.24674,-2.59294,0.623137,2.26227,-2.62703,-2.19745,-2.51116,3.27961,-3.5059,2,3,4,6,6,6,7,7,8,9,9,9,9,9,10,10,10,11,11,12,12,12,13,14,14,14,14,16,18,19,1.83937,1.16543,1.10347,1.04857,1.02584,1.00597,0.989977,0.984515,0.979021,0.965668,0.961835,0.951906,0.946588,0.938576,0.934108,0.930451,0.927721,0.925351,0.923773,0.919509,0.91735,0.916702
9,130,3,20,10.5333,4.40793,1.33459,-0.519789,1.55588,0.158286,-1.79055,-3.00642,-2.13074,1.00857,-1.96352,-4.91377,-0.694609,-1.35415,-3.18075,-0.82624,-4.50253,-3.30273,0.729342,1.47114,-3.17664,-2.80086,-4.12895,3.70427,-4.18758,3,5,6,6,6,6,6,7,8,8,8,8,9,9,10,10,10,11,12,12,12,12,13,15,15,16,17,17,19,20,1.93894,1.1897,1.11707,1.0402,1.02928,1.00157,0.991295,0.98242,0.975963,0.964248,0.955102,0.947707,0.943328,0.937693,0.931166,0.926562,0.921004,0.91798,0.916161,0.914372,0.91328,0.909316
