generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21
0,13,0,3,0.466667,0.819307,0.949316,0.172064,-0.052348,0.323777,-1.60471,0.607808,0.0401702,-0.619213,-0.0371536,0.89193,-0.122437,0.764101,-0.39004,-0.70856,0.305561,-0.14212,0.424327,-0.710409,-0.272444,-0.60423,-0.409526,-0.247082,-0.8065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,3,1.09478,1.02455,1.01747,1.00217,0.997773,0.992471,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945
1,26,0,7,1.4,1.90462,0.957503,-0.0657192,0.322241,-0.0130447,-1.82495,0.289313,0.0241779,-0.356661,-0.0409341,0.600946,-1.13093,1.6698,-1.19547,-0.59916,-0.0681052,-0.00118651,1.45937,-1.64118,-0.77903,-1.58979,-0.125066,-0.498497,-1.9552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,3,3,3,5,6,7,1.17967,1.05275,1.04541,1.01494,1.0035,0.992613,0.988405,0.984175,0.983135,0.981926,0.981379,0.979471,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011
2,39,0,12,5.06667,3.37264,0.947279,0.962945,-0.750556,-0.308787,-1.55319,-0.55775,-0.29482,-0.487517,0.61731,0.338584,-1.16473,1.59272,-0.861372,-0.755443,-0.381546,-0.14606,1.19957,-1.43031,-1.0542,-2.18236,-0.505257,-0.489778,-1.46819,0,0,1,1,1,2,2,2,3,3,4,4,4,5,5,5,5,5,5,5,7,7,7,8,8,9,10,10,12,12,1.21859,1.07246,1.0469,1.03347,1.02631,1.00082,0.988034,0.983993,0.980249,0.976422,0.973873,0.973131,0.971958,0.971128,0.970815,0.96965,0.969011,0.968719,0.968682,0.968682,0.968682,0.968682
3,52,10,36,20,6.47542,0.963635,0.282649,-0.835391,-0.622308,-1.5854,-0.346594,-0.446639,-0.101348,0.979686,-0.598193,-1.66495,1.15106,-0.408182,-0.985434,-0.452972,-0.241488,0.431122,-1.98385,-2.42592,-2.95084,-0.580213,-1.21166,-1.74005,10,13,13,13,14,14,14,14,15,15,16,18,18,18,19,19,20,20,21,21,22,23,23,26,27,27,29,29,33,36,1.27129,1.10462,1.04332,1.02852,1.02826,1.01264,1.00309,0.987481,0.978281,0.975093,0.971528,0.965419,0.964499,0.962774,0.962091,0.961573,0.96018,0.960104,0.95908,0.958965,0.958543,0.95849
4,65,8,41,20.5667,9.05799,1.03673,0.420136,-1.10963,-1.11078,-1.73497,-0.462637,-0.53904,-0.056128,1.76997,-0.0552529,-2.52032,1.71622,-0.520031,-1.73264,-0.505961,-0.913605,-0.687052,-2.54129,-2.9228,-4.40072,-0.125864,-2.17438,-1.99721,8,9,10,10,10,11,12,13,15,15,16,17,18,19,19,19,19,20,22,24,25,25,26,26,28,35,35,35,35,41,1.45428,1.12102,1.04525,1.02231,1.01965,1.00992,1.0014,0.988122,0.982289,0.97625,0.965682,0.963633,0.960666,0.959337,0.954828,0.954474,0.952425,0.951674,0.95094,0.949865,0.949543,0.948833
5,78,5,81,33.8,16.9388,1.09079,0.0123082,-0.734931,-0.903513,-1.88346,-0.263678,-0.527374,-0.68242,0.993843,1.15635,-3.62955,1.18087,-0.597938,-0.715606,-0.800106,-1.11428,-1.47657,-2.33347,-2.38041,-4.18901,-0.55722,-2.79431,-2.50101,5,9,11,15,16,20,20,22,22,24,30,31,32,34,34,34,34,35,37,38,39,40,40,41,42,51,51,55,71,81,1.56449,1.11674,1.0379,1.02919,1.0214,1.01115,0.999023,0.993295,0.986095,0.973352,0.967126,0.959761,0.957749,0.956692,0.954242,0.951777,0.948447,0.946082,0.943989,0.942979,0.942026,0.941098
6,91,23,82,40.4333,13.9721,1.14824,0.0739597,-1.41022,-1.01407,-1.84868,0.161648,-0.628194,-1.68758,1.08538,0.526631,-3.33886,1.0697,-1.52856,-0.86537,-0.487185,-1.69597,-2.35481,-2.80311,-2.34905,-4.71977,0.15508,-3.2222,-2.99548,23,23,24,24,25,28,29,30,31,31,32,33,36,38,42,42,42,42,43,43,44,46,47,48,52,53,54,54,72,82,1.67487,1.12192,1.04364,1.0267,1.01169,1.00453,0.995719,0.992498,0.978876,0.977584,0.964754,0.961323,0.954301,0.952389,0.948484,0.94526,0.94201,0.940383,0.937169,0.936639,0.933733,0.931864
7,104,12,88,49.2,19.7456,1.20249,0.150936,-1.23249,-0.855761,-2.36879,0.974507,-0.42221,-1.97546,1.60788,0.601221,-3.15529,0.451539,-2.65498,-0.986345,-0.758742,-1.5647,-2.35795,-2.68882,-2.36431,-4.07445,-1.47346,-3.32085,-4.46883,12,19,27,30,31,32,33,33,34,36,38,41,43,45,47,51,52,52,53,55,55,56,58,65,70,71,81,81,87,88,1.76567,1.13571,1.07647,1.02081,1.01355,1.00788,0.991486,0.986031,0.980664,0.973276,0.963819,0.95465,0.948574,0.945659,0.945422,0.939173,0.934516,0.933615,0.930282,0.927692,0.926568,0.925094
8,117,15,92,47.9,20.8117,1.25766,0.176587,-1.38081,-0.618,-2.40521,0.75216,-1.12147,-1.6566,1.02302,-1.38212,-3.31624,-0.143565,-1.87216,-1.23804,-1.42071,-1.01766,-2.86076,-3.50743,-3.0079,-5.36815,-0.775816,-4.54332,-4.30306,15,16,21,23,26,26,27,28,34,38,38,41,43,44,45,47,48,50,53,54,57,63,64,66,72,72,73,78,83,92,1.87741,1.15166,1.08031,1.02094,1.01212,1.00159,0.992764,0.983269,0.982993,0.97378,0.958576,0.952712,0.946239,0.942749,0.936069,0.934605,0.931154,0.926157,0.925159,0.919917,0.918326,0.91618
9,130,21,111,52.8,21.8575,1.31309,0.926073,-1.10672,-1.19805,-2.59793,1.90297,-1.7124,-2.12123,0.840168,-0.885727,-2.72168,-0.366159,-2.06257,-1.02943,-2.45252,-0.903423,-3.0068,-2.57457,-3.9536,-5.65656,-0.909064,-4.61494,-5.20366,21,22,27,29,32,32,33,34,36,41,42,42,44,47,48,52,53,56,58,59,63,65,67,68,68,78,79,86,91,111,1.967,1.15571,1.09232,1.01688,1.01204,1.00313,0.993771,0.989254,0.980126,0.969003,0.955899,0.952484,0.946588,0.938186,0.93426,0.928983,0.928486,0.925347,0.917155,0.91533,0.912751,0.907535
