generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21
0,13,0,11,2.93333,3.6477,0.935086,-0.689676,-0.436736,-0.587708,-0.153222,-0.0334461,-0.18845,-0.0775984,0.344862,-0.0263628,-0.916723,-0.766459,0.579656,-0.326508,0.0524361,-0.518665,-1.16714,-0.502472,-0.216677,0.163443,-0.173819,-0.529058,-0.509472,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,3,3,3,4,5,5,7,8,10,10,10,11,1.06902,1.01917,1.01491,1.001,0.993522,0.991319,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945
1,26,6,78,28.6667,15.6829,0.901783,-1.52623,-0.147158,-0.900497,0.393863,-0.522371,-1.0264,-0.156865,-0.0876869,0.0809458,-1.2605,-0.109984,0.143729,-0.61221,-0.326822,-0.633856,-1.20836,-0.693763,0.354565,-0.212131,-0.231664,-1.18024,-0.953702,6,7,10,10,11,14,15,17,18,19,19,23,25,26,27,28,29,32,33,37,37,37,39,39,40,42,45,48,49,78,1.10495,1.0272,1.01744,1.00815,0.998728,0.994773,0.986406,0.985633,0.982608,0.982066,0.980458,0.980226,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011
2,39,7,46,25.1667,10.961,0.887577,-0.823827,0.830812,-1.25364,0.24955,-1.61723,-1.21056,-0.134496,0.6901,-0.161578,-1.50568,0.0232873,-0.332985,-0.0227883,-0.782041,-0.41196,-1.46903,-0.853901,0.0753241,-0.477752,-0.141351,-1.73231,-0.807157,7,8,11,12,12,13,14,16,18,19,21,22,23,23,25,26,28,28,28,29,29,32,33,33,34,37,38,44,46,46,1.14072,1.04305,1.01365,1.01165,1.0053,0.999072,0.990174,0.982925,0.982794,0.97876,0.974548,0.974227,0.972482,0.971157,0.970547,0.969593,0.969277,0.968875,0.968682,0.968682,0.968682,0.968682
3,52,2,79,37.6333,15.1805,0.869845,-0.972141,1.30892,-0.900191,0.560716,-1.3168,-0.331944,-0.332014,-0.0855274,-0.79927,-1.78707,0.0902594,-0.243405,-0.1601,-0.670914,-0.258454,-0.70341,-0.532351,-0.460123,-0.791756,-0.65865,-2.26323,-1.43387,2,19,21,21,23,24,27,29,29,31,32,33,34,34,34,35,36,39,42,43,44,45,48,48,49,56,56,58,58,79,1.17326,1.05017,1.03265,1.01819,1.00335,0.998783,0.991821,0.988839,0.980709,0.973175,0.971452,0.969073,0.96627,0.964584,0.963352,0.961393,0.961021,0.959911,0.959292,0.958742,0.958662,0.958474
4,65,12,87,37.6,17.3177,0.885498,-1.03851,1.18957,-1.32512,0.53766,-1.39685,-0.589386,-0.547936,-0.474601,-1.51103,-2.27169,0.0115001,-0.133225,-0.601616,-0.580908,-1.77705,-1.32063,-1.65453,-1.00952,-1.1153,-0.768429,-2.10198,-2.04258,12,19,20,21,21,24,24,26,27,31,32,32,32,34,35,36,36,36,36,37,37,39,40,44,46,52,70,70,72,87,1.26103,1.06204,1.03043,1.01782,1.00558,0.992211,0.990537,0.98385,0.981906,0.974155,0.96997,0.963764,0.961113,0.959904,0.957076,0.954376,0.953309,0.952375,0.951446,0.949314,0.949011,0.94871
5,78,16,197,94.6333,38.0585,0.891578,-0.692861,0.249171,-1.50645,0.489546,-0.645919,-0.390434,-1.02095,-0.212593,-0.999604,-2.20102,-0.126105,-0.433894,-1.26018,-0.641053,-1.16556,-1.20982,-1.33389,-1.48179,-0.883741,-0.346471,-2.32488,-3.28589,16,42,48,57,66,66,68,69,70,72,73,81,86,87,93,94,99,99,102,103,106,108,110,118,120,123,143,155,168,197,1.31059,1.07758,1.03627,1.01824,1.00674,0.99926,0.988258,0.98314,0.980775,0.970626,0.966777,0.96236,0.957848,0.954077,0.950976,0.949459,0.945907,0.945264,0.943755,0.942293,0.940942,0.940232
6,91,42,435,144.133,86.3021,0.929616,-0.700499,0.0210604,-1.77744,0.0982065,-1.23074,-0.42466,-1.07659,-1.15214,-0.721737,-2.86132,0.119708,-0.214731,-1.70278,-0.605267,-1.0053,-1.8484,-0.739467,-2.43276,-0.945214,-0.409699,-2.34403,-4.28893,42,51,56,62,76,90,92,94,98,100,108,108,112,117,118,123,126,134,152,155,160,161,169,170,173,185,235,254,368,435,1.39988,1.10446,1.03697,1.01319,1.00404,0.994335,0.992059,0.979808,0.975523,0.970977,0.96754,0.954507,0.952449,0.950931,0.945375,0.942938,0.940799,0.937543,0.93604,0.933257,0.932817,0.93106
7,104,39,267,90.5333,44.5644,0.950651,-0.838858,0.208171,-1.18913,-0.0752886,-1.49146,-0.635135,-1.30514,-1.38525,-0.608657,-2.2966,0.301154,-0.836384,-1.86778,-0.338206,-1.15772,-2.09102,-0.855544,-2.23887,-0.711733,0.0485855,-3.10368,-4.56038,39,39,51,52,57,59,60,60,64,69,71,73,75,76,77,84,90,95,96,96,96,102,103,105,108,117,123,143,169,267,1.47172,1.10847,1.03143,1.01102,1.00062,0.990771,0.985717,0.983243,0.973872,0.96398,0.961825,0.959836,0.946152,0.944459,0.937941,0.937449,0.933606,0.93234,0.929917,0.925509,0.924463,0.92333
8,117,14,331,117.733,69.7651,0.958775,-0.11186,0.472898,-1.1086,0.0269853,-2.37748,-0.351675,-1.19122,-0.879412,-0.542051,-1.46455,0.827155,-1.76267,-1.15344,-0.588961,-1.6027,-1.38706,-0.912643,-2.56085,-0.626184,-0.00294215,-2.86265,-4.67538,14,18,51,58,60,65,67,69,70,73,74,79,88,88,95,103,110,116,117,123,143,167,169,181,184,186,197,203,233,331,1.51075,1.10456,1.05922,1.01435,1.0057,0.992441,0.990087,0.975706,0.967474,0.959069,0.957679,0.955336,0.944823,0.939485,0.931628,0.928139,0.924215,0.923748,0.922284,0.920387,0.916826,0.91577
9,130,17,230,107.767,58.8608,0.992565,-0.138643,-0.503738,-1.83556,-0.982011,-3.51064,-1.00707,-1.18533,-1.38895,-0.401496,-1.46265,1.00052,-2.22768,-1.45653,-1.36105,-1.49834,-1.15251,-1.41806,-1.62319,-0.895232,0.584088,-1.99212,-5.27211,17,22,29,39,42,47,58,60,61,64,79,79,82,95,97,100,113,124,132,133,138,151,157,165,168,176,185,194,196,230,1.55563,1.10412,1.08946,1.04755,1.01,0.989502,0.983652,0.976284,0.968884,0.960098,0.95346,0.946674,0.943351,0.93574,0.929682,0.924879,0.919337,0.915358,0.914569,0.913654,0.910119,0.907233
