generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21
0,13,0,5,0.7,1.23596,0.927396,0.571802,-0.365498,-0.239367,0.567436,-0.0938836,-0.115089,-0.420962,-0.400734,0.329252,-0.0417766,-0.0231475,-0.665556,0.771642,-0.448108,0.660241,-0.452556,-0.160928,-0.0917285,-0.431793,1.01912,-0.407566,-0.0477543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,4,5,1.08082,1.03355,1.01869,1.00264,0.99577,0.993136,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945
1,26,0,2,0.3,0.595963,0.882489,0.161865,-0.204724,-0.404555,0.960749,0.0348103,-0.868904,-0.452584,-1.0387,0.695691,-0.417707,0.287502,0.106617,0.637234,-0.769203,0.959129,-0.433603,-0.504195,-0.107857,-0.421213,1.40392,0.0346682,-0.81545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,1.12717,1.02996,1.02357,1.01826,0.997941,0.993739,0.990273,0.985885,0.983786,0.981881,0.980701,0.980214,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011
2,39,0,4,0.2,0.761124,0.843773,0.748654,0.0115989,-0.212253,0.373531,0.143218,-0.84627,0.233261,-1.04633,-0.122921,0.0506372,0.141335,0.144528,0.247073,-1.95603,1.35276,-0.0981953,-0.445169,0.295863,-0.8041,1.07532,0.157967,-0.351447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1.13753,1.07713,1.02107,1.01461,1.00814,1.00297,0.991373,0.987714,0.985406,0.97982,0.977263,0.974345,0.971952,0.970595,0.970214,0.969791,0.969035,0.968788,0.968682,0.968682,0.968682,0.968682
3,52,0,2,0.4,0.723974,0.811772,1.1212,0.129173,0.0998902,0.552304,-0.244994,-0.513374,0.90459,-1.37698,-0.999152,0.407556,0.484635,0.107613,0.355931,-1.09657,1.66523,-0.75833,-0.629989,0.135496,-0.417038,0.806209,-0.0691276,-0.701423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,1.13699,1.08708,1.04157,1.02331,1.00733,1.00429,0.992054,0.98916,0.984633,0.976238,0.974393,0.968629,0.967224,0.964182,0.962647,0.96215,0.961059,0.960571,0.960085,0.958965,0.958599,0.95855
4,65,0,9,2.26667,2.86397,0.793111,1.40391,0.313692,0.296228,0.247605,0.176917,-0.203146,0.429409,-1.70888,-1.00007,0.644369,0.562887,-0.384993,0.337952,-1.31801,1.91348,-0.531323,-0.738478,0.0768736,-0.977997,0.173584,-0.425011,-1.56743,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,3,3,4,5,6,7,8,9,9,1.14598,1.11527,1.04619,1.01997,1.01612,0.99924,0.994863,0.990248,0.977934,0.970913,0.96896,0.963292,0.959229,0.958579,0.955481,0.954559,0.953255,0.952616,0.951891,0.94976,0.949537,0.948765
5,78,1,24,8.1,5.02648,0.784652,1.2128,0.32366,1.0265,0.0717456,-0.331505,0.126067,0.140261,-1.65142,-0.843432,0.429804,0.502594,-0.486416,-0.055772,-1.46563,1.40963,-0.493589,-1.19327,-0.450939,-1.40577,0.262149,-1.31501,-1.99728,1,1,4,4,5,5,5,5,5,5,6,6,6,6,7,7,7,7,8,9,10,10,11,11,11,11,12,12,22,24,1.15809,1.13409,1.04738,1.02235,1.01653,1.01079,0.991667,0.988833,0.975115,0.970728,0.96404,0.959039,0.955482,0.951326,0.949576,0.947557,0.946665,0.944594,0.944072,0.941426,0.94027,0.939844
6,91,1,18,7,3.30099,0.782192,0.56902,0.616729,0.794643,0.134294,-0.0504332,0.88681,0.69516,-1.07905,-0.923365,0.313677,0.461925,-1.18901,0.497801,-1.61092,1.41008,-1.31554,-1.6809,-0.723126,-1.34127,0.529642,-1.37317,-2.02696,1,3,3,3,4,5,5,5,5,5,5,6,6,7,7,7,7,7,7,8,8,9,9,9,9,9,10,10,13,18,1.18878,1.12788,1.06615,1.03896,1.01451,1.00786,0.996996,0.985172,0.970572,0.966246,0.964541,0.954407,0.951209,0.946854,0.944238,0.940511,0.938213,0.936664,0.93608,0.933541,0.933087,0.931533
7,104,1,22,9.46667,5.07008,0.796961,1.15296,0.301841,0.613985,-0.23371,0.0316775,0.730559,0.858435,-0.667549,-1.60807,0.381129,1.01391,-1.79252,0.178189,-1.86391,1.00245,-1.39085,-2.23149,-0.71771,-1.59494,0.471152,-1.7092,-2.40772,1,2,3,4,4,4,6,6,6,7,7,7,8,8,8,9,9,9,11,12,13,13,14,14,14,14,15,15,19,22,1.25353,1.12935,1.07426,1.03252,1.015,1.00679,1.00176,0.981356,0.968164,0.960841,0.957622,0.95381,0.944759,0.942262,0.93917,0.934992,0.934081,0.928691,0.928577,0.926804,0.924057,0.922847
8,117,1,23,9,4.42563,0.810522,1.44726,-0.30541,0.240021,-0.594809,-0.455307,1.09923,0.759495,-0.738774,-1.57426,0.929375,1.02014,-2.32497,0.143278,-1.65107,1.14034,-1.66724,-1.57859,-0.63218,-2.08709,0.0483806,-2.20927,-2.26358,1,4,4,5,5,6,6,6,6,7,7,7,7,8,8,8,9,9,9,10,10,11,11,11,13,13,14,15,17,23,1.32275,1.12588,1.0795,1.02535,1.02385,0.999672,0.99454,0.993263,0.974559,0.960188,0.954223,0.947852,0.938391,0.935455,0.932997,0.930156,0.926587,0.922072,0.919649,0.918812,0.915162,0.914322
9,130,1,29,13.4,6.93616,0.830594,1.27738,-0.433331,-0.0147409,-0.516054,-0.500049,0.968381,0.576965,-0.501946,-1.88476,1.75727,1.25423,-2.56678,0.281027,-1.37122,0.785623,-1.78725,-1.52857,-0.493693,-2.38369,-0.193664,-2.08869,-3.25424,1,4,5,5,6,7,8,9,9,10,10,10,11,11,12,12,14,14,15,15,16,16,18,21,21,22,22,23,26,29,1.4027,1.11908,1.0846,1.02854,1.01784,0.997261,0.989188,0.986196,0.96905,0.964953,0.949913,0.941042,0.938287,0.930889,0.92816,0.923266,0.922046,0.915225,0.912302,0.911504,0.909631,0.906698
