generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21
0,13,0,14,1.23333,2.71247,0.939611,-0.9578,-0.266691,-0.581581,0.19218,0.20605,0.134865,0.000564106,-0.0438223,-1.09156,-0.195281,0.175562,-0.0112223,0.263093,-1.19959,0.884837,0.185401,-0.397422,-0.0194501,0.00807348,0.304491,-0.208497,-0.952533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,3,3,5,14,1.07181,1.06413,1.02194,1.00787,0.994472,0.991049,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945
1,26,0,8,3.3,2.38023,0.895142,-0.939867,-0.55551,-0.164701,0.831687,0.610267,0.523473,0.265803,-0.161209,-1.73348,-0.486937,0.1373,-0.70514,0.624156,-1.09837,0.696833,-0.249549,0.200027,-0.583284,-0.485496,-0.106261,0.0953096,-0.784574,0,0,0,0,1,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,5,5,5,6,6,7,7,7,8,1.09171,1.06587,1.01729,1.01227,1.00711,0.998347,0.988737,0.987973,0.984872,0.982955,0.981112,0.980045,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011
2,39,0,16,4.8,3.83631,0.865659,-0.600772,-0.0709956,0.447501,0.507337,0.263071,-0.088375,-0.282038,-0.456282,-1.22168,-0.676682,-0.541494,-0.780618,1.6334,-1.08007,0.527908,0.0987108,0.293203,-1.24974,-0.287554,-0.439751,-0.38777,-1.69391,0,0,1,1,1,1,2,2,3,3,3,3,3,4,4,4,5,5,5,5,5,5,6,6,8,9,10,11,13,16,1.10656,1.06144,1.05049,1.02651,1.00997,1.00216,0.995068,0.989351,0.981409,0.979179,0.977327,0.976994,0.97345,0.972466,0.970702,0.970117,0.969666,0.968813,0.968682,0.968682,0.968682,0.968682
3,52,0,11,3.5,3.28791,0.848025,-0.33398,-0.269395,0.396457,0.533054,0.324049,0.592342,0.111403,-1.04356,-1.18976,0.011695,-0.0945294,-1.00906,1.27449,-1.33141,0.466192,0.466559,0.55477,-1.54515,-0.144391,-0.0873757,-0.199334,-2.72029,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,3,4,4,4,4,5,5,5,6,6,6,9,10,10,11,1.12767,1.087,1.05998,1.02757,1.02591,1.00644,0.996728,0.987705,0.985729,0.975224,0.973954,0.971647,0.970682,0.968684,0.966258,0.964651,0.96142,0.960673,0.96012,0.959505,0.959263,0.958577
4,65,0,19,6.43333,4.81867,0.844922,-0.386651,-1.25159,0.215094,0.654809,0.271629,0.97336,0.918676,-0.829299,-1.37742,-0.877387,-0.388883,-0.817225,1.52265,-1.46336,-0.28865,1.25027,0.869772,-2.17791,-0.4723,-0.158987,-0.185214,-2.268,0,1,1,1,1,2,3,3,3,4,4,4,5,5,5,5,6,6,6,7,8,9,10,10,10,11,14,14,16,19,1.16531,1.09252,1.05581,1.04119,1.02307,1.01387,1.00137,0.988022,0.986658,0.979407,0.978231,0.970069,0.962834,0.9623,0.960626,0.958204,0.954239,0.952871,0.95109,0.9505,0.949929,0.949157
5,78,0,16,4.66667,3.74473,0.845417,-0.134488,-1.24821,-0.745135,0.731043,0.302845,1.3992,0.888526,-0.979581,-1.84064,-1.37075,0.614394,-0.298184,2.30651,-1.15735,-0.337318,0.426239,0.926775,-1.94049,-0.17972,0.379013,-0.453569,-2.55039,0,1,1,1,1,2,2,2,2,2,2,2,3,3,3,4,5,5,5,5,6,6,6,7,7,9,10,11,11,16,1.20844,1.09458,1.07758,1.04129,1.02819,1.00769,0.995074,0.987608,0.97989,0.97514,0.971209,0.967138,0.964345,0.955582,0.95429,0.950745,0.949364,0.945047,0.943967,0.943205,0.941423,0.940053
6,91,0,7,3.86667,2.08001,0.866355,-0.765763,-1.28333,-0.50247,1.49271,0.197806,1.64753,1.35261,-0.545134,-1.45399,-1.48142,0.676051,-0.888717,2.51429,-1.00934,-0.847283,0.418704,1.66945,-2.98606,-0.579745,0.687451,-0.763839,-2.80655,0,1,1,1,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,5,5,5,6,6,6,7,7,7,7,7,1.29982,1.10011,1.08036,1.04508,1.02029,1.01277,1.00028,0.986791,0.980215,0.974977,0.967236,0.963023,0.960283,0.952623,0.946404,0.942593,0.941514,0.938482,0.936989,0.936711,0.933703,0.931181
7,104,1,12,5.4,2.76181,0.889717,-0.509269,-1.4791,-0.202548,1.24199,0.52143,1.045,1.53842,-0.994823,-1.42514,-0.927372,0.693825,-0.571459,2.79874,-1.52697,-0.935799,0.741282,1.50719,-3.5182,-0.945189,1.03761,-1.65041,-3.6002,1,1,2,2,3,3,4,4,4,4,4,4,4,5,5,5,5,6,6,6,6,6,6,7,8,9,9,10,11,12,1.39272,1.09861,1.08896,1.0416,1.02638,1.01477,1.00688,0.984091,0.971841,0.96884,0.962921,0.961277,0.956108,0.945987,0.943124,0.935906,0.934386,0.932817,0.92923,0.927776,0.92666,0.924444
8,117,1,15,5.16667,2.96047,0.889228,-1.376,-1.27527,-0.732683,0.692162,0.800504,1.04575,1.91133,-1.09267,-1.72541,-0.85387,0.5271,-0.779168,2.80545,-1.27554,-0.914572,-0.230757,1.87515,-2.79133,-1.48322,1.11007,-1.74955,-2.96013,1,2,2,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,6,6,6,6,6,7,7,7,10,12,15,1.45854,1.10103,1.08298,1.03357,1.02788,1.00832,0.999282,0.982565,0.979327,0.969414,0.964418,0.958033,0.951171,0.947331,0.937535,0.935055,0.929884,0.925291,0.923503,0.921405,0.91839,0.916263
9,130,0,12,5.33333,3.58477,0.885464,-0.982979,-1.98992,-0.450597,0.690561,0.515646,1.0378,1.51628,-1.3098,-1.67953,-1.42008,1.16581,-0.475226,2.73098,-1.26603,-0.903301,-0.278519,2.75705,-2.72183,-1.7055,1.17868,-1.8449,-3.20585,0,0,1,1,1,1,3,3,3,3,3,3,3,4,5,6,6,6,7,7,7,7,8,8,10,10,10,11,11,12,1.51288,1.09514,1.07765,1.04434,1.03566,1.00504,0.995085,0.980488,0.976421,0.963275,0.959589,0.956126,0.95112,0.945015,0.934058,0.929444,0.926806,0.924071,0.91683,0.915993,0.911717,0.909025
10,143,0,11,5.23333,2.54183,0.886513,-1.11513,-2.13838,-0.491769,-0.286676,0.65153,1.17252,1.39918,-1.73876,-1.66517,-1.17589,1.30085,-0.646383,2.83956,-1.64433,-1.38126,-0.295631,3.04006,-2.40549,-1.06565,0.0113096,-2.20656,-3.79054,0,1,1,3,3,3,3,3,4,4,4,4,5,5,5,6,6,6,6,6,6,7,7,7,7,8,8,9,9,11,1.55264,1.09181,1.0747,1.04526,1.03445,1.02995,0.993526,0.989776,0.979226,0.957035,0.953817,0.948227,0.943053,0.939458,0.928607,0.923337,0.920646,0.917304,0.913487,0.908404,0.905215,0.901251
11,156,2,13,5.9,2.63072,0.899401,-1.08606,-2.55588,-0.519117,-0.219636,0.949692,1.04392,1.63851,-2.13895,-1.52008,-1.10812,1.09873,-1.00441,3.44894,-1.7656,-1.53241,-0.660678,3.52515,-3.23568,-1.07526,0.0687614,-2.14696,-4.58108,2,2,3,3,3,3,4,4,4,5,5,5,5,5,6,6,6,6,6,6,7,7,7,7,8,9,9,10,11,13,1.65375,1.08731,1.07111,1.04886,1.03873,1.02476,0.992124,0.985541,0.973358,0.952453,0.948225,0.940248,0.935913,0.934213,0.924745,0.915937,0.913959,0.91207,0.905433,0.900775,0.897695,0.893774
12,169,1,12,6.7,2.76867,0.927772,-0.723941,-2.2983,-0.587743,0.264925,0.869712,1.64024,1.22926,-3.30873,-2.05397,-1.3985,1.02286,-1.34111,3.68904,-1.82099,-2.19482,-1.3338,3.43999,-3.26252,-0.462312,0.273926,-2.54163,-5.25603,1,2,3,3,3,4,4,5,6,6,6,6,6,6,7,7,7,7,8,8,8,8,8,9,9,10,10,11,11,12,1.74919,1.09627,1.07551,1.05527,1.0416,1.01928,1.00816,0.979918,0.966001,0.954969,0.947731,0.937721,0.931302,0.926132,0.919269,0.909735,0.907124,0.904913,0.898767,0.893833,0.889809,0.888319
13,182,0,11,6.2,3.08947,0.972508,-1.03354,-2.34391,-1.26384,-0.12934,1.98088,1.82475,2.15445,-3.10313,-2.17745,-0.961677,1.26394,-1.6295,2.74883,-2.23889,-2.37981,-0.927878,3.60422,-3.07971,-0.573898,-0.132444,-3.60552,-6.39725,0,1,2,2,3,3,4,4,4,5,5,5,5,5,6,7,7,7,7,8,8,8,9,9,9,10,10,11,11,11,1.86032,1.11041,1.0788,1.0511,1.03908,1.03175,1.00526,0.991817,0.961027,0.957144,0.94264,0.934743,0.929608,0.921895,0.91152,0.909454,0.905699,0.898747,0.895365,0.891249,0.884445,0.881717
14,195,1,13,5.76667,2.93238,1.01689,-1.79862,-2.3851,-1.08856,0.0129928,1.04993,0.768086,2.44258,-3.97986,-2.26041,-2.27562,1.29967,-1.42121,2.6808,-1.91038,-2.42132,-1.3903,4.34877,-3.07628,-0.317954,-1.1826,-3.51237,-6.44854,1,2,2,2,3,4,4,4,4,4,4,5,5,5,5,5,5,6,6,6,7,7,7,8,8,9,9,11,12,13,1.9609,1.11976,1.07508,1.06856,1.03449,1.02376,0.998016,0.984695,0.967378,0.958874,0.9345,0.931201,0.925399,0.91929,0.913614,0.907142,0.897992,0.894472,0.889797,0.886328,0.878435,0.873799
15,208,1,18,8.43333,4.29662,1.0592,-0.547378,-3.05812,-1.01969,-0.0477822,0.0738714,0.210949,1.24146,-4.11016,-2.83146,-2.61931,1.75013,-1.99615,2.38388,-0.613129,-2.0033,-0.994834,4.12442,-3.11497,-0.644538,-0.803366,-3.05211,-7.49281,1,2,2,3,4,5,5,5,6,6,6,7,7,7,8,9,9,9,10,10,11,11,11,11,12,13,14,15,16,18,2.03172,1.12606,1.08043,1.06062,1.04781,1.01951,1.01233,0.990697,0.980559,0.962988,0.957343,0.932431,0.924172,0.915588,0.906668,0.904827,0.893016,0.888079,0.883046,0.87742,0.871596,0.867377
16,221,2,23,9.3,5.22692,1.09894,-0.437326,-3.58244,-0.280613,0.109078,0.193682,-0.386081,0.8759,-4.76844,-2.45011,-3.34772,1.74892,-2.06747,1.98204,-1.67583,-2.57855,-1.27003,4.46763,-3.06938,-1.30667,-0.967385,-2.40373,-7.56895,2,3,3,3,4,4,5,5,5,6,6,7,7,7,8,8,10,11,11,12,12,12,13,13,14,14,16,17,18,23,2.09507,1.13606,1.09704,1.07133,1.04116,1.0236,1.00554,1.00165,0.973328,0.966976,0.950937,0.93215,0.925534,0.916951,0.901742,0.897786,0.887789,0.882185,0.881632,0.873534,0.867985,0.864798
17,234,0,18,8.9,5.59156,1.13302,-1.07875,-4.08301,0.139451,0.269181,0.647971,-0.862921,0.0507609,-3.92233,-2.03733,-3.62852,1.60286,-2.29435,0.653807,-0.963994,-2.22884,-1.46113,3.34169,-2.70122,-1.10048,-1.1151,-2.64749,-7.81145,0,2,2,2,3,3,3,4,4,5,5,6,7,8,8,9,10,11,11,11,12,13,13,13,13,17,18,18,18,18,2.11624,1.18326,1.09914,1.06328,1.03412,1.02112,1.01282,0.99358,0.966138,0.962696,0.948045,0.926948,0.921382,0.910769,0.897691,0.895766,0.890957,0.885515,0.875524,0.866784,0.862094,0.856733
18,247,1,23,10.8333,5.73004,1.1529,-1.66827,-3.7327,1.05535,0.210162,-0.46092,0.315862,0.568062,-5.0813,-2.04683,-3.16825,1.00625,-3.00378,0.771758,-1.47232,-1.79626,-1.88823,2.06121,-2.81398,-0.842455,-1.57143,-3.13519,-7.51342,1,1,5,5,5,6,6,6,7,7,7,8,10,10,10,10,11,11,12,12,13,14,15,17,17,18,18,19,21,23,2.15001,1.22309,1.11813,1.07062,1.02978,1.02076,1.00719,1.00019,0.975008,0.956466,0.948465,0.921459,0.9179,0.91106,0.897179,0.890509,0.889008,0.878389,0.871898,0.863545,0.8549,0.848196
19,260,1,40,15.5,8.41489,1.15077,-1.61155,-3.6672,1.18912,0.50987,-0.845131,0.727031,-0.293331,-4.43768,-1.66548,-2.44753,0.138694,-3.52855,0.437889,-1.10841,-2.43369,-1.80496,1.97099,-2.59334,-1.18882,-1.19117,-3.43466,-7.01794,1,5,5,8,8,10,10,10,11,11,11,13,13,13,13,14,14,14,15,15,17,17,20,24,25,25,26,28,29,40,2.1521,1.26651,1.10821,1.06415,1.03576,1.01275,1.00419,0.994721,0.970188,0.952666,0.943289,0.917922,0.913245,0.910959,0.899551,0.888817,0.881457,0.871772,0.866176,0.864053,0.854703,0.841183
20,273,0,35,16.0667,8.67391,1.11456,-1.95734,-2.84416,0.82549,0.0919496,-0.935742,0.0437133,0.509939,-3.96182,-2.16152,-2.51711,-0.368489,-3.07633,0.631269,-1.67766,-2.53114,-1.92857,1.55948,-2.55761,-1.42498,-0.319003,-2.79631,-7.58698,0,5,6,8,8,8,10,11,11,11,12,12,12,13,14,14,14,16,17,18,18,19,24,24,25,25,28,30,34,35,2.14183,1.27866,1.10917,1.07275,1.04752,1.01406,1.00212,0.989646,0.962839,0.945036,0.937023,0.913125,0.909059,0.905675,0.901309,0.882225,0.874912,0.866129,0.862344,0.856975,0.852875,0.834653
21,286,7,54,23.5667,11.4671,1.11099,-1.95779,-2.54328,-0.015271,-0.325537,-1.43098,0.144879,0.326754,-3.33412,-2.29928,-3.1751,-0.457171,-2.94087,-1.16828,-2.24535,-2.56256,-2.07388,1.05112,-1.6427,-0.774424,-0.146101,-2.59671,-7.67735,7,9,10,11,12,13,16,16,16,17,19,19,20,21,21,22,22,23,23,24,24,25,31,32,36,37,41,42,44,54,2.13757,1.31632,1.11917,1.09192,1.05877,1.00829,1.00307,0.988844,0.95837,0.94023,0.936397,0.911771,0.9071,0.903351,0.899052,0.888093,0.868704,0.859414,0.856142,0.852316,0.846758,0.828939
22,299,5,144,34.9333,25.9866,1.10483,-1.22501,-3.35234,0.462028,-0.256955,-1.54059,-0.369038,0.521893,-3.15407,-2.3134,-3.51093,-0.533224,-3.23207,-0.526188,-1.431,-2.65165,-2.49595,0.242041,-1.93846,-1.09453,-0.417601,-2.83515,-8.89525,5,7,10,10,12,17,17,20,20,21,21,21,30,32,34,34,35,36,36,37,40,41,42,44,54,55,55,57,61,144,2.15124,1.35151,1.12329,1.09001,1.05297,1.02048,1.0019,0.979375,0.954988,0.941586,0.927495,0.917072,0.905474,0.901211,0.89482,0.882296,0.87337,0.860696,0.849731,0.847791,0.841564,0.822253
