generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21
0,13,0,3,1.16667,1.11675,0.944538,-0.915863,-0.208831,0.214531,0.289636,0.286286,-0.320202,1.20322,0.0449349,-0.628744,-0.122649,-0.331482,-0.39126,-0.181974,0.314098,-0.653466,-0.593934,0.0554366,0.394136,-1.28828,0.597001,-0.617114,-0.362641,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,1.09308,1.03462,1.01791,1.00471,0.997791,0.992174,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945
1,26,0,9,2.96667,2.78522,0.909825,-0.941889,-1.05748,0.190389,-0.208622,-0.166377,-0.581333,1.3454,0.132198,-0.850843,-0.151381,-0.887549,-1.19068,-0.523019,0.0779266,-0.234341,-0.549143,-0.0845428,0.627298,-1.71429,0.209341,-0.453552,-0.841209,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,4,4,5,5,6,7,8,8,8,9,1.12044,1.04642,1.03661,1.02515,1.00951,0.999462,0.990983,0.98612,0.984218,0.982066,0.981133,0.980211,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011
2,39,0,13,4.36667,3.61494,0.919419,-0.293062,-1.38365,0.63671,-0.201175,-0.472542,-0.293958,1.11344,-0.19912,-1.53375,-0.875118,-1.92881,-1.92417,-0.888022,0.612637,-0.748917,-0.445061,-0.0648719,1.11466,-1.88153,0.495674,-1.1072,-1.6148,0,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,4,4,5,7,7,8,9,9,10,10,11,13,1.1917,1.05632,1.04169,1.02761,1.0145,1.00479,1.00078,0.992653,0.981549,0.977874,0.97402,0.973422,0.973023,0.971147,0.970764,0.970043,0.969737,0.968904,0.968682,0.968682,0.968682,0.968682
3,52,0,14,4.96667,3.39861,0.923599,-0.268788,-0.944445,1.03161,0.527311,-0.317166,-1.30037,1.05155,-0.619198,-1.67419,-1.42476,-1.8803,-1.6728,-0.948272,1.09951,-1.37811,-0.39362,-0.538478,0.844641,-2.25666,0.0510384,-0.944484,-1.56757,0,0,1,2,2,2,2,2,3,3,3,3,4,4,4,4,5,5,5,6,6,6,8,8,8,9,9,10,11,14,1.2455,1.05403,1.03989,1.03181,1.00635,1.00241,0.997052,0.987575,0.983474,0.977605,0.971747,0.970811,0.968599,0.965014,0.963542,0.962303,0.961313,0.960104,0.959621,0.958806,0.958543,0.958482
4,65,1,12,4.63333,2.87058,0.964678,-0.93379,-1.32438,0.585336,0.0764779,-0.0706612,-1.34619,0.183296,-0.470011,-2.36908,-1.40829,-1.16446,-2.72989,-1.01774,1.49429,-2.34298,-0.38987,-1.64348,1.73957,-3.16465,0.279036,-0.271084,-1.8374,1,1,1,1,2,2,2,3,3,3,3,4,4,4,4,4,5,5,5,5,5,5,6,6,6,8,8,10,11,12,1.35856,1.07566,1.04284,1.03126,1.01974,0.999917,0.99516,0.985377,0.980521,0.975362,0.968209,0.966041,0.961316,0.959639,0.958975,0.954928,0.952783,0.95229,0.951073,0.950135,0.949106,0.948929
5,78,0,12,4.26667,3.3003,0.991541,-0.345285,-0.456445,0.228465,1.11068,-0.712565,-1.46236,0.607914,-0.709317,-3.12832,-1.75327,-0.636179,-2.17348,-0.204476,1.73792,-2.15527,-0.326992,-2.0118,1.65338,-2.93103,0.48738,-0.176838,-2.42457,0,1,1,1,1,1,2,2,2,2,2,2,3,3,3,4,4,4,4,4,5,5,6,7,8,9,9,10,11,12,1.44413,1.09234,1.05593,1.03646,1.01464,0.999925,0.99425,0.988385,0.983127,0.974303,0.967375,0.964486,0.957438,0.953156,0.951118,0.949978,0.94809,0.945469,0.944024,0.942387,0.940243,0.940059
6,91,2,25,9.36667,5.73244,1.02066,-0.427722,-1.35889,-0.198482,1.5081,-0.713655,-1.79222,0.2668,-1.06952,-2.97543,-2.22296,-0.147908,-2.75834,0.0530422,1.30152,-2.89169,-1.3394,-1.80873,1.22202,-2.50059,0.592869,0.292495,-3.0539,2,3,4,4,4,5,5,6,6,7,7,7,7,7,7,8,9,9,10,10,10,11,11,11,12,13,16,20,25,25,1.52614,1.1005,1.05977,1.0497,1.01332,1.00119,0.992293,0.984476,0.981526,0.970547,0.963286,0.957283,0.955746,0.949158,0.946732,0.944363,0.942408,0.93914,0.937411,0.934941,0.93397,0.932432
7,104,1,32,17.0333,6.35981,1.04612,0.347541,-1.62764,-0.628409,1.47934,-0.103095,-2.54041,-0.268438,-0.862053,-2.05166,-1.73588,0.423602,-3.11766,-0.0483186,1.46822,-3.07459,-1.82552,-1.7163,0.90744,-2.17927,0.0804029,0.187007,-3.82131,1,7,8,11,11,12,13,13,14,14,16,16,17,17,17,17,17,18,19,19,19,20,20,21,22,23,23,24,30,32,1.579,1.15796,1.06649,1.04012,1.01343,1.00195,0.990625,0.984823,0.974697,0.969687,0.960459,0.955878,0.94686,0.946763,0.944624,0.939177,0.935208,0.932808,0.932635,0.928269,0.925776,0.924255
8,117,2,40,17.7667,10.6922,1.06784,0.975104,-1.34722,-0.25683,1.86148,-0.52156,-1.7791,-0.0301615,-1.10702,-1.23183,-1.78459,0.604181,-3.70946,0.366582,0.897622,-2.04231,-2.54383,-1.94127,0.352875,-2.37736,0.672618,-0.0893351,-4.58358,2,4,7,7,7,8,8,9,9,10,11,12,12,13,15,15,16,17,21,24,25,26,27,27,27,28,33,34,39,40,1.61577,1.17673,1.07201,1.03498,1.03203,1.00787,0.984525,0.980713,0.967451,0.963732,0.958352,0.9513,0.94334,0.941293,0.937103,0.93382,0.930282,0.926478,0.925335,0.922422,0.91756,0.916966
9,130,14,74,37.5333,15.328,1.0637,0.762267,-1.92638,0.876211,1.70512,0.0422774,-1.56641,-0.0750988,-1.43141,-1.62836,-1.16931,0.851475,-4.07638,0.0511982,-0.625899,-1.83772,-2.24077,-1.45628,-0.403465,-1.63842,0.0705771,-0.0995854,-3.7738,14,16,18,19,19,21,25,26,29,29,32,33,33,33,37,38,38,40,40,43,44,45,45,47,49,54,56,57,72,74,1.63412,1.18698,1.07868,1.0393,1.02896,1.00723,0.995045,0.973953,0.966095,0.955105,0.952377,0.947502,0.935546,0.934013,0.930209,0.92936,0.925818,0.923886,0.918618,0.916569,0.91019,0.907806
