generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21
0,13,0,21,4.5,4.08319,0.962862,0.40886,0.320969,-0.962985,-0.547035,-0.469882,-0.972043,-0.320555,0.439767,-0.731979,-0.184297,-0.162301,-0.156015,0.850497,0.273711,-0.658902,-0.0216085,-0.72541,-1.44359,0.555541,-0.128236,-0.294469,-1.4127,0,0,0,0,1,1,1,1,2,3,3,3,4,4,4,4,5,5,5,5,6,6,6,6,7,7,8,8,9,21,1.10648,1.03795,1.01282,0.999582,0.997771,0.990939,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945
1,26,1,31,10.1667,7.60709,0.954497,0.962054,-0.587179,-1.20067,0.0604719,-1.1977,-1.35625,-0.199065,1.12265,-0.7259,-0.419524,0.492149,-0.455533,0.872452,-0.329119,-0.593325,-0.00959993,-1.1148,-1.60715,0.0399675,-0.501076,-1.04246,-2.01389,1,2,2,2,3,4,4,4,4,5,6,7,7,7,8,9,9,9,11,11,12,13,14,16,17,19,20,22,26,31,1.15934,1.06117,1.03679,1.02816,1.00541,0.990207,0.988862,0.98671,0.982029,0.981293,0.980386,0.979727,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011
2,39,2,66,21.7,12.6604,0.969255,0.413112,-0.352669,-1.41938,-0.154166,-2.01511,-1.96427,-0.419973,0.785055,-0.448997,-1.02063,0.106017,-0.774048,1.0128,0.151357,-1.39186,-1.21662,-1.3171,-1.30809,-0.0557515,-1.23082,-0.417189,-2.8837,2,5,10,11,13,14,14,15,15,15,15,16,16,16,17,18,20,21,25,25,25,28,28,28,29,30,31,34,49,66,1.25139,1.06637,1.05564,1.02595,1.0154,0.994206,0.991668,0.986281,0.985031,0.978196,0.976389,0.975558,0.972068,0.970777,0.970425,0.969669,0.969212,0.968831,0.968682,0.968682,0.968682,0.968682
3,52,9,62,28,13.2092,1.00503,0.897355,0.0171926,-1.66213,0.0779705,-2.43864,-1.06412,-0.354946,0.656483,-0.288623,-1.05384,0.428693,-0.0373503,0.213647,-0.709363,-2.47201,-1.46856,-1.80366,-2.56399,-0.669223,-1.48812,0.267473,-3.33492,9,13,17,17,17,18,18,19,20,20,21,23,23,25,25,25,26,27,27,27,27,28,29,32,42,45,46,53,59,62,1.34171,1.07234,1.05457,1.04509,1.01747,1.0026,0.997391,0.987354,0.979582,0.977895,0.97457,0.970613,0.96564,0.964946,0.962912,0.961407,0.961154,0.960571,0.959631,0.95897,0.958819,0.95869
4,65,29,210,93.4667,43.9056,1.05076,1.00894,-0.113625,-1.94432,-0.161303,-3.06244,-1.34206,-0.824702,0.126784,-1.52833,-1.0541,0.0456547,-0.569256,0.154158,-1.36814,-2.25159,-1.18435,-1.45166,-3.29014,-1.29233,-1.73971,-0.411495,-4.05638,29,30,50,51,53,54,59,61,64,67,73,74,77,80,91,92,92,96,99,103,108,109,113,116,119,128,134,179,193,210,1.46195,1.08836,1.0651,1.0511,1.01484,1.00198,0.998736,0.990301,0.985864,0.97538,0.971351,0.967649,0.964906,0.960678,0.954841,0.954334,0.952122,0.951814,0.951681,0.950856,0.949557,0.948834
5,78,23,144,61.4333,29.4498,1.06439,1.40314,0.724352,-1.39473,-0.435047,-2.93926,-0.900666,-1.02194,-0.169963,-2.18982,-0.980588,-0.579807,-1.1354,-0.172879,-0.323929,-1.54686,-1.6583,-2.05826,-2.95293,-1.09515,-1.27729,-1.21567,-3.79714,23,25,28,31,33,35,36,37,38,42,47,49,51,56,57,60,61,61,64,66,68,72,73,83,84,95,97,104,123,144,1.51668,1.08017,1.06942,1.05646,1.02759,1.00438,0.990934,0.988084,0.983801,0.969079,0.967891,0.960386,0.956076,0.952466,0.951021,0.948508,0.945807,0.944833,0.942574,0.941612,0.940225,0.939719
6,91,39,319,109.5,70.2418,1.06411,0.983467,0.102278,-1.39751,-0.39568,-2.82864,-1.19453,-0.560737,-0.351513,-2.24888,-1.28059,-0.350595,-0.944962,-0.86402,-0.705118,-2.34571,-2.0195,-2.05027,-1.89831,-1.04338,-2.51011,-1.12292,-4.1908,39,45,46,51,52,54,63,65,67,69,75,75,75,79,81,87,88,104,105,110,113,127,135,146,156,168,181,196,314,319,1.5687,1.08326,1.07144,1.06492,1.03161,1.00282,0.993136,0.982137,0.97767,0.972262,0.963502,0.956766,0.952768,0.947721,0.945621,0.944123,0.941693,0.937567,0.935169,0.934568,0.932657,0.93122
7,104,43,238,108,48.7838,1.0717,0.471598,-0.185808,-2.07976,0.134775,-3.03642,-0.719203,-0.815379,-0.285373,-2.70159,-2.02597,0.1739,-1.10293,-1.23293,-1.16637,-2.54273,-2.70572,-1.75645,-2.63553,-0.812562,-2.22039,-1.6492,-4.45633,43,49,53,60,64,67,68,70,70,76,77,79,79,82,90,98,110,114,115,123,126,137,145,145,151,163,167,187,194,238,1.63582,1.07458,1.06309,1.05945,1.02895,1.00964,0.98946,0.978986,0.972116,0.965269,0.96343,0.950699,0.947787,0.943751,0.939937,0.939078,0.935233,0.934728,0.930722,0.927443,0.925097,0.922589
8,117,47,285,111.367,56.9806,1.08417,0.578181,0.564967,-2.26249,-0.383974,-2.75474,-0.233265,-1.04376,-0.77521,-3.25113,-1.85945,-0.517561,-1.97682,-1.03393,-1.8357,-1.42127,-3.34552,-1.53579,-2.67705,-0.406958,-2.10193,-2.06244,-4.75804,47,55,58,60,61,63,71,72,73,76,78,83,84,84,88,90,106,116,121,124,129,130,134,138,139,157,171,192,256,285,1.69319,1.10706,1.06642,1.05487,1.03204,1.00483,0.990008,0.977731,0.970085,0.96292,0.956866,0.94919,0.944942,0.937612,0.932786,0.930578,0.927889,0.925477,0.923674,0.919332,0.916579,0.915583
9,130,41,407,163.433,86.1449,1.0836,0.652256,0.860399,-2.7124,0.228462,-2.24682,-0.302501,-0.361805,-0.379424,-2.44434,-1.26682,-0.709288,-2.6817,-1.32239,-2.20828,-1.78313,-2.8817,-1.26883,-2.4326,-0.658439,-1.8959,-2.54413,-5.52715,41,52,63,79,83,93,98,101,114,120,124,124,124,137,143,153,162,168,168,170,181,186,207,220,241,242,244,298,360,407,1.72422,1.12414,1.06172,1.05371,1.0279,0.997057,0.987533,0.983499,0.968219,0.96093,0.957794,0.949036,0.943277,0.93217,0.930437,0.924995,0.922288,0.917781,0.915712,0.912098,0.909542,0.908422
