generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21
0,13,0,1,0.0333333,0.182574,0.928185,0.172836,0.761974,-0.446081,0.683516,0.341706,0.142313,-0.0379596,0.380218,-0.234741,0.375449,0.235073,0.0830283,-0.147654,0.606285,-0.189573,0.1355,0.290944,-0.452549,-0.479143,-0.230752,1.34951,-0.244059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.05985,1.03183,1.01878,1.00221,0.996724,0.991489,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945
1,26,0,2,0.2,0.484234,0.888146,0.393928,0.535463,-1.23661,0.603745,0.382772,0.0293738,0.336808,0.695784,-0.590433,0.374928,-1.12265,-0.00658229,-0.570984,0.401703,0.187421,0.0718108,-0.808712,-0.843755,0.107915,-0.160977,1.18889,-1.05245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1.1077,1.04246,1.03723,1.01306,1.00716,0.998975,0.990938,0.989098,0.985498,0.982509,0.979938,0.979811,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011
2,39,0,6,1.76667,1.56873,0.857896,0.547782,0.620823,-1.35132,0.759204,1.09874,-0.587636,0.259728,0.526216,-0.304991,0.099106,-1.09791,-0.463387,-0.441126,0.527853,-0.85828,0.0324797,-1.03427,-0.912061,0.120395,-0.163633,1.33882,-1.40636,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,6,1.1338,1.04228,1.03323,1.01514,1.01219,1.00165,0.995002,0.988437,0.986098,0.980763,0.976964,0.974735,0.973521,0.971411,0.970748,0.969414,0.969381,0.968934,0.968682,0.968682,0.968682,0.968682
3,52,0,6,1.76667,1.71572,0.820757,0.14028,0.919189,-1.18717,1.26403,0.537737,-0.086225,0.480992,0.828318,-0.968712,0.0299323,-0.743446,0.36746,-0.525479,0.986493,-0.516733,0.380959,-1.2418,-1.00407,0.0659273,-0.81144,0.662172,-1.45949,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,5,5,6,1.14672,1.07435,1.04885,1.02752,1.01197,0.999269,0.993102,0.987784,0.983143,0.982076,0.974343,0.970628,0.96784,0.965823,0.964863,0.963388,0.961142,0.960382,0.959459,0.959139,0.958687,0.958594
4,65,0,5,0.6,1.27577,0.800566,-0.158156,0.913333,-1.13187,1.46213,1.06549,-0.0800787,0.731187,0.607075,-0.933128,0.174117,0.0149593,1.02202,-0.231873,1.04775,0.0119814,0.423617,-0.871346,-1.53616,-0.715431,-0.233697,0.714272,-2.18572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,4,5,1.15302,1.07188,1.06681,1.03243,1.00872,1.00385,0.998762,0.991652,0.982416,0.979595,0.973307,0.971301,0.96843,0.962046,0.958311,0.957194,0.955403,0.953581,0.951977,0.951048,0.949954,0.948858
5,78,0,6,1.76667,2.06253,0.787082,-0.504893,0.703484,-1.30316,1.00404,0.703983,0.0821722,1.47229,-0.0781737,-1.30244,-0.367412,0.0637405,1.17823,-0.390034,1.12152,0.174483,0.184942,-0.95108,-1.91385,-0.781031,-1.1824,1.09931,-1.86783,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,3,4,4,4,5,6,6,6,1.17292,1.09288,1.06549,1.05679,1.00987,0.998756,0.998363,0.990263,0.983569,0.979379,0.971095,0.96572,0.963165,0.960371,0.957164,0.950513,0.948238,0.947272,0.944239,0.942257,0.940566,0.939655
6,91,0,8,4,2.18143,0.78543,-0.685679,1.58382,-1.07711,0.165016,0.561566,-0.280627,1.41718,-0.452237,-1.60507,-0.361466,-0.255108,0.898627,-0.405418,1.2242,-0.444876,0.231445,-0.889012,-1.64098,-0.728748,-2.11355,0.41138,-2.38973,0,0,1,1,1,3,3,3,3,3,3,3,3,4,4,4,4,4,5,5,5,5,5,5,6,6,7,8,8,8,1.20718,1.10713,1.07595,1.05425,1.04463,1.01164,0.999763,0.990108,0.982167,0.975983,0.96522,0.95953,0.958547,0.953281,0.949743,0.943863,0.942813,0.938675,0.936717,0.935276,0.932956,0.930166
7,104,0,7,1.86667,1.94286,0.790242,-0.127506,1.88247,-1.48129,0.216125,-0.105955,0.291173,1.39044,-0.561029,-2.02468,-0.134994,0.282913,0.641275,0.156819,1.72989,-0.738189,0.819723,-0.626197,-1.19184,-0.54257,-2.20487,0.133036,-2.76284,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,3,3,3,3,3,4,4,5,6,7,1.25218,1.12061,1.07152,1.04681,1.0419,1.02031,1.0027,0.996949,0.981401,0.972858,0.968568,0.955311,0.952161,0.94929,0.944915,0.940005,0.937399,0.932593,0.930688,0.927606,0.925002,0.922072
8,117,0,11,2.63333,3.0904,0.810696,-0.410461,1.93261,-2.68895,1.04285,-0.300876,0.94217,1.12673,-0.72118,-1.5543,-0.405027,0.249664,1.38218,-0.203341,2.33724,-1.23593,1.03291,-0.269008,-1.37257,-0.490373,-2.33762,0.499988,-3.04049,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,3,4,4,4,6,7,7,8,9,11,1.33755,1.1191,1.0706,1.04808,1.04217,1.02038,0.998788,0.992302,0.983573,0.971614,0.96998,0.961452,0.948093,0.944767,0.942857,0.938201,0.929316,0.927666,0.92584,0.9206,0.917921,0.91501
9,130,0,9,3.26667,2.44855,0.836176,0.356785,2.80559,-2.68175,0.483802,-0.669653,0.867224,0.971156,-0.185668,-1.62609,-0.51206,-0.0934944,1.75755,-0.796699,2.79069,-1.32906,1.01121,-0.626971,-1.61215,-0.656524,-2.71889,-0.0325709,-3.19399,0,0,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,4,4,4,4,4,5,6,6,6,6,7,8,9,1.42858,1.11018,1.06683,1.05861,1.04218,1.01182,0.99865,0.989091,0.981895,0.970245,0.964364,0.957363,0.946661,0.94031,0.937817,0.931829,0.925263,0.921231,0.918245,0.913197,0.909954,0.907189
