generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,e0,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,e13,e14,e15,e16,e17,e18,e19,e20,e21
0,13,0,7,1.66667,1.70867,0.961526,-0.194582,0.997138,0.427659,-0.461005,-1.20589,-0.122392,0.003806,0.0406685,-0.526298,-0.592608,-0.504023,-1.06241,0.824818,-0.535198,0.550478,-0.186116,0.372657,-1.08946,1.02425,0.289509,-0.24874,-0.9315,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,4,6,7,1.11157,1.03167,1.00819,1.0064,0.993527,0.990777,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945,0.98945
1,26,0,10,2.06667,2.39156,0.969209,-1.10132,1.47681,0.504087,-1.01583,-1.28948,-0.578702,0.126687,-0.772424,-0.185367,-0.80489,-0.959804,-2.14096,0.432786,-1.2901,0.874485,0.0114094,0.656274,-1.67491,1.04159,0.697137,-0.537843,-1.47847,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,3,3,4,4,4,4,5,5,6,10,1.21552,1.05551,1.02309,1.00747,0.999038,0.995279,0.992636,0.989754,0.983539,0.981595,0.979963,0.979299,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011,0.979011
2,39,0,9,2.43333,2.25424,0.981901,-0.89657,0.928527,1.12317,-0.440793,-1.41142,-0.128038,-0.172322,-0.830067,-0.332871,-0.282002,-0.528238,-2.73985,-0.516321,-1.68677,0.929817,0.137551,0.463023,-2.21439,1.81366,0.746102,-0.270457,-2.18611,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,4,4,4,5,7,7,9,1.28067,1.05549,1.03411,1.01543,0.998741,0.990701,0.98674,0.985351,0.982952,0.979534,0.977756,0.97459,0.971935,0.971316,0.970434,0.969473,0.969019,0.968845,0.968682,0.968682,0.968682,0.968682
3,52,0,10,3.23333,2.80004,0.979071,-0.680831,0.588947,-0.0499998,0.432535,-1.5435,-0.712142,-0.254666,-0.296509,-1.25385,-0.297693,0.189233,-2.84695,-0.436104,-1.29842,0.378574,-0.407855,0.426659,-2.38604,1.70724,1.00259,0.127655,-2.5542,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,3,3,3,3,3,4,4,5,6,6,6,6,8,10,10,1.31606,1.06816,1.04408,1.03655,1.01416,0.996788,0.99233,0.988039,0.978186,0.974525,0.973801,0.969147,0.968538,0.964767,0.963132,0.961471,0.96074,0.960234,0.959423,0.959078,0.958763,0.958488
4,65,0,10,2.66667,2.36837,0.972087,-0.82906,0.628753,0.17708,0.0180379,-1.69773,-1.2281,-0.413411,0.391058,-1.43286,-0.191224,0.148487,-2.96515,-0.634623,-1.68349,-0.270903,-0.341619,0.949072,-2.36868,1.50303,0.734941,0.668576,-2.87774,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,4,4,4,5,6,6,7,10,1.34892,1.07649,1.04681,1.03138,1.00589,0.997576,0.993016,0.9889,0.980527,0.972834,0.968546,0.96473,0.96215,0.959475,0.958052,0.956026,0.954957,0.951906,0.950952,0.94953,0.949346,0.948518
5,78,0,7,2.96667,2.28161,0.990114,-0.791417,0.580616,1.38215,-0.0634717,-1.42317,-1.74901,-0.515244,-0.100418,-2.26556,-0.264294,0.393489,-2.97559,-0.568531,-1.45494,0.547114,-0.879909,2.067,-3.1957,0.553913,1.25155,1.0018,-3.13376,0,0,0,0,0,0,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,5,5,5,5,5,6,6,7,7,1.40598,1.09511,1.04904,1.03378,1.02001,0.999276,0.990328,0.986679,0.985896,0.969089,0.966665,0.960834,0.959046,0.955771,0.953344,0.949283,0.948045,0.946622,0.943347,0.941219,0.939955,0.939327
6,91,0,10,2.46667,2.40306,1.02027,-0.730017,1.25569,1.16328,-0.302963,-1.99728,-2.46315,-0.00336266,-0.229696,-3.08528,-1.07464,0.367172,-2.69967,-0.306323,-1.84999,1.57037,-1.05948,2.28977,-3.64553,1.41242,1.59156,1.40478,-2.83131,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,5,6,6,7,10,1.50822,1.09657,1.06027,1.02761,1.01504,1.00647,0.990116,0.981778,0.977444,0.965729,0.961513,0.960196,0.953902,0.951327,0.948049,0.944915,0.939247,0.938928,0.93418,0.933666,0.93181,0.930192
7,104,0,10,3.8,2.65746,1.04758,-0.987019,1.39595,1.10851,-0.747734,-2.85714,-2.68068,-0.199801,-0.54422,-3.82247,-1.5257,0.308826,-3.27889,0.00163744,-1.49462,2.06923,-1.21772,1.85186,-3.24574,-0.155012,0.913504,0.913319,-3.07752,0,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,4,4,4,5,5,5,5,6,6,7,8,8,9,10,1.59682,1.11502,1.07267,1.04405,1.02972,1.00639,0.991418,0.980839,0.972463,0.963115,0.960533,0.955759,0.948272,0.946567,0.94496,0.936517,0.934703,0.932113,0.926935,0.925794,0.925147,0.921838
8,117,0,12,3.9,2.70823,1.09283,-1.60573,1.96054,0.901506,-1.77947,-2.62308,-2.23536,0.0556401,-2.06905,-4.02939,-0.0561257,0.558001,-3.03677,0.968065,-2.08724,1.28049,-1.20487,2.48465,-4.28689,-0.468851,0.351954,1.47462,-3.79468,0,1,1,1,1,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,5,5,6,7,8,8,9,12,1.70742,1.1371,1.09064,1.06063,1.03081,1.01407,0.998091,0.985708,0.968126,0.96367,0.956555,0.954288,0.947791,0.946963,0.937506,0.93485,0.927506,0.925887,0.922986,0.919748,0.918875,0.913584
9,130,0,9,3.66667,2.6305,1.10185,-1.49666,2.22004,0.264548,-1.38956,-2.31218,-3.22328,-0.5512,-1.43823,-4.43921,-0.300957,1.01387,-1.96715,1.22063,-2.43656,1.76822,-1.23241,2.25225,-2.89577,-0.640845,1.23575,1.17916,-2.72628,0,0,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,5,5,5,5,6,6,6,7,8,8,8,9,1.7453,1.15269,1.10485,1.06066,1.03178,1.00637,0.990057,0.980526,0.967648,0.961536,0.955584,0.946443,0.944543,0.940222,0.933608,0.928566,0.922809,0.917879,0.915112,0.911973,0.911491,0.904836
10,143,0,11,3.36667,2.57954,1.08902,-2.38605,2.15116,0.169269,-1.65637,-2.34108,-2.88848,-1.04338,-1.58097,-4.61567,-0.919084,1.1459,-2.97112,0.628879,-2.75029,1.77248,-1.16901,2.59254,-2.97321,0.301899,1.44757,1.10182,-3.11486,0,0,0,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,3,4,4,5,5,5,6,6,7,9,11,1.79513,1.16219,1.10536,1.05376,1.0218,0.99919,0.990736,0.978702,0.973497,0.964217,0.949829,0.943245,0.937658,0.931988,0.929039,0.921167,0.915523,0.912922,0.90883,0.904331,0.902742,0.898926
