generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29
0,13,0,1,0.0333333,0.182574,2.96471,-0.256158,-1.08333,-2.99082,1.03628,-2.20901,-6.28653,-2.49502,0.504226,-0.372404,9.88389,6.36293,-1.6955,-7.4104,-2.52307,-3.18716,-5.97647,2.74706,-1.79454,-0.660512,-3.17667,4.43996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,26,0,1,0.1,0.305129,6.75606,-2.73883,-3.61292,-0.404177,6.42803,-1.30716,-2.02183,-2.47404,3.59636,-2.85275,11.3797,4.41141,-4.81092,-5.70464,-1.76055,-5.50305,0.0841553,8.46522,-0.118137,-5.95663,4.90271,2.77933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2,39,0,1,0.0333333,0.182574,8.91926,-4.78232,-4.25473,0.202508,9.40558,-3.62774,-5.93292,-2.24204,2.50157,-3.70731,10.7995,11.3429,-2.70025,-3.75765,0.464844,-4.97581,-0.337464,8.3508,2.20222,-3.62316,6.21458,-7.95967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,52,0,5,0.566667,1.10433,5.50891,-4.00102,-4.91887,2.26689,9.32532,-7.96843,-4.76316,-0.934017,4.62052,0.331126,11.7438,8.16764,0.815716,-1.6196,5.58718,-7.87635,1.20385,8.53504,0.471625,-6.8808,7.1264,-12.1654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,3,5
4,65,0,0,0,0,4.6395,-3.61575,-7.18342,5.40147,10.7404,-6.83206,-9.38202,-1.96058,5.2576,-3.52293,11.8033,11.8815,1.4701,0.656731,4.31192,-5.74224,2.47801,8.50205,3.52093,-9.03716,7.52642,-3.57275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,78,0,4,1.03333,1.21721,2.05915,-2.84057,-6.10584,10.1488,10.6951,-6.89309,-12.1084,-1.08244,9.9005,-8.62641,12.9125,2.31262,2.03801,3.36982,7.18062,-6.41706,3.1753,6.34419,3.93327,-6.90313,8.22318,-5.29764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,3,3,3,4
6,91,0,3,0.533333,0.860366,3.73059,-1.76516,-5.08385,3.53772,9.4907,-5.49555,-10.7516,-2.59267,7.16191,-11.1994,13.5218,4.2694,1.30034,5.48683,6.98805,-6.21648,3.78477,5.93612,1.95046,-4.0433,10.3559,-4.68103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,3,3
7,104,0,3,0.666667,0.802296,5.77274,-4.26038,-3.89933,10.9043,10.174,-6.22353,-10.0773,-2.627,11.0871,-7.26405,12.9682,2.29509,0.586349,0.149582,6.70746,-1.91851,5.49878,5.73412,1.51365,-5.41114,9.25076,-8.65148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3
8,117,0,3,0.433333,0.8172,1.25645,-3.99425,-4.45246,10.2514,10.9349,-3.69412,-11.7744,-2.49167,11.2918,-6.89566,14.0958,2.2419,-0.233581,6.29669,6.99961,-4.19931,7.65217,7.44934,0.81659,-5.43696,5.90628,-7.23724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3
9,130,0,5,1.56667,1.54659,-0.353675,-1.83481,-5.23652,2.73454,11.2313,-3.27139,-12.9626,-1.27616,11.5445,-6.80637,14.672,1.62401,-0.675969,7.36293,8.93577,-2.66829,7.85834,7.50834,0.620908,-6.69254,1.99307,-8.52651,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,4,4,4,4,4,5
