generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29
0,13,0,2,0.333333,0.546672,-2.26731,2.87126,-0.57673,11.6696,1.95177,-5.01679,6.0756,-6.74096,0.632379,-8.54444,-7.82186,1.95343,4.81846,10.3072,0.808292,-6.09618,-1.75429,-4.52331,1.52716,-5.26243,-6.04138,-4.30862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2
1,26,0,10,3.43333,2.97905,-4.96057,-3.1664,-2.61648,4.84106,-1.15713,3.81837,-0.624891,-6.51902,2.73912,-10.9873,-5.70934,-0.955759,4.27615,3.86249,-1.11728,-10.5317,-1.70378,-1.8856,2.94327,-4.74298,-4.89573,-8.43821,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,3,3,5,5,5,6,6,6,6,7,7,8,9,10
2,39,0,29,9.83333,6.47586,-4.19707,-2.57394,-2.58158,3.33829,-15.2743,-2.33983,-3.71598,-7.79113,8.57313,-8.1849,-9.11048,-1.27782,1.45365,-8.08906,-3.85409,-9.71413,-1.19818,-2.36452,2.4866,-8.18152,-2.46554,-11.2312,0,2,2,2,2,4,5,5,6,6,7,7,9,9,9,10,10,10,11,11,11,13,13,14,15,15,17,19,22,29
3,52,5,23,13.9333,5.06464,-4.0503,-2.46841,-1.38129,2.74833,-20.6946,-7.15195,-3.70431,-9.95301,8.28055,-6.46617,-9.16378,0.261176,-0.492557,-14.0644,-12.1923,-8.82554,-2.68178,-2.45947,0.0244917,-6.53648,-2.90243,-8.64663,5,5,6,7,7,7,11,11,11,12,13,13,13,14,14,14,15,15,16,16,16,18,18,18,18,19,20,20,23,23
4,65,4,47,21.7,10.3529,-3.53985,-4.07323,-3.11322,1.62462,-19.5201,-10.0511,-3.84883,-9.6013,11.0162,-7.55611,-7.81171,1.24037,-3.01235,-17.9079,-10.2156,-7.91178,-2.20446,-2.51787,-1.93469,-9.49923,-5.77665,-11.1761,4,8,9,11,11,12,13,15,15,15,16,17,18,19,20,21,22,22,23,24,26,27,28,29,32,34,34,38,41,47
5,78,1,44,16.8333,8.25492,-6.49244,-9.41467,-4.31054,2.36402,-20.1104,-11.8038,-4.50985,-5.99403,8.44309,-8.33724,-5.61955,-1.08503,-4.27275,-15.6112,-9.14129,-8.16769,-3.85678,-0.147597,-3.06656,-8.2315,-1.64559,-10.3049,1,2,6,9,9,10,11,11,12,13,13,15,16,17,18,18,18,20,20,20,20,20,21,21,22,23,24,25,26,44
6,91,3,46,17.5667,9.75098,-0.0556214,-10.7271,-3.46033,1.67755,-19.1705,-11.6437,-3.35953,-8.1822,10.3406,-8.06576,-5.69681,-2.48473,-4.59949,-20.267,-7.87077,-7.66462,-3.84818,-1.34326,-1.35943,-9.61911,-1.65894,-9.79908,3,5,6,6,7,8,8,9,9,10,11,13,16,18,20,20,20,21,21,21,21,22,22,23,25,27,27,28,34,46
7,104,8,50,18.8333,10.0003,-8.8784,-10.5123,-2.51087,4.42154,-22.6561,-14.153,-3.9918,-7.3395,9.39506,-8.47042,-4.68035,-3.4282,-2.96417,-20.9325,-8.17736,-7.5325,-4.26817,-0.387316,1.16963,-11.1056,-3.79958,-12.0502,8,9,9,10,10,10,11,11,11,12,13,13,13,17,17,17,18,19,20,20,20,22,22,27,27,27,28,31,43,50
8,117,0,39,13.8,10.9431,-11.7812,-8.92912,-0.680181,10.0371,-21.9451,-13.1149,-5.06711,-4.79918,7.91854,-9.42002,-4.8457,-3.27945,-1.57159,-21.3258,-6.18915,-4.66376,-4.41133,0.306751,1.03826,-10.6228,-4.83459,-10.922,0,2,2,3,3,4,5,6,6,7,8,8,9,9,10,10,10,10,13,16,16,18,23,26,28,28,31,32,32,39
9,130,4,46,20.3,11.0333,-13.998,-12.7227,-3.77021,10.8615,-23.3372,-11.3077,-7.42808,-5.88295,7.74248,-9.94477,-9.19446,-6.65843,-1.1533,-22.1833,-9.05391,-2.75517,-6.25676,-2.24301,1.80619,-10.4444,-6.81572,-13.9633,4,5,5,6,8,12,12,13,13,14,14,15,17,18,18,19,20,21,22,22,24,27,30,30,30,32,32,38,42,46
