generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29
0,13,0,9,1.16667,1.87696,-0.543067,-4.76789,0.573006,-5.55827,6.88284,-5.31835,3.65109,1.34298,-0.471331,7.05388,-1.14868,-2.93384,4.3456,1.3056,-1.93283,-0.610148,-1.71057,-11.4613,8.34503,-11.8562,6.94056,-15.6048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,3,3,4,9
1,26,0,14,4.8,4.12227,7.22038,-7.55065,-9.14137,-6.87388,5.38647,0.955453,1.04323,1.96406,-16.8866,-7.48613,-3.11666,-5.24804,8.12034,2.61427,-5.93009,-4.56065,-1.55334,-12.7788,-1.45176,-9.36751,5.23692,-15.3301,0,0,0,0,1,1,2,2,2,2,2,2,2,3,4,4,5,5,5,5,6,7,7,8,9,9,12,12,13,14
2,39,5,27,16.4333,5.45631,13.1791,-8.81853,-7.81226,-6.76563,2.66861,-3.29071,0.316191,-0.0994272,-14.6946,-3.17792,-2.63436,-6.94096,-12.2049,2.04905,-6.55426,-2.91979,-3.19082,-12.2327,-7.0881,-8.55644,2.25061,-15.7368,5,9,9,10,11,11,13,13,13,14,14,15,15,15,16,16,16,17,17,18,19,19,19,20,23,24,25,25,25,27
3,52,4,42,19.4,9.94675,11.8655,-10.2042,-7.0444,-6.66159,-2.09654,-2.4163,0.195389,1.3346,-12.808,-5.78555,0.38525,-6.77105,-8.94585,5.17862,-6.30557,-4.95134,-5.38287,-12.7713,-2.76321,-9.12764,-1.95593,-14.0052,4,8,10,10,10,10,12,12,12,13,14,15,15,15,17,17,19,19,19,21,21,22,25,26,29,35,35,35,40,42
4,65,6,80,29.3,16.453,13.0327,-7.04245,-1.99292,-5.05787,-4.24424,-8.14346,0.882083,0.812585,-11.3655,-5.5784,-0.586504,-6.91343,-9.22994,4.2476,-6.36339,-4.74812,-4.64391,-13.7468,-5.96722,-5.78884,1.11488,-14.3069,6,8,9,13,13,15,15,19,21,22,23,23,24,25,26,27,27,28,28,32,32,35,36,40,44,47,49,55,57,80
5,78,9,95,53.4,20.1111,12.6804,-4.78746,-5.20065,-2.50324,-3.22582,-8.81495,1.1369,1.12328,-11.2819,-8.02185,-2.65182,-4.1822,-10.8608,0.644151,-9.37294,-6.13858,-6.52677,-11.2924,-5.48651,-5.96613,-0.550355,-15.4439,9,19,24,33,35,39,39,43,43,46,46,48,50,51,51,51,52,52,57,60,61,62,64,69,73,77,81,81,91,95
6,91,29,211,86.7667,44.1632,11.8414,-5.33832,-6.55376,-0.160851,-2.26526,-8.07312,0.328625,-1.41113,-10.3128,-8.14587,-0.953161,-7.70415,-9.65073,-0.679071,-7.46579,-4.00047,-8.61647,-9.6146,-9.65915,-5.7949,-4.48876,-16.6826,29,42,42,42,48,48,49,56,56,59,62,64,64,75,75,78,84,85,89,91,92,111,113,114,121,125,136,145,197,211
7,104,45,214,103.033,43.267,12.6093,-5.32876,-6.83787,0.685127,-1.83264,-8.07036,1.06004,-3.41992,-8.56477,-4.443,-1.91038,-8.36172,-11.2603,1.79119,-6.16743,-5.10563,-12.1707,-9.32076,-9.3851,-8.00726,-5.0861,-19.0019,45,48,50,53,63,65,68,74,82,82,83,89,91,91,92,95,95,99,102,106,111,111,119,128,136,163,167,180,189,214
8,117,28,260,101.9,56.3544,14.0805,-6.98071,-4.38909,0.555884,-1.21981,-7.6921,-0.0710329,-4.47829,-8.88716,-3.47807,-1.19995,-10.8213,-9.68419,1.40968,-6.96098,-1.16432,-10.4225,-8.30297,-8.49445,-5.45572,-7.47525,-20.4366,28,41,46,53,54,58,62,65,71,74,78,81,83,84,85,86,90,92,93,104,105,106,108,134,136,158,169,225,228,260
9,130,43,245,109.233,57.2747,13.8229,-9.18116,-4.4237,-1.59094,-2.00099,-6.10297,1.27182,-5.02184,-8.38896,-6.81908,-0.556529,-10.6344,-8.13615,-0.461212,-7.61259,-3.46368,-7.97181,-7.52473,-8.63403,-6.25772,-10.139,-20.2926,43,47,52,62,63,65,66,69,74,76,77,82,83,84,86,87,88,92,97,107,118,135,138,145,149,193,194,221,239,245
