generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29
0,13,0,1,0.0333333,0.182574,1.53029,-6.14768,2.19246,-2.2143,-0.662669,-8.6058,7.22887,2.40548,2.27313,2.85832,0.917542,5.13301,4.42143,5.25034,-2.53857,-0.620702,4.23532,-2.37782,11.7494,2.06813,-5.47311,0.131697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,26,0,6,1.46667,1.61316,1.73097,-9.25604,-5.11186,3.11346,1.96955,-16.6016,6.01909,1.28037,1.64572,5.58435,-7.81546,1.24398,3.10891,9.42572,-2.94312,0.996481,10.9564,-4.97758,10.3771,4.07394,-6.45984,-8.81493,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,5,6
2,39,0,8,1.96667,1.8843,0.485554,-10.4324,-8.35127,2.73581,5.54999,-16.345,4.77979,-0.687645,-0.177017,11.9115,-6.01787,-1.61072,1.45991,7.47448,0.352929,2.86563,18.1398,-3.89221,12.0919,3.48948,-7.34083,-14.0623,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,4,6,8
3,52,0,6,0.866667,1.45586,2.33978,-12.8791,-9.36493,-3.0459,4.28482,-16.5635,6.08819,-1.70126,-3.22891,15.6396,-6.34627,-3.43686,-0.866675,10.1894,-2.97906,1.76576,15.909,-4.61027,12.6349,1.37451,-9.26829,-7.84251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,3,4,6
4,65,0,9,1.73333,2.24274,3.51573,-13.2218,-13.7418,5.48684,5.97858,-16.3927,2.27264,-1.46903,-3.62951,16.3089,-3.90094,-3.29728,-0.547536,11.0509,-8.37551,3.34968,15.6056,-4.69123,12.894,0.890896,-7.34986,-7.95622,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,3,3,3,3,5,6,6,9
5,78,0,5,1.46667,1.6344,3.48547,-13.976,-17.099,8.48961,6.50452,-17.3301,2.04492,-0.65535,-2.70488,10.1926,-6.00784,-2.06144,0.35395,12.2965,-6.53402,2.89034,13.4336,-7.34373,12.8738,1.31079,-6.04824,-8.48398,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,4,4,5,5,5
6,91,0,5,1.36667,1.67091,2.65158,-12.3644,-17.6836,9.36755,5.43716,-15.6498,4.40947,-1.64529,-1.77366,2.84315,-5.06134,-1.91744,-0.3975,12.597,-7.2695,3.83457,14.0923,-7.67695,12.6063,0.234554,-8.78991,-9.40701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,3,3,4,4,4,5,5
7,104,0,8,2.93333,2.58555,2.82818,-15.1017,-18.0692,11.3115,6.61629,-17.8157,2.64943,-2.08076,-1.77621,3.53296,-6.82129,-3.02564,1.24121,13.6046,-4.25543,4.60053,13.4153,-5.24604,10.0609,-1.04899,-8.61912,-16.1761,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,4,4,5,6,6,7,7,7,8,8
8,117,0,11,3.6,3.29681,2.70894,-16.6181,-14.4278,11.536,6.80756,-16.8054,2.43157,-4.42686,-2.68315,2.81809,-8.22818,-4.82636,-0.676882,13.8502,-2.26471,2.76561,14.125,-5.91707,11.1164,-3.68401,-10.0634,-17.1666,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,3,3,3,4,5,5,5,6,6,7,7,8,9,11,11
9,130,0,11,4.03333,3.22152,2.57751,-17.2272,-14.544,15.7825,6.88892,-17.8304,1.71361,-2.56195,-1.61872,1.69538,-7.96183,-4.25737,-0.193183,11.6041,-3.50766,3.20914,13.1234,-5.04758,12.7564,-2.26242,-12.9758,-17.9468,0,0,0,1,1,1,1,2,2,2,2,2,3,3,3,3,3,4,5,5,5,5,5,7,8,8,9,10,10,11
10,143,0,14,7.13333,3.96305,4.02187,-16.719,-14.6748,14.7241,4.35315,-16.551,1.28585,-6.67809,0.812386,3.46185,-8.43293,-4.87653,-0.512518,3.95825,-4.15557,-0.423166,11.4903,-2.38243,11.8272,-1.72876,-15.8549,-19.7207,0,1,2,2,3,4,4,4,5,5,5,6,6,6,6,6,7,8,8,8,9,10,10,11,12,12,13,13,14,14
11,156,0,13,5.66667,3.63255,3.44065,-18.0329,-12.2037,15.4466,3.61695,-14.9168,0.19818,-8.44496,-0.73916,1.6048,-6.58035,-6.43061,2.17191,6.23053,-3.88182,0.946817,9.46031,-4.36235,10.6103,-2.78951,-22.5331,-19.484,0,0,1,1,1,2,3,3,3,4,4,5,5,5,5,6,6,6,6,7,7,7,8,8,9,10,11,11,13,13
