generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29
0,13,0,3,0.5,0.900192,-2.59132,-1.35221,-0.515917,1.65788,4.03725,-0.916899,0.905327,1.48555,2.48931,-0.180287,1.81538,-1.03389,4.73524,4.6031,-6.2957,-6.76245,0.938577,-2.19529,-3.28604,-6.84053,2.03309,-0.723829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,3
1,26,0,3,0.533333,0.819307,-7.6033,-0.344782,-1.03544,-5.62353,2.74434,12.5401,-1.28722,4.41119,7.13812,5.21331,-1.61429,-1.87098,3.93136,9.86843,-4.68223,-8.45768,-11.348,-1.91439,-3.55389,-10.8602,2.83581,-8.81383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,3
2,39,0,3,0.533333,0.899553,-9.24586,-1.00376,-2.03966,0.211016,3.49899,7.83089,-3.50687,6.4213,7.16707,5.23434,-0.400287,-5.12464,1.45233,11.1626,-6.73086,-3.41629,-8.7326,-1.72998,-6.13082,-10.4882,4.81028,-9.35911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,3
3,52,0,6,2.4,1.88643,-11.0215,-1.61622,-1.80727,-1.34599,1.01852,0.773808,-3.51369,4.92912,5.65915,3.0307,-2.11263,-4.19734,-1.70343,8.99645,-6.48956,-14.2956,-6.78559,0.758607,-7.52877,-9.25148,4.89117,-12.971,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,4,4,4,5,5,6,6,6
4,65,0,12,2.3,3.05298,-1.58629,-1.99372,-0.518526,-1.90329,1.07644,-3.3491,-2.22507,4.60306,5.47182,4.09051,-3.9121,-3.2115,-1.21146,8.32392,-8.08263,-15.147,-15.319,3.63238,-3.90533,-7.86036,3.89462,-14.5423,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,3,3,4,4,5,6,6,6,9,12
5,78,0,10,2.43333,3.15882,-11.7134,-1.24467,-0.279404,-2.22198,0.0813923,-5.85037,-0.241024,9.2816,4.79232,2.18195,-3.85556,-4.27061,0.703864,7.69435,-7.18086,-15.182,-17.9619,5.15467,-2.72763,-7.97927,4.80447,-19.2801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,4,4,5,5,5,5,7,8,10,10
6,91,1,17,6.96667,4.1811,-12.2886,-0.0524013,0.891997,-1.9824,-6.45059,-13.5207,-0.572629,12.3117,4.98959,-0.242557,-0.929254,-4.51323,-2.12768,6.49842,-6.41859,-14.8754,-16.6391,1.41345,-6.59787,-8.6367,4.04042,-18.4936,1,2,2,3,3,3,3,4,4,4,6,6,6,6,6,6,6,6,7,8,8,8,8,10,10,13,13,15,15,17
7,104,0,25,9.63333,5.44238,-14.2658,-0.10588,1.36589,-1.202,-5.36721,-13.5934,0.856673,10.7009,4.32876,0.403447,-0.987768,-5.28203,-2.42079,4.78372,-6.01494,-15.1145,-16.9795,-0.223679,-6.00649,-5.7892,2.04898,-21.0196,0,0,4,5,5,5,6,7,7,7,7,8,8,8,8,9,9,10,10,10,11,12,12,13,14,15,16,19,19,25
8,117,2,37,17.1,9.6966,-14.9015,2.61958,-0.692823,-3.57736,-3.68018,-14.0838,-0.938017,10.9093,0.0466916,0.573029,-2.08311,-5.50052,-4.07287,4.52081,-5.9531,-17.6851,-19.8256,-3.35848,-5.63501,-6.14329,3.8599,-23.3313,2,2,4,6,7,8,9,10,11,11,11,12,15,15,18,18,19,19,19,20,20,21,21,22,27,28,32,33,36,37
9,130,6,66,31.0333,14.4782,-16.3779,2.09829,-0.751815,-5.42071,-4.73199,-14.5686,-3.11226,11.6172,-1.01446,-1.66181,-2.27557,-5.77205,-5.31576,3.28845,-7.58381,-16.4669,-21.6309,-3.66206,-7.72217,-8.36965,1.2352,-24.4655,6,11,13,13,14,16,19,19,21,24,24,26,28,29,31,32,33,33,34,35,37,38,41,42,43,43,50,54,56,66
