generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,100,0,11,6.03333,3.18924,1.03912,1.2198,-4.01576,-2.32958,-0.582911,-2.19673,-7.04273,-2.96326,1.37421,-3.24722,1.78309,-0.955628,-0.913614,-1.67867,2.24196,0.0169969,2.08511,-3.14191,-5.43402,-1.75149,2.3468,-4.40095
1,200,0,9,3.83333,2.40808,-0.608764,-1.24874,-5.25598,-2.85504,-0.748818,-2.52208,-7.97932,-4.61669,1.97756,-5.89528,7.75415,-3.97439,4.0024,-3.62095,1.49204,-1.39932,1.90396,-13.3024,-6.29435,-5.5046,-0.476355,-6.13793
2,300,6,48,24,11.87,-1.65211,1.59273,-5.57913,-3.71994,-5.23915,-0.694032,-8.57544,-5.48692,-4.77108,-8.00501,3.464,-5.39939,-1.74422,-12.0559,-2.40023,-2.74362,-0.596453,-11.5946,-10.0832,-6.84064,-3.41167,-6.88225
3,400,22,111,47.3667,21.2059,-1.49262,-2.25673,-6.13149,-4.18179,-4.69809,-0.787718,-7.06769,-6.38057,-11.402,-6.56055,1.30659,-5.1658,-7.89914,-12.4024,0.494618,-1.0229,-3.71054,-12.1851,-10.4873,-7.18224,-9.72338,-8.33077
4,500,23,137,50.2,24.9197,-1.92443,-3.65487,-6.15033,-4.10708,-10.3335,-1.67224,-7.79552,-6.89443,-12.0981,-3.60217,1.13735,-5.1595,-6.21259,-6.92351,-1.90973,-2.61863,-3.99629,-9.62109,-9.73615,-5.91124,-18.2559,-8.50634
5,600,11,162,54.2667,31.0405,-1.9307,-2.3885,-6.80153,-4.05283,-9.69534,-2.6306,-8.01843,-7.15072,-11.9125,-3.14263,0.261228,-6.21618,-3.69893,-8.44966,-3.52848,-3.36334,-4.10185,-9.0337,-9.70002,-5.56966,-19.9527,-8.8772
6,700,17,223,75.9667,44.1686,-1.83419,-3.04131,-7.99385,-5.50072,-9.94842,-3.55465,-8.70041,-7.25741,-11.9198,-4.17516,2.18754,-5.46537,-4.37851,-7.65552,-3.87159,-6.37638,-5.5254,-9.86854,-9.31635,-6.14703,-18.5542,-11.1107
7,800,24,140,71.6667,33.5151,-0.884284,-3.88282,-8.47037,-6.07349,-9.59662,-3.06422,-8.26057,-6.30987,-11.3345,-2.73065,1.8987,-4.74348,-3.72032,-6.61347,-4.64464,-6.89793,-5.25056,-9.95601,-9.43947,-6.35239,-18.8219,-12.0134
8,900,28,200,77.8333,36.2967,-0.828355,-2.66544,-8.49346,-6.18378,-11.2037,-2.43804,-8.08262,-6.65944,-12.5746,-3.8432,2.12609,-4.24574,-4.56403,-6.08372,-5.20687,-7.92333,-5.82343,-8.95323,-9.14235,-6.41685,-19.8999,-12.4101
9,1000,27,207,86.9,41.7152,-0.808133,-2.26624,-8.0132,-5.80871,-11.8742,-2.68125,-8.11964,-5.85532,-12.0814,-5.68117,1.23624,-4.26764,-5.58332,-6.16281,-5.27837,-6.85553,-6.29608,-9.2173,-9.36876,-6.76129,-18.0989,-12.5541
10,1100,33,249,106.133,56.5757,-0.99151,-2.14323,-7.00804,-5.82438,-10.33,-4.12248,-7.47468,-5.63345,-12.377,-4.65961,0.314942,-3.66411,-4.663,-6.37174,-5.09127,-6.9495,-7.32656,-8.11049,-9.66937,-6.77721,-15.8431,-13.6557
11,1200,46,380,142.867,76.4973,-1.41463,-1.20705,-7.93224,-5.87329,-10.456,-4.12684,-7.08253,-5.08962,-12.6115,-5.57655,0.134092,-2.73828,-4.20905,-6.5797,-4.67007,-6.55046,-6.97906,-8.25548,-9.88224,-6.33756,-16.5557,-16.1338
12,1300,48,428,168.833,78.3393,-1.3406,-0.783761,-7.79063,-6.10398,-10.107,-3.82395,-7.42777,-4.99476,-12.1195,-5.09005,0.524058,-2.16148,-4.40643,-5.45864,-4.76911,-7.26115,-6.92544,-7.864,-9.86933,-6.48526,-14.9892,-17.1189
13,1400,72,688,222.133,165.287,-1.11653,-0.99391,-7.97574,-6.2792,-9.37035,-3.52133,-7.14346,-5.02638,-11.5547,-5.80505,0.487704,-1.8891,-5.19764,-5.38336,-4.78691,-7.22323,-7.71981,-7.75368,-10.0175,-6.98677,-12.408,-18.5255
