generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,100,0,38,7.03333,7.54062,1.87364,1.97267,-1.02378,-6.67155,-4.08379,-0.494726,-0.876089,-3.55132,1.47648,-3.38096,7.09428,-2.29519,-7.14059,0.088455,-1.17104,0.412214,-1.59552,1.69219,-4.74842,-0.693944,-4.41343,-8.22583
1,200,0,124,32.5,30.2937,-3.67012,2.69298,-1.0154,-11.905,-5.64187,-2.90348,-2.80995,-3.41545,2.22262,-4.27214,8.31225,-15.0085,-6.86194,0.127912,-2.4983,-3.19957,-6.65641,-4.6019,-3.4565,0.627794,-7.32272,-19.5948
2,300,55,368,126.267,78.8215,-1.11567,2.43539,-1.55773,-15.087,-6.34467,-2.50214,-1.95555,-5.6795,1.37025,-5.6257,2.60804,-11.0802,-10.4524,-5.19776,-0.798148,-4.24709,-7.81658,-5.61135,-2.93276,-3.62963,-7.59403,-23.5658
3,400,56,960,244.3,187.019,-0.414332,1.86502,-3.19701,-14.0809,-6.03388,-4.59125,-3.04188,-5.22747,-5.32646,-9.32809,-1.60678,-5.66524,-8.73643,-6.35987,-1.7895,-5.88645,-7.24472,-9.44947,-3.0193,-7.1031,-8.9184,-23.2554
4,500,76,1001,314.633,220.777,-2.39904,2.48667,-2.21689,-11.4979,-4.55983,-4.63586,-3.78866,-7.27293,-4.03437,-9.65379,-0.436952,-7.40778,-8.55864,-7.15555,-3.41415,-6.41775,-8.3084,-9.06074,-3.41919,-7.96845,-8.79396,-25.2089
5,600,92,1583,636.467,445.24,6.08558,1.47893,-2.63381,-11.9693,-5.13461,-5.19946,-4.2679,-8.33545,-3.01113,-9.63989,-0.52466,-5.54153,-7.60682,-6.65173,-3.70051,-5.90136,-8.32542,-8.13201,-4.338,-7.79648,-7.68777,-27.4268
6,700,110,4107,855.033,874.732,7.69116,-0.807195,-2.99053,-11.4059,-5.41448,-6.50912,-3.89768,-8.16862,-2.88276,-9.5394,-0.402249,-6.3842,-8.14171,-6.00458,-4.18343,-5.81064,-8.00374,-7.96258,-3.98057,-8.25723,-7.89391,-27.5466
7,800,36,4553,1221.13,1309.07,9.52736,-0.41852,-3.02779,-12.0445,-5.49139,-6.1119,-4.62251,-8.25932,-3.44757,-8.78041,-0.9062,-4.76571,-7.65017,-6.68324,-4.30797,-5.25267,-8.35661,-9.2969,-4.04914,-8.4289,-8.48228,-30.137
8,900,116,2807,863.133,652.96,6.90394,-0.11699,-3.60193,-12.1181,-5.38833,-6.13044,-4.41669,-8.19618,-3.89465,-8.33726,-0.640791,-4.33661,-7.69204,-7.25826,-3.96562,-4.9113,-7.94541,-9.15926,-4.0283,-8.4907,-9.84492,-30.6805
9,1000,99,2977,727.8,672.712,7.0999,-0.211685,-3.90738,-11.7109,-5.35384,-6.78591,-4.17844,-7.90983,-5.07156,-8.36042,-0.745996,-3.8618,-7.95507,-7.2712,-3.90295,-5.05677,-7.26763,-8.76586,-4.01325,-8.53724,-8.63251,-29.067
10,1100,124,6380,1424.63,1418.85,5.96254,-0.959806,-3.91157,-11.3677,-6.4812,-6.1645,-4.29452,-7.83308,-5.54378,-8.47524,-0.751888,-5.18127,-7.50601,-7.62039,-3.80619,-5.16523,-7.47418,-8.84048,-3.82315,-8.71159,-7.70869,-29.1177
11,1200,126,7222,1439.67,1490.59,7.63135,-1.31987,-4.36713,-11.2197,-6.42599,-6.34478,-4.2983,-8.0362,-5.1644,-8.29496,-0.706268,-4.96957,-7.49995,-7.507,-3.72536,-4.9441,-7.16001,-8.6675,-3.90912,-8.64813,-7.717,-29.3193
12,1300,69,8850,1942.6,1974.96,7.54537,-0.785956,-4.4564,-11.0133,-6.70071,-6.46817,-4.1864,-7.95034,-5.56267,-8.2563,-0.911014,-5.02745,-7.73426,-6.85237,-3.80225,-4.83482,-6.11472,-8.66059,-4.056,-8.56993,-7.71237,-29.5643
13,1400,141,4192,1233.67,1011.32,7.27848,-0.449884,-4.42454,-10.9921,-6.70132,-6.43158,-4.04283,-7.5972,-5.67377,-7.8482,-1.05032,-5.24029,-7.82727,-6.89736,-3.78735,-4.87152,-4.95323,-8.67248,-4.00336,-8.67335,-7.60379,-29.6036
14,1500,55,3504,811.2,769.487,6.72547,-0.731806,-4.39194,-11.0352,-6.44671,-6.43934,-4.04467,-7.61281,-6.19583,-7.08875,-1.11218,-4.89506,-7.81949,-6.92833,-3.7557,-4.7713,-4.82329,-8.76295,-4.02045,-8.69277,-7.45699,-29.5431
15,1600,103,6993,1344,1505.35,6.69266,-0.811864,-4.33981,-10.8333,-6.19091,-6.59933,-4.09059,-7.77241,-5.99091,-6.86746,-1.13762,-4.55753,-7.60343,-6.97612,-3.75787,-4.78809,-4.43521,-8.85582,-4.10934,-8.9533,-7.32623,-29.5265
16,1700,60,3722,1253,904.123,6.54206,-0.793959,-4.28045,-10.8905,-5.96823,-6.75058,-4.04561,-7.36537,-5.91077,-6.68632,-1.1213,-4.84755,-7.65046,-7.08429,-3.71272,-4.59456,-4.44469,-8.80411,-4.15416,-8.91822,-7.26196,-29.4686
17,1800,109,5018,1591.33,1312.81,6.57818,-0.7956,-4.34435,-11.0642,-6.01204,-6.82702,-3.95755,-7.46457,-6.02278,-6.9429,-1.15874,-4.67553,-7.65602,-6.95317,-3.70185,-4.37832,-4.38315,-8.77332,-4.18598,-8.91911,-7.0286,-29.4239
18,1900,106,4949,1205.53,1006.36,6.44868,-0.787101,-4.37416,-10.6902,-6.00922,-6.89812,-4.02597,-7.69757,-6.03516,-6.83532,-1.19469,-4.64783,-7.4764,-6.90889,-3.68372,-4.39899,-4.33165,-8.75846,-4.19288,-8.8284,-7.08426,-29.4099
19,2000,105,4840,1310.87,1252.55,6.53782,-0.805707,-4.37395,-10.7505,-6.16042,-6.75198,-3.91239,-7.64257,-5.90877,-6.67193,-1.18955,-4.66247,-7.50747,-6.90881,-3.65967,-4.40431,-4.33882,-8.75086,-4.21696,-8.91732,-7.05392,-29.4083
20,2100,296,3242,1105.2,770.235,6.59575,-0.837102,-4.35295,-10.7779,-5.97083,-6.84905,-3.85447,-7.59882,-6.07644,-6.67922,-1.19538,-4.67934,-7.53682,-6.71904,-3.67081,-4.41246,-4.19529,-8.78246,-4.23386,-9.0295,-7.17446,-29.4806
21,2200,81,5971,1309.93,1436.89,6.60496,-0.848967,-4.3476,-10.8681,-5.69349,-6.86984,-3.8489,-7.71091,-6.23875,-7.08667,-1.171,-4.66206,-7.55145,-6.84879,-3.67297,-4.358,-4.27907,-8.87977,-4.22951,-9.16991,-7.11275,-29.4794
22,2300,33,8733,1456.43,1693.89,6.5162,-0.831439,-4.35447,-11.0138,-5.68523,-6.82238,-3.92118,-7.65164,-6.27781,-7.34332,-1.23003,-4.73169,-7.50286,-6.87846,-3.67475,-4.35206,-4.32675,-8.8901,-4.22289,-9.21434,-7.23304,-29.4959
23,2400,59,2529,1032.6,743.904,6.57845,-0.836893,-4.35259,-11.0733,-5.51203,-6.82905,-3.91519,-7.58628,-6.28573,-7.33442,-1.19361,-4.72307,-7.52218,-6.94031,-3.67901,-4.37018,-4.27972,-8.82503,-4.22795,-9.30049,-7.26624,-29.506
24,2500,41,5594,1780.4,1681.35,6.57728,-0.8372,-4.33881,-10.8703,-5.45414,-6.74804,-3.8881,-7.59275,-6.28268,-7.01823,-1.18843,-4.68695,-7.50816,-7.01766,-3.67685,-4.38558,-4.19881,-8.77543,-4.23068,-9.50373,-7.0648,-29.5157
25,2600,87,3762,1206.27,950.527,6.55567,-0.829604,-4.32163,-10.764,-5.67887,-6.71756,-3.89153,-7.66843,-6.30044,-7.05946,-1.19962,-4.66218,-7.49043,-7.10644,-3.68516,-4.3893,-4.19316,-8.93933,-4.23293,-9.61377,-7.19686,-29.522
26,2700,67,4253,1212.03,1092.35,6.60984,-0.829722,-4.3083,-10.6806,-5.72,-6.73678,-3.8878,-7.97178,-6.25725,-7.18599,-1.19048,-4.69511,-7.51138,-7.05736,-3.6828,-4.39034,-4.14808,-8.86029,-4.23337,-9.6317,-7.11848,-29.5374
27,2800,240,5601,1597.2,1414.99,6.63887,-0.82726,-4.29209,-10.5915,-5.69913,-6.71998,-3.87799,-7.94629,-6.26208,-7.15352,-1.19383,-4.69818,-7.51967,-7.03655,-3.68507,-4.43904,-4.17943,-8.3247,-4.2377,-9.62563,-7.22229,-29.5219
28,2900,99,7146,1699.53,1480.04,6.63529,-0.82548,-4.29322,-10.6011,-5.68913,-6.69479,-3.87435,-8.02994,-6.2359,-7.24026,-1.20166,-4.70267,-7.48377,-7.02626,-3.67902,-4.41954,-4.20491,-8.12197,-4.24114,-9.66763,-7.06228,-29.5134
29,3000,110,5105,1291.3,1096.77,6.62635,-0.822603,-4.29441,-10.4573,-5.67748,-6.73142,-3.86918,-7.94672,-6.414,-7.17799,-1.19999,-4.70376,-7.4667,-7.03547,-3.67923,-4.41752,-4.11531,-7.97153,-4.23921,-9.72103,-6.9334,-29.4647
30,3100,107,8792,1900.87,1752.45,6.60393,-0.824087,-4.29298,-10.4532,-5.66607,-6.73304,-3.86983,-7.86759,-6.31042,-7.1676,-1.1964,-4.69743,-7.49188,-7.00704,-3.67645,-4.42786,-4.09577,-7.97183,-4.23932,-9.58807,-6.98889,-29.4667
31,3200,142,10381,1835.47,2101.53,6.56606,-0.82335,-4.29301,-10.5036,-5.54654,-6.73014,-3.88359,-7.90748,-6.44294,-7.16118,-1.20362,-4.6924,-7.50719,-7.02688,-3.67789,-4.42538,-4.11473,-7.89245,-4.24272,-9.12744,-6.92825,-29.4725
32,3300,103,6918,1578.8,1676.4,6.5261,-0.822171,-4.29456,-10.5257,-5.56564,-6.72238,-3.9045,-7.88006,-6.39223,-7.17011,-1.2019,-4.69156,-7.49491,-7.01747,-3.6793,-4.43293,-4.10621,-7.97728,-4.24476,-9.12379,-6.90199,-29.4749
33,3400,175,6695,1946.63,1855.92,6.49627,-0.823568,-4.29103,-10.4712,-5.54322,-6.71775,-3.90336,-7.99386,-6.44017,-7.139,-1.19896,-4.69851,-7.48929,-7.03358,-3.67828,-4.43767,-4.15453,-7.91909,-4.24572,-9.22465,-6.8313,-29.4797
34,3500,168,4003,1315.1,962.732,6.45688,-0.824315,-4.29148,-10.5015,-5.53963,-6.72657,-3.90935,-8.19649,-6.48341,-7.13848,-1.2034,-4.6956,-7.49515,-7.02792,-3.67884,-4.43576,-4.01524,-7.84884,-4.24168,-9.25756,-6.80002,-29.4865
35,3600,138,4552,1362.3,1108.61,6.41924,-0.82493,-4.29264,-10.4348,-5.52001,-6.72765,-3.90959,-8.18422,-6.34982,-7.13716,-1.2041,-4.69531,-7.49859,-7.02432,-3.67825,-4.43623,-4.06471,-7.86883,-4.24375,-9.32071,-6.82805,-29.4803
36,3700,196,9271,2214.37,2301.31,6.40248,-0.824109,-4.29434,-10.4623,-5.52054,-6.71527,-3.90626,-8.17911,-6.35679,-7.13177,-1.20574,-4.69168,-7.48718,-7.03071,-3.67866,-4.43655,-4.11233,-7.88464,-4.24521,-9.2165,-6.82215,-29.4837
37,3800,162,7978,1653.1,1911.06,6.40666,-0.823892,-4.2943,-10.4638,-5.55494,-6.71342,-3.90347,-8.18585,-6.44389,-7.13137,-1.20701,-4.69194,-7.49842,-7.03215,-3.67813,-4.43657,-4.11926,-7.92085,-4.24695,-9.0517,-6.70825,-29.494
