generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,100,2,19,8.63333,3.81,5.70345,0.141753,-4.35299,0.100413,0.448166,-3.28552,-6.93978,1.0959,-5.0093,-7.20576,-3.2315,-3.96863,-3.93425,-2.80271,-2.84353,-4.18312,-0.20131,1.82723,0.451967,-1.39662,0.660802,-3.62356
1,200,4,38,16.7333,9.80124,10.9253,5.86145,-6.29791,-3.76137,-5.24663,-2.54077,-5.66843,0.123021,-2.50727,-9.6945,-0.984769,-2.21491,-3.65593,-2.18943,-2.54726,-5.91745,-0.809054,3.79337,-9.44317,-5.38535,9.32136,-11.347
2,300,1,30,12.6333,8.64425,14.9174,4.4317,-4.77298,-2.17651,-11.5013,0.141461,-4.40399,-1.7506,-4.17165,-12.9789,-7.29221,-3.22434,-5.88217,-4.27068,-3.01028,-5.96573,-2.9285,7.95348,-9.79796,-5.77275,1.5224,-15.8209
3,400,0,43,10.5667,8.05876,10.4707,3.24378,-5.34969,-2.59901,-14.1202,1.80711,-4.30408,0.906364,-5.30127,-12.8094,-1.42831,-3.49763,-6.0929,-4.20385,-3.88653,-6.71762,-5.30902,6.61435,-13.4571,-6.23322,-1.43204,-20.7274
4,500,12,112,43.6667,20.9208,12.433,2.73286,-5.66261,-3.84108,-9.33607,0.147185,-4.8798,-0.0280325,-4.08277,-15.3092,2.8977,-3.36934,-6.14957,-4.70153,-5.04839,-6.38557,-4.66317,5.15862,-13.9131,-11.0211,-6.23081,-22.0107
5,600,7,155,73.6667,32.8406,14.5689,2.42046,-6.96424,-5.14088,-11.6834,-0.428986,-5.31992,-0.0647663,-4.71683,-14.9221,2.98566,-4.77836,-5.62037,-4.28247,-5.4127,-6.70488,-4.09968,3.4983,-13.1953,-11.0974,-12.2029,-23.5182
6,700,31,355,123.9,62.0708,13.687,2.10948,-6.65082,-3.28915,-13.416,-0.220698,-6.62388,0.421087,-1.42553,-15.5669,2.46176,-3.73374,-4.00747,-6.06786,-6.47305,-8.30992,-3.87518,3.75462,-11.477,-12.1057,-18.0495,-26.9297
7,800,44,364,139.867,78.0087,14.9164,1.6799,-7.70249,-3.28022,-10.3196,-1.01403,-6.824,1.60211,0.196681,-14.8894,2.86705,-3.4027,-4.6355,-6.06516,-5.15707,-6.94324,-3.15962,3.21781,-13.1699,-12.5443,-20.0592,-28.906
8,900,38,382,171.567,76.0575,15.7501,1.74651,-8.13558,-3.17061,-9.38425,-2.43072,-6.88963,-0.260594,-1.09717,-15.4525,3.95935,-2.63677,-2.68789,-5.86257,-5.23522,-7.26337,-3.69796,3.11111,-13.9,-12.1863,-18.6233,-28.9902
9,1000,49,342,147.967,74.4291,15.8891,1.6745,-7.90142,-3.21488,-9.28818,-2.78097,-6.44321,-0.924536,1.39373,-14.4655,3.5879,-2.77304,-3.96297,-5.34564,-4.96806,-8.39285,-3.50304,2.9643,-13.1158,-12.2803,-20.3129,-30.4707
10,1100,46,607,214.4,148.84,15.7134,1.63394,-8.80187,-3.42325,-8.739,-4.20223,-7.50244,-0.725879,3.09403,-14.1442,3.77291,-2.9955,-4.41465,-5.05593,-4.63611,-7.97362,-2.99868,2.50878,-12.2313,-12.7015,-18.3496,-32.9103
11,1200,53,1034,218.9,221.097,15.5924,1.47917,-8.23589,-3.3413,-8.12525,-3.70418,-7.30655,-1.41269,1.98644,-13.9828,3.50889,-3.17997,-4.61704,-5.95343,-6.02752,-8.32651,-3.39204,2.25612,-12.7227,-12.5838,-15.8608,-33.0868
12,1300,59,889,317.5,244.567,15.3807,1.42459,-7.93954,-3.7521,-8.22356,-3.36549,-7.94472,-1.9385,2.36366,-14.5859,3.83387,-2.87841,-4.61855,-7.47663,-6.75045,-8.04626,-3.14961,2.10392,-11.291,-12.6745,-16.5146,-33.2767
13,1400,42,926,277.733,193.223,15.4955,1.03656,-7.84821,-3.4583,-8.0218,-2.81316,-9.05871,-1.99944,1.29574,-14.9997,3.72311,-2.71445,-4.65221,-8.08787,-7.55193,-7.85305,-3.16219,1.82839,-10.9877,-12.8412,-16.1472,-32.8726
14,1500,78,927,376.633,222.754,15.766,1.16442,-7.66489,-3.47317,-8.10429,-3.05299,-8.78978,-2.00079,0.55761,-14.1122,3.81078,-3.00558,-4.32127,-7.78983,-6.13051,-7.76875,-3.28312,1.60784,-9.57995,-12.9174,-16.2724,-33.1981
15,1600,77,628,276.533,174.361,15.7963,1.30482,-7.92378,-3.36577,-8.04398,-2.35993,-8.51685,-2.18163,1.01936,-14.6477,3.64616,-3.96508,-4.1283,-7.58121,-6.5397,-7.52371,-3.31794,1.89509,-9.4889,-13.0304,-16.1698,-33.2987
16,1700,73,696,314.967,183.88,15.6749,1.31208,-7.98217,-3.4345,-7.92078,-2.17518,-8.74175,-2.19757,1.12682,-14.4925,3.62938,-3.46666,-4.10594,-7.44865,-6.51367,-7.33881,-3.40753,1.62164,-10.2109,-12.8874,-15.986,-34.0605
17,1800,35,1166,378.133,332.766,15.5693,1.50407,-7.92071,-3.51976,-7.76335,-2.15511,-9.07962,-2.30287,1.01651,-14.4276,3.35577,-3.97572,-4.06372,-7.43234,-6.33879,-7.11635,-3.25852,1.7686,-10.1006,-12.6068,-16.007,-34.6556
18,1900,13,1123,415.067,256.932,15.5859,1.36517,-7.96937,-3.51754,-7.75151,-2.16134,-9.06676,-2.40779,0.756587,-14.2072,3.48706,-4.15068,-4.00273,-7.30481,-5.61828,-7.03869,-3.17338,1.71704,-9.93367,-12.5345,-16.0369,-34.7051
19,2000,31,1720,439.367,342.899,15.5637,1.43726,-7.94893,-3.50018,-7.78528,-2.25972,-8.97895,-2.40293,0.743052,-14.1977,3.66235,-3.8811,-4.02702,-7.81609,-5.3092,-7.0172,-3.06289,1.72356,-9.71063,-12.5531,-16.046,-34.8789
20,2100,61,1298,473.4,304.474,15.5758,1.3266,-8.03021,-3.57217,-7.8781,-2.01041,-8.72289,-2.10569,0.833351,-14.1773,3.77506,-4.11525,-4.02189,-6.66693,-5.18659,-7.04011,-2.9312,1.73142,-9.05867,-12.5172,-16.1096,-35.9745
21,2200,55,1720,370.267,341.02,15.6315,1.17988,-8.08127,-3.62295,-7.91738,-2.47204,-8.21192,-2.12958,1.04126,-14.1588,3.71287,-4.02131,-4.02426,-6.75409,-5.62551,-7.08105,-2.85753,1.73274,-8.46716,-12.5609,-16.093,-35.5958
