generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,100,0,11,4.06667,2.86397,-0.820799,7.56392,3.61306,-1.21947,-4.59721,-3.88964,-4.93278,-1.15294,-2.03951,-3.99286,0.377105,2.04851,1.5393,-3.13472,-1.6993,-0.430753,0.383966,-7.70564,0.0819541,-3.65001,-0.72273,-4.75609
1,200,0,27,11.7667,6.58464,-1.60289,4.56572,-2.15186,1.7033,-4.16418,-3.84674,-4.18923,-1.46993,-11.8496,-4.99679,-2.64439,-3.56583,2.94417,1.61508,-1.70444,-4.22913,-1.08651,-6.07519,-0.035547,-6.01115,-1.64256,-8.94951
2,300,5,24,12.8,5.04736,-0.786153,2.23662,-4.42144,5.03277,-5.27934,-5.02794,-4.45518,-2.25976,-11.5392,-5.64834,-0.851419,-3.3166,-3.82384,0.480838,-8.26919,-1.18739,-0.8554,-5.67998,0.79145,-12.2339,-0.501504,-12.543
3,400,30,109,60.9,21.2381,-1.50421,3.59237,-7.25743,0.481417,-6.02899,-5.52461,-5.57435,-2.78013,-11.7022,-4.07842,0.415219,-2.91396,-4.6832,-4.38038,-6.14693,-2.6337,-0.974254,-6.29355,-3.47678,-14.5385,-3.2482,-14.2123
4,500,22,250,82.7667,47.4412,-1.61687,1.88561,-9.53313,-3.75951,-5.61654,-6.25404,-4.81377,-4.42706,-8.37971,-3.57522,-2.02151,-2.31556,-10.0027,-5.63645,-9.65077,-3.97472,-2.15778,-9.19545,-6.22712,-13.9747,-5.53446,-14.2948
5,600,39,183,106,38.5728,-4.08854,1.06131,-10.7561,-5.15208,-5.59514,-6.08006,-5.27735,-5.47697,-9.61956,-3.9513,-2.04384,-3.97886,-10.9946,-8.17318,-8.86977,-3.27294,-3.41643,-8.37853,-7.44868,-14.5439,-5.72757,-15.0672
6,700,41,276,122.133,58.2993,-2.59462,0.612137,-11.7826,-6.35986,-5.20272,-6.21408,-6.12016,-9.0356,-7.38017,-2.99335,-3.08377,-3.71268,-9.20662,-7.44791,-7.3108,-4.34167,-3.49753,-8.63026,-8.0571,-14.9815,-6.74102,-15.615
7,800,36,304,102.5,62.5558,-2.05617,-0.408914,-10.4477,-6.68596,-5.31279,-5.6548,-6.27637,-8.35889,-6.78917,-3.13295,-3.75669,-6.03079,-7.84422,-8.32516,-6.21201,-3.76898,-2.69114,-9.13282,-7.0303,-12.8899,-8.54074,-15.3499
8,900,50,320,159.567,60.5917,-2.42482,-0.455086,-11.0312,-6.75896,-5.64508,-5.35247,-6.59705,-7.97801,-6.2826,-3.18387,-5.46315,-6.24392,-6.42525,-6.60261,-5.02201,-4.22291,-3.05029,-9.35539,-6.5833,-11.0785,-8.30284,-16.1171
9,1000,64,686,212.167,141.98,-2.93919,0.597863,-11.2413,-5.43037,-5.67365,-5.60375,-6.62683,-9.11394,-6.1881,-3.61012,-4.91586,-5.13155,-5.58243,-6.60967,-5.7311,-4.66345,-2.64957,-9.08716,-5.7713,-10.6092,-8.0387,-17.0195
10,1100,54,770,280.3,201.348,-3.10088,-0.647267,-11.2275,-5.82207,-6.13901,-6.34188,-6.90816,-9.09911,-5.98022,-3.45809,-5.17332,-5.28422,-5.68438,-5.54421,-4.70942,-4.74332,-2.74256,-8.87319,-6.02979,-9.86934,-7.16602,-17.1153
11,1200,45,499,213.367,128.294,-2.71758,-0.558065,-11.3124,-5.64994,-6.24655,-5.83071,-6.98998,-8.42243,-5.60084,-3.46037,-5.65997,-4.85948,-5.93659,-5.69421,-5.65775,-4.37799,-2.93053,-8.7868,-5.81676,-9.83589,-6.63971,-17.2786
12,1300,66,548,232.233,115.429,-2.86472,-0.339322,-11.0338,-6.05676,-6.24712,-5.28975,-7.27407,-8.68515,-5.65041,-3.51794,-5.29911,-5.08876,-5.34577,-5.46197,-5.4794,-4.55831,-2.95565,-8.84931,-5.61324,-10.4127,-6.17673,-17.4009
13,1400,70,746,288.967,176.525,-2.89291,0.0916553,-11.0057,-5.80307,-6.36318,-4.9508,-7.16652,-8.6849,-5.62252,-3.58528,-4.99363,-5.50569,-4.74769,-5.47913,-5.3206,-4.2349,-2.89526,-8.82967,-5.58579,-10.8002,-6.14917,-17.0595
14,1500,48,728,259.733,157.823,-2.9067,-0.0474485,-10.7392,-5.69236,-6.32863,-4.99274,-6.83179,-8.53409,-5.6149,-3.61335,-5.17465,-5.18957,-4.92895,-5.54747,-5.41757,-4.02772,-2.94328,-8.6912,-5.49583,-10.428,-5.99724,-17.268
15,1600,50,1179,368.3,318.274,-2.9451,-0.350603,-10.622,-5.76549,-6.26143,-4.80447,-6.92825,-8.2889,-5.6239,-3.70781,-5.48002,-5.80294,-4.59411,-5.71704,-4.31529,-4.07124,-2.83642,-8.71295,-4.97864,-9.86512,-5.53,-17.2861
16,1700,55,942,246.167,206.416,-2.62893,-0.163508,-10.3595,-5.95623,-6.289,-5.09707,-6.83423,-8.00165,-5.58994,-3.70665,-5.64143,-6.37942,-4.40394,-5.84469,-4.33529,-4.15833,-2.69959,-8.68659,-4.51024,-9.66272,-5.66316,-17.4147
17,1800,55,1089,339.567,222.485,-2.65368,0.0696959,-10.5003,-6.22376,-6.2717,-5.18258,-6.90935,-7.98132,-5.63262,-3.65091,-5.79298,-6.18853,-3.75201,-5.83883,-5.07085,-4.09626,-2.66695,-8.55113,-4.54942,-9.46074,-5.28269,-17.5853
18,1900,73,1402,481.267,321.976,-2.48185,0.0858227,-10.4952,-6.19571,-6.19086,-5.16748,-7.17139,-8.02535,-5.63584,-3.66583,-5.90836,-6.29172,-3.50525,-5.76275,-4.83305,-4.28052,-2.86356,-8.64248,-4.40205,-9.46789,-5.1586,-17.5333
19,2000,56,1507,415.7,312.051,-2.76627,0.13428,-10.5067,-6.1507,-6.56771,-5.00039,-7.30066,-7.98488,-5.56056,-3.65907,-5.85491,-6.34631,-3.54918,-5.72055,-4.42164,-4.2541,-2.88972,-8.64032,-4.32552,-9.24724,-5.12193,-17.5559
