0,3.83333
1,14.9333
2,44.4333
3,63.4667
4,120.5
5,254.933
6,600.333
7,665.833
8,2441.2
9,4143.17
10,5129.57
11,8066.57
12,10876.8
13,9503.97
14,17922.1
15,16491.1
16,26773.4
17,16805.8
18,24137.9
19,20878.3
20,15518
21,25851.2
22,18839.9
23,19799.6
24,25190.9
25,30670.4
26,21990.6
27,19513.1
28,23556.7
29,26570
30,19140.6
31,25301.2
32,26460.1
33,30544.6
34,24937.9
35,27999.7
36,28109.9
37,37901.5
38,27252.1
39,29951.1
40,28879
41,29668
42,24129.3
43,28442.9
44,30972
45,23311.4
46,32708.9
47,25267.2
48,18315
49,37146.6
50,28638.7
51,18618.2
52,30574.7
53,26505.6
54,30762.3
55,40965.2
56,19902.5
57,29693.1
58,25295.1
59,24764
60,29403.5
61,30128.5
62,22007.1
63,20991.4
64,18700.9
65,27670.3
66,24975
67,20587.6
68,31335.6
69,23782.4
70,25128.6
71,31188.1
72,20934.2
73,31242.9
74,25199.2
75,22270.5
76,23474.6
77,28674.2
78,29071.6
79,23518.6
80,29897.3
