0,18.1333
1,77.4667
2,82.9667
3,78.8
4,94.3
5,128.767
6,100.933
7,154.6
8,167.967
9,149.567
10,179.267
11,206.967
12,242.8
13,215.733
14,229.567
15,186.067
16,245.567
17,222.067
18,235.433
19,250.767
20,279.2
21,267.3
22,221.467
23,261.467
24,270.7
25,192.1
26,231.067
27,225.267
28,260.7
29,253.7
30,283.7
31,275.233
32,263.267
33,225.8
34,258.333
35,227.567
36,238.367
37,216.333
38,246.333
39,265.033
40,252.733
41,285.6
42,266.067
43,216.7
44,252.4
45,243.267
46,323.533
47,198.667
48,276.3
49,225.967
50,367.233
51,245.333
52,242.067
53,222.867
54,273.233
55,266.7
56,266.8
57,222.2
58,300.067
59,301.267
60,294.8
61,233.933
62,291.667
63,234.733
64,241.8
65,254.2
66,296.4
67,219.967
68,285.667
69,294.5
70,270.033
71,284.267
72,224
73,267.167
74,226.767
75,269
76,259.333
77,237.4
78,284.9
79,368.733
80,264.833
