generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5
0,100,128,4588,974.433,896.335,-5.97279,1.96923,-5.28787,-2.76195,-11.1397,-4.72956
1,200,281,12699,4667.37,3665.26,-7.93765,8.61412,-6.69448,-7.6366,-14.465,-4.74361
2,300,1125,88960,18726.7,18890.9,-9.31141,7.08083,-6.30526,-11.8737,-16.1967,-6.20435
3,400,236,78288,28558.6,19008.7,-8.6164,7.69115,-7.14095,-15.5519,-16.8856,-6.42179
4,500,2044,128394,20979.4,25429.9,-8.33793,7.62,-7.00669,-17.3572,-17.7353,-7.87032
5,600,164,83107,26464.9,21426.8,-9.00967,7.69109,-7.25513,-19.4702,-21.0401,-7.4252
6,700,608,79171,27853.3,22390.1,-9.5425,10.1568,-8.05317,-18.4438,-20.0998,-7.77177
7,800,405,117081,32072.8,31393.1,-8.65464,9.86779,-8.82632,-18.103,-20.1716,-7.65675
8,900,1510,52231,24293.5,13640.2,-10.416,10.0449,-8.83857,-19.6775,-22.7578,-9.18102
9,1000,247,100812,20966.8,19666.4,-12.349,8.47922,-7.64903,-22.4695,-21.3047,-8.48602
10,1100,1525,94698,27271.1,22421,-11.4795,8.43666,-8.69869,-21.6269,-20.6186,-8.94328
11,1200,243,133804,28610.3,34089,-10.15,9.51945,-9.44785,-23.6949,-22.0815,-9.33827
12,1300,459,87306,30748.8,25951.8,-9.99126,12.0205,-9.915,-25.0069,-24.2946,-9.1419
13,1400,909,123799,31164.6,31899.7,-10.5359,11.7659,-9.88196,-24.4448,-24.4526,-9.89434
14,1500,3052,89469,31022.8,25462.6,-11.3113,10.1068,-9.26419,-24.6163,-25.2571,-10.7512
15,1600,577,95691,23800.8,25927,-11.5548,7.58561,-9.30599,-24.6359,-26.0794,-10.3111
16,1700,1023,159319,36022,37277,-12.7034,6.82201,-8.45376,-24.4691,-23.9774,-9.55979
17,1800,3404,136013,34166.6,28450.2,-13.5637,7.14708,-7.68292,-26.4747,-23.7085,-9.50118
18,1900,658,109837,31960.9,29362.5,-15.0134,6.77592,-9.11826,-26.0351,-23.9678,-10.1167
19,2000,133,191307,42492.5,41276.4,-13.6963,6.5442,-8.96094,-27.6151,-23.7471,-10.8149
20,2100,268,152859,31563.8,35522.4,-14.9869,7.03788,-9.24195,-27.5131,-24.0647,-10.488
21,2200,231,115414,29570.3,29179.1,-16.4431,7.2256,-10.4284,-28.2169,-23.9104,-11.0409
22,2300,3251,84841,23877.2,20469.3,-16.6388,6.54581,-11.2663,-29.3426,-23.5498,-11.0747
23,2400,1445,118368,26412.5,28062.4,-16.4591,7.17269,-10.1119,-29.3505,-24.4422,-11.3839
24,2500,1014,107243,37021.6,26866.3,-15.6936,6.33662,-9.85965,-30.1026,-22.715,-11.493
25,2600,375,100902,29742.9,24267.1,-15.2974,6.05652,-10.5139,-30.5603,-23.0496,-12.345
26,2700,219,76590,24291.7,21826.1,-14.9681,5.98115,-10.0405,-30.661,-22.3538,-12.102
27,2800,346,117641,29715.5,26436.7,-15.4399,5.43542,-9.69826,-30.6286,-22.7804,-12.7125
28,2900,303,130377,21723.3,25629.3,-15.939,6.11888,-10.6198,-27.2082,-23.2142,-12.7816
29,3000,529,131371,32831.9,31629.4,-16.589,6.20108,-10.5769,-27.9342,-24.1328,-12.9628
30,3100,1279,86295,23223,22666,-16.5887,5.75102,-9.99651,-28.2818,-24.2217,-11.6566
31,3200,677,111279,28349.3,27125.4,-15.0825,6.96003,-9.5872,-28.8947,-23.8485,-10.9849
32,3300,1621,117290,24349.2,27287.8,-16.5736,7.63498,-9.45396,-29.0237,-23.1263,-10.8414
33,3400,1923,140443,33686.3,34502,-15.1343,8.07535,-9.4228,-29.0853,-22.3002,-10.0464
34,3500,346,47422,18902.9,10712.9,-14.522,8.48006,-9.88922,-31.6292,-22.8325,-10.6813
35,3600,1134,148736,31996.7,35756.6,-15.2072,9.13362,-10.9867,-36.3477,-21.5545,-10.9824
36,3700,1315,108967,24993.2,23937.9,-14.9711,9.25432,-10.8321,-35.738,-21.5069,-9.29853
37,3800,472,96164,22872,24305.5,-18.2105,10.1479,-10.5295,-34.0659,-22.9312,-10.0691
38,3900,1669,146155,32671.6,31719.9,-15.7428,10.3277,-10.3937,-33.8073,-26.521,-11.2082
39,4000,566,117940,28286.3,24556.3,-15.4486,9.47379,-10.2936,-32.5557,-25.3965,-12.1002
40,4100,366,115775,27707.5,25609.7,-16.656,9.90915,-10.258,-32.4073,-25.9079,-13.8304
41,4200,1683,65334,25258.7,16909.1,-17.21,9.82723,-10.8412,-35.4451,-25.4365,-14.186
42,4300,1445,63732,25902.3,21048.4,-17.1249,8.59129,-11.7392,-34.8589,-26.2524,-14.0006
43,4400,417,127910,30461.4,26716.1,-17.8803,8.82958,-11.1171,-34.0537,-26.4023,-14.8384
44,4500,738,121465,35893.2,33746.4,-17.821,7.82589,-10.8333,-35.3492,-26.3151,-14.9602
45,4600,4716,184547,38951.8,36164.1,-17.3919,7.08789,-10.8761,-36.1395,-27.7478,-14.3751
46,4700,435,98188,23504.7,20808.5,-16.8313,7.82309,-10.9962,-35.9162,-28.6413,-14.5874
47,4800,627,132866,21871.8,24372.3,-17.5214,7.8898,-10.7484,-35.0011,-28.7618,-13.7781
48,4900,136,99498,26354.8,25363.4,-17.8946,8.18152,-11.2812,-34.7201,-28.9508,-13.9337
49,5000,621,114652,28046.6,27056.2,-18.1563,7.76959,-10.7947,-34.3015,-28.6694,-13.1017
50,5100,794,146921,32599.4,41288.9,-18.2899,7.52177,-10.5147,-34.6026,-27.968,-13.3054
51,5200,1322,145747,34557.8,36789.3,-18.132,6.81812,-10.7511,-34.2865,-27.9631,-13.1195
52,5300,442,113050,32052.1,27578.4,-18.0229,6.65464,-10.9179,-34.5579,-28.1906,-12.7908
53,5400,136,79648,26424.1,25639.1,-18.0047,7.39725,-11.5682,-35.2092,-28.1904,-13.0132
54,5500,1748,173684,43553.5,45458.9,-17.9757,6.24935,-11.6082,-35.5548,-28.2657,-12.9073
55,5600,4755,134843,36117.4,28875.6,-18.0089,7.22034,-11.6558,-36.1914,-28.2733,-12.7859
56,5700,214,96434,27958.5,26420.9,-18.0458,6.95389,-11.8021,-36.5275,-28.2501,-12.7763
57,5800,1968,74276,25506.5,21952.6,-18.0354,7.77269,-11.8249,-35.8116,-28.2337,-12.8593
58,5900,1217,67174,22073.5,19163.5,-18.0302,7.72823,-11.8572,-35.0873,-28.2199,-12.8166
