generation,agents,minScore,maxScore,meanScore,standardDeviation,stepSize,w0,w1,w2,w3,w4,w5
0,6,0,1,0.0666667,0.253708,0.893848,-0.425479,-0.982716,-0.223324,0.349986,0.33924,0.0322557
1,12,0,2,0.4,0.723974,0.878143,-0.528712,-0.593687,-0.789602,-1.32657,0.565977,0.650786
2,18,12,79,29.7333,15.4226,0.88927,-0.640739,-0.756832,-1.06384,-2.13364,-0.162373,-0.111778
3,24,13,100,49.0667,25.0543,0.89176,-0.949007,-0.831304,-1.43329,-2.60773,-0.275193,-0.13251
4,30,47,419,182.467,98.9872,0.930929,-1.42979,-0.189554,-2.36361,-3.00288,0.190893,-0.40827
5,36,64,1299,474.133,317.603,1.04285,-2.26705,-0.592839,-2.47321,-4.661,0.272768,-0.980356
6,42,458,31937,8463.93,8084.01,1.19133,-2.81513,-0.0829028,-1.1742,-5.50196,0.0825714,-1.97096
7,48,110,29665,6290.93,6582.42,1.35118,-3.32888,0.51396,-0.439334,-6.56815,-0.342465,-2.38222
8,54,167,59317,11505.3,12818.1,1.33154,-3.26608,0.878934,-1.66151,-6.23037,-0.0696902,-2.00594
9,60,319,35625,11772.9,9628.39,1.26874,-3.24895,1.37396,-2.24553,-6.47475,-0.374969,-1.56592
10,66,284,34348,10199.9,8976.17,1.26334,-2.61782,1.62761,-2.2189,-8.0728,0.176941,-1.23296
11,72,80,24792,8009.73,6938.29,1.35561,-2.26582,2.34069,-1.31903,-9.60364,-1.19924,-1.7439
12,78,683,117629,18493.1,23191.1,1.31036,-1.99756,2.48242,-2.21817,-7.54835,-1.78838,-1.48386
13,84,279,28955,8443.87,6843.77,1.22305,-1.99642,1.62544,-2.97807,-7.2467,-2.03398,-1.12373
14,90,498,24555,6049.07,5995.31,1.13647,-1.612,2.33245,-2.69807,-7.20428,-2.22665,-0.597645
15,96,371,68379,13858.3,16034.2,1.06966,-2.52494,3.10063,-2.17225,-7.00903,-2.31432,-1.18915
16,102,700,75959,18930.4,17797.8,1.13094,-3.91786,2.72877,-3.20765,-8.69841,-3.33118,-1.80001
17,108,95,53366,14757.7,12374.5,1.11656,-3.89273,2.78756,-3.74276,-9.59754,-2.87721,-2.35112
