generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21
0,100,0,3,0.433333,0.773854,-0.190448,8.00471,3.59752,-0.694217,-3.73062,1.81353,-1.28023,3.4192,-2.45863,2.89836,-0.91175,-2.66173,-1.97574,0.410031,-2.39715,1.81284,-0.315126,-0.570896,-2.06418,-2.30404,-1.56912,-8.84135
1,200,1,20,8.86667,5.58775,2.71324,14.9131,3.14674,0.616085,-7.40346,0.801359,-6.63993,-3.47763,-1.487,-2.45369,-3.91918,-0.761713,-3.1195,-5.25957,-0.347816,-0.955088,-3.03363,-1.25655,0.20349,-7.42056,-8.74022,-9.72883
2,300,7,83,36.3,20.1907,-1.36411,11.5201,2.88307,-6.69744,-6.23025,0.886615,-4.24688,-9.3539,-0.682978,-5.10583,-3.3638,-3.40078,-9.70868,-2.32036,-1.71341,-4.4224,-4.28975,-2.62045,0.993734,-9.01633,-17.6556,-17.3941
3,400,19,93,48.4,20.4123,-6.3461,10.131,-1.5637,-6.38778,-8.19133,-2.73244,-2.70807,-2.69231,-5.30082,-4.9193,-3.96706,-4.291,-10.3236,-8.78752,-2.82787,-5.05362,-5.64675,-2.4314,0.859456,-11.4021,-33.8535,-20.0127
4,500,11,130,52.6333,30.4693,2.80851,11.0726,-4.13328,-5.43578,-7.412,-4.34242,-5.72798,-1.10034,-1.49643,-4.52328,-2.35596,-4.91247,-9.72061,-9.65381,-4.82866,-5.31935,-1.6562,-3.93761,0.702796,-12.7515,-38.0019,-26.373
5,600,16,106,53.6333,22.2548,3.27612,8.97871,-3.68435,-5.66697,-5.94927,-4.5157,-5.63241,-1.86026,-1.86766,-5.3626,-0.491167,-3.52317,-9.05739,-10.7237,-4.56566,-5.11221,-3.69733,-5.08643,-2.16414,-14.6828,-35.8295,-28.5185
6,700,25,145,67.7667,35.2202,4.12523,8.15012,-5.42018,-4.60652,-6.23925,-3.65804,-7.6242,-4.48931,-1.99286,-7.33407,-0.868681,-7.72433,-7.74947,-9.37732,-5.24278,-5.89289,-4.10154,-6.1316,-1.31334,-14.7358,-33.8478,-28.9869
7,800,22,170,79.9667,40.4539,4.79226,7.93831,-7.5032,-6.57051,-6.732,-2.84875,-9.05851,-4.96809,-0.289057,-9.18464,-1.02527,-7.1987,-7.62303,-9.02429,-4.45504,-5.3843,-7.03548,-6.95121,-0.593279,-11.959,-32.1395,-31.6549
8,900,42,230,98.0667,41.8593,5.05101,8.89306,-8.325,-7.62502,-7.99959,-5.4688,-9.30223,-3.46444,0.560889,-8.4379,-0.424803,-8.15122,-10.2749,-10.1952,-3.00192,-5.05128,-7.90824,-7.92316,-3.5224,-9.35985,-30.7427,-36.7116
9,1000,40,345,102.533,57.3223,4.35157,9.25157,-8.65612,-11.038,-4.07222,-4.56047,-10.8523,-5.13911,-0.846597,-8.67262,2.1791,-7.27231,-9.53863,-10.2301,-3.55709,-8.16237,-8.31611,-6.99269,-4.282,-10.1002,-30.556,-39.6088
