generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5
0,100,105,1066,438.767,242.236,-9.20311,6.62893,-4.82691,-4.75415,-7.86434,-7.38332
1,200,346,12356,3066.53,2701.36,-8.15453,13.2668,-5.24804,-9.96504,-8.87501,-6.01878
2,300,145,28998,7470.07,8033.62,-8.68679,14.9632,-5.56562,-12.5124,-15.7404,-5.98467
3,400,1784,71138,24798.4,18633,-8.6711,10.3744,-6.16447,-14.6047,-19.4718,-6.74735
4,500,216,165787,23546.9,31239.9,-8.15936,9.0262,-6.6298,-15.3529,-18.4532,-7.447
5,600,321,72105,15722.4,16520.9,-9.01869,9.84356,-6.46857,-16.4509,-21.1664,-7.70532
6,700,840,104930,24933.2,24708.7,-10.5727,10.5045,-7.36226,-17.8681,-20.4971,-8.37235
7,800,447,102609,20736.7,22575.2,-9.21403,8.55091,-7.14131,-18.0923,-19.2662,-6.75079
8,900,1165,75654,20891,17707.7,-8.1857,8.6479,-7.87036,-18.0837,-21.0867,-7.18226
9,1000,1169,97196,18924.6,19801.9,-9.64603,7.37275,-8.64128,-18.5813,-20.2571,-7.3063
10,1100,394,75054,28131.8,23433.6,-9.12844,7.3045,-8.07442,-19.4853,-22.0411,-7.49329
11,1200,116,72315,23190.1,17038.4,-10.9994,7.19198,-7.5156,-19.7825,-21.8987,-7.2776
12,1300,121,63891,24700,20471.7,-10.4694,6.7526,-6.06613,-20.6359,-20.781,-7.3382
13,1400,421,73592,18152.3,17312.5,-10.8397,6.80055,-7.79951,-21.2473,-19.1644,-7.12415
14,1500,422,172490,43673.5,43382.2,-10.6108,7.63715,-7.37335,-21.9786,-20.0305,-8.2482
15,1600,783,95177,26766.2,24521.7,-12.064,6.42246,-7.6415,-22.3783,-19.877,-8.42736
16,1700,70,72166,27634,21672.8,-12.687,6.79445,-7.52925,-22.5865,-20.6025,-8.51362
17,1800,346,107602,24680,25654.5,-12.0408,6.27366,-6.64747,-23.1708,-20.3112,-9.86143
18,1900,930,113478,32154.6,31689.2,-11.9494,7.50947,-7.61576,-24.0983,-20.0787,-9.56672
19,2000,389,125312,26539.6,26539.5,-12.375,5.55371,-8.72477,-26.0553,-20.6046,-9.81823
20,2100,1091,105616,22659.3,29005.9,-13.1102,6.65086,-8.97267,-25.9273,-20.8485,-10.1112
