generation,agents,minScore,maxScore,meanScore,standardDeviation,w0,w1,w2,w3,w4,w5
0,100,52,1030,318.7,228.735,-7.90949,9.18908,-1.9006,-6.48049,-6.58671,-10.635
1,200,82,35250,9465.03,8811.53,-7.1831,7.8372,-4.64517,-11.8086,-11.2021,-8.90874
2,300,1718,80631,19321.6,18662.5,-6.84159,8.27115,-5.53147,-13.2845,-15.9323,-7.45383
3,400,158,98907,20398.8,21844.3,-7.47528,8.71054,-6.4044,-14.1424,-18.0869,-7.79125
4,500,440,95357,18235.9,20339.6,-7.26862,8.38556,-6.28225,-13.8011,-17.4496,-7.08695
5,600,452,119915,25218.9,27336.4,-8.22275,8.36203,-6.52551,-14.6598,-19.9998,-7.51463
6,700,4936,76688,29349.6,20755.6,-8.03739,7.83766,-6.56956,-14.3872,-22.7645,-7.3132
7,800,773,90927,22853.7,23193.4,-9.44885,6.83441,-6.52376,-14.4755,-22.5405,-7.50055
8,900,456,86946,23699.4,20554,-8.52008,6.76755,-6.42492,-14.5793,-22.7919,-7.46702
9,1000,1494,125864,29147.2,29056.2,-8.85609,6.87042,-6.67971,-14.5876,-22.5002,-7.4085
10,1100,1467,98647,27301.6,22308,-9.28956,6.43676,-6.72573,-15.0209,-21.4625,-7.41002
11,1200,1399,100851,28405.8,24383,-9.38051,6.19463,-6.74326,-15.0989,-21.2027,-7.42425
12,1300,375,77089,25404.8,22091.9,-9.15027,6.20848,-6.77355,-15.2135,-21.529,-7.41205
13,1400,1856,100307,37762.8,30849.5,-9.3414,5.35677,-6.78765,-15.2604,-21.033,-7.36678
14,1500,1879,113878,28452.1,27478.5,-9.08943,5.33314,-6.71725,-15.2597,-20.7471,-7.29208
15,1600,505,149597,35964.8,35071.9,-9.00474,5.50187,-6.63357,-15.08,-20.8537,-7.26558
16,1700,285,246152,41119.2,48924,-8.92864,5.33664,-6.68625,-15.0099,-20.8976,-7.24191
17,1800,41,161086,37880.8,38603,-8.95183,5.30195,-6.55651,-14.777,-20.8498,-7.26677
18,1900,121,140605,32972.7,31842.2,-8.95424,5.283,-6.52427,-14.9537,-20.9575,-7.24858
19,2000,222,194860,52235.9,49871.5,-8.91356,5.50461,-6.52421,-14.8843,-21.0298,-7.24208
20,2100,519,85112,23222,24814.3,-8.92873,5.55731,-6.53687,-14.9005,-21.0793,-7.23343
21,2200,360,139433,41590.5,35508.5,-8.91994,5.46905,-6.57611,-14.9062,-21.2586,-7.22544
22,2300,788,130272,30692.2,32961.3,-8.92356,5.47849,-6.61889,-14.8583,-21.2887,-7.22421
23,2400,484,118651,29633.3,28866.5,-8.9151,5.4695,-6.54273,-14.8256,-21.4436,-7.20789
24,2500,877,119166,36819,33047.3,-8.90959,5.482,-6.57885,-14.7855,-21.349,-7.21874
25,2600,491,97972,24577.6,26517.7,-8.91532,5.50597,-6.57243,-14.7041,-21.2192,-7.21458
26,2700,890,90466,22163.7,22535.6,-8.92573,5.48865,-6.56768,-14.699,-21.486,-7.20893
27,2800,2592,98524,32346.7,27820.1,-8.91354,5.53345,-6.5653,-14.6632,-21.3865,-7.2019
28,2900,396,112751,31176.6,27539.7,-8.90476,5.58806,-6.57829,-14.6878,-21.1777,-7.20257
29,3000,418,130934,22122.9,26238.5,-8.91478,5.55363,-6.56147,-14.7157,-21.3107,-7.20761
30,3100,503,135629,35463.4,37653.8,-8.91237,5.55983,-6.56946,-14.6589,-21.5446,-7.19746
31,3200,124,88542,26693.2,26070,-8.92283,5.55582,-6.558,-14.6884,-21.5497,-7.1944
32,3300,358,70498,18485,17451.2,-8.91554,5.57451,-6.56658,-14.6716,-21.3759,-7.18725
33,3400,309,149189,30680.7,29075,-8.91151,5.54364,-6.57044,-14.6611,-21.2905,-7.17427
34,3500,925,131858,33603.2,29274.6,-8.92246,5.59074,-6.57608,-14.6392,-21.2462,-7.16647
35,3600,285,129466,31183.8,29551.3,-8.92963,5.67186,-6.57256,-14.6833,-21.2763,-7.16333
36,3700,1568,96773,29359.1,22969.2,-8.92919,5.65178,-6.58084,-14.7028,-21.2815,-7.16162
37,3800,1962,113848,29958.8,30405.6,-8.9315,5.66811,-6.59158,-14.7035,-20.9082,-7.16606
38,3900,258,84396,25886.6,21455.8,-8.92253,5.69662,-6.58835,-14.7417,-20.812,-7.16545
39,4000,559,125124,31409.3,33066.2,-8.92515,5.69058,-6.59237,-14.6918,-20.7558,-7.16245
40,4100,601,105629,33335.3,27388.8,-8.92516,5.70451,-6.59768,-14.7048,-20.7103,-7.16438
41,4200,324,83935,22473.9,22360,-8.9226,5.70711,-6.59503,-14.8173,-20.6973,-7.16366
42,4300,1294,145822,32518.1,33017.7,-8.92162,5.71485,-6.59631,-14.8491,-20.7018,-7.16524
43,4400,2227,165792,33771.9,36834.7,-8.92193,5.7177,-6.59334,-14.9463,-20.8407,-7.16672
44,4500,558,132243,37727.2,35534.4,-8.92118,5.70813,-6.59344,-15.1026,-20.8312,-7.16587
45,4600,112,138164,28870.2,29131.9,-8.92257,5.72005,-6.59045,-15.1668,-20.8814,-7.16841
46,4700,1131,80520,24103.2,19919.9,-8.92121,5.71471,-6.59053,-15.1555,-20.859,-7.16734
47,4800,1666,134755,25523.6,27937.5,-8.9211,5.73543,-6.58851,-15.1107,-20.9014,-7.16734
48,4900,1206,165810,32888.6,34663.9,-8.92215,5.7454,-6.58833,-15.1229,-20.9101,-7.1647
49,5000,362,113682,32408.8,31014.9,-8.92177,5.74178,-6.58825,-15.1379,-20.9124,-7.16597
50,5100,519,78507,23155.6,20463.6,-8.92185,5.73841,-6.58775,-15.1516,-20.9292,-7.16707
51,5200,1316,88132,22273.5,20392.1,-8.92115,5.74072,-6.58758,-15.1134,-20.8944,-7.16533
52,5300,446,271986,32739.4,51928.9,-8.92105,5.73812,-6.58796,-15.0969,-20.8978,-7.16497
53,5400,1544,146199,24987.9,30151.1,-8.92081,5.73341,-6.58796,-15.0819,-20.9118,-7.16363
54,5500,1724,115037,33403.1,33533.4,-8.92079,5.72344,-6.58802,-15.1203,-20.9217,-7.16356
55,5600,490,175179,29376.5,38646.2,-8.92081,5.72912,-6.58795,-15.1543,-20.9105,-7.16296
56,5700,477,171313,28288.1,34218,-8.92079,5.73171,-6.58803,-15.1981,-20.895,-7.16317
57,5800,298,154931,34500.9,34005.1,-8.92095,5.72898,-6.58784,-15.1802,-20.8951,-7.16427
58,5900,1875,129852,34814.1,34386.3,-8.92122,5.73153,-6.58775,-15.1329,-20.8945,-7.1644
59,6000,874,113471,29092.4,28184.9,-8.92138,5.73383,-6.58781,-15.1288,-20.8973,-7.16382
60,6100,458,88791,30158.4,29273.8,-8.92119,5.73368,-6.58793,-15.1583,-20.9033,-7.16289
61,6200,726,146658,33610,34899.6,-8.92132,5.73488,-6.58799,-15.1428,-20.9054,-7.16325
62,6300,447,250789,42293.6,50604,-8.92132,5.73352,-6.58808,-15.1473,-20.9059,-7.16294
63,6400,646,87560,23212.7,22930.4,-8.92126,5.73544,-6.58811,-15.1535,-20.9061,-7.16312
64,6500,1136,83867,26996,23995.4,-8.92122,5.73471,-6.58805,-15.148,-20.9067,-7.16316
65,6600,1124,149599,32607.8,33154.5,-8.92146,5.73544,-6.58803,-15.1314,-20.9056,-7.16334
66,6700,281,142662,35841.9,35295.6,-8.9217,5.73548,-6.58812,-15.133,-20.9078,-7.16328
67,6800,198,95544,26415.6,23759,-8.92171,5.73505,-6.58809,-15.1247,-20.9075,-7.16338
68,6900,237,134404,34664.3,32005.2,-8.92181,5.73588,-6.58806,-15.1169,-20.9083,-7.16339
69,7000,1376,157977,32044.4,32457.5,-8.92167,5.7361,-6.58799,-15.1232,-20.9096,-7.1635
70,7100,427,103566,28042.1,26227.5,-8.92178,5.73603,-6.58797,-15.1324,-20.9084,-7.1634
71,7200,1867,176075,42360.3,43089.8,-8.92193,5.73579,-6.58793,-15.1335,-20.909,-7.16352
72,7300,642,96112,29002.8,27407.3,-8.92202,5.73599,-6.58799,-15.1354,-20.9105,-7.16352
73,7400,1167,231884,52733.3,54351.3,-8.92194,5.73596,-6.58805,-15.1359,-20.9113,-7.16351
74,7500,31,179823,30379.6,35570.8,-8.92198,5.73619,-6.58784,-15.1383,-20.9107,-7.16351
75,7600,1349,117650,32194.9,31059.1,-8.92211,5.73599,-6.58782,-15.1391,-20.9114,-7.16352
76,7700,71,79723,28406.2,21016.3,-8.92208,5.73605,-6.5879,-15.1371,-20.9125,-7.16351
77,7800,898,101054,31582.1,26574.9,-8.92207,5.73622,-6.58792,-15.1365,-20.912,-7.16353
78,7900,1738,163164,30208.8,35463.6,-8.9221,5.73641,-6.58792,-15.1355,-20.9119,-7.16353
79,8000,562,201378,29132.4,40041.8,-8.92205,5.73629,-6.58793,-15.1345,-20.9118,-7.16355
80,8100,159,125876,24403.5,32993.8,-8.92212,5.73623,-6.58793,-15.1348,-20.9114,-7.16355
